,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Accumulated time steps,0.0,503.0,971.0,1219.0,1660.0,2544.0,3543.0,4542.0,5541.0,6516.0,7515.0,8514.0,9513.0,10512.0,11511.0,12510.0,13509.0,14508.0,15507.0,16506.0,17505.0,18504.0,19503.0
Episode reward,0.0,79.98865562305917,78.6984684326271,90.00023129370123,82.21787391262401,66.50374506453088,-33.403655635050164,-33.191654664542796,-31.47053578666123,68.64900794112779,-34.42609716731465,-31.37096284895178,-30.87942821878517,-34.2436665299712,-33.01992239550456,-33.05852782350658,-32.56531579641691,-29.86764230484614,-32.353914263111015,-31.58308692328216,-31.258718575092523,-32.48052091745132,-30.928236263521995
Episode feedback,0.8,0.5029940109720679,0.35974303991489714,0.3441295532626334,0.3181818174586777,0.23216308014477569,0.1603206411219232,0.10120240470821402,0.06412825644876928,0.04004106772069706,0.035070140245420704,0.00801603205609616,0.00901803606310818,0.0060120240420721205,0.0050100200350601,0.00200400801402404,0.0,0.00100200400701202,0.0,0.0,0.0,0.00100200400701202,0.00100200400701202
total seconds,0.0,41.08900451660156,76.94045233726501,96.64279294013977,129.38158464431763,185.53053665161133,243.12811875343323,296.98213386535645,348.4594807624817,397.19672441482544,447.30706572532654,496.34401655197144,544.6771852970123,594.4705536365509,644.0192129611969,692.1170840263367,739.7507781982422,787.4618468284607,835.0055289268494,882.5526790618896,929.8867592811584,977.6824471950531,1025.4386422634125
total minutes,0.0,0.6848167419433594,1.2823408722877503,1.6107132156689963,2.1563597440719606,3.0921756108601888,4.052135312557221,4.949702231089274,5.807658012708028,6.619945406913757,7.455117762088776,8.272400275866191,9.07795308828354,9.907842560609181,10.733653549353281,11.535284733772277,12.32917963663737,13.124364113807678,13.916758815447489,14.709211317698161,15.498112654685974,16.294707453250886,17.090644037723543
cummulative feedback,0.0,252.0,420.0,505.0,645.0,850.0,1010.0,1111.0,1175.0,1214.0,1249.0,1257.0,1266.0,1272.0,1277.0,1279.0,1279.0,1280.0,1280.0,1280.0,1280.0,1281.0,1282.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
