,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6994.0,7993.0,8992.0,9991.0,10990.0,11989.0,12988.0,13642.0,14641.0,15640.0,16195.0,16696.0,17240.0,18199.0,18759.0,19118.0,19477.0,19833.0
Episode reward,0.0,-69.27019057071892,-48.9927638245661,-64.66783175905871,-49.40502033191738,-66.50415633579671,-64.93702315294868,-58.55617158137022,-75.4076681747747,-67.89287997602874,-61.10877017188355,-54.48120127710377,-56.507284652478056,-62.38827479555279,59.749359483822325,-60.832817974068526,-60.319592827710046,68.7970895615749,70.16101888557029,66.51014011950154,40.88371894375302,65.28072875361303,78.49215240491264,78.86141656381942,78.82208882020733
Episode feedback,0.8,0.11623246481339432,0.20240480941642805,0.0901803606310818,0.12424849686949048,0.0751503005259015,0.0150300601051803,0.03206412822438464,0.007014028049084141,0.01903807613322838,0.007014028049084141,0.00200400801402404,0.00100200400701202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,63.07776427268982,133.94672274589539,194.51534485816956,257.53402066230774,316.07259368896484,369.42179012298584,424.497017621994,477.74475169181824,531.9836413860321,585.9397916793823,639.0236809253693,691.3557147979736,743.7376794815063,778.2749881744385,830.5038857460022,882.8856518268585,914.1754779815674,941.8820645809174,971.459009885788,1022.2494058609009,1052.4305334091187,1071.844128370285,1091.650294303894,1110.9799253940582
total minutes,0.0,1.051296071211497,2.2324453790982566,3.241922414302826,4.292233677705129,5.267876561482748,6.1570298353830974,7.0749502936999,7.96241252819697,8.866394023100534,9.765663194656373,10.650394682089487,11.522595246632894,12.39562799135844,12.971249802907307,13.841731429100037,14.714760863780976,15.236257966359457,15.698034409681956,16.190983498096465,17.03749009768168,17.540508890151976,17.864068806171417,18.194171571731566,18.51633208990097
cummulative feedback,0.0,116.0,318.0,408.0,532.0,607.0,622.0,654.0,661.0,680.0,687.0,689.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
