,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Accumulated time steps,0.0,370.0,705.0,1201.0,1617.0,1874.0,2206.0,2900.0,3228.0,3727.0,4726.0,5474.0,5876.0,6727.0,7726.0,8725.0,9724.0,10682.0,11616.0,12615.0,13614.0,14613.0,15612.0,16611.0,17610.0,18609.0,19608.0
Episode reward,0.0,81.72566649677599,83.58236576946955,77.63673540864406,81.82109561991594,87.37685168132532,87.40676717570257,67.70052928390294,84.39776469143875,78.01932882923927,-39.303662304451905,75.29386713432685,83.85962153148441,68.39935829941304,-38.358729571051796,-36.004764535636475,-38.30327143643368,62.68237505022312,64.54358633068,-39.364918754657396,-36.87446054104064,-35.33340987498454,-36.68412416337026,-37.950092407022034,-35.11523383231249,-36.95863059725045,-35.16266311214061
Episode feedback,0.8,0.46467391178077744,0.383233531786726,0.3494949487888991,0.31325301129336625,0.21874999914550783,0.24471299019724171,0.1284271282418079,0.1437308864106089,0.14658634508717602,0.07014028049084141,0.06827309227808154,0.052369077176136966,0.034117647018685124,0.01903807613322838,0.014028056098168281,0.014028056098168281,0.003134796234968865,0.005359056800258246,0.0,0.00100200400701202,0.0,0.00100200400701202,0.0,0.0,0.0,0.0
total seconds,0.0,25.356760263442993,48.902352809906006,84.60502791404724,113.38048338890076,131.06882905960083,153.95495295524597,193.16017770767212,212.30921912193298,240.92919731140137,294.2382125854492,334.9868173599243,356.60178780555725,399.77353739738464,448.8944754600525,497.3569076061249,546.0203804969788,591.6890802383423,636.6973111629486,684.4873020648956,732.2806017398834,779.868515253067,827.4279131889343,875.5755805969238,923.2293925285339,971.2827167510986,1018.6939423084259
total minutes,0.0,0.4226126710573832,0.8150392134984334,1.410083798567454,1.889674723148346,2.1844804843266803,2.565915882587433,3.2193362951278686,3.53848698536555,4.01548662185669,4.903970209757487,5.5831136226654055,5.943363130092621,6.662892289956411,7.481574591000875,8.289281793435414,9.100339674949646,9.861484670639038,10.61162185271581,11.408121701081594,12.204676695664723,12.997808587551116,13.790465219815571,14.592926343282064,15.387156542142232,16.188045279184976,16.9782323718071
cummulative feedback,0.0,171.0,299.0,472.0,602.0,658.0,739.0,828.0,875.0,948.0,1018.0,1069.0,1090.0,1119.0,1138.0,1152.0,1166.0,1169.0,1174.0,1174.0,1175.0,1175.0,1176.0,1176.0,1176.0,1176.0,1176.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
