,0,1
Accumulated time steps,0.0,42.0
Episode reward,0.0,263.1342882871702
Episode feedback,0.8,0.7749999806250005
total seconds,0.0,11.544242143630981
total minutes,0.0,0.19240403572718304
cummulative feedback,0.0,31.0
e,1.0,1.0
buffer size,10000.0,10000.0
human model,0.0,0.0
tau,0.00045,0.00045
