,0,1
Accumulated time steps,0.0,79.0
Episode reward,0.0,563.7922887633156
Episode feedback,0.8,0.5584415511890708
total seconds,0.0,16.231995820999146
total minutes,0.0,0.2705332636833191
cummulative feedback,0.0,43.0
e,1.0,1.0
buffer size,10000.0,10000.0
human model,0.0,0.0
tau,0.00045,0.00045
