,0,1
Accumulated time steps,0.0,45.0
Episode reward,0.0,297.6127031164439
Episode feedback,0.8,0.4186046414277991
total seconds,0.0,9.603953123092651
total minutes,0.0,0.1600658853848775
cummulative feedback,0.0,18.0
e,1.0,1.0
buffer size,10000.0,10000.0
human model,0.0,0.0
tau,0.00045,0.00045
