,0,1
Accumulated time steps,0.0,53.0
Episode reward,0.0,304.274748624167
Episode feedback,0.8,0.6470588108419841
total seconds,0.0,13.20547342300415
total minutes,0.0,0.22009122371673584
cummulative feedback,0.0,33.0
e,1.0,1.0
buffer size,10000.0,10000.0
human model,0.0,0.0
tau,0.00045,0.00045
