,0,1,2
Accumulated time steps,0.0,44.0,98.0
Episode reward,0.0,251.60291681026956,310.9371921240021
Episode feedback,0.8,0.6428571275510208,0.6037735735137062
total seconds,0.0,10.029702186584473,21.055256843566895
total minutes,0.0,0.1671617031097412,0.35092094739278157
cummulative feedback,0.0,27.0,59.0
e,1.0,1.0,1.0
buffer size,10000.0,10000.0,10000.0
human model,0.0,0.0,0.0
tau,0.00045,0.00045,0.00045
