,0,1
Accumulated time steps,0.0,52.0
Episode reward,0.0,285.3017400016378
Episode feedback,0.8,0.6199999876000003
total seconds,0.0,12.168771982192993
total minutes,0.0,0.20281286636988322
cummulative feedback,0.0,31.0
e,1.0,1.0
buffer size,10000.0,10000.0
human model,0.0,0.0
tau,0.00045,0.00045
