,0,1,2
Accumulated time steps,0.0,51.0,104.0
Episode reward,0.0,287.47147687243205,303.4819286823155
Episode feedback,0.8,0.5714285597667641,0.5576922969674558
total seconds,0.0,11.387516975402832,22.209495782852173
total minutes,0.0,0.1897919495900472,0.37015826304753624
cummulative feedback,0.0,28.0,57.0
e,1.0,1.0,1.0
buffer size,10000.0,10000.0,10000.0
human model,0.0,0.0,0.0
tau,0.00045,0.00045,0.00045
