,0,1
Accumulated time steps,0.0,49.0
Episode reward,0.0,285.11781500339606
Episode feedback,0.8,0.6808510493435947
total seconds,0.0,10.810454368591309
total minutes,0.0,0.1801742394765218
cummulative feedback,0.0,32.0
e,1.0,1.0
buffer size,10000.0,10000.0
human model,0.0,0.0
tau,0.00045,0.00045
