,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
Accumulated time steps,0.0,49.0,95.0,139.0,182.0,402.0,463.0,1030.0,1118.0,1170.0,1425.0,1517.0,1748.0,2073.0,2147.0,2390.0,2787.0,3079.0,3373.0,3600.0,3930.0,4017.0,4088.0,4297.0,4397.0,4467.0,4526.0,4775.0,4881.0,4945.0,4997.0,5065.0,5120.0,5172.0,5231.0,5651.0,5922.0,6000.0,6061.0,6267.0,6342.0,6407.0,6463.0,6516.0,6581.0,6642.0,6688.0,7004.0,8115.0
Episode reward,0.0,301.78332058543,271.44794843319494,263.6267318540646,253.1604833200642,1927.1310307393815,282.9766939036478,5274.633908560085,411.987801323009,275.63732841498785,2249.332163533922,456.00794874455704,1866.042562628316,2714.752780375949,320.7510827366756,2099.8484562469853,3411.022649840707,2368.7433547331666,2276.9451355817714,1714.352591435578,2641.6410185086697,407.3188110020981,360.856056323364,1726.3438796835978,463.80342918607636,352.86213882364024,304.12770578069035,2089.5752902139225,510.17621271438566,331.85352044205814,276.3458127423747,371.3496984103946,281.255974499644,261.07856751318343,315.5367337535855,3580.7989336040755,2166.5396914307303,324.5987427145235,319.2022201899009,1720.229307630415,373.54845855965596,335.8803696043158,289.0306237721678,295.24742425091506,336.12232346465396,284.8560097540632,245.12091402291873,2527.547636213284,552.0120912303429
Episode feedback,0.8,0.40425531054775937,0.5555555432098769,0.5581395219037321,0.5476190345804992,0.33333333181126334,0.5499999908333335,0.21731448724856098,0.5172413733650417,0.5098039115724724,0.28740157367164737,0.6263736194903998,0.39999999826086957,0.320987653330285,0.6986301274160257,0.35123966797008405,0.262626261963065,0.24742267956212138,0.2764505110018754,0.32743362686976274,0.33434650354301976,0.3837209257706869,0.414285708367347,0.3413461522050666,0.4848484799510255,0.4492753558076036,0.3793103382877528,0.26612903118496356,0.4190476150566894,0.34920634366339137,0.47058822606689754,0.2835820853196704,0.4074073998628259,0.5490195970780472,0.2586206851961951,0.2553699277914799,0.3185185173388203,0.3896103845505145,0.2666666622222223,0.22926829156454492,0.43243242658875103,0.3749999941406251,0.2909090856198348,0.34615383949704154,0.3749999941406251,0.39999999333333347,0.4222222128395064,0.32380952278155706,0.38181817834710746
total seconds,0.0,12.590681076049805,24.363784551620483,35.00821590423584,44.42169690132141,87.86804437637329,100.42929029464722,206.39605402946472,224.34972310066223,235.6016867160797,283.96791529655457,302.7992253303528,346.06929898262024,409.7017345428467,425.2034432888031,470.59335136413574,549.7718017101288,602.6790328025818,660.5953013896942,702.9264209270477,763.5959830284119,780.9602410793304,794.9940495491028,835.5629992485046,865.3692936897278,889.6042804718018,903.7080025672913,953.9462416172028,982.7707550525665,1002.6992621421814,1016.4041059017181,1030.8068270683289,1043.8169045448303,1055.4085953235626,1067.8782696723938,1151.8265328407288,1207.9376063346863,1224.4710030555725,1237.348052740097,1278.5912201404572,1294.6671216487885,1308.6869766712189,1320.7859997749329,1332.3921422958374,1346.5376710891724,1359.7648379802704,1369.9729340076447,1435.2149925231934,1657.3972046375275
total minutes,0.0,0.20984468460083008,0.4060630758603414,0.5834702650705973,0.7403616150220235,1.4644674062728882,1.673821504910787,3.439934233824412,3.7391620516777038,3.9266947786013287,4.73279858827591,5.04665375550588,5.767821649710338,6.828362242380778,7.086724054813385,7.843222522735596,9.16286336183548,10.044650546709697,11.009921689828237,11.71544034878413,12.726599717140198,13.016004017988841,13.24990082581838,13.926049987475077,14.422821561495462,14.826738007863362,15.061800042788187,15.89910402695338,16.379512584209444,16.711654369036356,16.940068431695302,17.180113784472148,17.396948409080505,17.59014325539271,17.797971161206565,19.19710888067881,20.13229343891144,20.407850050926207,20.622467545668282,21.30985366900762,21.57778536081314,21.81144961118698,22.01309999624888,22.206535704930623,22.442294518152874,22.662747299671175,22.832882233460744,23.920249875386556,27.62328674395879
cummulative feedback,0.0,19.0,44.0,68.0,91.0,164.0,197.0,320.0,365.0,391.0,464.0,521.0,613.0,717.0,768.0,853.0,957.0,1029.0,1110.0,1184.0,1294.0,1327.0,1356.0,1427.0,1475.0,1506.0,1528.0,1594.0,1638.0,1660.0,1684.0,1703.0,1725.0,1753.0,1768.0,1875.0,1961.0,1991.0,2007.0,2054.0,2086.0,2110.0,2126.0,2144.0,2168.0,2192.0,2211.0,2313.0,2355.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tau,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
