,0,1
Accumulated time steps,0.0,44.0
Episode reward,0.0,251.93414858233746
Episode feedback,0.8,0.4285714183673472
total seconds,0.0,12.979984283447266
total minutes,0.0,0.21633307139078775
cummulative feedback,0.0,18.0
e,1.0,1.0
buffer size,10000.0,10000.0
human model,0.0,0.0
tau,0.00045,0.00045
