,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193
Episode,0.0,1.0,6.0,11.0,16.0,21.0,26.0,31.0,36.0,41.0,46.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0,86.0,91.0,96.0,101.0,106.0,111.0,116.0,121.0,126.0,131.0,136.0,141.0,146.0,151.0,156.0,161.0,166.0,171.0,176.0,181.0,186.0,191.0,196.0,201.0,206.0,211.0,216.0,221.0,226.0,231.0,236.0,241.0,246.0,251.0,256.0,261.0,266.0,271.0,276.0,281.0,286.0,291.0,296.0,301.0,306.0,311.0,316.0,321.0,326.0,331.0,336.0,341.0,346.0,351.0,356.0,361.0,366.0,371.0,376.0,381.0,386.0,391.0,396.0,401.0,406.0,411.0,416.0,421.0,426.0,431.0,436.0,441.0,446.0,451.0,456.0,461.0,466.0,471.0,476.0,481.0,486.0,491.0,496.0,501.0,506.0,511.0,516.0,521.0,526.0,531.0,536.0,541.0,546.0,551.0,556.0,561.0,566.0,571.0,576.0,581.0,586.0,591.0,596.0,601.0,606.0,611.0,616.0,621.0,626.0,631.0,636.0,641.0,646.0,651.0,656.0,661.0,666.0,671.0,676.0,681.0,686.0,691.0,696.0,701.0,706.0,711.0,716.0,721.0,726.0,731.0,736.0,741.0,746.0,751.0,756.0,761.0,766.0,771.0,776.0,781.0,786.0,791.0,796.0,801.0,806.0,811.0,816.0,821.0,826.0,831.0,836.0,841.0,846.0,851.0,856.0,861.0,866.0,871.0,876.0,881.0,886.0,891.0,896.0,901.0,906.0,911.0,916.0,921.0,926.0,931.0,936.0,941.0,946.0,951.0,956.0,961.0
Accumulated time steps,0.0,58.0,368.0,684.0,1379.0,1847.0,2556.0,2874.0,3220.0,3542.0,3928.0,4234.0,4540.0,4912.0,5221.0,5598.0,5930.0,6274.0,6572.0,6862.0,7229.0,7551.0,7963.0,8260.0,8561.0,8851.0,9151.0,9456.0,9739.0,10029.0,10328.0,10622.0,10956.0,11247.0,11527.0,11843.0,12139.0,12429.0,12853.0,13149.0,13444.0,13722.0,14010.0,14308.0,14602.0,14893.0,15179.0,15475.0,16082.0,16379.0,16673.0,16962.0,17253.0,17549.0,17839.0,18138.0,18406.0,18687.0,18974.0,19267.0,19566.0,19924.0,20215.0,20514.0,20794.0,21090.0,21372.0,21882.0,22173.0,22461.0,22744.0,23041.0,23340.0,23649.0,23936.0,24257.0,24544.0,24838.0,25349.0,25644.0,25942.0,26227.0,26599.0,27319.0,27603.0,27897.0,28201.0,28487.0,28768.0,29043.0,29340.0,29669.0,29962.0,30256.0,30527.0,30816.0,31123.0,31410.0,31697.0,31993.0,32259.0,32542.0,32817.0,33101.0,33375.0,33668.0,33941.0,34226.0,34506.0,34852.0,35139.0,35428.0,35707.0,35992.0,36301.0,36583.0,36873.0,37159.0,37452.0,37740.0,38022.0,38296.0,38590.0,38878.0,39164.0,39456.0,39753.0,40024.0,40305.0,40605.0,40938.0,41228.0,41514.0,41798.0,42109.0,42398.0,42844.0,43134.0,43613.0,43905.0,44176.0,44448.0,44729.0,45013.0,45310.0,45591.0,45876.0,46162.0,46442.0,46737.0,47068.0,47353.0,47637.0,47928.0,48206.0,48484.0,48772.0,49054.0,49359.0,49636.0,49940.0,50226.0,50552.0,50835.0,51568.0,51860.0,52251.0,52693.0,53115.0,53463.0,53746.0,54037.0,54325.0,54619.0,54932.0,55376.0,55649.0,55920.0,56199.0,56483.0,56781.0,57064.0,57357.0,57635.0,57907.0,58191.0,58474.0,58751.0,59040.0,59339.0,59622.0,59900.0,60185.0,60501.0
Episode reward,0.0,142.9853720041436,142.5685751677411,132.96378211693218,150.9193500804444,206.42187789826937,170.9323555336206,148.5662635818348,185.88087364586858,126.01757407978783,193.59032774180972,129.11106268206782,127.95981633123321,127.50700836392608,186.6894881821747,166.12534635929705,174.17853106266563,134.89563324102994,120.37523133425813,127.33487464538698,169.2216035788573,139.7056394411442,136.43522138102907,185.46855281095742,129.5160662256394,146.81461335686396,122.34455710047048,173.2178876351614,152.64712553317653,181.42876425307813,159.3432240446648,176.22713668182806,159.47102454400286,178.395909918244,155.00248949893134,146.14996039237099,182.73477157816362,156.88701498270535,165.4548326271238,187.6457145723242,192.3271272676454,192.9902772294508,188.7681181459897,157.52713028863687,157.1924251072335,189.15737359938763,158.19736357540629,117.41968280850892,185.6072314506864,183.4964009896749,132.27806201795656,171.22106483870382,168.16444314124024,139.90757227345682,163.8285233912171,181.84523107835093,162.28801430167894,122.59874714334484,163.41645106549237,131.8129743060719,168.75336543607202,153.21301032783333,145.61032307685377,179.1387169750433,136.01450507663225,177.05663108787903,168.54938948842172,675.0812003235052,166.8869814739777,161.3740453004661,133.83314859037938,180.04600535975655,149.957056041514,122.00669643411113,172.28243928576128,270.400077745216,139.5511985820118,135.42449423547126,123.40749741953503,162.37204722585707,130.3365815226488,155.84518995947172,168.28023140225696,183.08992442641403,153.42158241805703,189.73378747346132,178.7987594912883,142.81790031319827,164.91006541270858,139.17417139496334,175.67222558685393,232.58592570486087,153.030655023976,169.7273937495527,162.45083683415785,116.95757343037366,165.2638492464133,166.4216657717219,134.0744906824715,161.1682060204513,124.26905752390869,119.62757100845964,115.59228407380822,128.19383968996215,189.58450768228835,161.59692999356048,158.72326847210854,121.51222324852299,122.05698979437734,445.2544338055234,165.66590200629742,160.92849812908366,124.48515952962985,179.57764735940836,141.79969101811201,144.72368150111225,187.43515054485405,153.64374357859026,129.74750888734107,169.08959283162343,149.03521256038456,135.30620349920943,159.71228987629857,162.45978942370013,165.53383081665262,154.76302497432033,162.7849174038717,148.98996139168526,152.6077574589066,167.1191353135324,161.56621675553959,180.71384421990012,169.88757409342733,174.5941706516425,120.14248641420605,169.34665921523037,182.14386366848183,184.33153897706845,136.27312409273674,144.05322614336856,162.93173558546343,119.62544148403155,174.58596548220456,148.0732443081056,155.78526012235716,183.99650471256416,158.09794877153368,186.7178362630725,129.04043889939584,172.82040080814062,313.5767603197152,182.28336422920617,141.25772237320444,189.57282092512534,167.26753353141262,171.25121398556934,172.1637760047233,120.49605619403033,189.17007573397942,167.53510542911283,362.3948256156018,162.8969781470258,149.1792172520838,157.09747932052315,161.64138897546255,185.2637897807817,117.54374360720257,543.59236136947,171.04813486272087,129.0464565122817,160.73654587867404,189.94009572183353,172.7507077003227,124.05350080150014,223.85288919705008,877.4411850888321,128.1523186372137,137.7295592919309,114.27626848407967,171.74936720546577,173.8710492709475,152.45169172423147,166.52962088699414,159.92985792811592,121.03950989455197,155.1938441301445,160.78872192336112,113.29172989293932,167.86408926938336,189.74891754327544,131.08329334547335,118.9688145058634,126.36641573075114,34.19902001094179
Episode feedback,0.8,0.8421052483841185,0.5714285623582768,0.7333333211111114,0.7746478764134103,0.807017536780548,0.7457626992243611,0.6769230665088759,0.5937499907226564,0.6271186334386673,0.5555555478395063,0.7540983482934698,0.7368420923361036,0.6842105143120962,0.5151515073461893,0.6724137815101072,0.6229508094598228,0.56363635338843,0.45283018013527965,0.42592591803840896,0.5762711766733699,0.5535714186862247,0.6206896444708683,0.5312499916992189,0.44444443621399193,0.618181806942149,0.4615384526627221,0.40983605885514657,0.5535714186862247,0.41538460899408297,0.3859649055093876,0.44999999250000017,0.5964912176054172,0.41935483194588985,0.41666665972222233,0.5178571336096941,0.3333333280423281,0.44642856345663284,0.5172413703923902,0.3709677359521333,0.3906249938964845,0.3437499946289064,0.3650793592844546,0.21428571045918376,0.17543859341335802,0.32307691810650896,0.23214285299744905,0.39215685505574793,0.3968253905265811,0.25806451196670144,0.2982456088027086,0.39344261650094076,0.3965517173008325,0.47540982827197004,0.3965517173008325,0.3174603124212649,0.2982456088027086,0.24999999519230778,0.3559321973570814,0.29629629080932796,0.33870967195629564,0.4909090819834713,0.5423728721631716,0.30645160796045795,0.3965517173008325,0.16393442354205864,0.43103447532699185,0.5754716953987185,0.4576271108876761,0.40350876485072346,0.43636362842975224,0.3114754047299114,0.4642857059948981,0.3137254840445984,0.2586206851961951,0.4333333285185186,0.24999999553571436,0.2363636320661158,0.45283018013527965,0.2586206851961951,0.35185184533607694,0.18181817851239676,0.17241379013079672,0.26984126555807514,0.3090909034710745,0.292307687810651,0.25806451196670144,0.40350876485072346,0.29310344322235443,0.2678571380739797,0.2999999950000001,0.4699999953000001,0.17857142538265314,0.3275862012485138,0.2711864360815858,0.2799999944000001,0.43103447532699185,0.28813558833668496,0.2363636320661158,0.28070174946137283,0.23076922633136104,0.23529411303344877,0.29411764129181095,0.277777772633745,0.2857142811791384,0.29310344322235443,0.2678571380739797,0.21153845747041428,0.43137254056132274,0.41406249676513673,0.20689654815695607,0.3928571358418369,0.33962263510145974,0.3278688470841173,0.24999999553571436,0.21666666305555562,0.31249999511718757,0.28070174946137283,0.15094339337842655,0.22033897931628849,0.26315789012003704,0.16363636066115708,0.30357142315051033,0.1578947340720222,0.35087718682671604,0.11111110905349798,0.16071428284438782,0.24999999553571436,0.18181817851239676,0.4482758543400715,0.23214285299744905,0.21311475060467622,0.2758620642092748,0.23333332944444451,0.21568627028066137,0.1896551691438764,0.24590163531308795,0.1803278658962645,0.32727272132231416,0.415094331790673,0.19642856792091845,0.4399999912000002,0.18644067480609028,0.12962962722908097,0.2280701714373654,0.19354838397502608,0.21818181421487612,0.33870967195629564,0.30769230177514806,0.22950819295888208,0.3939393899602082,0.3114754047299114,0.24528301423994314,0.2419354799687826,0.21052631209602962,0.23728813157138762,0.1355932180407929,0.3137254840445984,0.23809523431594867,0.14035087473068641,0.45652173416824204,0.17241379013079672,0.20370369993141296,0.2727272677685951,0.33333332748538025,0.17741935197710723,0.3018867867568531,0.4307692285601578,0.22033897931628849,0.2830188625845498,0.24999999553571436,0.15624999755859378,0.28813558833668496,0.2830188625845498,0.31884057508926705,0.42380952179138326,0.23529411303344877,0.12499999776785718,0.35999999280000017,0.23728813157138762,0.2833333286111112,0.21428571045918376,0.24561403077870123,0.26315789012003704,0.2799999944000001,0.10714285522959188,0.1578947340720222,0.28571427988338205,0.1896551691438764,0.3650793592844546,0.33333332716049396,0.3061224427321951,0.19230768860946754,0.4062499873046879
total seconds,0.0,3.935798406600952,17.438867330551147,30.360150814056396,76.09655570983887,107.03165650367737,148.83972215652466,169.4410011768341,190.80700063705444,211.1271824836731,236.09868097305298,255.67491245269775,273.3483395576477,293.9357810020447,310.03550243377686,333.0080780982971,351.4137532711029,369.3370087146759,386.4035642147064,400.76143646240234,422.2111349105835,439.4614601135254,463.3580701351166,479.8684549331665,494.96692180633545,511.46773958206177,525.0815007686615,538.6158010959625,551.5129210948944,564.8471949100494,578.2543287277222,590.9562065601349,608.1981625556946,620.4882996082306,631.1096494197845,645.2359948158264,657.4057219028473,667.7638838291168,689.9411730766296,701.6434681415558,714.7082362174988,724.6068351268768,735.3574686050415,744.424186706543,753.2154960632324,763.0347378253937,772.0640478134155,782.6133010387421,809.1415495872498,820.3887903690338,831.2479157447815,842.8125488758087,854.2646629810333,864.9258258342743,876.4879264831543,886.4679944515228,895.8608777523041,905.1419172286987,916.9310278892517,927.3310050964355,939.0589511394501,957.8328235149384,969.5748226642609,979.2656559944153,990.6555955410004,1000.730438709259,1011.8440783023834,1033.3139395713806,1046.2050988674164,1058.2681274414062,1070.0071063041687,1081.9581999778748,1092.5357604026794,1106.1340231895447,1115.6157097816467,1127.3059840202332,1138.7576041221619,1148.770426273346,1171.576892375946,1181.9025783538818,1192.0762693881989,1201.5959868431091,1216.8864274024963,1248.6551611423492,1258.8420774936676,1268.7649114131927,1278.8367569446564,1290.310585975647,1300.7117500305176,1309.4507296085358,1320.197589635849,1333.2638103961945,1343.438640832901,1353.134269475937,1362.709129333496,1373.0495066642761,1383.9485836029053,1393.6356427669525,1402.5687124729156,1412.4387068748474,1422.5364773273468,1432.1575741767883,1440.749601840973,1449.7988708019257,1458.6204688549042,1467.3139190673828,1475.5238075256348,1484.081585407257,1492.1748456954956,1505.1135351657867,1515.7964613437653,1525.8150746822357,1535.7211000919342,1544.3023855686188,1553.8841450214386,1562.7135546207428,1571.6106040477753,1580.1622104644775,1588.4522111415863,1597.715695142746,1606.415310382843,1614.1666226387024,1623.2955811023712,1632.3440554141998,1642.551777124405,1650.2257223129272,1658.611431837082,1667.6849117279053,1675.011045217514,1683.0271863937378,1692.1744458675385,1698.4581637382507,1706.5843238830566,1712.6817235946655,1721.4139001369476,1727.785583972931,1740.4248809814453,1748.3507614135742,1759.842345237732,1766.654283285141,1773.5627608299255,1779.4348287582397,1786.0301501750946,1792.483050107956,1798.0027959346771,1804.7665905952454,1811.4447042942047,1818.6584973335266,1825.2629210948944,1831.4720244407654,1838.722228527069,1845.8010702133179,1852.3324196338654,1859.3861601352692,1865.4161937236786,1872.395004272461,1879.8067727088928,1886.418645620346,1894.087144613266,1899.9155082702637,1907.7344989776611,1913.7043912410736,1921.540094614029,1928.1352007389069,1946.937780380249,1953.233951330185,1963.6683633327484,1974.5129263401031,1986.4058647155762,1995.050817489624,2001.7675890922546,2008.2539100646973,2015.8199553489685,2023.3595633506775,2030.9447617530823,2041.9422979354858,2049.085870027542,2055.6072363853455,2062.3228290081024,2070.667900323868,2077.49218583107,2084.171002149582,2091.110696077347,2097.3741319179535,2103.1263148784637,2108.70129942894,2115.9919748306274,2122.6072297096252,2127.9254145622253,2135.98948264122,2143.473118543625,2149.743903875351,2156.9611337184906,2165.884045600891
total minutes,0.0,0.06559664011001587,0.29064778884251913,0.5060025135676066,1.2682759284973144,1.783860941727956,2.4806620359420775,2.8240166862805682,3.1801166772842406,3.518786374727885,3.9349780162175496,4.261248540878296,4.555805659294128,4.898929683367411,5.1672583738962805,5.550134634971618,5.856895887851715,6.155616811911265,6.440059403578441,6.6793572743733725,7.036852248509725,7.324357668558757,7.722634502251943,7.997807582219441,8.249448696772257,8.524462326367695,8.75135834614436,8.976930018266042,9.19188201824824,9.414119915167491,9.637572145462036,9.849270109335581,10.13663604259491,10.341471660137177,10.51849415699641,10.75393324693044,10.956762031714122,11.129398063818615,11.499019551277161,11.694057802359263,11.911803936958313,12.076780585447947,12.255957810084025,12.407069778442382,12.553591601053874,12.717245630423228,12.867734130223592,13.043555017312368,13.48569249312083,13.673146506150564,13.854131929079692,14.046875814596811,14.237744383017223,14.415430430571238,14.60813210805257,14.774466574192047,14.931014629205068,15.085698620478313,15.282183798154195,15.45551675160726,15.650982518990835,15.96388039191564,16.15958037773768,16.32109426657359,16.510926592350007,16.678840645154317,16.86406797170639,17.221898992856342,17.436751647790274,17.637802124023438,17.833451771736144,18.03263666629791,18.20892934004466,18.43556705315908,18.593595163027445,18.788433067003886,18.97929340203603,19.146173771222433,19.5262815395991,19.69837630589803,19.867937823136646,20.026599780718485,20.28144045670827,20.810919352372487,20.980701291561125,21.146081856886546,21.313945949077606,21.50517643292745,21.67852916717529,21.82417882680893,22.003293160597483,22.22106350660324,22.390644013881683,22.552237824598947,22.711818822224934,22.8841584444046,23.065809726715088,23.22726071278254,23.376145207881926,23.54064511458079,23.708941288789113,23.869292902946473,24.012493364016215,24.163314513365428,24.310341147581735,24.45523198445638,24.59206345876058,24.734693090120953,24.869580761591592,25.085225586096445,25.263274355729422,25.43025124470393,25.595351668198905,25.738373092810313,25.898069083690643,26.045225910345714,26.19351006746292,26.336036841074627,26.47420351902644,26.628594919045767,26.773588506380715,26.90277704397837,27.054926351706186,27.20573425690333,27.375862952073415,27.50376203854879,27.643523863951366,27.794748528798422,27.916850753625233,28.050453106562298,28.20290743112564,28.30763606230418,28.44307206471761,28.544695393244425,28.690231668949128,28.79642639954885,29.007081349690754,29.139179356892903,29.3307057539622,29.44423805475235,29.559379347165425,29.65724714597066,29.76716916958491,29.874717501799264,29.96671326557795,30.07944317658742,30.190745071570078,30.310974955558777,30.421048684914908,30.524533740679423,30.645370475451152,30.763351170221963,30.872206993897755,30.98976933558782,31.090269895394645,31.206583404541014,31.330112878481547,31.440310760339102,31.568119076887765,31.66525847117106,31.795574982961018,31.895073187351226,32.02566824356715,32.13558667898178,32.448963006337486,32.55389918883642,32.727806055545805,32.90854877233505,33.10676441192627,33.2508469581604,33.36279315153758,33.47089850107829,33.596999255816144,33.722659389177956,33.84907936255137,34.0323716322581,34.1514311671257,34.260120606422426,34.37204715013504,34.511131672064465,34.624869763851166,34.7361833691597,34.85184493462245,34.956235531965895,35.052105247974396,35.145021657148995,35.26653291384379,35.37678716182709,35.46542357603709,35.599824710687,35.72455197572708,35.82906506458918,35.94935222864151,36.09806742668152
cummulative feedback,0.0,48.0,84.0,128.0,183.0,275.0,319.0,363.0,401.0,438.0,478.0,524.0,566.0,605.0,639.0,678.0,716.0,747.0,771.0,794.0,828.0,859.0,895.0,929.0,953.0,987.0,1011.0,1036.0,1067.0,1094.0,1116.0,1143.0,1177.0,1203.0,1228.0,1257.0,1278.0,1303.0,1333.0,1356.0,1381.0,1403.0,1426.0,1438.0,1448.0,1469.0,1482.0,1502.0,1527.0,1543.0,1560.0,1584.0,1607.0,1636.0,1659.0,1679.0,1696.0,1709.0,1730.0,1746.0,1767.0,1794.0,1826.0,1845.0,1868.0,1878.0,1903.0,2025.0,2052.0,2075.0,2099.0,2118.0,2144.0,2160.0,2175.0,2214.0,2228.0,2241.0,2265.0,2280.0,2299.0,2309.0,2319.0,2336.0,2353.0,2372.0,2388.0,2411.0,2428.0,2443.0,2461.0,2508.0,2518.0,2537.0,2553.0,2567.0,2592.0,2609.0,2622.0,2638.0,2650.0,2662.0,2677.0,2692.0,2710.0,2727.0,2742.0,2753.0,2775.0,2828.0,2840.0,2862.0,2880.0,2900.0,2914.0,2927.0,2947.0,2963.0,2971.0,2984.0,2999.0,3008.0,3025.0,3034.0,3054.0,3060.0,3069.0,3083.0,3093.0,3119.0,3132.0,3145.0,3161.0,3175.0,3186.0,3197.0,3212.0,3223.0,3241.0,3263.0,3274.0,3296.0,3307.0,3314.0,3327.0,3339.0,3351.0,3372.0,3388.0,3402.0,3441.0,3460.0,3473.0,3488.0,3500.0,3514.0,3522.0,3538.0,3553.0,3561.0,3603.0,3613.0,3624.0,3639.0,3658.0,3669.0,3685.0,3769.0,3782.0,3797.0,3811.0,3821.0,3838.0,3853.0,3875.0,3964.0,3976.0,3983.0,4001.0,4015.0,4032.0,4044.0,4058.0,4073.0,4087.0,4093.0,4102.0,4116.0,4127.0,4150.0,4168.0,4183.0,4193.0,4206.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
