,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187
Episode,0.0,1.0,6.0,11.0,16.0,21.0,26.0,31.0,36.0,41.0,46.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0,86.0,91.0,96.0,101.0,106.0,111.0,116.0,121.0,126.0,131.0,136.0,141.0,146.0,151.0,156.0,161.0,166.0,171.0,176.0,181.0,186.0,191.0,196.0,201.0,206.0,211.0,216.0,221.0,226.0,231.0,236.0,241.0,246.0,251.0,256.0,261.0,266.0,271.0,276.0,281.0,286.0,291.0,296.0,301.0,306.0,311.0,316.0,321.0,326.0,331.0,336.0,341.0,346.0,351.0,356.0,361.0,366.0,371.0,376.0,381.0,386.0,391.0,396.0,401.0,406.0,411.0,416.0,421.0,426.0,431.0,436.0,441.0,446.0,451.0,456.0,461.0,466.0,471.0,476.0,481.0,486.0,491.0,496.0,501.0,506.0,511.0,516.0,521.0,526.0,531.0,536.0,541.0,546.0,551.0,556.0,561.0,566.0,571.0,576.0,581.0,586.0,591.0,596.0,601.0,606.0,611.0,616.0,621.0,626.0,631.0,636.0,641.0,646.0,651.0,656.0,661.0,666.0,671.0,676.0,681.0,686.0,691.0,696.0,701.0,706.0,711.0,716.0,721.0,726.0,731.0,736.0,741.0,746.0,751.0,756.0,761.0,766.0,771.0,776.0,781.0,786.0,791.0,796.0,801.0,806.0,811.0,816.0,821.0,826.0,831.0,836.0,841.0,846.0,851.0,856.0,861.0,866.0,871.0,876.0,881.0,886.0,891.0,896.0,901.0,906.0,911.0,916.0,921.0,926.0,931.0
Accumulated time steps,0.0,501.0,1100.0,1655.0,1976.0,2772.0,3085.0,3388.0,3788.0,4104.0,4410.0,4713.0,5007.0,5440.0,5745.0,6037.0,6339.0,6679.0,6969.0,7316.0,7719.0,8125.0,8427.0,8740.0,9024.0,9442.0,9726.0,10039.0,10327.0,10629.0,10920.0,11213.0,11516.0,11815.0,12388.0,12687.0,12986.0,13295.0,13593.0,13884.0,14167.0,14473.0,14789.0,15091.0,15389.0,15821.0,16103.0,16402.0,16740.0,17039.0,17406.0,17709.0,18022.0,18316.0,18603.0,18902.0,19211.0,19506.0,19819.0,20100.0,20391.0,20672.0,20977.0,21280.0,21578.0,21860.0,22140.0,22445.0,22778.0,23071.0,23368.0,23670.0,23966.0,24266.0,24565.0,24846.0,25139.0,25436.0,25733.0,26116.0,26401.0,26686.0,26985.0,27287.0,27578.0,27861.0,28148.0,28480.0,28759.0,29050.0,29349.0,29635.0,29983.0,30335.0,30631.0,30921.0,31650.0,31950.0,32249.0,32540.0,32846.0,33179.0,33481.0,33774.0,34153.0,34457.0,34757.0,35046.0,35451.0,35856.0,36143.0,36447.0,36728.0,37019.0,37301.0,37607.0,37892.0,38179.0,38538.0,38884.0,39181.0,39474.0,39782.0,40093.0,40372.0,40650.0,40972.0,41273.0,41570.0,41891.0,42168.0,42506.0,42850.0,43145.0,43472.0,43771.0,44081.0,44369.0,44658.0,44961.0,45309.0,45602.0,45928.0,46221.0,46515.0,46994.0,47278.0,47567.0,47855.0,48135.0,48413.0,48701.0,48975.0,49260.0,49606.0,49903.0,50193.0,50542.0,50834.0,51122.0,51420.0,51745.0,52509.0,52873.0,53160.0,53458.0,53755.0,54049.0,54364.0,54664.0,54993.0,55288.0,55581.0,55876.0,56208.0,56482.0,56770.0,57109.0,57459.0,57805.0,58128.0,58406.0,58740.0,59093.0,59382.0,59678.0,59964.0,60321.0
Episode reward,0.0,505.3798923579664,189.19309871408404,188.22195498521978,158.73849721044925,143.49983353356922,151.03529846655303,187.7188427902359,147.44514893532667,159.9140468728172,151.6872527149408,187.49587018836874,192.61546371407303,183.5595790229065,123.89258854261185,122.81347368197302,174.34944734719147,178.9409236725378,133.45473593490328,203.23517008600024,181.20348042782342,167.03037686648315,142.56964972860257,188.48088993815975,130.74159882659472,173.8914509196791,110.50681729589999,173.07721584291363,131.96090474385068,173.48130681052717,141.4296042503261,134.50218071780728,188.28792669069395,128.7133046290728,1198.9257325654473,130.02831191003148,137.18125785373687,157.26229596176233,183.52271789174637,177.5932286463162,131.74495925177388,193.51595994841222,192.2894099385737,174.51931468569916,186.85218344219032,817.3671100929156,121.9597299199483,192.21343120479048,183.07149392913556,138.2782478058206,189.41576857988878,166.77288908611308,165.07555075652337,174.18935088783726,121.8237847564927,194.5044179619513,206.32955410458504,158.7709292033191,188.4470773347083,173.35401292260855,149.1131618221881,137.7989869029324,190.3100048733547,186.06579959084203,152.4138812401112,161.20090143429178,135.7298779426572,166.30426005989318,177.87202271603027,162.833496089209,117.91646641079369,128.81413179004906,157.4995864200995,135.61850575574715,186.13486473693592,121.02256362316203,183.57813468957735,123.20130062843377,186.15381244077827,324.3407808324681,132.93418268514552,167.36587667437377,155.60382762819958,127.92023639082207,167.47534858054055,164.46715325808506,159.14697168100335,165.06308951190704,175.96740880454493,134.81344728236218,182.83985949239928,157.08461588109984,358.42612457636596,172.32577327859204,166.2621190074629,142.65649492777203,1605.301563253049,181.52752257270876,198.49346381668948,197.85362130243803,172.4602402752367,178.85846352964265,139.28973558268876,166.7545166589627,163.7795564914611,180.0568941259005,175.03927952334982,160.85012373790255,264.45872676688276,166.66095161701642,180.67659858978652,194.34797510721515,128.25730121471454,168.377767730073,118.48355367634356,181.90135796743948,134.97508259009928,192.25711840122992,194.3598111303878,184.95383038931044,192.0767459307292,137.0089183140698,173.6644467094897,186.11906277631823,172.33196403956956,142.25790530687945,269.4583875543711,139.04506688251456,191.8232140437983,168.00867522596172,127.18703041405834,160.37886422156484,191.28320441038724,167.13535568488516,177.4311792685888,179.1700746509668,169.40938499981254,128.81786636272187,191.3762831291363,144.90739399851842,157.302414683958,160.28477824500985,124.22285414434927,146.27290835823874,159.09030863296314,125.78621663924919,136.7745308290839,139.8011776828174,180.48076718024492,163.23260514176988,126.4768130025848,138.10704810475403,136.1354193206799,137.37913310798854,137.32961167329765,138.69761066478492,121.11790277509098,246.84948829800504,154.76818119140825,123.88724188817578,175.3118299698713,129.01261083160605,1692.3262587013955,246.26405520698313,123.27134369851974,142.94888244581387,162.18177859132854,122.69183514536138,167.6014951353468,140.5327154327294,132.71562075849917,258.66892565957477,136.15423381773903,169.09986169783537,137.7201434359747,124.74612133201181,109.46025511942719,176.91307617758693,177.81109583387087,145.17079371023758,139.16760505057567,157.15062706302626,130.97080850531563,140.41138452851283,145.54705260836627,132.51998371292748,184.4555662402879,266.39369700495496
Episode feedback,0.8,0.771999998456,0.7681159308968706,0.4848484775022958,0.7076922968047339,0.6769230665088759,0.650793640463593,0.6562499897460939,0.6557376941682346,0.6307692210650889,0.7704917906476756,0.6666666565656567,0.523076915029586,0.569230760473373,0.538461528106509,0.4999999907407409,0.403225799947971,0.4218749934082032,0.5999999890909093,0.5714285632653062,0.523076915029586,0.6034482654577885,0.5370370270919069,0.49999999242424253,0.5740740634430729,0.569230760473373,0.6122448854643902,0.4999999916666668,0.44444443621399193,0.569230760473373,0.46551723335315115,0.5614034989227457,0.538461530177515,0.56363635338843,0.706586824231776,0.5185185089163239,0.5438596395814098,0.5438596395814098,0.5555555467372135,0.6721311365224404,0.48148147256515794,0.4848484775022958,0.4925373060815328,0.4603174530108341,0.453124992919922,0.6521739098928797,0.39215685505574793,0.4545454476584023,0.3333333280423281,0.44642856345663284,0.44444443738977085,0.43333332611111125,0.5081967129803818,0.39344261650094076,0.4905660284798863,0.4545454476584023,0.5522387977277792,0.33928570822704096,0.522388051904656,0.4426229435635583,0.2727272677685951,0.3749999933035716,0.399999993846154,0.46774192793964636,0.32142856568877565,0.3157894681440444,0.3928571358418369,0.360655731792529,0.4426229435635583,0.44067795863257697,0.4599999908000002,0.5535714186862247,0.44067795863257697,0.41818181057851256,0.30158729680020163,0.3653846083579883,0.43749999316406263,0.3846153772189351,0.3174603124212649,0.5504587105462504,0.3636363570247935,0.41379309631391215,0.46551723335315115,0.45283018013527965,0.29310344322235443,0.3157894681440444,0.26315789012003704,0.3157894681440444,0.2833333286111112,0.32727272132231416,0.360655731792529,0.42105262419205924,0.4722222178497943,0.29508196237570555,0.2758620642092748,0.24999999553571436,0.48999999902,0.4843749924316408,0.5522387977277792,0.40298506861216316,0.4915254153978743,0.38709676795005216,0.48275861236623085,0.48333332527777795,0.28070174946137283,0.35483870395421446,0.42622950120935243,0.28070174946137283,0.5727272675206612,0.41379309631391215,0.42622950120935243,0.32307691810650896,0.48148147256515794,0.44067795863257697,0.49019606881968497,0.33870967195629564,0.3999999927272729,0.4843749924316408,0.45070421900416596,0.2812499956054688,0.32812499487304697,0.3965517173008325,0.43333332611111125,0.44444443738977085,0.42622950120935243,0.3090909034710745,0.45652173416824204,0.5272727176859506,0.4062499936523439,0.37288134961218056,0.3773584834460664,0.4561403428747308,0.3906249938964845,0.38983050186727963,0.41935483194588985,0.32258063995837677,0.48275861236623085,0.2727272677685951,0.26562499584960947,0.35087718682671604,0.2909090856198348,0.3749999933035716,0.3529411695501732,0.3666666605555557,0.3684210461680518,0.3018867867568531,0.2758620642092748,0.3666666605555557,0.35483870395421446,0.28070174946137283,0.3773584834460664,0.2363636320661158,0.3999999927272729,0.28070174946137283,0.3928571358418369,0.3636363570247935,0.33333332679738575,0.44117646626297585,0.24999999553571436,0.34615383949704154,0.3114754047299114,0.22641509006763982,0.43370786419391494,0.5799999942,0.3773584834460664,0.2909090856198348,0.42857142091836753,0.29411764129181095,0.38983050186727963,0.3749999933035716,0.32142856568877565,0.38356163858134745,0.32203389284688316,0.360655731792529,0.33333332748538025,0.40384614607988184,0.37254901230296056,0.27419354396462026,0.38709676795005216,0.22033897931628849,0.3928571358418369,0.36206895927467314,0.277777772633745,0.32142856568877565,0.3684210461680518,0.42592591803840896,0.44444443738977085,0.41121494942789766
total seconds,0.0,19.13271927833557,43.44181823730469,65.78039908409119,79.59601950645447,109.26563382148743,123.99855875968933,135.92816305160522,151.70726823806763,165.1082992553711,178.17780828475952,189.082417011261,201.10385179519653,215.5785036087036,225.16270232200623,235.1492462158203,245.43507838249207,256.29535698890686,268.307945728302,280.5969088077545,295.54598808288574,308.82353615760803,319.8722789287567,330.74201107025146,339.85935974121094,355.0490515232086,364.7270348072052,374.98827028274536,386.34301567077637,396.810177564621,408.3478786945343,417.3268599510193,427.2387857437134,436.4326865673065,454.6883473396301,465.9437961578369,475.78271532058716,486.442752122879,497.8014669418335,509.3959791660309,518.5642702579498,528.4580738544464,537.6179196834564,546.8962185382843,554.7993845939636,568.6010775566101,577.1707074642181,585.9083695411682,594.935072183609,602.4264008998871,614.0407073497772,623.2435522079468,632.5758726596832,641.0550100803375,649.8442761898041,658.3363814353943,667.2856781482697,676.5375394821167,685.1788544654846,693.400904417038,700.7001843452454,708.2922639846802,717.5337107181549,724.9822099208832,733.3829081058502,743.1680724620819,752.5024862289429,761.4142351150513,771.1571238040924,779.0289731025696,788.1395614147186,796.51828789711,805.329977273941,813.1434051990509,822.8785982131958,830.1236989498138,838.3362412452698,845.2087020874023,852.1788210868835,862.9951832294464,871.2628769874573,879.0901460647583,886.6440691947937,894.6013958454132,902.4603292942047,908.7423989772797,915.4077618122101,923.8078172206879,931.3160402774811,939.043267250061,947.3195097446442,953.9337856769562,966.0177502632141,976.1973867416382,983.7953073978424,990.2794978618622,1011.2057325839996,1020.6013777256012,1029.3438980579376,1037.6615228652954,1046.120956659317,1056.7324976921082,1064.6663949489594,1072.8086853027344,1083.037116765976,1091.1232430934906,1099.2746641635895,1108.3021097183228,1119.7167074680328,1131.1011748313904,1138.966255903244,1146.2890017032623,1153.7523984909058,1162.2748720645905,1170.310748577118,1177.892860174179,1186.0562179088593,1195.2547862529755,1205.8779685497284,1214.1411354541779,1221.5905272960663,1230.0714688301086,1239.1072056293488,1246.8293900489807,1253.856137752533,1261.2477498054504,1269.548897266388,1279.24267578125,1286.6462597846985,1296.063065290451,1303.0881476402283,1311.5060930252075,1321.0655007362366,1329.9837436676025,1338.4831216335297,1346.7727777957916,1354.81707072258,1360.5344061851501,1367.894719839096,1374.9251382350922,1383.2464168071747,1391.657889842987,1399.9233424663544,1408.0148997306824,1415.8701198101044,1428.1091685295105,1434.9470767974854,1442.7684531211853,1449.9426093101501,1456.7509887218475,1465.6749176979065,1474.3435180187225,1483.5731077194214,1489.8556475639343,1497.7743787765503,1504.9617223739624,1512.2845225334167,1521.0684685707092,1527.137004852295,1534.3717081546783,1541.3055319786072,1548.1383712291718,1565.7395329475403,1576.0011167526245,1582.8468236923218,1589.6682460308075,1597.9427452087402,1604.8905861377716,1613.1923463344574,1620.3164052963257,1627.5657980442047,1635.1031382083893,1641.4213984012604,1648.5873057842255,1657.3751389980316,1664.6271812915802,1670.6856319904327,1678.8949356079102,1687.9882671833038,1696.4609546661377,1705.0789279937744,1711.7305581569672,1722.4679782390594,1731.9248023033142,1738.9575283527374,1746.9387364387512,1753.7588641643524,1762.046875
total minutes,0.0,0.3188786546389262,0.7240303039550782,1.0963399847348532,1.3266003251075744,1.8210938970247905,2.0666426459948224,2.2654693841934206,2.5284544706344603,2.751804987589518,2.9696301380793253,3.15137361685435,3.3517308632532754,3.59297506014506,3.7527117053667705,3.919154103597005,4.090584639708201,4.271589283148447,4.4717990954717,4.676615146795909,4.925766468048096,5.147058935960134,5.331204648812612,5.5123668511708575,5.6643226623535154,5.917484192053477,6.07878391345342,6.249804504712423,6.439050261179606,6.61350295941035,6.805797978242238,6.955447665850321,7.12064642906189,7.273878109455109,7.578139122327169,7.7657299359639484,7.929711922009786,8.107379202047984,8.296691115697225,8.489932986100515,8.642737837632497,8.807634564240773,8.96029866139094,9.114936975638072,9.246656409899394,9.476684625943502,9.619511791070302,9.765139492352803,9.915584536393483,10.040440014998119,10.234011789162954,10.387392536799114,10.54293121099472,10.684250168005626,10.830737936496735,10.972273023923238,11.121427969137828,11.275625658035278,11.419647574424744,11.556681740283967,11.67833640575409,11.804871066411335,11.958895178635915,12.08303683201472,12.223048468430838,12.386134541034698,12.541708103815715,12.690237251917521,12.852618730068206,12.983816218376159,13.135659356911978,13.275304798285166,13.422166287899017,13.552390086650849,13.714643303553263,13.835394982496897,13.972270687421164,14.086811701456705,14.202980351448058,14.383253053824108,14.521047949790955,14.651502434412638,14.777401153246561,14.91002326409022,15.041005488236745,15.145706649621328,15.256796030203502,15.39679695367813,15.521934004624685,15.650721120834351,15.78865849574407,15.89889642794927,16.100295837720235,16.26995644569397,16.396588456630706,16.504658297697702,16.853428876399995,17.010022962093352,17.15573163429896,17.29435871442159,17.435349277655284,17.61220829486847,17.74443991581599,17.880144755045574,18.050618612766264,18.18538738489151,18.321244402726492,18.47170182863871,18.661945124467213,18.85168624718984,18.982770931720733,19.10481669505437,19.229206641515095,19.371247867743175,19.505179142951967,19.631547669569652,19.76760363181432,19.920913104216257,20.097966142495473,20.235685590902964,20.359842121601105,20.501191147168477,20.651786760489145,20.78048983414968,20.89760229587555,21.02079583009084,21.15914828777313,21.320711263020833,21.444104329744974,21.601051088174184,21.718135794003803,21.858434883753457,22.017758345603944,22.166395727793375,22.308052027225493,22.446212963263193,22.580284512043,22.675573436419167,22.7982453306516,22.91541897058487,23.054106946786245,23.194298164049783,23.33205570777257,23.466914995511374,23.597835330168405,23.801819475491843,23.91578461329142,24.04614088535309,24.16571015516917,24.279183145364126,24.427915294965107,24.57239196697871,24.726218461990356,24.830927459398904,24.962906312942504,25.082695372899373,25.20474204222361,25.351141142845155,25.452283414204917,25.57286180257797,25.688425532976787,25.802306187152862,26.095658882459006,26.26668527921041,26.38078039487203,26.494470767180125,26.63237908681234,26.748176435629528,26.88653910557429,27.005273421605427,27.126096634070077,27.251718970139823,27.357023306687672,27.476455096403757,27.622918983300526,27.74378635485967,27.84476053317388,27.981582260131837,28.133137786388396,28.27434924443563,28.417982133229575,28.528842635949452,28.707799637317656,28.865413371721903,28.982625472545624,29.11564560731252,29.229314402739206,29.367447916666666
cummulative feedback,0.0,386.0,439.0,471.0,517.0,561.0,602.0,644.0,684.0,725.0,772.0,816.0,850.0,887.0,915.0,942.0,967.0,994.0,1027.0,1067.0,1101.0,1136.0,1165.0,1198.0,1229.0,1266.0,1296.0,1326.0,1350.0,1387.0,1414.0,1446.0,1481.0,1512.0,1748.0,1776.0,1807.0,1838.0,1873.0,1914.0,1940.0,1972.0,2005.0,2034.0,2063.0,2198.0,2218.0,2248.0,2269.0,2294.0,2322.0,2348.0,2379.0,2403.0,2429.0,2459.0,2496.0,2515.0,2550.0,2577.0,2592.0,2613.0,2639.0,2668.0,2686.0,2704.0,2726.0,2748.0,2775.0,2801.0,2824.0,2855.0,2881.0,2904.0,2923.0,2942.0,2970.0,2990.0,3010.0,3070.0,3090.0,3114.0,3141.0,3165.0,3182.0,3200.0,3215.0,3233.0,3250.0,3268.0,3290.0,3314.0,3365.0,3383.0,3399.0,3413.0,3658.0,3689.0,3726.0,3753.0,3782.0,3806.0,3834.0,3863.0,3879.0,3901.0,3927.0,3943.0,4006.0,4030.0,4056.0,4077.0,4103.0,4129.0,4154.0,4175.0,4197.0,4228.0,4260.0,4278.0,4299.0,4322.0,4348.0,4376.0,4402.0,4419.0,4461.0,4490.0,4516.0,4538.0,4558.0,4584.0,4609.0,4632.0,4658.0,4678.0,4706.0,4721.0,4738.0,4758.0,4774.0,4795.0,4813.0,4835.0,4856.0,4872.0,4888.0,4910.0,4932.0,4948.0,4968.0,4981.0,5003.0,5019.0,5041.0,5061.0,5078.0,5123.0,5137.0,5155.0,5174.0,5186.0,5379.0,5437.0,5457.0,5473.0,5497.0,5512.0,5535.0,5556.0,5574.0,5602.0,5621.0,5643.0,5662.0,5683.0,5702.0,5719.0,5743.0,5756.0,5778.0,5799.0,5814.0,5832.0,5853.0,5876.0,5904.0,5948.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
