,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198
Episode,0.0,1.0,6.0,11.0,16.0,21.0,26.0,31.0,36.0,41.0,46.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0,86.0,91.0,96.0,101.0,106.0,111.0,116.0,121.0,126.0,131.0,136.0,141.0,146.0,151.0,156.0,161.0,166.0,171.0,176.0,181.0,186.0,191.0,196.0,201.0,206.0,211.0,216.0,221.0,226.0,231.0,236.0,241.0,246.0,251.0,256.0,261.0,266.0,271.0,276.0,281.0,286.0,291.0,296.0,301.0,306.0,311.0,316.0,321.0,326.0,331.0,336.0,341.0,346.0,351.0,356.0,361.0,366.0,371.0,376.0,381.0,386.0,391.0,396.0,401.0,406.0,411.0,416.0,421.0,426.0,431.0,436.0,441.0,446.0,451.0,456.0,461.0,466.0,471.0,476.0,481.0,486.0,491.0,496.0,501.0,506.0,511.0,516.0,521.0,526.0,531.0,536.0,541.0,546.0,551.0,556.0,561.0,566.0,571.0,576.0,581.0,586.0,591.0,596.0,601.0,606.0,611.0,616.0,621.0,626.0,631.0,636.0,641.0,646.0,651.0,656.0,661.0,666.0,671.0,676.0,681.0,686.0,691.0,696.0,701.0,706.0,711.0,716.0,721.0,726.0,731.0,736.0,741.0,746.0,751.0,756.0,761.0,766.0,771.0,776.0,781.0,786.0,791.0,796.0,801.0,806.0,811.0,816.0,821.0,826.0,831.0,836.0,841.0,846.0,851.0,856.0,861.0,866.0,871.0,876.0,881.0,886.0,891.0,896.0,901.0,906.0,911.0,916.0,921.0,926.0,931.0,936.0,941.0,946.0,951.0,956.0,961.0,966.0,971.0,976.0,981.0,986.0
Accumulated time steps,0.0,66.0,380.0,1527.0,1889.0,2242.0,2676.0,3022.0,3381.0,3682.0,3984.0,4287.0,4592.0,4952.0,5303.0,5622.0,5975.0,6275.0,6612.0,6946.0,7260.0,7555.0,7963.0,8247.0,8549.0,8835.0,9204.0,9563.0,9883.0,10169.0,10467.0,10752.0,11044.0,11334.0,11656.0,11950.0,12254.0,12546.0,12832.0,13134.0,13410.0,13701.0,13977.0,14267.0,14557.0,14847.0,15141.0,15423.0,15711.0,15990.0,16283.0,16574.0,16881.0,17187.0,17479.0,17752.0,18032.0,18312.0,18604.0,18888.0,19179.0,19467.0,19745.0,20031.0,20317.0,20598.0,20890.0,21170.0,21448.0,21734.0,22009.0,22303.0,22592.0,22875.0,23154.0,23507.0,23782.0,24068.0,24349.0,24625.0,24922.0,25206.0,25486.0,25772.0,26045.0,26336.0,26622.0,26916.0,27199.0,27490.0,27786.0,28084.0,28391.0,28689.0,28977.0,29759.0,30054.0,30344.0,30637.0,30964.0,31275.0,31566.0,31848.0,32163.0,32451.0,32743.0,33031.0,33334.0,33625.0,33904.0,34183.0,34483.0,34767.0,35062.0,35342.0,35620.0,35910.0,36185.0,36476.0,36760.0,37060.0,37349.0,37646.0,37939.0,38224.0,38519.0,38805.0,39143.0,39447.0,39731.0,40023.0,40322.0,40607.0,40894.0,41195.0,41482.0,41764.0,42049.0,42340.0,42627.0,42931.0,43198.0,43487.0,43778.0,44065.0,44370.0,44656.0,44935.0,45226.0,45503.0,45795.0,46082.0,46371.0,46670.0,46976.0,47254.0,47550.0,47842.0,48138.0,48427.0,48730.0,49036.0,49327.0,49619.0,49920.0,50218.0,50511.0,50816.0,51107.0,51402.0,51671.0,51959.0,52257.0,52564.0,52841.0,53646.0,53939.0,54230.0,54525.0,54821.0,55104.0,55402.0,55697.0,55995.0,56281.0,56578.0,56867.0,57143.0,57416.0,57722.0,58010.0,58294.0,58588.0,58876.0,59170.0,59443.0,59719.0,60013.0,60303.0
Episode reward,0.0,144.80160522930365,173.4505450591074,486.56340439214756,137.70005779879645,125.82321310268084,185.50294292907176,180.49079484158347,215.31225567725693,171.6716980786894,135.47301874515392,145.1461957301517,189.2397659368028,131.64885640508393,179.48448523283068,167.71885016088706,169.90841236955774,125.59396375461307,210.61462421797066,178.3384689381682,189.46537609625443,184.06461180453445,525.5259080925016,167.78677266304965,149.0833261666309,158.25680081536385,151.13562548636688,177.20993559533903,177.2576311308312,174.9169355619646,171.2812580975413,158.31343772851886,171.94244029806583,182.0136300085077,185.77443401786473,169.1021011097823,194.20780472215696,121.14968728451201,138.02824245467497,251.7466765801754,130.18032625262595,190.2104576983735,163.03536193245927,168.80721308381922,161.04170624720638,126.37593972314929,176.10707578143703,170.08210952442496,171.0719638327739,131.20149316225886,160.83861537424528,167.58610981564982,186.98878582969311,174.9804248345747,163.32110165348956,132.1708688401349,122.76151434687536,151.06886190846834,138.25411590116877,114.64530372569578,173.2839449782194,158.6534928842761,170.95996556921114,123.24163571434276,136.57993663481085,168.00384934952044,133.56791323350777,154.4118345770566,119.44563821028441,120.60586706482943,117.73256251006178,153.5690037600517,185.01653581782983,127.03560662047212,172.7917190363099,195.13715921599783,156.30595224241657,176.05225474719356,145.12892145849253,158.8848651826373,152.98398406967564,154.6870905360424,126.50044646896251,191.58209214601212,123.07021615257709,118.26213717959352,180.8688059207302,174.6057750467302,131.3927251171956,123.29165087057605,165.19926887714357,134.80409750290204,140.45073810924694,161.94731346693658,164.428028773953,126.47385049973494,160.7938426173124,136.9062332971011,195.78632899049285,187.652365448182,139.45495929733332,126.2359878081826,157.2504164628993,170.40864321432383,160.64517045984584,166.58790055717375,179.09269262660388,172.63096803423787,140.59014510203536,161.17310382491198,159.54473230607564,119.38973126657127,168.84204475884732,171.65620483209187,137.2044833294752,121.80156172475833,158.68980970145458,163.55925242592048,138.20382335152726,123.45782634933444,171.89605366092653,153.12814017034762,173.56604207413568,179.74092747607622,172.8813598818203,129.67155884552903,188.5594075924417,413.8404554167245,127.1712328466226,167.49882687869783,129.9650331640402,162.71526998830552,132.98638833398704,156.2300933354033,127.78072085220523,161.29249676331912,161.25828801249196,162.69533591755237,171.9627189905017,167.15853570285697,168.5563765731146,126.19604104565991,133.57978845103096,128.80682931712604,169.08730623908858,168.62410191792068,173.88463261873315,164.1118544031403,190.6336106881428,128.49938791695175,157.6579542629055,156.0649413536273,165.71922567827198,139.46272195379498,172.11380791183296,134.49233714619064,173.93193574217824,161.49897711708857,167.4268310293835,151.58258488329543,119.66257246075901,172.09036215452008,124.78921770250078,133.5014619364106,166.05113925848383,194.97055657845561,169.2938557509673,191.1362565813967,160.60689216505557,170.82301076463187,170.68321119241983,124.41480627060542,173.15433578136995,176.99772420685406,162.12237640921623,449.57127151641293,212.71254895146657,142.54315618812285,142.46766993062153,173.86875692635454,181.99304144952208,186.771586443995,182.961763981363,160.3117601183689,176.42049258389525,159.59087029410398,129.53665214414144,125.48516341373517,150.7536799996515,190.65825177991667,133.24280275831597,139.25667012681834,160.53354022726387,158.2114238404841,123.7732440793884,130.71145683252422,122.05632645441978,158.89559887476366,134.08065530907226
Episode feedback,0.8,0.8461538331360949,0.7968749875488284,0.7283950572321293,0.7352941068339102,0.7966101559896585,0.6714285618367348,0.6020408101832571,0.7216494770963972,0.7424242311753905,0.4999999913793105,0.5357142761479594,0.553846145325444,0.7419354719042666,0.5955056112864539,0.6117646986851212,0.6129032159209159,0.5357142761479594,0.6499999935,0.43333332611111125,0.35483870395421446,0.44444443738977085,0.6351351308436816,0.4999999916666668,0.5357142761479594,0.46551723335315115,0.714285702947846,0.6290322479188347,0.403225799947971,0.5409835976887934,0.5573770400429994,0.3928571358418369,0.4576271108876761,0.3709677359521333,0.32258063995837677,0.3275862012485138,0.4687499926757814,0.4399999912000002,0.35087718682671604,0.5694444365354939,0.43636362842975224,0.4285714217687076,0.34482758026159344,0.43333332611111125,0.43103447532699185,0.277777772633745,0.3770491741467349,0.46666665888888903,0.31034482223543414,0.33928570822704096,0.31034482223543414,0.3389830451019823,0.09523809372637947,0.21311475060467622,0.2666666622222223,0.33928570822704096,0.29411764129181095,0.19999999636363644,0.23214285299744905,0.33999999320000013,0.14999999750000004,0.24137930618311543,0.2999999950000001,0.23076922633136104,0.16071428284438782,0.18644067480609028,0.2909090856198348,0.14035087473068641,0.34615383949704154,0.2745097985390236,0.3137254840445984,0.25925925445816195,0.30645160796045795,0.24999999519230778,0.25423728382648675,0.31884057508926705,0.32727272132231416,0.21311475060467622,0.18518518175583,0.16949152255099115,0.1428571403061225,0.19642856792091845,0.24528301423994314,0.15384615147928998,0.1372548992695118,0.15384615088757403,0.16129031997918838,0.19117646777681666,0.3818181748760332,0.21153845747041428,0.2758620642092748,0.1454545428099174,0.24590163531308795,0.1379310321046374,0.22033897931628849,0.47169810430758297,0.2678571380739797,0.25454544991735545,0.3749999941406251,0.2968749953613282,0.24999999553571436,0.16981131755072987,0.21818181421487612,0.25423728382648675,0.19642856792091845,0.3050847405917841,0.19672130825047038,0.19999999666666674,0.29310344322235443,0.28070174946137283,0.1578947340720222,0.17999999640000008,0.24137930618311543,0.2758620642092748,0.12499999776785718,0.21568627028066137,0.23214285299744905,0.24561403077870123,0.1578947340720222,0.2884615329142013,0.1379310321046374,0.1454545428099174,0.15254237029589204,0.29508196237570555,0.14999999750000004,0.12727272495867772,0.15624999755859378,0.4693877503123699,0.33928570822704096,0.21666666305555562,0.24528301423994314,0.3333333277777779,0.3749999933035716,0.39999999333333347,0.25925925445816195,0.26315789012003704,0.3157894681440444,0.36206895927467314,0.34426228943832315,0.3333333277777779,0.25423728382648675,0.24528301423994314,0.30357142315051033,0.25925925445816195,0.3050847405917841,0.2666666622222223,0.2499999958333334,0.1428571403061225,0.24999999609375007,0.20370369993141296,0.1379310321046374,0.16071428284438782,0.2666666622222223,0.2499999958333334,0.2833333286111112,0.21052631209602962,0.2622950776672938,0.2280701714373654,0.3114754047299114,0.32142856568877565,0.24074073628257897,0.3770491741467349,0.24528301423994314,0.24999999553571436,0.23728813157138762,0.24615384236686397,0.19999999666666674,0.16666666414141418,0.20689654815695607,0.18333333027777785,0.16949152255099115,0.1454545428099174,0.25423728382648675,0.3709677359521333,0.26315789012003704,0.4042553162818772,0.41538460899408297,0.2419354799687826,0.22413792717003575,0.19672130825047038,0.2812499956054688,0.15873015621063244,0.16129031997918838,0.22033897931628849,0.18333333027777785,0.15517241111771707,0.29629629080932796,0.1886792417230332,0.20370369993141296,0.20312499682617194,0.32727272132231416,0.1428571403061225,0.20338982706118938,0.3684210461680518,0.24528301423994314,0.20370369993141296,0.17307691974852077,0.16071428284438782,0.2727272677685951
total seconds,0.0,5.264378309249878,17.603413105010986,88.8448417186737,112.89704966545105,133.3298201560974,158.1818311214447,176.7336220741272,196.52965021133423,214.0920331478119,229.70555472373962,246.77661967277527,264.4418029785156,286.36965584754944,306.46506547927856,324.09220147132874,343.97601771354675,359.5923707485199,376.84773874282837,395.82779693603516,409.6485707759857,423.5056297779083,443.66282391548157,455.31739950180054,467.64284920692444,479.9222912788391,497.2063000202179,518.6858863830566,534.1163191795349,545.5657832622528,561.1553287506104,574.165194272995,586.4664032459259,599.5429081916809,613.3441390991211,625.0761415958405,636.7318377494812,648.1286354064941,658.3864827156067,672.7011830806732,683.7844905853271,694.8747918605804,704.5865054130554,714.9504816532135,725.6211626529694,736.9358501434326,747.0720181465149,756.4905412197113,766.6288847923279,775.103866815567,785.6432948112488,795.9714770317078,805.9601166248322,815.4836461544037,826.063866853714,835.5893099308014,845.1211512088776,853.2929413318634,861.9338297843933,872.502604007721,880.3743755817413,888.6710441112518,897.0724580287933,904.4890241622925,912.6691710948944,920.1444582939148,929.6049377918243,938.1319046020508,945.4654772281647,954.8658347129822,964.2113018035889,973.4084179401398,981.5767247676849,990.3419253826141,998.0970866680145,1011.21928191185,1018.59459400177,1027.0953991413116,1035.6857578754425,1044.2634916305542,1052.6072208881378,1060.576831817627,1068.039717912674,1076.5217113494873,1084.2845950126648,1092.9955987930298,1099.7066869735718,1107.9279849529266,1116.861817598343,1125.2037615776062,1134.236068725586,1143.0256519317627,1152.9333715438843,1161.2092792987823,1169.0275938510895,1204.8628494739532,1215.4396562576294,1223.2089087963104,1233.8527569770813,1244.8148930072784,1256.262933731079,1264.9421076774597,1272.730393409729,1281.3627049922943,1289.4657289981842,1298.0474600791931,1305.8295466899872,1315.7721436023712,1325.112720966339,1332.2113673686981,1339.342490196228,1347.0261285305023,1354.4934878349304,1361.9103429317474,1369.6529779434204,1377.293820142746,1384.7955474853516,1391.6171090602875,1400.072039604187,1408.1437811851501,1416.3583204746246,1423.9027302265167,1431.0278239250183,1439.878628730774,1447.807064294815,1454.5083990097046,1463.5593683719635,1472.8508892059326,1483.5945246219635,1492.5587673187256,1501.6550948619843,1509.6787478923798,1518.0456366539001,1526.824434518814,1534.8781108856201,1541.6783382892609,1548.6858599185944,1555.3329243659973,1562.9971487522125,1570.1383259296417,1577.3039684295654,1583.9118790626526,1590.5802483558655,1597.4848709106445,1604.6303176879883,1611.1992881298065,1617.602380990982,1622.6585683822632,1628.1990599632263,1634.8520381450653,1641.4588119983673,1646.8331229686737,1653.687252998352,1661.0078103542328,1668.270873785019,1673.7724874019623,1680.121247768402,1688.0705695152283,1695.5940244197845,1702.9659948349,1710.1476435661316,1717.5451185703278,1722.9298374652863,1727.9183194637299,1734.3818485736847,1740.5052373409271,1746.72070646286,1752.803921699524,1759.961532831192,1766.686324596405,1773.0562736988068,1778.6462829113007,1785.007747888565,1792.053964138031,1798.2487540245056,1820.7729408740997,1829.8726027011871,1837.878103017807,1843.874847650528,1850.67968416214,1857.6223623752594,1863.3828346729279,1869.354264497757,1876.014268875122,1881.9939568042755,1887.0693490505219,1893.3778471946716,1900.2885513305664,1906.251577615738,1912.55118393898,1918.7791500091553,1925.6060342788696,1931.8578112125397,1940.1718151569366,1947.0876471996307,1952.63672041893,1958.9161403179169,1963.635603427887,1970.690176486969
total minutes,0.0,0.08773963848749797,0.29339021841684976,1.480747361977895,1.8816174944241841,2.2221636692682902,2.636363852024078,2.94556036790212,3.275494170188904,3.5682005524635314,3.828425912062327,4.112943661212921,4.4073633829752605,4.772827597459157,5.107751091321309,5.401536691188812,5.732933628559112,5.993206179141998,6.280795645713806,6.59712994893392,6.827476179599762,7.058427162965139,7.39438039859136,7.588623325030009,7.794047486782074,7.998704854647318,8.28677166700363,8.644764773050944,8.901938652992248,9.09276305437088,9.352588812510172,9.569419904549916,9.774440054098765,9.992381803194682,10.222402318318684,10.417935693264008,10.612197295824688,10.80214392344157,10.973108045260112,11.211686384677886,11.396408176422119,11.581246531009674,11.743108423550924,11.915841360886892,12.093686044216156,12.28226416905721,12.451200302441915,12.608175686995189,12.77714807987213,12.91839778025945,13.094054913520813,13.266191283861795,13.432668610413868,13.591394102573394,13.767731114228566,13.92648849884669,14.085352520147959,14.221549022197724,14.365563829739889,14.54171006679535,14.672906259695688,14.811184068520864,14.951207633813222,15.07481706937154,15.211152851581573,15.335740971565247,15.493415629863739,15.635531743367514,15.757757953802745,15.914430578549704,16.070188363393147,16.22347363233566,16.359612079461417,16.5056987563769,16.63495144446691,16.853654698530832,16.976576566696167,17.118256652355193,17.261429297924042,17.404391527175903,17.543453681468964,17.676280530293784,17.800661965211233,17.942028522491455,18.071409916877748,18.216593313217164,18.328444782892863,18.465466415882112,18.614363626639047,18.753396026293437,18.903934478759766,19.050427532196046,19.215556192398072,19.353487988313038,19.483793230851493,20.081047491232553,20.257327604293824,20.386815146605173,20.56421261628469,20.74691488345464,20.937715562184653,21.082368461290994,21.212173223495483,21.356045083204904,21.49109548330307,21.63412433465322,21.763825778166453,21.929535726706188,22.08521201610565,22.203522789478303,22.3223748366038,22.45043547550837,22.574891463915506,22.698505715529123,22.82754963239034,22.9548970023791,23.079925791422525,23.193618484338124,23.334533993403117,23.469063019752504,23.60597200791041,23.731712170441945,23.85046373208364,23.9979771455129,24.130117738246916,24.24180665016174,24.392656139532725,24.547514820098876,24.72657541036606,24.875979455312095,25.027584914366404,25.161312464872996,25.300760610898337,25.447073908646903,25.58130184809367,25.69463897148768,25.81143099864324,25.922215406099955,26.049952479203544,26.16897209882736,26.28839947382609,26.398531317710876,26.50967080593109,26.624747848510744,26.743838628133137,26.85332146883011,26.960039683183034,27.04430947303772,27.136650999387104,27.247533969084422,27.357646866639456,27.44721871614456,27.561454216639202,27.68346350590388,27.80451456308365,27.896208123366037,28.002020796140034,28.134509491920472,28.259900406996408,28.382766580581666,28.502460726102193,28.62575197617213,28.715497291088106,28.79863865772883,28.906364142894745,29.008420622348787,29.112011774381003,29.213398694992065,29.3326922138532,29.44477207660675,29.550937894980112,29.644104715188345,29.750129131476083,29.867566068967182,29.970812567075093,30.346215681234995,30.49787671168645,30.63130171696345,30.731247460842134,30.844661402702332,30.960372706254322,31.05638057788213,31.15590440829595,31.266904481252034,31.366565946737925,31.4511558175087,31.55629745324453,31.67147585550944,31.770859626928964,31.875853065649668,31.97965250015259,32.093433904647824,32.197630186875664,32.33619691928228,32.45146078666051,32.5439453403155,32.648602338631946,32.72726005713145,32.844836274782814
cummulative feedback,0.0,55.0,106.0,224.0,274.0,321.0,368.0,427.0,497.0,546.0,575.0,605.0,641.0,687.0,740.0,792.0,830.0,860.0,925.0,951.0,973.0,1001.0,1095.0,1125.0,1155.0,1182.0,1227.0,1266.0,1291.0,1324.0,1358.0,1380.0,1407.0,1430.0,1450.0,1469.0,1499.0,1521.0,1541.0,1582.0,1606.0,1633.0,1653.0,1679.0,1704.0,1719.0,1742.0,1770.0,1788.0,1807.0,1825.0,1845.0,1851.0,1864.0,1880.0,1899.0,1914.0,1925.0,1938.0,1955.0,1964.0,1978.0,1996.0,2008.0,2017.0,2028.0,2044.0,2052.0,2070.0,2084.0,2100.0,2114.0,2133.0,2146.0,2161.0,2183.0,2201.0,2214.0,2224.0,2234.0,2242.0,2253.0,2266.0,2276.0,2283.0,2291.0,2301.0,2314.0,2335.0,2346.0,2362.0,2370.0,2385.0,2393.0,2406.0,2431.0,2446.0,2460.0,2484.0,2503.0,2517.0,2526.0,2538.0,2553.0,2564.0,2582.0,2594.0,2606.0,2623.0,2639.0,2648.0,2657.0,2671.0,2687.0,2694.0,2705.0,2718.0,2732.0,2741.0,2756.0,2764.0,2772.0,2781.0,2799.0,2808.0,2815.0,2825.0,2871.0,2890.0,2903.0,2916.0,2936.0,2957.0,2981.0,2995.0,3010.0,3028.0,3049.0,3070.0,3090.0,3105.0,3118.0,3135.0,3149.0,3167.0,3183.0,3198.0,3206.0,3222.0,3233.0,3241.0,3250.0,3266.0,3281.0,3298.0,3310.0,3326.0,3339.0,3358.0,3376.0,3389.0,3412.0,3425.0,3439.0,3453.0,3469.0,3481.0,3492.0,3504.0,3515.0,3525.0,3533.0,3548.0,3571.0,3586.0,3643.0,3670.0,3685.0,3698.0,3710.0,3728.0,3738.0,3748.0,3761.0,3772.0,3781.0,3797.0,3807.0,3818.0,3831.0,3849.0,3857.0,3869.0,3890.0,3903.0,3914.0,3923.0,3932.0,3947.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
