,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203
Episode,0.0,1.0,6.0,11.0,16.0,21.0,26.0,31.0,36.0,41.0,46.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0,86.0,91.0,96.0,101.0,106.0,111.0,116.0,121.0,126.0,131.0,136.0,141.0,146.0,151.0,156.0,161.0,166.0,171.0,176.0,181.0,186.0,191.0,196.0,201.0,206.0,211.0,216.0,221.0,226.0,231.0,236.0,241.0,246.0,251.0,256.0,261.0,266.0,271.0,276.0,281.0,286.0,291.0,296.0,301.0,306.0,311.0,316.0,321.0,326.0,331.0,336.0,341.0,346.0,351.0,356.0,361.0,366.0,371.0,376.0,381.0,386.0,391.0,396.0,401.0,406.0,411.0,416.0,421.0,426.0,431.0,436.0,441.0,446.0,451.0,456.0,461.0,466.0,471.0,476.0,481.0,486.0,491.0,496.0,501.0,506.0,511.0,516.0,521.0,526.0,531.0,536.0,541.0,546.0,551.0,556.0,561.0,566.0,571.0,576.0,581.0,586.0,591.0,596.0,601.0,606.0,611.0,616.0,621.0,626.0,631.0,636.0,641.0,646.0,651.0,656.0,661.0,666.0,671.0,676.0,681.0,686.0,691.0,696.0,701.0,706.0,711.0,716.0,721.0,726.0,731.0,736.0,741.0,746.0,751.0,756.0,761.0,766.0,771.0,776.0,781.0,786.0,791.0,796.0,801.0,806.0,811.0,816.0,821.0,826.0,831.0,836.0,841.0,846.0,851.0,856.0,861.0,866.0,871.0,876.0,881.0,886.0,891.0,896.0,901.0,906.0,911.0,916.0,921.0,926.0,931.0,936.0,941.0,946.0,951.0,956.0,961.0,966.0,971.0,976.0,981.0,986.0,991.0,996.0,1001.0,1006.0,1011.0
Accumulated time steps,0.0,70.0,391.0,1378.0,1733.0,2296.0,2670.0,3081.0,3738.0,4065.0,4513.0,4862.0,5227.0,5533.0,5823.0,6240.0,6552.0,6968.0,7296.0,7589.0,7885.0,8178.0,8617.0,8910.0,9210.0,9502.0,9811.0,10127.0,10422.0,10709.0,10988.0,11285.0,11584.0,11872.0,12165.0,12452.0,12743.0,13029.0,13326.0,13643.0,13934.0,14233.0,14521.0,14793.0,15087.0,15630.0,15919.0,16186.0,16512.0,16795.0,17074.0,17372.0,17645.0,17947.0,18220.0,18530.0,18831.0,19123.0,19424.0,19722.0,20015.0,20310.0,20613.0,20943.0,21239.0,21535.0,21819.0,22140.0,22439.0,22723.0,23019.0,23312.0,23585.0,23866.0,24151.0,24483.0,24775.0,25052.0,25349.0,25645.0,26159.0,26448.0,26758.0,27053.0,27344.0,27627.0,27919.0,28209.0,28504.0,28828.0,29119.0,29415.0,29707.0,29992.0,30279.0,30621.0,30898.0,31185.0,31469.0,31748.0,32044.0,32347.0,32636.0,32934.0,33213.0,33513.0,33812.0,34096.0,34386.0,34661.0,34945.0,35229.0,35501.0,35797.0,36083.0,36376.0,36667.0,36944.0,37226.0,37507.0,37800.0,38078.0,38364.0,38642.0,38942.0,39228.0,39508.0,39798.0,40073.0,40337.0,40606.0,40876.0,41151.0,41433.0,41703.0,41976.0,42243.0,42520.0,42800.0,43071.0,43350.0,43615.0,43886.0,44167.0,44427.0,44698.0,44964.0,45238.0,45522.0,45804.0,46077.0,46348.0,46618.0,46881.0,47142.0,47408.0,47703.0,47964.0,48228.0,48516.0,48781.0,49047.0,49322.0,49589.0,49854.0,50117.0,50387.0,50649.0,50921.0,51193.0,51469.0,51734.0,52001.0,52274.0,52531.0,52806.0,53078.0,53346.0,53607.0,53881.0,54155.0,54425.0,54704.0,54978.0,55250.0,55529.0,55799.0,56067.0,56337.0,56605.0,56877.0,57140.0,57423.0,57694.0,57975.0,58241.0,58506.0,58785.0,59055.0,59332.0,59605.0,59879.0,60150.0,60417.0
Episode reward,0.0,148.5947774707347,140.17027635536977,212.42104348903072,137.99711501296343,152.69334328974082,168.3757554321346,139.82410639944843,222.50091390574357,172.18301615194224,177.09661797883618,133.48910431879133,127.95806200664664,148.46158498465257,122.81020153384829,194.18951680015954,189.9096972878077,131.29385124725454,177.47316501773534,168.7115621578647,157.61612481788086,178.34380742007733,179.87308089953586,188.68486660689746,187.53333601706635,186.0212092147324,178.16013685874594,179.01997709300696,128.64560751036507,172.7850109590931,147.3819004773802,161.27744386243853,242.01778291264708,154.68193023264175,185.49422316001332,187.94467933760015,158.08637447059797,127.06706239877872,176.49839860201533,188.9061404236231,157.69273231769662,157.51143424189905,176.7827259231397,116.59921841116245,173.76323956964927,142.9616527641402,120.11645854050923,146.936115024886,127.9462154501031,145.2700615188177,190.36981039282577,153.22324956111484,120.9303410563668,178.9199893674871,135.3246917066672,184.55531067053522,177.79604306838488,154.58371673747962,179.17683917435795,164.15625990866062,177.50700491413662,132.79285487537774,166.9205219873206,166.10722433436442,147.3560350195817,133.5885671732141,185.69898185893453,170.92612319001609,186.9028231036471,166.1413463836344,159.65955560058225,158.27301017288798,134.39625036384527,124.15565361539944,131.83227270284627,166.46679987892622,127.87698708052538,153.0041170495098,192.24851613463082,127.64035940951513,170.61374791844122,180.87895338019243,175.10634556892447,171.5457907495202,168.6225364260008,151.2498521060211,153.08312268029206,134.82840698616204,125.57552998162173,135.30879003559588,137.84042576189165,178.55329630308896,165.85967448959155,188.14832232614944,141.809856744571,165.93833446952618,126.3455235025738,157.52084441061584,149.25284346104857,137.479490940796,165.31441200125283,170.75945467874578,171.0660270099745,143.48620081354304,147.80173875185656,162.20815951785178,183.4682826608462,125.91535924937543,142.85795142529952,169.19957387982933,185.89948405989168,121.67607349265685,154.1530943902974,171.17490899010502,153.49416534753175,161.24675301199161,162.5314373909959,115.84684952030615,164.5771463549856,167.1838954841259,178.458994495706,133.92078473285903,128.84601250871384,128.3482390865854,182.4158074064479,119.4512919115253,125.45451138839191,182.2738769128567,117.08393317602498,137.39070571147306,124.10942730962087,127.96826673785311,122.26511966142252,184.60375985507997,128.56447380654893,124.0086213041993,125.96553594837306,120.82792654890184,138.32036964547535,173.1855297252749,119.26926905916044,128.7076650377973,146.9235805103977,159.5743806649478,126.0201414259965,137.10239614311544,140.40720307327712,129.5883357073269,124.94972017025827,181.60506401865035,140.74052719450086,124.52165050037321,128.5604581726977,117.87671327897723,120.73657530287022,127.80145196073018,179.49416039371752,118.27071972462797,187.40836976653554,128.52373686139194,131.2050222007389,132.59994914489977,161.66995941745708,122.67540788682012,124.4941987382195,125.77733107694121,152.33595936466193,128.7333031827973,129.08275302054562,117.48121340295336,136.05449805970696,129.50507893103006,171.25810774022665,162.27427030561645,114.6244525988589,155.81257313194413,135.27958538447578,124.3222646540193,121.3290492391324,133.18822364277972,134.96711914862507,181.76096550962723,165.38534238023655,163.11341290646283,123.91625897702247,138.64372753239252,133.2151194031734,135.6737276850377,133.65513006181098,125.27728166033785,148.79543302293112,123.49307909525191,142.4712988650722,131.90663111044233,131.34785417976477,126.23090245676596,153.8605555640291,163.13243657708765,163.39247237253457,175.06812164584616,125.2515267488322,175.5125725982058,141.3241643723534,162.44885295325406
Episode feedback,0.8,0.7681159308968706,0.7910447643127647,0.6455696120813973,0.7391304240705736,0.8169013969450508,0.6941176388927337,0.6911764604238756,0.7008546948644898,0.6969696864095503,0.523076915029586,0.5333333244444446,0.6721311365224404,0.6999999883333335,0.5660377251690996,0.6862745030757402,0.47619046863189735,0.4545454462809919,0.44444443738977085,0.3275862012485138,0.29310344322235443,0.39999999333333347,0.5113636305526861,0.41269840614764436,0.34920634366339137,0.38709676795005216,0.2786885200214997,0.39344261650094076,0.31481480898491093,0.27419354396462026,0.4074073998628259,0.44067795863257697,0.6071428499149661,0.4642857059948981,0.32812499487304697,0.2857142811791384,0.3157894681440444,0.40384614607988184,0.2786885200214997,0.2539682499370119,0.43103447532699185,0.26315789012003704,0.38333332694444455,0.3333333263888891,0.2666666622222223,0.41379309631391215,0.33999999320000013,0.18518518175583,0.415094331790673,0.31034482223543414,0.26984126555807514,0.19642856792091845,0.2884615329142013,0.35483870395421446,0.24999999553571436,0.32307691810650896,0.19354838397502608,0.3090909034710745,0.22580644797086374,0.3050847405917841,0.29032257596253913,0.32727272132231416,0.2711864360815858,0.41935483194588985,0.46666665888888903,0.3818181748760332,0.403225799947971,0.3389830451019823,0.43749999316406263,0.3050847405917841,0.35483870395421446,0.29310344322235443,0.42592591803840896,0.34615383949704154,0.32727272132231416,0.2711864360815858,0.25925925445816195,0.30357142315051033,0.4062499936523439,0.42592591803840896,0.32258063995837677,0.30645160796045795,0.403225799947971,0.3114754047299114,0.3859649055093876,0.2727272677685951,0.16071428284438782,0.3636363570247935,0.39215685505574793,0.3018867867568531,0.277777772633745,0.30158729680020163,0.2711864360815858,0.32812499487304697,0.3174603124212649,0.1578947340720222,0.2692307640532545,0.19642856792091845,0.18518518175583,0.26415093841224646,0.3157894681440444,0.2666666622222223,0.2666666622222223,0.29310344322235443,0.28070174946137283,0.2982456088027086,0.27419354396462026,0.277777772633745,0.24561403077870123,0.17241379013079672,0.11290322398543187,0.2549019557862362,0.18518518175583,0.23333332944444451,0.12280701538935061,0.29310344322235443,0.33928570822704096,0.23529411303344877,0.16949152255099115,0.2586206851961951,0.2419354799687826,0.14814814540466398,0.18518518175583,0.3018867867568531,0.20967741597294492,0.15094339337842655,0.3018867867568531,0.22950819295888208,0.23999999520000012,0.20689654815695607,0.2884615329142013,0.2075471658953365,0.19230768860946754,0.21311475060467622,0.14814814540466398,0.2692307640532545,0.3207547109291564,0.2884615329142013,0.24561403077870123,0.21311475060467622,0.19607842752787397,0.21153845747041428,0.24528301423994314,0.21428571045918376,0.17307691974852077,0.19642856792091845,0.2363636320661158,0.22222221810699597,0.23076922633136104,0.14516128798126957,0.26984126555807514,0.14814814540466398,0.24528301423994314,0.2745097985390236,0.11999999760000006,0.22641509006763982,0.19672130825047038,0.15999999680000007,0.20634920307382218,0.17543859341335802,0.20370369993141296,0.092592590877915,0.22413792717003575,0.24999999519230778,0.23999999520000012,0.23076922633136104,0.22222221810699597,0.2075471658953365,0.24074073628257897,0.13999999720000006,0.16363636066115708,0.3018867867568531,0.15254237029589204,0.17241379013079672,0.29999999400000016,0.16071428284438782,0.24528301423994314,0.33333332679738575,0.2884615329142013,0.15094339337842655,0.1454545428099174,0.16393442354205864,0.23728813157138762,0.14035087473068641,0.2363636320661158,0.19999999636363644,0.15094339337842655,0.12727272495867772,0.19999999636363644,0.16981131755072987,0.16363636066115708,0.09803921376393698,0.21052631209602962,0.16981131755072987,0.22222221810699597,0.20370369993141296,0.10714285522959188,0.12499999776785718,0.25423728382648675,0.09836065412523519,0.19230768860946754,0.1311475388336469,0.15517241111771707,0.12499999776785718
total seconds,0.0,4.623778343200684,19.823780059814453,81.25294828414917,102.02225732803345,137.12689924240112,160.03754472732544,185.106849193573,225.52917623519897,245.35354447364807,272.3130235671997,291.55414056777954,311.9743013381958,328.4705171585083,344.6727488040924,368.13510751724243,384.085569858551,407.8488805294037,422.35192704200745,437.31490445137024,449.85256719589233,463.4902129173279,485.503369808197,500.65761947631836,513.0143766403198,524.0795361995697,536.8101344108582,550.2098143100739,562.4881389141083,575.0841109752655,585.2899415493011,598.3361124992371,613.3873581886292,625.0572319030762,635.7968945503235,647.1098268032074,658.7651119232178,670.5799343585968,681.1728391647339,692.7372789382935,702.0072567462921,712.1193919181824,724.5486886501312,733.7866876125336,743.1239309310913,766.4701879024506,777.0476157665253,786.8827919960022,800.9382464885712,810.3712232112885,818.8265898227692,827.4912445545197,837.2231886386871,847.2916133403778,856.9216833114624,867.3790366649628,877.4473340511322,888.027690410614,897.2381281852722,907.4317326545715,917.981018781662,929.1168265342712,938.3293240070343,953.2108736038208,966.6229014396667,978.6599578857422,989.6733865737915,1002.5324940681458,1014.8509907722473,1026.7205483913422,1039.0624680519104,1050.0537371635437,1061.1606531143188,1072.17893576622,1082.8569648265839,1094.4885308742523,1103.97256565094,1113.8505136966705,1125.3212094306946,1135.68905711174,1157.066057920456,1166.877271413803,1178.925981760025,1188.9596133232117,1199.0129165649414,1208.0798225402832,1217.436091184616,1226.1437544822693,1236.1965851783752,1247.3636417388916,1255.390548467636,1265.6780042648315,1275.472314119339,1284.781090259552,1295.0588917732239,1308.1310532093048,1316.1339919567108,1325.8274011611938,1335.9685642719269,1344.9328274726868,1353.7780952453613,1363.1926000118256,1373.7841420173645,1383.658439874649,1392.2253301143646,1400.6093480587006,1409.2487602233887,1417.8256888389587,1427.4625451564789,1435.8287184238434,1442.7119398117065,1452.4341218471527,1460.1470637321472,1468.9167561531067,1477.4945886135101,1487.224137544632,1497.2602894306183,1505.5511810779572,1512.9933276176453,1521.1389997005463,1529.817551612854,1536.7831649780273,1544.1512486934662,1552.0140399932861,1561.478389263153,1568.9795820713043,1577.218762397766,1585.303190946579,1593.9908249378204,1600.1360638141632,1605.927214384079,1611.7727673053741,1617.4729380607605,1623.9168367385864,1629.4893522262573,1635.1104485988617,1641.1700613498688,1647.788456916809,1653.2280707359314,1659.292494058609,1666.3462827205658,1672.4832050800323,1679.7512962818146,1686.9302372932434,1692.53830575943,1698.902901172638,1705.1028480529785,1711.1105117797852,1717.2903304100037,1722.7385077476501,1728.9755120277405,1734.8154556751251,1740.9939155578613,1747.00563788414,1752.1343977451324,1757.0290222167969,1763.5320999622345,1769.708009004593,1775.456738948822,1781.6971416473389,1788.1012184619904,1793.545993089676,1799.6140694618225,1805.7389814853668,1811.7670719623566,1817.6332924365997,1823.6586430072784,1829.6278400421143,1836.339607477188,1842.808928012848,1848.9637036323547,1854.6077451705933,1860.4195520877838,1866.959174156189,1872.8294467926025,1878.5714824199677,1883.9586265087128,1889.1867735385895,1895.5504307746887,1900.6144955158234,1906.0666198730469,1911.5135979652405,1917.2787792682648,1923.1315076351166,1928.718789100647,1934.831209897995,1939.8992376327515,1945.247090101242,1951.5755240917206,1957.5425000190735,1962.7334244251251,1968.233958721161,1974.5061025619507,1979.7048480510712,1985.462303161621,1991.0698261260986,1996.6559240818024,2002.0382237434387,2007.4025444984436,2013.0934627056122,2018.763515472412,2024.8544895648956,2030.2371559143066,2034.9942977428436
total minutes,0.0,0.07706297238667806,0.3303963343302409,1.3542158047358195,1.7003709554672242,2.2854483207066854,2.6672924121220905,3.0851141532262165,3.758819603919983,4.089225741227468,4.538550392786662,4.859235676129659,5.19957168896993,5.474508619308471,5.74454581340154,6.135585125287374,6.401426164309184,6.797481342156728,7.039198784033458,7.288581740856171,7.497542786598205,7.724836881955465,8.091722830136616,8.344293657938639,8.550239610671998,8.734658936659494,8.946835573514303,9.170163571834564,9.374802315235138,9.584735182921092,9.754832359155019,9.972268541653952,10.223122636477152,10.417620531717937,10.596614909172057,10.785163780053457,10.97941853205363,11.176332239309946,11.352880652745565,11.545621315638224,11.700120945771536,11.868656531969707,12.075811477502187,12.22977812687556,12.385398848851521,12.77450313170751,12.950793596108754,13.11471319993337,13.34897077480952,13.506187053521474,13.647109830379486,13.791520742575328,13.953719810644786,14.121526889006297,14.28202805519104,14.45631727774938,14.624122234185537,14.800461506843567,14.95396880308787,15.123862210909525,15.299683646361034,15.485280442237855,15.638822066783906,15.886847893397013,16.11038169066111,16.3109992980957,16.494556442896524,16.70887490113576,16.914183179537456,17.112009139855704,17.317707800865172,17.500895619392395,17.686010885238648,17.869648929437002,18.047616080443063,18.241475514570872,18.399542760849,18.564175228277843,18.755353490511578,18.928150951862335,19.284434298674267,19.447954523563386,19.648766362667082,19.81599355538686,19.98354860941569,20.13466370900472,20.2906015197436,20.435729241371156,20.603276419639588,20.789394028981526,20.923175807793935,21.09463340441386,21.257871901988985,21.413018170992533,21.584314862887066,21.80218422015508,21.935566532611848,22.097123352686562,22.266142737865447,22.41554712454478,22.562968254089355,22.719876666863758,22.896402366956075,23.060973997910818,23.203755501906077,23.343489134311675,23.487479337056477,23.63042814731598,23.79104241927465,23.93047864039739,24.045198996861775,24.20723536411921,24.335784395535786,24.48194593588511,24.62490981022517,24.7870689590772,24.95433815717697,25.09251968463262,25.21655546029409,25.352316661675772,25.496959193547568,25.613052749633788,25.735854144891103,25.86690066655477,26.024639821052553,26.149659701188405,26.286979373296102,26.42171984910965,26.566513748963676,26.66893439690272,26.765453573067983,26.86287945508957,26.957882301012674,27.065280612309774,27.15815587043762,27.25184080998103,27.352834355831146,27.463140948613486,27.55380117893219,27.654874900976818,27.772438045342764,27.874720084667207,27.99585493803024,28.11550395488739,28.208971762657164,28.315048352877298,28.418380800882975,28.518508529663087,28.621505506833394,28.712308462460836,28.816258533795676,28.91359092791875,29.01656525929769,29.116760631402332,29.202239962418876,29.283817036946616,29.39220166603724,29.49513348340988,29.590945649147034,29.69495236078898,29.801686974366508,29.892433218161266,29.99356782436371,30.095649691422782,30.196117866039277,30.293888207276662,30.394310716787974,30.49379733403524,30.605660124619803,30.713482133547465,30.816061727205913,30.910129086176553,31.006992534796396,31.115986235936482,31.21382411321004,31.30952470699946,31.39931044181188,31.486446225643157,31.592507179578146,31.676908258597056,31.767776997884116,31.85855996608734,31.954646321137748,32.05219179391861,32.14531315167745,32.24718683163325,32.33165396054586,32.420784835020704,32.52625873486201,32.625708333651225,32.71222374041875,32.80389931201935,32.908435042699175,32.995080800851184,33.091038386027016,33.184497102101645,33.2775987346967,33.36730372905731,33.45670907497406,33.5515577117602,33.64605859120687,33.747574826081596,33.83728593190511,33.9165716290474
cummulative feedback,0.0,53.0,106.0,157.0,208.0,266.0,325.0,372.0,454.0,500.0,534.0,566.0,607.0,649.0,679.0,749.0,779.0,804.0,832.0,851.0,868.0,892.0,937.0,963.0,985.0,1009.0,1026.0,1050.0,1067.0,1084.0,1106.0,1132.0,1183.0,1209.0,1230.0,1248.0,1266.0,1287.0,1304.0,1320.0,1345.0,1360.0,1383.0,1399.0,1415.0,1439.0,1456.0,1466.0,1488.0,1506.0,1523.0,1534.0,1549.0,1571.0,1585.0,1606.0,1618.0,1635.0,1649.0,1667.0,1685.0,1703.0,1719.0,1745.0,1773.0,1794.0,1819.0,1839.0,1867.0,1885.0,1907.0,1924.0,1947.0,1965.0,1983.0,1999.0,2013.0,2030.0,2056.0,2079.0,2099.0,2118.0,2143.0,2162.0,2184.0,2199.0,2208.0,2228.0,2248.0,2264.0,2279.0,2298.0,2314.0,2335.0,2355.0,2364.0,2378.0,2389.0,2399.0,2413.0,2431.0,2447.0,2463.0,2480.0,2496.0,2513.0,2530.0,2545.0,2559.0,2569.0,2576.0,2589.0,2599.0,2613.0,2620.0,2637.0,2656.0,2668.0,2678.0,2693.0,2708.0,2716.0,2726.0,2742.0,2755.0,2763.0,2779.0,2793.0,2805.0,2817.0,2832.0,2843.0,2853.0,2866.0,2874.0,2888.0,2905.0,2920.0,2934.0,2947.0,2957.0,2968.0,2981.0,2993.0,3002.0,3013.0,3026.0,3038.0,3050.0,3059.0,3076.0,3084.0,3097.0,3111.0,3117.0,3129.0,3141.0,3149.0,3162.0,3172.0,3183.0,3188.0,3201.0,3214.0,3226.0,3238.0,3250.0,3261.0,3274.0,3281.0,3290.0,3306.0,3315.0,3325.0,3340.0,3349.0,3362.0,3379.0,3394.0,3402.0,3410.0,3420.0,3434.0,3442.0,3455.0,3466.0,3474.0,3481.0,3492.0,3501.0,3510.0,3515.0,3527.0,3536.0,3548.0,3559.0,3565.0,3572.0,3587.0,3593.0,3603.0,3611.0,3620.0,3627.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
