,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194
Episode,0.0,1.0,6.0,11.0,16.0,21.0,26.0,31.0,36.0,41.0,46.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0,86.0,91.0,96.0,101.0,106.0,111.0,116.0,121.0,126.0,131.0,136.0,141.0,146.0,151.0,156.0,161.0,166.0,171.0,176.0,181.0,186.0,191.0,196.0,201.0,206.0,211.0,216.0,221.0,226.0,231.0,236.0,241.0,246.0,251.0,256.0,261.0,266.0,271.0,276.0,281.0,286.0,291.0,296.0,301.0,306.0,311.0,316.0,321.0,326.0,331.0,336.0,341.0,346.0,351.0,356.0,361.0,366.0,371.0,376.0,381.0,386.0,391.0,396.0,401.0,406.0,411.0,416.0,421.0,426.0,431.0,436.0,441.0,446.0,451.0,456.0,461.0,466.0,471.0,476.0,481.0,486.0,491.0,496.0,501.0,506.0,511.0,516.0,521.0,526.0,531.0,536.0,541.0,546.0,551.0,556.0,561.0,566.0,571.0,576.0,581.0,586.0,591.0,596.0,601.0,606.0,611.0,616.0,621.0,626.0,631.0,636.0,641.0,646.0,651.0,656.0,661.0,666.0,671.0,676.0,681.0,686.0,691.0,696.0,701.0,706.0,711.0,716.0,721.0,726.0,731.0,736.0,741.0,746.0,751.0,756.0,761.0,766.0,771.0,776.0,781.0,786.0,791.0,796.0,801.0,806.0,811.0,816.0,821.0,826.0,831.0,836.0,841.0,846.0,851.0,856.0,861.0,866.0,871.0,876.0,881.0,886.0,891.0,896.0,901.0,906.0,911.0,916.0,921.0,926.0,931.0,936.0,941.0,946.0,951.0,956.0,961.0,966.0
Accumulated time steps,0.0,56.0,363.0,680.0,1585.0,2935.0,3661.0,4100.0,4405.0,5110.0,5466.0,5765.0,6065.0,6385.0,6682.0,6986.0,7294.0,7595.0,7916.0,8218.0,8512.0,8822.0,9166.0,9467.0,9835.0,10132.0,10410.0,10696.0,10995.0,11383.0,11682.0,11977.0,12272.0,12565.0,12856.0,13139.0,13601.0,13895.0,14190.0,14482.0,14753.0,15024.0,15318.0,15601.0,15897.0,16186.0,16463.0,16742.0,17033.0,17333.0,17614.0,17918.0,18212.0,18499.0,18787.0,19079.0,19360.0,19644.0,19928.0,20211.0,20498.0,20779.0,21071.0,21360.0,21650.0,21949.0,22286.0,22577.0,22856.0,23141.0,23431.0,23718.0,23985.0,24272.0,24565.0,24847.0,25133.0,25426.0,25764.0,26140.0,26422.0,26710.0,26997.0,27282.0,27571.0,27853.0,28150.0,28433.0,28774.0,29059.0,29648.0,30063.0,30449.0,30752.0,31044.0,31331.0,31621.0,31890.0,32175.0,32474.0,32757.0,33026.0,33307.0,33584.0,33883.0,34172.0,34454.0,34743.0,35037.0,35314.0,36022.0,36308.0,36575.0,36875.0,37160.0,37589.0,37889.0,38178.0,38467.0,38778.0,39055.0,39335.0,39621.0,40090.0,40371.0,40660.0,40952.0,41221.0,41492.0,41758.0,42037.0,42328.0,42620.0,42909.0,43184.0,43458.0,43731.0,44061.0,44344.0,44629.0,44907.0,45197.0,45492.0,45777.0,46057.0,46342.0,46633.0,46919.0,47192.0,47471.0,47775.0,48071.0,48350.0,48631.0,48915.0,49193.0,49478.0,49768.0,50060.0,50343.0,50615.0,50887.0,51175.0,51458.0,51778.0,52116.0,52394.0,52686.0,52957.0,53241.0,53522.0,53798.0,54093.0,54376.0,54656.0,54933.0,55218.0,55500.0,55811.0,56136.0,56430.0,56714.0,56985.0,57290.0,57580.0,57861.0,58137.0,58421.0,58706.0,58997.0,59282.0,59584.0,59855.0,60133.0,60415.0
Episode reward,0.0,129.53644925649647,126.49421445850842,137.10022927582867,384.36467403767193,177.98926541950362,168.73403213125755,588.1184248938308,125.39016574778532,175.37761049817348,190.23237235840833,122.17577722439566,158.43980985521898,130.12823058590607,128.01131427736337,167.81859270297574,228.20788411050253,122.92846814673739,196.0481360831516,163.16908540810607,173.47532223718338,177.06990060697555,171.4743994801581,172.14009361017625,183.6499839247246,186.77266698400933,163.88713859615538,160.54255742945833,134.97663024701765,171.8392374993449,158.7119623118748,152.65847397545863,183.2249635463632,162.3619192672349,130.4031610518414,121.06245573096626,172.58651701366668,119.73610386298652,134.69232084170503,164.8358132568479,134.7316408083853,159.82513041219713,122.81456836400461,123.11711131760113,164.91115227493432,170.1499582767311,133.91602272645727,169.3212726098423,124.78827392073777,187.00412333785422,124.96819962419437,182.77735173695746,141.93161978355457,133.3537048773768,151.00872304852678,144.60756218572197,116.64091021450751,156.90421514959607,134.17524075086297,154.60721441274825,143.97030524069407,124.09661674830932,173.59349128376124,133.99393355494612,182.84888406979056,184.5539737527983,160.0578722255196,143.89074989396602,181.8237685289046,179.86481290293486,118.58486816868276,138.0578653755719,155.54268069433658,163.24654986261072,168.35200507651183,133.82931609363925,146.03852785039507,186.98045505700787,216.98132864742576,129.44806105943155,130.47005741707716,165.4743034251388,133.36164016570538,180.57547716639317,145.6023931679282,184.41330625014993,167.414560735367,176.7792206276455,183.5167083270829,174.2430503032778,1155.1885773720699,325.66874453755247,122.5465010705361,164.34287491362844,132.618935963865,124.15010032274398,183.8806416599093,122.9227232222661,162.39489625347835,185.16530889660365,120.4129950858493,122.84743411915224,126.52001833652552,124.20028026450993,175.6086716032381,130.05589365284513,150.66787980323045,175.9990237356174,176.85253705253578,162.11593422667852,140.29206141539808,169.08801979006313,129.15613072673258,123.50007579407223,162.68640783932744,173.45156075055579,128.54372841175714,156.57944124824783,185.96056769779062,174.76899199197376,155.7837638750752,131.09739957060546,193.31762486059566,178.25248512664086,179.72013674916354,175.83412008298532,122.80495709735138,142.88000982191565,164.15427366461336,118.33083049749972,173.38921338524142,167.46205994953118,190.0864034575859,174.27448205044303,134.8093700535049,135.15808450880348,133.63842111028865,162.28677841220133,186.34387720523574,131.7076823229485,161.72537137983772,126.68242569277247,165.01546048651468,169.89186760178225,194.18480166649388,119.28134941095868,162.3530225697142,118.58245962077135,163.45267774408447,156.90006606580184,165.51321771973556,161.1140447384285,182.16488313355492,156.8771439983577,137.56099443069047,139.84686575500783,166.94846100050611,127.53978490035378,159.15859915772253,131.24373179988578,117.3041477647655,176.77868842938258,127.77876783474825,165.55417447248303,169.9045591837911,164.53515857560484,157.7283973517184,164.08511491351,136.40899401064115,130.02365240412456,122.36814371898205,176.32137673590145,148.42407247201672,175.96615858030503,132.4796183035085,171.16120568665312,139.27110462324876,152.60879137444098,120.6256164479396,119.80519166735183,165.27122839259656,132.4327469101759,130.1487442568487,188.81013769406675,158.86143669173183,161.86957145627218,129.09678346699752,117.86658495467891,182.94659162712748,126.2845661897115,165.25638676029706,163.7290077337228,118.49855608714705,126.83945203986323,179.74698403976797
Episode feedback,0.8,0.8727272568595045,0.5999999890909093,0.7619047498110357,0.8076923038091717,0.6746987870518218,0.679012337296144,0.7938144288978638,0.6545454426446283,0.7230769119526629,0.6764705782871974,0.5925925816186559,0.5483870879292405,0.7454545319008268,0.6607142739158166,0.783333320277778,0.5362318762864946,0.5576922969674558,0.6046511557598703,0.5254237199080726,0.5166666580555557,0.49999999242424253,0.5333333244444446,0.46774192793964636,0.6249999934895835,0.41269840614764436,0.26315789012003704,0.22413792717003575,0.3859649055093876,0.44067795863257697,0.47368420221606666,0.3636363570247935,0.46774192793964636,0.3684210461680518,0.35849055927376305,0.39215685505574793,0.44067795863257697,0.37999999240000015,0.3999999927272729,0.3389830451019823,0.3999999927272729,0.34482758026159344,0.35849055927376305,0.38888888168724295,0.34482758026159344,0.2711864360815858,0.47368420221606666,0.36206895927467314,0.20370369993141296,0.38095237490551787,0.3018867867568531,0.298507458231232,0.3709677359521333,0.2727272677685951,0.3999999927272729,0.3275862012485138,0.2799999944000001,0.43636362842975224,0.10909090710743806,0.19999999636363644,0.25423728382648675,0.37254901230296056,0.2622950776672938,0.21428571045918376,0.2622950776672938,0.2539682499370119,0.31034482223543414,0.316666661388889,0.24590163531308795,0.29508196237570555,0.19607842752787397,0.24999999553571436,0.08771929670667901,0.2727272677685951,0.2711864360815858,0.285714280612245,0.22222221810699597,0.22222221869488543,0.5045044999594189,0.2363636320661158,0.29629629080932796,0.32203389284688316,0.12727272495867772,0.33870967195629564,0.2075471658953365,0.20312499682617194,0.33333332748538025,0.2711864360815858,0.30645160796045795,0.10169491353059469,0.5337243386107791,0.5878787843158861,0.31999999360000014,0.28813558833668496,0.37037036351166,0.21153845747041428,0.18749999707031256,0.39215685505574793,0.1428571403061225,0.17460317183169569,0.21153845747041428,0.17307691974852077,0.25454544991735545,0.19230768860946754,0.22580644797086374,0.24999999553571436,0.22641509006763982,0.25423728382648675,0.3050847405917841,0.26315789012003704,0.22641509006763982,0.20689654815695607,0.26415093841224646,0.1568627420222992,0.1896551691438764,0.43103447532699185,0.2909090856198348,0.24561403077870123,0.2857142811791384,0.2833333286111112,0.2363636320661158,0.3157894681440444,0.2812499956054688,0.2999999950000001,0.2833333286111112,0.11475409647944104,0.2075471658953365,0.1929824527546938,0.28813558833668496,0.3999999920000002,0.22033897931628849,0.14999999750000004,0.15873015621063244,0.22950819295888208,0.2727272677685951,0.24074073628257897,0.24999999519230778,0.2982456088027086,0.26984126555807514,0.3018867867568531,0.15517241111771707,0.24074073628257897,0.2499999958333334,0.1896551691438764,0.261538457514793,0.1999999960000001,0.15254237029589204,0.23529411303344877,0.09999999833333337,0.19642856792091845,0.2586206851961951,0.2280701714373654,0.2419354799687826,0.1578947340720222,0.26315789012003704,0.2280701714373654,0.23728813157138762,0.26415093841224646,0.24999999553571436,0.3269230706360948,0.23999999520000012,0.16666666388888896,0.15094339337842655,0.16949152255099115,0.11864406578569381,0.1896551691438764,0.18181817851239676,0.16949152255099115,0.1886792417230332,0.12962962722908097,0.17307691974852077,0.316666661388889,0.1454545428099174,0.22950819295888208,0.24074073628257897,0.25423728382648675,0.2280701714373654,0.19999999636363644,0.35849055927376305,0.17307691974852077,0.20338982706118938,0.2909090856198348,0.29629629080932796,0.10769230603550299,0.21052631209602962,0.2758620642092748,0.19230768860946754,0.17999999640000008,0.14754098118785278,0.2909090856198348,0.2586206851961951,0.2758620642092748,0.05999999880000003,0.13207546920612323,0.2786885200214997
total seconds,0.0,4.249722957611084,16.15712881088257,30.44371771812439,91.39241361618042,173.08992290496826,215.91518330574036,241.56726694107056,259.1254186630249,301.8036460876465,322.06103110313416,339.27859711647034,357.7206211090088,377.33208084106445,395.2513551712036,411.60226488113403,428.68873167037964,446.1299331188202,462.01559042930603,477.1678330898285,492.36490988731384,509.1876435279846,526.9659430980682,541.1499309539795,557.6968731880188,572.2421598434448,584.1550743579865,596.8923680782318,608.6468062400818,627.5854547023773,640.2539660930634,651.5017035007477,662.9483580589294,674.6519844532013,685.6496062278748,698.6759595870972,723.1424827575684,734.1901414394379,746.0942075252533,756.3711175918579,766.519056558609,776.6428577899933,787.7928822040558,797.5943613052368,808.1590406894684,818.2654900550842,828.7150022983551,840.3469424247742,849.8592000007629,860.5256435871124,870.5282018184662,881.0138580799103,892.421826839447,902.0095767974854,911.2649257183075,920.3103687763214,931.1762595176697,942.1998636722565,951.6795732975006,960.0965547561646,968.2836833000183,976.9392576217651,987.2142353057861,996.956552028656,1007.2055373191833,1017.2333223819733,1030.5498917102814,1039.3546304702759,1047.8404042720795,1055.702662229538,1065.3142478466034,1075.156358718872,1082.5120153427124,1091.046602010727,1100.2754075527191,1109.2230489253998,1116.6948931217194,1124.8675289154053,1138.5718641281128,1155.8011569976807,1166.749751329422,1176.1894023418427,1185.7531666755676,1194.8415336608887,1203.878556728363,1211.6586496829987,1221.7910351753235,1231.687269449234,1242.6583108901978,1252.6028001308441,1277.4151372909546,1295.4763281345367,1311.83829331398,1322.4530808925629,1333.4661452770233,1341.7706363201141,1350.9370379447937,1359.8781204223633,1368.1146960258484,1376.4006023406982,1385.6776537895203,1393.6493492126465,1401.9674062728882,1411.5977432727814,1421.6141233444214,1428.8824050426483,1437.656080007553,1446.7567028999329,1456.4247472286224,1464.8822090625763,1491.4277155399323,1500.5274670124054,1509.1284229755402,1517.4419832229614,1525.8745477199554,1541.3301355838776,1552.3335418701172,1560.4255201816559,1569.043147802353,1580.1984634399414,1588.5258004665375,1597.0109493732452,1606.7674787044525,1624.2905750274658,1630.8015973567963,1636.179307460785,1642.2785589694977,1648.582099199295,1655.8246865272522,1662.8362336158752,1669.0813813209534,1676.0298018455505,1682.0634059906006,1688.8156924247742,1696.3467292785645,1702.5977489948273,1709.0379297733307,1718.501545906067,1725.7864880561829,1733.1256515979767,1739.000075340271,1745.1174621582031,1752.0292961597443,1757.5833623409271,1764.2111399173737,1770.7411592006683,1776.3365499973297,1783.0312905311584,1789.4768242835999,1795.4493625164032,1802.0019104480743,1808.6166989803314,1815.0848264694214,1821.522869348526,1828.7345173358917,1835.0915760993958,1841.1097886562347,1848.4476997852325,1855.1626279354095,1861.1537864208221,1866.7338333129883,1873.3799259662628,1879.0879168510437,1886.048336982727,1893.5831587314606,1902.2208797931671,1908.754667520523,1915.2752478122711,1921.1250932216644,1927.029987335205,1932.587067604065,1938.5764265060425,1943.6178929805756,1950.242532491684,1956.174658536911,1962.2581005096436,1968.9557659626007,1975.8868055343628,1983.8948900699615,1990.612515926361,1996.2851991653442,2003.0613112449646,2009.6869885921478,2016.4798777103424,2022.4556574821472,2029.0535843372345,2034.922768831253,2040.3053534030914,2046.518642425537,2053.2862606048584,2059.5129656791687,2065.556890964508,2071.6185562610626,2077.5379507541656,2084.107841730118
total minutes,0.0,0.07082871596018474,0.26928548018137616,0.5073952953020732,1.523206893603007,2.8848320484161376,3.598586388429006,4.026121115684509,4.318756977717082,5.030060768127441,5.367683851718903,5.654643285274505,5.962010351816813,6.288868014017741,6.587522586186727,6.8600377480189,7.144812194506327,7.435498885313669,7.7002598404884335,7.952797218163808,8.206081831455231,8.48646072546641,8.782765718301137,9.019165515899658,9.29494788646698,9.537369330724081,9.73591790596644,9.948206134637196,10.144113437334697,10.459757578372955,10.670899434884388,10.858361725012461,11.049139300982157,11.244199740886689,11.427493437131245,11.644599326451619,12.05237471262614,12.236502357323964,12.434903458754222,12.606185293197631,12.77531760931015,12.944047629833221,13.129881370067597,13.29323935508728,13.469317344824473,13.637758167584737,13.811916704972585,14.005782373746236,14.164320000012715,14.342094059785207,14.508803363641103,14.683564301331838,14.873697113990783,15.033492946624756,15.187748761971791,15.338506146272023,15.519604325294495,15.703331061204274,15.86132622162501,16.001609245936077,16.13806138833364,16.282320960362753,16.45357058842977,16.615942533810934,16.786758955319723,16.95388870636622,17.17583152850469,17.322577174504598,17.46400673786799,17.5950443704923,17.755237464110056,17.919272645314535,18.04186692237854,18.184110033512116,18.337923459211986,18.48705081542333,18.611581552028657,18.747792148590086,18.976197735468546,19.263352616628012,19.4458291888237,19.603156705697376,19.76255277792613,19.91402556101481,20.064642612139384,20.19431082804998,20.363183919588725,20.528121157487234,20.71097184816996,20.87671333551407,21.290252288182575,21.59127213557561,21.863971555233,22.040884681542714,22.224435754617055,22.36284393866857,22.515617299079896,22.664635340372723,22.801911600430806,22.940010039011636,23.09462756315867,23.22748915354411,23.36612343788147,23.526629054546355,23.693568722407022,23.814706750710805,23.96093466679255,24.11261171499888,24.273745787143707,24.414703484376272,24.857128592332206,25.00879111687342,25.15214038292567,25.29069972038269,25.431242461999258,25.688835593064628,25.872225697835287,26.007092003027598,26.150719130039214,26.336641057332358,26.475430007775625,26.616849156220756,26.779457978407542,27.071509583791098,27.180026622613273,27.269655124346414,27.371309316158296,27.47636831998825,27.597078108787535,27.713937226931254,27.81802302201589,27.933830030759175,28.034390099843343,28.14692820707957,28.272445487976075,28.37662914991379,28.48396549622218,28.641692431767783,28.763108134269714,28.885427526632945,28.983334589004517,29.08529103597005,29.20048826932907,29.29305603901545,29.403518998622893,29.51235265334447,29.605609166622163,29.717188175519308,29.82461373806,29.924156041940055,30.033365174134573,30.14361164967219,30.251413774490356,30.3587144891421,30.47890862226486,30.584859601656596,30.68516314427058,30.80746166308721,30.919377132256827,31.01922977368037,31.11223055521647,31.22299876610438,31.318131947517394,31.434138949712118,31.55971931219101,31.70368132988612,31.812577792008717,31.92125413020452,32.01875155369441,32.11716645558675,32.20978446006775,32.309607108434044,32.39363154967626,32.50404220819473,32.60291097561518,32.70430167516073,32.815929432710014,32.93144675890605,33.06491483449936,33.17687526543935,33.27141998608907,33.38435518741608,33.49478314320246,33.60799796183904,33.70759429136912,33.81755973895391,33.91537948052088,34.00508922338486,34.10864404042562,34.22143767674764,34.32521609465281,34.4259481827418,34.52697593768438,34.625632512569425,34.735130695501965
cummulative feedback,0.0,48.0,81.0,129.0,297.0,353.0,408.0,562.0,598.0,645.0,691.0,723.0,757.0,798.0,835.0,882.0,919.0,948.0,1000.0,1031.0,1062.0,1095.0,1127.0,1156.0,1216.0,1242.0,1257.0,1270.0,1292.0,1318.0,1345.0,1365.0,1394.0,1415.0,1434.0,1454.0,1480.0,1499.0,1521.0,1541.0,1563.0,1583.0,1602.0,1623.0,1643.0,1659.0,1686.0,1707.0,1718.0,1742.0,1758.0,1778.0,1801.0,1816.0,1838.0,1857.0,1871.0,1895.0,1901.0,1912.0,1927.0,1946.0,1962.0,1974.0,1990.0,2006.0,2024.0,2043.0,2058.0,2076.0,2086.0,2100.0,2105.0,2120.0,2136.0,2152.0,2164.0,2178.0,2234.0,2247.0,2263.0,2282.0,2289.0,2310.0,2321.0,2334.0,2353.0,2369.0,2388.0,2394.0,2576.0,2673.0,2689.0,2706.0,2726.0,2737.0,2749.0,2769.0,2777.0,2788.0,2799.0,2808.0,2822.0,2832.0,2846.0,2860.0,2872.0,2887.0,2905.0,2920.0,2932.0,2944.0,2958.0,2966.0,2977.0,3002.0,3018.0,3032.0,3050.0,3067.0,3080.0,3098.0,3116.0,3134.0,3151.0,3158.0,3169.0,3180.0,3197.0,3217.0,3230.0,3239.0,3249.0,3263.0,3278.0,3291.0,3304.0,3321.0,3338.0,3354.0,3363.0,3376.0,3391.0,3402.0,3419.0,3429.0,3438.0,3450.0,3456.0,3467.0,3482.0,3495.0,3510.0,3519.0,3534.0,3547.0,3561.0,3575.0,3589.0,3606.0,3618.0,3628.0,3636.0,3646.0,3653.0,3664.0,3674.0,3684.0,3694.0,3701.0,3710.0,3729.0,3737.0,3751.0,3764.0,3779.0,3792.0,3803.0,3822.0,3831.0,3843.0,3859.0,3875.0,3882.0,3894.0,3910.0,3920.0,3929.0,3938.0,3954.0,3969.0,3985.0,3988.0,3995.0,4012.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
