,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191
Episode,0.0,1.0,6.0,11.0,16.0,21.0,26.0,31.0,36.0,41.0,46.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0,86.0,91.0,96.0,101.0,106.0,111.0,116.0,121.0,126.0,131.0,136.0,141.0,146.0,151.0,156.0,161.0,166.0,171.0,176.0,181.0,186.0,191.0,196.0,201.0,206.0,211.0,216.0,221.0,226.0,231.0,236.0,241.0,246.0,251.0,256.0,261.0,266.0,271.0,276.0,281.0,286.0,291.0,296.0,301.0,306.0,311.0,316.0,321.0,326.0,331.0,336.0,341.0,346.0,351.0,356.0,361.0,366.0,371.0,376.0,381.0,386.0,391.0,396.0,401.0,406.0,411.0,416.0,421.0,426.0,431.0,436.0,441.0,446.0,451.0,456.0,461.0,466.0,471.0,476.0,481.0,486.0,491.0,496.0,501.0,506.0,511.0,516.0,521.0,526.0,531.0,536.0,541.0,546.0,551.0,556.0,561.0,566.0,571.0,576.0,581.0,586.0,591.0,596.0,601.0,606.0,611.0,616.0,621.0,626.0,631.0,636.0,641.0,646.0,651.0,656.0,661.0,666.0,671.0,676.0,681.0,686.0,691.0,696.0,701.0,706.0,711.0,716.0,721.0,726.0,731.0,736.0,741.0,746.0,751.0,756.0,761.0,766.0,771.0,776.0,781.0,786.0,791.0,796.0,801.0,806.0,811.0,816.0,821.0,826.0,831.0,836.0,841.0,846.0,851.0,856.0,861.0,866.0,871.0,876.0,881.0,886.0,891.0,896.0,901.0,906.0,911.0,916.0,921.0,926.0,931.0,936.0,941.0,946.0,951.0
Accumulated time steps,0.0,178.0,902.0,1717.0,2072.0,2535.0,2899.0,3208.0,3705.0,4012.0,4336.0,4793.0,5125.0,5438.0,5757.0,6060.0,6366.0,6658.0,6954.0,7246.0,7528.0,7817.0,8113.0,8401.0,8698.0,8999.0,9289.0,9586.0,9879.0,10310.0,10614.0,10921.0,11681.0,12191.0,12482.0,12787.0,13111.0,13422.0,13774.0,14049.0,14331.0,14629.0,14925.0,15202.0,15475.0,16223.0,16527.0,16833.0,17135.0,17417.0,17702.0,17985.0,18275.0,18570.0,18869.0,19157.0,19442.0,19734.0,20035.0,20440.0,20716.0,21000.0,21293.0,21587.0,21880.0,22166.0,22451.0,22738.0,23017.0,23303.0,23584.0,23862.0,24145.0,24426.0,24720.0,25029.0,25334.0,25631.0,25914.0,26323.0,26611.0,26889.0,27169.0,27449.0,27738.0,28026.0,28314.0,28603.0,28902.0,29207.0,29490.0,29775.0,30063.0,30354.0,30627.0,30905.0,31201.0,31479.0,31779.0,32074.0,32358.0,32662.0,32958.0,33241.0,33535.0,33826.0,34119.0,34406.0,34686.0,35121.0,35654.0,35969.0,36277.0,36558.0,36850.0,37133.0,37427.0,37803.0,38100.0,38377.0,38658.0,38946.0,39238.0,39664.0,39934.0,40215.0,40512.0,40791.0,41087.0,41384.0,41670.0,41969.0,42253.0,42551.0,42848.0,43128.0,43409.0,43708.0,43990.0,44286.0,44640.0,44929.0,45400.0,45745.0,46045.0,46324.0,47027.0,47333.0,47638.0,47915.0,48236.0,48537.0,48840.0,49132.0,49541.0,49823.0,50128.0,50429.0,50709.0,51002.0,51300.0,51583.0,51874.0,52231.0,52528.0,52807.0,53089.0,53378.0,53670.0,53966.0,54274.0,54559.0,54860.0,55152.0,55455.0,55740.0,56030.0,56307.0,56592.0,56878.0,57166.0,57478.0,57769.0,58048.0,58334.0,58626.0,58905.0,59211.0,59532.0,59816.0,60099.0,60381.0
Episode reward,0.0,337.5235748937646,204.67920508722338,1367.6753048217738,131.37210986620744,186.67194976856874,175.7626048593701,191.34661915638696,165.521664776837,165.69935469824242,174.43800255478482,352.7287318222966,147.68195351415494,146.6555871647948,162.93112637848463,198.90995199321614,194.7646434453227,163.47276787835142,123.47227911502789,179.4277914508655,149.20675981653523,175.8350245122624,166.7439162570899,170.18116952150368,192.03430062187772,128.36289843414664,198.69950871125988,165.51755118194322,133.15833791045293,122.5561411688166,123.92029114236244,165.97963252295156,126.71736124574034,272.2938538977337,183.02341391795616,178.30515872337878,163.5686232918859,191.25415691774407,141.43145702447876,116.8578386970827,127.5949211176212,173.06987293033225,128.47521220180025,131.99146876740278,155.2681466831447,161.99974060812758,189.8390216289291,177.82445283280776,166.5022133877364,157.64260725467065,162.2751843702456,147.6140871787435,161.4087811324949,163.48631136095673,166.95582164525925,165.79171286502253,161.99249940741623,178.74232060093502,184.1827417664701,577.9435844965466,168.371051440753,158.79789360935567,169.09757653751976,130.35381372434975,179.70897828866038,124.89026339524187,177.67279424828908,168.60669750622844,117.09010986955835,177.1379346954484,170.43877310215163,112.27227173322163,151.18365046777825,115.93324584942418,169.91018382755183,186.43673240164253,185.95548125394805,179.76205747311587,137.93682681699934,381.74256652765985,139.69594301707883,124.02873076942319,116.77498953217041,123.12237776783053,181.05902792379436,169.5822740628133,120.07013739105497,139.15204418557175,188.4087800027997,191.63099771778718,129.5499062273861,172.90831272167011,139.75117204320375,143.34825765124836,167.17269820495804,161.8031711635576,151.7766393358279,127.45732873595838,177.07624873881497,175.787354616514,165.755508541077,178.3396310917514,184.47856447741518,181.27021491296313,175.21042141487914,122.76335904744717,131.5100509540683,134.33753430861896,176.5987869905994,143.06388048248516,122.9892611491842,171.1610222477393,141.58524166322036,146.4542985676946,144.7037511451672,130.49246606509664,122.50345152300392,179.94920369987338,177.40700883152925,117.85902357623755,134.695884735554,126.64951631808579,178.01274978119588,177.0692829813264,122.140118832405,118.72315790682852,179.36021461281013,123.08329431543741,175.4547251798057,188.30326697343335,158.71738283879407,185.39058462682476,160.67979141790826,163.30932346145295,187.77550002220167,169.2413390509246,124.26687059657277,167.6670518508605,121.10452266166845,165.11552852934366,171.34512833902758,175.04310549038328,182.61599974421037,168.46066057294382,172.38802662615814,170.99938962915363,154.19516855095816,186.444983662507,133.28070267276422,168.91846478737807,167.2443138275929,158.9223349748449,140.7726668567514,170.50457755995782,175.3269342769664,135.75446260874574,179.7472297585437,163.01961001977932,139.27593128224584,173.13994643171392,173.65549060103928,184.05804773176573,175.04015512992055,178.0340443914544,117.61608585701003,150.33978954170897,163.57773105767956,126.10435469073366,134.92943704162295,192.69084264248306,178.75102921740546,175.61673932232003,138.62313071434372,162.55094877962685,135.44096798500712,165.844362957509,162.1875411186798,134.49191115095346,174.4131761386104,136.2020495598587,191.2569866501372,191.51983962520944,123.80025754451871,156.14692522837194,172.7098078367212,180.52260847007054,121.88199591771537,156.17845865594026,174.7820815911416,133.1723601252976,168.25711225929916,125.2270784325704
Episode feedback,0.8,0.7457627076510581,0.7909090837190084,0.751999998496,0.5862068864447089,0.6818181714876035,0.5999999907692309,0.5468749914550782,0.7702702598612128,0.5737704823972052,0.5396825311161503,0.759493666079154,0.499999991935484,0.6060605968778697,0.48333332527777795,0.486111104359568,0.4925373060815328,0.5166666580555557,0.38888888168724295,0.5081967129803818,0.4545454462809919,0.42622950120935243,0.5423728721631716,0.3793103382877528,0.384615378698225,0.3818181748760332,0.538461530177515,0.39344261650094076,0.49999999107142873,0.35849055927376305,0.6037735735137062,0.6610169379488655,0.5882352825836219,0.7111111032098767,0.4516128959417275,0.47619046863189735,0.4999999913793105,0.44776118734684794,0.5263157802400741,0.4599999908000002,0.37037036351166,0.5333333244444446,0.45283018013527965,0.35185184533607694,0.42857142091836753,0.5254237199080726,0.523809515495087,0.58730157797934,0.47457626314277523,0.47368420221606666,0.43859648353339503,0.44444443621399193,0.41379309631391215,0.3157894681440444,0.4237288063774779,0.37288134961218056,0.5172413703923902,0.43333332611111125,0.47692306958579894,0.5882352906574395,0.48275861236623085,0.5892857037627554,0.3389830451019823,0.42592591803840896,0.360655731792529,0.41176469780853536,0.360655731792529,0.22413792717003575,0.5199999896000003,0.3389830451019823,0.4576271108876761,0.3749999921875002,0.34545453917355384,0.4199999916000002,0.4576271108876761,0.41935483194588985,0.44444443738977085,0.2857142811791384,0.33928570822704096,0.5317460275258252,0.3859649055093876,0.35849055927376305,0.39215685505574793,0.3269230706360948,0.4838709599375652,0.5423728721631716,0.3137254840445984,0.25925925445816195,0.4920634842529606,0.3749999941406251,0.29629629080932796,0.3114754047299114,0.33333332748538025,0.19999999636363644,0.2586206851961951,0.28070174946137283,0.2727272677685951,0.22641509006763982,0.24590163531308795,0.316666661388889,0.24137930618311543,0.2786885200214997,0.38095237490551787,0.35483870395421446,0.3666666605555557,0.40384614607988184,0.33928570822704096,0.3090909034710745,0.23333332944444451,0.3859649055093876,0.3818181748760332,0.6065573671056169,0.44642856345663284,0.38888888168724295,0.4999999913793105,0.3999999927272729,0.3846153772189351,0.22580644797086374,0.4516128959417275,0.30769230177514806,0.5090908998347109,0.35849055927376305,0.4918032706261759,0.261538457514793,0.47058822606689754,0.3529411695501732,0.25806451196670144,0.3269230706360948,0.3278688470841173,0.3749999941406251,0.23214285299744905,0.3437499946289064,0.14035087473068641,0.22413792717003575,0.2539682499370119,0.2758620642092748,0.2692307640532545,0.18333333027777785,0.3269230706360948,0.32203389284688316,0.38983050186727963,0.16129031997918838,0.38095237490551787,0.38983050186727963,0.2539682499370119,0.47457626314277523,0.40350876485072346,0.4062499936523439,0.4545454462809919,0.37288134961218056,0.24137930618311543,0.32142856568877565,0.33333332716049396,0.29310344322235443,0.23333332944444451,0.43636362842975224,0.42622950120935243,0.3793103382877528,0.30357142315051033,0.22033897931628849,0.19999999666666674,0.30158729680020163,0.2833333286111112,0.19672130825047038,0.21568627028066137,0.25423728382648675,0.2758620642092748,0.17307691974852077,0.3636363570247935,0.26984126555807514,0.29032257596253913,0.2786885200214997,0.14035087473068641,0.26315789012003704,0.2909090856198348,0.31034482223543414,0.2280701714373654,0.28070174946137283,0.2622950776672938,0.30357142315051033,0.2343749963378907,0.36923076355029594,0.2830188625845498,0.21052631209602962,0.25423728382648675,0.25806451196670144,0.2549019557862362,0.3684210461680518,0.21666666305555562,0.25925925445816195,0.36206895927467314,0.3773584834460664
total seconds,0.0,7.302370071411133,35.83097553253174,68.22170853614807,81.76635885238647,98.15913414955139,111.73044037818909,124.492591381073,141.32400250434875,151.5552487373352,163.6314823627472,179.55379509925842,190.8322048187256,203.25697422027588,213.95907378196716,224.1750042438507,233.35450649261475,242.35032033920288,251.7100727558136,261.0055170059204,270.76105093955994,279.2550621032715,287.8566994667053,296.3262028694153,304.66088366508484,314.0553197860718,323.59996461868286,332.53897643089294,340.88825249671936,356.7046637535095,367.43518233299255,375.78891372680664,402.04603004455566,420.9471187591553,430.69315004348755,443.1440284252167,453.5076162815094,463.2042269706726,475.94550585746765,484.20057439804077,491.9807605743408,501.42076349258423,509.7050597667694,517.040554523468,525.6920030117035,549.2154710292816,560.1253798007965,570.1425402164459,579.4584953784943,588.6796412467957,597.0963208675385,607.3211662769318,616.7084534168243,624.3580145835876,633.590972661972,641.7408428192139,650.0188710689545,658.1270070075989,666.4512090682983,678.9569375514984,687.6821799278259,696.4533278942108,705.0466532707214,713.2713148593903,721.7340335845947,730.2877523899078,738.4459507465363,747.5598721504211,755.3522107601166,763.0896136760712,771.430196762085,779.1530811786652,786.3879821300507,794.0552723407745,801.6748006343842,810.1864578723907,818.8536651134491,826.7207236289978,835.3662526607513,846.5721590518951,856.5422608852386,863.8323748111725,870.3539600372314,877.3342227935791,885.37291264534,893.4456882476807,899.9001598358154,906.9448685646057,914.0339522361755,922.0004715919495,927.7115981578827,935.2518231868744,943.1313197612762,949.4037551879883,956.3877286911011,963.400292634964,969.9093909263611,977.2142796516418,982.6059246063232,988.5881807804108,993.8410160541534,1000.2825472354889,1008.1816055774689,1015.1241626739502,1022.5925071239471,1029.6480786800385,1036.1745541095734,1043.2205564975739,1049.9831655025482,1061.294694185257,1077.3718423843384,1087.9218173027039,1096.2447774410248,1103.9626815319061,1111.557855129242,1120.0628271102905,1128.6302313804626,1137.607132434845,1146.0171682834625,1152.775503873825,1161.0827946662903,1169.7680325508118,1177.7407155036926,1189.5225658416748,1198.1593253612518,1205.146277666092,1214.6490330696106,1222.0885305404663,1228.238926410675,1235.5693345069885,1241.8751339912415,1247.8905110359192,1255.6097168922424,1262.4554677009583,1269.668597459793,1275.7039062976837,1281.624487876892,1286.8576788902283,1293.1423695087433,1299.6320962905884,1308.3561356067657,1313.5090074539185,1327.274109840393,1337.2481215000153,1344.3698258399963,1352.305408000946,1368.9445524215698,1377.785264968872,1387.5424225330353,1394.591058731079,1403.2433292865753,1412.0160250663757,1418.6883940696716,1426.1212236881256,1438.341079235077,1445.9008412361145,1455.991367340088,1463.5016975402832,1470.2000138759613,1476.677154302597,1483.4470813274384,1489.4776928424835,1495.7580118179321,1503.843173980713,1509.7085592746735,1515.3921875953674,1520.7261939048767,1527.7991485595703,1534.9982640743256,1541.8523654937744,1549.5101494789124,1555.9466242790222,1562.2053894996643,1569.7229270935059,1576.622094154358,1583.4096491336823,1589.9978358745575,1597.0670957565308,1604.1157488822937,1610.4393951892853,1616.4017217159271,1623.0983202457428,1629.7924749851227,1636.3207716941833,1642.0044476985931,1648.1349811553955,1654.0676946640015,1661.7542850971222,1669.8544437885284,1676.7845284938812,1683.7199170589447,1690.7915320396423
total minutes,0.0,0.12170616785685222,0.5971829255421957,1.1370284756024678,1.3627726475397746,1.6359855691591898,1.8621740063031516,2.0748765230178834,2.355400041739146,2.5259208122889203,2.7271913727124533,2.9925632516543073,3.1805367469787598,3.387616237004598,3.565984563032786,3.7362500707308453,3.8892417748769126,4.0391720056533815,4.19516787926356,4.350091950098673,4.512684182325999,4.654251035054525,4.797611657778422,4.938770047823588,5.0776813944180805,5.234255329767863,5.393332743644715,5.542316273848216,5.681470874945322,5.945077729225159,6.123919705549876,6.263148562113444,6.7007671674092615,7.0157853126525875,7.178219167391459,7.385733807086945,7.55846027135849,7.72007044951121,7.932425097624461,8.070009573300679,8.19967934290568,8.357012724876403,8.495084329446156,8.617342575391133,8.761533383528391,9.15359118382136,9.335422996679942,9.502375670274098,9.657641589641571,9.811327354113262,9.951605347792308,10.122019437948863,10.278474223613738,10.40596690972646,10.5598495443662,10.695680713653564,10.833647851149241,10.968783450126647,11.107520151138306,11.31594895919164,11.461369665463765,11.607555464903514,11.750777554512023,11.887855247656505,12.028900559743246,12.171462539831797,12.30743251244227,12.45933120250702,12.58920351266861,12.71816022793452,12.85716994603475,12.985884686311087,13.106466368834178,13.234254539012909,13.361246677239736,13.503107631206513,13.647561085224151,13.778678727149963,13.92277087767919,14.109535984198253,14.275704348087311,14.397206246852875,14.505899333953858,14.622237046559652,14.756215210755666,14.890761470794677,14.99833599726359,15.115747809410095,15.233899203936259,15.36667452653249,15.461859969298045,15.587530386447906,15.718855329354604,15.823395919799804,15.939795478185017,16.056671543916067,16.165156515439353,16.286904660860696,16.37676541010539,16.476469679673514,16.56401693423589,16.67137578725815,16.80302675962448,16.918736044565836,17.043208452065787,17.160801311333973,17.269575901826222,17.387009274959563,17.49971942504247,17.688244903087615,17.956197373072307,18.1320302883784,18.270746290683746,18.399378025531767,18.525964252154033,18.667713785171507,18.810503856341043,18.960118873914084,19.100286138057708,19.212925064563752,19.35137991110484,19.496133875846862,19.629011925061544,19.825376097361247,19.969322089354197,20.085771294434867,20.24415055116018,20.36814217567444,20.47064877351125,20.592822241783143,20.697918899854024,20.798175183931985,20.926828614870708,21.04092446168264,21.161143290996552,21.26173177162806,21.360408131281535,21.447627981503803,21.55237282514572,21.660534938176472,21.805935593446097,21.89181679089864,22.121235164006553,22.28746869166692,22.40616376399994,22.538423466682435,22.815742540359498,22.9630877494812,23.125707042217254,23.243184312184653,23.387388821442922,23.533600417772927,23.64480656782786,23.76868706146876,23.972351320584615,24.098347353935242,24.266522789001463,24.39169495900472,24.503333564599355,24.611285905043285,24.72411802212397,24.824628214041393,24.929300196965535,25.064052899678547,25.161809321244558,25.256536459922792,25.34543656508128,25.463319142659504,25.58330440123876,25.69753942489624,25.825169157981872,25.932443737983704,26.036756491661073,26.162048784891763,26.27703490257263,26.390160818894703,26.499963931242625,26.617784929275512,26.73526248137156,26.840656586488087,26.94002869526545,27.05163867076238,27.16320791641871,27.272012861569724,27.366740794976554,27.468916352589925,27.56779491106669,27.695904751618702,27.830907396475475,27.946408808231354,28.061998617649078,28.179858867327372
cummulative feedback,0.0,132.0,219.0,595.0,629.0,674.0,713.0,748.0,805.0,840.0,874.0,994.0,1025.0,1065.0,1094.0,1129.0,1162.0,1193.0,1214.0,1245.0,1270.0,1296.0,1328.0,1350.0,1375.0,1396.0,1431.0,1455.0,1483.0,1502.0,1534.0,1573.0,1603.0,1667.0,1695.0,1725.0,1754.0,1784.0,1814.0,1837.0,1857.0,1889.0,1913.0,1932.0,1956.0,1987.0,2020.0,2057.0,2085.0,2112.0,2137.0,2161.0,2185.0,2203.0,2228.0,2250.0,2280.0,2306.0,2337.0,2437.0,2465.0,2498.0,2518.0,2541.0,2563.0,2584.0,2606.0,2619.0,2645.0,2665.0,2692.0,2710.0,2729.0,2750.0,2777.0,2803.0,2831.0,2849.0,2868.0,2935.0,2957.0,2976.0,2996.0,3013.0,3043.0,3075.0,3091.0,3105.0,3136.0,3160.0,3176.0,3195.0,3214.0,3225.0,3240.0,3256.0,3271.0,3283.0,3298.0,3317.0,3331.0,3348.0,3372.0,3394.0,3416.0,3437.0,3456.0,3473.0,3487.0,3509.0,3530.0,3567.0,3592.0,3613.0,3642.0,3664.0,3684.0,3698.0,3726.0,3742.0,3770.0,3789.0,3819.0,3836.0,3860.0,3878.0,3894.0,3911.0,3931.0,3955.0,3968.0,3990.0,3998.0,4011.0,4027.0,4043.0,4057.0,4068.0,4085.0,4104.0,4127.0,4137.0,4161.0,4184.0,4200.0,4228.0,4251.0,4277.0,4302.0,4324.0,4338.0,4356.0,4374.0,4391.0,4405.0,4429.0,4455.0,4477.0,4494.0,4507.0,4519.0,4538.0,4555.0,4567.0,4578.0,4593.0,4609.0,4618.0,4638.0,4655.0,4673.0,4690.0,4698.0,4713.0,4729.0,4747.0,4760.0,4776.0,4792.0,4809.0,4824.0,4848.0,4863.0,4875.0,4890.0,4906.0,4919.0,4940.0,4953.0,4967.0,4988.0,5008.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
