,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Accumulated time steps,0.0,355.0,712.0,1160.0,1714.0,1961.0,2314.0,2665.0,3019.0,3512.0,4393.0,4817.0,5697.0,6374.0,7277.0,8098.0,8827.0,9217.0,9747.0,10398.0,10881.0,11771.0,12770.0,13340.0,14339.0,15338.0,16337.0,17336.0,18335.0,18814.0,19813.0
Episode reward,0.0,83.95975919252626,83.01972015584039,79.59785309967876,73.3585331890301,89.5766936863302,83.33644973210264,83.89517274672605,84.68265058079157,78.05551158296778,66.89984471282702,84.48230058827167,61.38965780640977,73.60613925376475,63.74231784602972,67.39038623934469,71.27989537954261,86.40709877155759,77.2919915828709,77.43476786995711,81.99621820973678,64.0720725343906,-36.68721661385248,76.48905217279096,-35.34873375194256,-35.47961171131926,-37.16653391904733,-38.75776429069494,-35.874730218238405,82.09513383942557,-37.44424747602902
Episode feedback,0.8,0.4957507068109045,0.3595505607877793,0.33333333258762116,0.24231464693975652,0.3211382100766739,0.24999999928977273,0.25714285640816326,0.218130310996798,0.19512195082292286,0.19545454523243802,0.13238770654281867,0.11945392477877824,0.11094674539800778,0.08425720611501418,0.06341463406900655,0.041208791152185724,0.06169665793908314,0.04914933828138121,0.02307692304142012,0.020746887923761642,0.023622047217523007,0.01803607212621636,0.007029876964798108,0.00901803606310818,0.0050100200350601,0.00801603205609616,0.0,0.00100200400701202,0.0,0.0030060120210360602
total seconds,0.0,26.487939834594727,54.854291915893555,87.82901883125305,123.48890733718872,141.03190112113953,163.996319770813,186.45974493026733,208.250718832016,237.5304901599884,288.8924720287323,312.8434238433838,360.48066902160645,397.3571608066559,444.4071891307831,486.49788665771484,523.2279303073883,543.7847516536713,570.8629231452942,603.0700056552887,627.155303478241,671.1407332420349,719.9724853038788,748.1032180786133,796.3158302307129,845.0630192756653,893.6593651771545,941.5092830657959,989.2543544769287,1012.9732511043549,1061.4820756912231
total minutes,0.0,0.4414656639099121,0.9142381985982259,1.4638169805208843,2.058148455619812,2.3505316853523253,2.7332719961802163,3.1076624155044557,3.470845313866933,3.9588415026664734,4.814874533812205,5.214057064056396,6.008011150360107,6.622619346777598,7.406786485513051,8.108298110961915,8.720465505123139,9.063079194227855,9.51438205242157,10.051166760921479,10.452588391304015,11.18567888736725,11.999541421731314,12.468386967976889,13.271930503845216,14.084383654594422,14.894322752952576,15.691821384429932,16.487572574615477,16.882887518405916,17.691367928187052
cummulative feedback,0.0,175.0,303.0,452.0,586.0,665.0,753.0,843.0,920.0,1016.0,1188.0,1244.0,1349.0,1424.0,1500.0,1552.0,1582.0,1606.0,1632.0,1647.0,1657.0,1678.0,1696.0,1700.0,1709.0,1714.0,1722.0,1722.0,1723.0,1723.0,1726.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
