,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
Accumulated time steps,0.0,1000.0,1482.0,1965.0,2246.0,2527.0,2790.0,2951.0,3505.0,3970.0,4412.0,4671.0,4846.0,5120.0,5272.0,5628.0,5786.0,6044.0,6200.0,6453.0,6708.0,6863.0,7016.0,7191.0,7556.0,7814.0,8075.0,8335.0,8601.0,8857.0,9107.0,9261.0,9537.0,9894.0,10150.0,10408.0,10660.0,10912.0,11168.0,11327.0,11482.0,11635.0,11994.0,12160.0,12507.0,12761.0,12914.0,13070.0,13221.0,13383.0,13750.0,14009.0,14167.0,14419.0,14677.0,14936.0,15089.0,15243.0,15399.0,15557.0,15914.0,16164.0,16436.0,16690.0,16962.0,17115.0,17271.0,17429.0,17586.0,17743.0,18004.0,18175.0,18344.0,18596.0,18850.0,19213.0,19465.0,19615.0,19780.0,19950.0
Episode reward,0.0,-56.00820985868911,72.2977561992054,73.65867341021766,83.97675947989183,83.28183205387315,85.48639200191994,90.92086364968179,66.51144216325912,73.11719417982424,74.0130754901419,85.07592367618788,88.83979347562445,83.70232120442223,90.99760721530825,79.19822640569052,90.22453593140256,84.33643087402987,90.91303396336023,85.18321314133713,84.98717730686741,90.33307358674749,90.90965238029492,88.86344794591923,78.34123820582185,85.06078510441924,85.21914267247443,84.86504407427262,84.31948052627256,84.4064473728086,84.91207410964722,90.77974014383237,82.91177502220984,78.05529878571743,86.39991067824305,85.21208668794729,85.79848877502644,85.71332641980821,85.59510705127587,90.60449625801995,90.84294038142662,90.8432853887406,79.22905815927083,90.33417618456028,80.47161867763208,85.70501473797705,90.81192407046221,90.84435488259102,91.3411341132998,89.67608140126384,79.05425476845167,85.48517733949116,90.17871012805489,84.20318978426373,84.84870740810798,86.27885859203616,91.30811076786846,90.8547199464873,90.39362671076857,90.51437463461212,79.80539224909242,85.02306401373477,83.80697922534395,85.6304556852011,85.1588250989033,90.77995775373957,90.61881942679928,90.69022854686813,90.42794882040978,90.35158858653625,83.92736227588613,89.20510315583434,89.43883890115869,84.89095517350525,85.12624974051818,73.64976049406893,85.36091440858009,91.28489239471902,90.1922351442261,89.92170087093947
Episode feedback,0.8,0.28957915802647377,0.21413721369202243,0.2282157671613781,0.14642857090561226,0.1178571424362245,0.1106870224782938,0.087499999453125,0.07594936695126697,0.06465517227445006,0.05895691596608409,0.09302325545339823,0.0862068960562822,0.06593406569254921,0.05298013209946933,0.0873239434159889,0.01910828013306828,0.04669260682220776,0.05806451575442248,0.027777777667548503,0.011811023575547152,0.0389610387080452,0.03947368395083103,0.02298850561500859,0.021978021917642795,0.027237353979621192,0.019230769156804734,0.011583011538289532,0.015094339565681738,0.00392156861207228,0.01204819272269802,0.006535947669699688,0.010909090869421488,0.008426966268463579,0.011764705836216839,0.015564202274069253,0.02390438237488294,0.01195219118744147,0.011764705836216839,0.00632911388399295,0.012987012902681734,0.006578947325138505,0.005586592163165944,0.018181818071625347,0.011560693608206088,0.007905138308675343,0.0,0.0,0.019999999866666666,0.0,0.005464480859386664,0.0,0.0,0.0,0.0,0.0038759689772249264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036900368867526317,0.0,0.0064516128616024975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,70.60733652114868,102.77456855773926,135.3261022567749,153.10705041885376,170.24694895744324,186.30358409881592,196.38590741157532,227.42972421646118,253.3789200782776,277.98133754730225,293.4019606113434,304.09152150154114,319.8846836090088,329.0133213996887,349.78859186172485,358.72862482070923,373.3409695625305,382.533714056015,396.370897769928,410.0409822463989,419.1192238330841,428.07944321632385,437.9626569747925,457.3265309333801,471.62995982170105,485.7394394874573,499.8135974407196,514.0636038780212,527.6423580646515,541.0771510601044,549.8091514110565,564.5581479072571,583.2152163982391,596.9549450874329,610.9205074310303,624.7079503536224,638.4867944717407,652.1541476249695,661.019305229187,669.7349882125854,678.2691171169281,697.0446157455444,706.3677544593811,724.6432185173035,738.3101460933685,746.7355220317841,755.235800743103,763.9575023651123,772.8991575241089,792.0001907348633,805.6133134365082,814.323492527008,827.7109434604645,841.3849883079529,855.132128238678,863.6524815559387,872.2466387748718,880.8594193458557,889.6637215614319,908.2450110912323,921.6003477573395,935.9948265552521,949.3415849208832,964.0521900653839,972.5785629749298,981.3336277008057,990.0837619304657,998.8240938186646,1007.6009011268616,1021.583526134491,1031.0704448223114,1040.5180628299713,1053.9296934604645,1067.350192308426,1086.333809375763,1099.6297311782837,1108.031308889389,1117.141480922699,1126.4959456920624
total minutes,0.0,1.1767889420191446,1.712909475962321,2.255435037612915,2.5517841736475626,2.8374491492907206,3.1050597349802653,3.2730984568595884,3.7904954036076863,4.222982001304627,4.6330222924550375,4.890032676855723,5.068192025025685,5.33141139348348,5.483555356661479,5.829809864362081,5.978810413678487,6.222349492708842,6.375561900933584,6.6061816294988,6.834016370773315,6.985320397218069,7.134657386938731,7.299377616246542,7.622108848889669,7.860499330361685,8.095657324790954,8.330226624011994,8.567726731300354,8.794039301077525,9.017952517668407,9.163485856850942,9.409302465120952,9.72025360663732,9.949249084790548,10.182008457183837,10.411799172560373,10.641446574529011,10.86923579374949,11.01698842048645,11.16224980354309,11.304485285282135,11.617410262425741,11.772795907656352,12.077386975288391,12.305169101556142,12.445592033863068,12.587263345718384,12.732625039418538,12.881652625401815,13.200003178914388,13.426888557275136,13.572058208783467,13.79518239100774,14.023083138465882,14.252202137311299,14.394208025932311,14.537443979581196,14.680990322430928,14.827728692690531,15.137416851520538,15.360005795955658,15.599913775920868,15.822359748681386,16.06753650108973,16.20964271624883,16.355560461680096,16.50139603217443,16.647068230311074,16.79334835211436,17.026392102241516,17.18450741370519,17.341967713832855,17.56549489100774,17.789169871807097,18.105563489596047,18.32716218630473,18.467188481489817,18.619024682044984,18.77493242820104
cummulative feedback,0.0,289.0,392.0,502.0,543.0,576.0,605.0,619.0,661.0,691.0,717.0,741.0,756.0,774.0,782.0,813.0,816.0,828.0,837.0,844.0,847.0,853.0,859.0,863.0,871.0,878.0,883.0,886.0,890.0,891.0,894.0,895.0,898.0,901.0,904.0,908.0,914.0,917.0,920.0,921.0,923.0,924.0,926.0,929.0,933.0,935.0,935.0,935.0,938.0,938.0,940.0,940.0,940.0,940.0,940.0,941.0,941.0,941.0,941.0,941.0,941.0,941.0,941.0,941.0,942.0,942.0,943.0,943.0,943.0,943.0,943.0,943.0,943.0,943.0,943.0,943.0,943.0,943.0,943.0,943.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
