,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Accumulated time steps,0.0,448.0,698.0,1053.0,1310.0,1600.0,2369.0,2746.0,3271.0,3629.0,3882.0,4129.0,4643.0,4882.0,5544.0,5904.0,6452.0,7203.0,7557.0,8247.0,8813.0,9215.0,9940.0,10465.0,11135.0,11610.0,12505.0,12837.0,13836.0,14257.0,14657.0,15463.0,16122.0,16770.0,17002.0,17508.0,18443.0,18776.0,19310.0
Episode reward,0.0,78.46584152934955,87.97641435208665,83.20752270526121,88.84919708048764,84.17458059007087,62.93520292040558,82.57267557775626,75.52848488050113,83.43544590885676,86.39804133233525,90.33809611446992,79.11879601946401,90.66129909020411,68.7650325925257,79.9533324356851,76.69639702201886,73.17566929685287,84.16591627446815,70.59276290590512,77.04727617810435,87.78427349776588,72.33898719692307,73.80695888884892,69.65636682530611,83.19456659351297,64.7057431235547,88.11373563838633,-41.071211835561165,80.7921505369865,79.34597694175508,70.5657897344791,74.54495094774096,73.38068851010455,93.26572935126322,78.91717285578136,66.01262033489257,83.73209534449829,78.44511964701674
Episode feedback,0.8,0.36771300365983633,0.3373493962355446,0.34745762613712533,0.3124999987792969,0.18685121042612038,0.18098958309766983,0.21808510580296514,0.18702290040644484,0.16806722641997976,0.11111111067019401,0.13821138155198626,0.14424951238937717,0.15546218422074712,0.11346444763469826,0.055710306251503326,0.062157221092948405,0.06799999990933334,0.028328611817765973,0.04063860661736051,0.05486725654005795,0.052369077176136966,0.04281767949887061,0.019083969429229065,0.0254110612475171,0.02320675100589293,0.014541387008342968,0.02114803618988509,0.013026052091156261,0.01428571425170068,0.0075187969736371,0.004968944093206281,0.015197568365961143,0.0030911901034139256,0.008658008620528101,0.0,0.0021413276208336962,0.006024096367397301,0.0037523452087198025
total seconds,0.0,35.68690872192383,54.990057945251465,82.95485997200012,101.81105184555054,120.09970498085022,166.5948555469513,190.85338044166565,222.68054676055908,244.0713791847229,258.57241201400757,273.2624137401581,302.75256633758545,317.2942533493042,353.4919843673706,372.3970377445221,401.00498056411743,439.8943417072296,458.04633831977844,492.7463219165802,521.8196747303009,542.891881942749,579.51584815979,605.8005166053772,639.1580009460449,663.0753538608551,706.8699517250061,723.9019706249237,772.6127543449402,793.6838150024414,813.4341011047363,852.3989994525909,884.8168036937714,915.7129108905792,927.6850686073303,952.3560490608215,997.2049214839935,1014.0088675022125,1040.933360338211
total minutes,0.0,0.5947818120320638,0.916500965754191,1.3825809995333354,1.6968508640925088,2.001661749680837,2.7765809257825214,3.180889674027761,3.711342446009318,4.067856319745382,4.309540200233459,4.554373562335968,5.045876105626424,5.288237555821737,5.89153307278951,6.206617295742035,6.68341634273529,7.331572361787161,7.634105638662974,8.21243869860967,8.696994578838348,9.048198032379151,9.658597469329834,10.096675276756287,10.652633349100748,11.05125589768092,11.781165862083435,12.065032843748728,12.876879239082337,13.228063583374023,13.557235018412273,14.206649990876516,14.746946728229522,15.261881848176321,15.461417810122173,15.87260081768036,16.620082024733225,16.900147791703542,17.348889338970185
cummulative feedback,0.0,164.0,248.0,371.0,451.0,505.0,644.0,726.0,824.0,884.0,912.0,946.0,1020.0,1057.0,1132.0,1152.0,1186.0,1237.0,1247.0,1275.0,1306.0,1327.0,1358.0,1368.0,1385.0,1396.0,1409.0,1416.0,1429.0,1435.0,1438.0,1442.0,1452.0,1454.0,1456.0,1456.0,1458.0,1460.0,1462.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
