,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
Accumulated time steps,0.0,626.0,975.0,1242.0,1407.0,1915.0,2377.0,3035.0,3293.0,3547.0,3811.0,4165.0,4806.0,5368.0,5911.0,6078.0,6369.0,6633.0,6783.0,7238.0,7391.0,7545.0,7890.0,8048.0,8517.0,8862.0,9048.0,9204.0,9692.0,9937.0,10175.0,10324.0,10581.0,10963.0,11118.0,11385.0,11567.0,11731.0,11995.0,12244.0,12590.0,13022.0,13357.0,13723.0,13886.0,14268.0,14512.0,14794.0,15051.0,15309.0,15762.0,16019.0,16282.0,16535.0,16784.0,16970.0,17237.0,17500.0,17769.0,18016.0,18192.0,18442.0,18631.0,18784.0,19121.0,19392.0,19556.0,19894.0
Episode reward,0.0,72.27457186371993,80.27320242754217,84.07945456953527,89.83021374428347,70.22080604219622,74.08679676829118,62.433729294420026,86.52051940259568,86.14667510908357,85.60268027058821,82.48909366743386,65.44606177173759,68.59348011187274,74.02157718642043,91.07211251355929,83.38481951005481,84.66844616444102,92.16358130655908,76.07006662753349,92.29799962626524,92.44304706649021,83.46853799567307,92.37107969750546,78.15539187636938,82.46976557141878,89.36194668514106,92.1558595337487,75.24098513133079,88.34535870086494,88.44103603736846,92.12956972738822,85.51937513730222,81.44757230746465,92.55901827930259,85.3720628559456,89.61171129406418,91.32804504693699,85.98897079981772,88.19355047346752,83.66051706368185,78.71322093129226,84.74508697805933,80.07018005164616,91.63043805095701,79.98539047685044,88.71978873133487,85.52889241360702,88.62825632182881,87.72900971163939,79.25211510114175,86.63256490741739,86.53708547739268,88.58953146577527,88.00432293934803,89.39447571343297,85.78018369753076,86.79142864211403,86.01930132869452,87.93760458791817,90.68077193380292,88.44147878787233,88.59578378038277,91.70207387621204,83.0846100772153,85.99821356214784,92.2925021735759,84.88369923696214
Episode feedback,0.8,0.3798076916990261,0.20977011433974105,0.229323307408559,0.14024390158387864,0.15581854012659066,0.11713665918191614,0.11111111094199222,0.10894941591848477,0.0830039522410911,0.13688212875710218,0.08498583545329792,0.06249999990234375,0.05347593573355448,0.04612546116951022,0.060240963492524315,0.06206896530321047,0.04182509489800344,0.04697986545651097,0.035242290671272485,0.019736841975415514,0.04575163368789782,0.026162790621619796,0.05095541368818208,0.02991452985060998,0.017441860414413198,0.016216216128560994,0.019354838584807493,0.022587268947459407,0.020491803194705723,0.0042194092648970075,0.006756756711102995,0.007812499969482422,0.010498687636486384,0.0,0.011278195446322574,0.0,0.0,0.007604562708727899,0.008064516096514047,0.00579710143247217,0.011600928047329633,0.008982035901251389,0.008219178059673485,0.0,0.007874015727364788,0.004115226320513472,0.0,0.0,0.0,0.00663716812690892,0.007812499969482422,0.007633587757123711,0.0,0.0,0.010810810752373995,0.0037593984821075246,0.0,0.0,0.0040650406338819485,0.0,0.0,0.0,0.006578947325138505,0.0,0.0,0.0,0.0
total seconds,0.0,54.93916440010071,80.65286636352539,101.24908256530762,112.67978024482727,146.68678331375122,175.9780194759369,216.80686140060425,233.38782739639282,249.2742884159088,266.9602439403534,288.6165442466736,325.955961227417,358.22382378578186,389.27920484542847,399.5655035972595,417.3965380191803,433.717946767807,443.7913477420807,473.24151635169983,483.2958595752716,493.5695381164551,514.7940378189087,525.4162471294403,553.2838726043701,574.0916028022766,585.0818650722504,594.7773334980011,622.3369488716125,636.6034204959869,650.1841251850128,659.0592200756073,673.5689730644226,694.7130215167999,703.714439868927,719.0939722061157,729.6486477851868,739.1205251216888,754.0021533966064,767.9133501052856,786.8289303779602,811.1669399738312,829.8108108043671,850.000896692276,859.3846287727356,880.3796787261963,894.3039519786835,910.0424945354462,924.6057500839233,938.7869443893433,963.2879383563995,977.8159158229828,992.4786190986633,1006.4862697124481,1020.5074262619019,1031.2794802188873,1046.2919518947601,1061.1103763580322,1075.9944610595703,1089.7785885334015,1099.9044620990753,1114.1369426250458,1124.9859099388123,1133.9624483585358,1152.4571833610535,1167.531745672226,1177.0305576324463,1195.5853452682495
total minutes,0.0,0.9156527400016785,1.3442144393920898,1.6874847094217935,1.8779963374137878,2.444779721895854,2.932966991265615,3.6134476900100707,3.8897971232732136,4.15457147359848,4.4493373990058895,4.8102757374445595,5.432599353790283,5.970397063096365,6.4879867474238075,6.659425059954326,6.956608966986338,7.228632446130117,7.3965224623680115,7.887358605861664,8.054930992921193,8.226158968607585,8.579900630315144,8.756937452157338,9.221397876739502,9.568193380037943,9.751364417870839,9.912955558300018,10.372282481193542,10.610057008266448,10.83640208641688,10.984320334593455,11.22614955107371,11.578550358613333,11.72857399781545,11.984899536768596,12.16081079641978,12.318675418694815,12.566702556610107,12.798555835088093,13.113815506299337,13.519448999563853,13.830180180072784,14.166681611537934,14.32307714621226,14.672994645436605,14.905065866311391,15.167374908924103,15.410095834732056,15.64644907315572,16.05479897260666,16.296931930383046,16.541310318311055,16.774771161874135,17.008457104365032,17.187991336981455,17.438199198246004,17.685172939300536,17.933241017659505,18.162976475556693,18.33174103498459,18.568949043750763,18.74976516564687,18.89937413930893,19.207619722684225,19.458862427870432,19.61717596054077,19.92642242113749
cummulative feedback,0.0,237.0,310.0,371.0,394.0,473.0,527.0,600.0,628.0,649.0,685.0,715.0,755.0,785.0,810.0,820.0,838.0,849.0,856.0,872.0,875.0,882.0,891.0,899.0,913.0,919.0,922.0,925.0,936.0,941.0,942.0,943.0,945.0,949.0,949.0,952.0,952.0,952.0,954.0,956.0,958.0,963.0,966.0,969.0,969.0,972.0,973.0,973.0,973.0,973.0,976.0,978.0,980.0,980.0,980.0,982.0,983.0,983.0,983.0,984.0,984.0,984.0,984.0,985.0,985.0,985.0,985.0,985.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
