,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Accumulated time steps,0.0,516.0,1038.0,2013.0,3012.0,4010.0,4383.0,4829.0,5601.0,6600.0,7599.0,8598.0,9597.0,10596.0,11595.0,12594.0,13593.0,14592.0,15591.0,16590.0,17589.0,18588.0,19587.0
Episode reward,0.0,79.71550104798487,79.8003112491382,63.855226346286386,-38.07070015388349,68.09586333473,83.50405378283108,84.09700457688339,78.94602914809968,-32.82592027324907,-32.25679203694659,-28.48494365676914,-30.954724848559245,-28.56823118553232,-28.178667954907507,-30.181436676082868,-30.34761876821366,-28.665504750794728,-30.08939378560111,-31.230793680368418,-29.17783833404301,-29.449009331940577,-29.318878243960285
Episode feedback,0.8,0.5642023335326802,0.4280230318080172,0.31211498941261295,0.22244488955666844,0.2106318954757955,0.1478494619681466,0.1662921344577705,0.12840466909415738,0.09418837665912988,0.06212424843474524,0.05911823641370918,0.048096192336576964,0.0450901803155409,0.02104208414725242,0.01803607212621636,0.00901803606310818,0.00801603205609616,0.007014028049084141,0.0050100200350601,0.0050100200350601,0.0050100200350601,0.00200400801402404
total seconds,0.0,43.10038661956787,81.13554120063782,145.58505272865295,206.86904954910278,267.11572194099426,289.17786955833435,315.9720928668976,360.7709038257599,414.99604511260986,466.91260600090027,518.1059718132019,568.5381255149841,618.8032925128937,667.7867720127106,716.6302814483643,764.9450612068176,813.080322265625,861.4128427505493,909.2978076934814,957.3203599452972,1005.4311537742615,1053.287365913391
total minutes,0.0,0.7183397769927978,1.3522590200106304,2.426417545477549,3.447817492485046,4.451928699016571,4.8196311593055725,5.266201547781626,6.012848397095998,6.916600751876831,7.7818767666816715,8.635099530220032,9.475635425249736,10.313388208548227,11.129779533545177,11.943838024139405,12.74908435344696,13.551338704427083,14.356880712509156,15.154963461558024,15.955339332421621,16.75718589623769,17.55478943188985
cummulative feedback,0.0,290.0,513.0,817.0,1039.0,1249.0,1304.0,1378.0,1477.0,1571.0,1633.0,1692.0,1740.0,1785.0,1806.0,1824.0,1833.0,1841.0,1848.0,1853.0,1858.0,1863.0,1865.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
