,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Accumulated time steps,0.0,523.0,766.0,1025.0,1391.0,1726.0,2368.0,2647.0,3194.0,3647.0,4606.0,5366.0,5992.0,6581.0,7089.0,7594.0,8090.0,9029.0,9925.0,10393.0,10785.0,11356.0,12355.0,13354.0,14353.0,15101.0,16100.0,17099.0,18098.0,19097.0
Episode reward,0.0,74.7664374309239,87.95866783776836,87.00359075338278,81.4518790184007,84.00873359068666,72.27412378162032,87.7415178077394,77.33953581441794,80.40577375564101,58.64068573469353,67.97742873971357,74.43355421725002,79.03754352796297,80.64117539014364,81.1639817986128,79.85700354222752,61.97791205591222,67.20532163780103,81.35870947468169,85.61540395329277,78.1800777063159,-36.268281156558864,-36.65647310856195,-35.53232641690877,73.76355512167956,-39.25264409072872,-39.93448314559315,-34.87913286011552,-37.03819737127426
Episode feedback,0.8,0.5086372351081819,0.3801652876852674,0.4418604634036416,0.29315068412835427,0.2844311368729607,0.28705148161146415,0.22302158193157703,0.2820512815347046,0.194690265055995,0.1513569935789593,0.12779973632700958,0.08959999985664,0.11054421749907446,0.11242603528121098,0.0813492061877992,0.06262626249974493,0.04690831551502312,0.04581005581473737,0.03640256951519792,0.02557544750492213,0.035087719236688214,0.024048096168288482,0.01703406811920434,0.01102204407713222,0.004016064251651855,0.00801603205609616,0.0030060120210360602,0.00200400801402404,0.00400801602804808
total seconds,0.0,39.28529906272888,57.08692169189453,76.69637894630432,100.66327786445618,122.81365203857422,165.76251983642578,183.1528844833374,218.0642282962799,245.3307650089264,299.1033320426941,340.66920733451843,374.4138078689575,406.7336616516113,434.7564187049866,461.63755917549133,487.33272647857666,534.3151638507843,579.1906626224518,602.9659490585327,623.0320329666138,651.83069896698,700.5147111415863,749.6335361003876,798.4010071754456,834.9368431568146,883.6632318496704,931.897243976593,979.652667760849,1027.839242696762
total minutes,0.0,0.6547549843788147,0.9514486948649089,1.2782729824384054,1.6777212977409364,2.0468942006429036,2.7627086639404297,3.05254807472229,3.6344038049379983,4.088846083482107,4.985055534044902,5.6778201222419735,6.240230131149292,6.778894360860189,7.245940311749776,7.693959319591523,8.122212107976278,8.905252730846405,9.653177710374196,10.049432484308879,10.383867216110229,10.863844982783,11.675245185693106,12.493892268339794,13.306683452924092,13.915614052613575,14.72772053082784,15.531620732943217,16.327544462680816,17.130654044946034
cummulative feedback,0.0,265.0,357.0,471.0,578.0,673.0,857.0,919.0,1073.0,1161.0,1306.0,1403.0,1459.0,1524.0,1581.0,1622.0,1653.0,1697.0,1738.0,1755.0,1765.0,1785.0,1809.0,1826.0,1837.0,1840.0,1848.0,1851.0,1853.0,1857.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
