,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
Accumulated time steps,0.0,1000.0,1421.0,2079.0,2326.0,2945.0,3379.0,3651.0,4133.0,4565.0,5248.0,5539.0,5789.0,5948.0,6316.0,6650.0,6903.0,7256.0,7609.0,7766.0,8126.0,8293.0,8555.0,8946.0,9196.0,9469.0,9730.0,9892.0,10049.0,10349.0,10521.0,10697.0,10946.0,11235.0,11393.0,11643.0,11923.0,12299.0,12446.0,12609.0,12774.0,13018.0,13257.0,13418.0,13589.0,13746.0,14052.0,14384.0,14662.0,14810.0,14972.0,15320.0,15674.0,15830.0,16172.0,16338.0,16602.0,16953.0,17102.0,17264.0,17524.0,17848.0,18000.0,18171.0,18327.0,18618.0,18770.0,18919.0,19063.0,19225.0,19376.0,19738.0,19998.0
Episode reward,0.0,-6.539338461038197,78.28826034587932,50.59832502433465,89.67463943154443,64.66022350280679,69.85235981106175,86.10529795348803,76.25390763320017,71.67884316603562,50.17244775172992,79.59506844584226,86.73242032531469,90.40498966280266,83.14771110743422,80.18420885080599,87.26149814389905,71.44884377618129,78.95793149132885,91.24419183460027,75.50147799379131,90.04859554672069,86.26292741138901,78.81106778782772,84.76682824989436,85.59846224837202,83.07306912878666,89.08629947549382,89.89999699453288,87.23040872348531,91.41034968603026,88.70655468286341,83.72430261168756,84.63026007111178,91.64794939011512,84.93454490714994,83.95959205227167,80.57766036985737,90.76724507090286,90.10835728558737,89.64467061125,85.38409006082512,85.1718159608735,91.67819219329353,91.09311379379312,90.57453085347417,81.30793825527415,78.16954287104227,83.15250514424456,90.127319936936,89.1459963148941,81.07771093272345,80.45796420950873,91.16217373731887,75.80709644042972,90.28153839111886,84.42822353379226,76.47779252866367,91.55988792502777,91.51040348113297,83.79959500643602,78.91221133451525,89.56804394978289,89.58346212531644,90.42989460591245,80.37091113188514,91.1847644086429,90.36120988476137,91.16906926282195,88.73001147033646,90.02323162319709,72.43310178172035,83.48825718545318
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,42.346991539001465,61.51969647407532,90.49292421340942,102.00752711296082,128.9090235233307,148.41159319877625,161.03072571754456,182.22977805137634,201.41609930992126,231.30100512504578,244.69854426383972,256.0410957336426,263.50656056404114,279.93714690208435,295.48006105422974,307.45927476882935,323.8335132598877,339.9132730960846,347.40709114074707,363.48274993896484,371.5044651031494,383.356397151947,400.98019647598267,412.6294496059418,424.8625297546387,436.92190527915955,444.83989667892456,452.50197553634644,465.9080002307892,474.0517632961273,482.58998703956604,494.01543498039246,507.63122749328613,515.6083772182465,527.648360490799,540.9773035049438,558.8017807006836,566.2996325492859,574.5250744819641,582.3931910991669,593.6404325962067,604.356684923172,612.0941889286041,620.0547680854797,628.4779708385468,642.1073324680328,657.0075933933258,669.4537396430969,676.5061256885529,684.329644203186,699.7956566810608,716.8765320777893,725.0343186855316,741.0786883831024,749.3960888385773,761.8180105686188,777.4329268932343,784.395836353302,792.2039151191711,804.466066122055,819.295601606369,826.6436812877655,834.8172426223755,842.6582400798798,856.1940460205078,863.6358568668365,870.7522859573364,877.8791034221649,885.8255350589752,893.3316912651062,909.9365708827972,921.9858772754669
total minutes,0.0,0.7057831923166911,1.025328274567922,1.5082154035568238,1.7001254518826803,2.1484837253888447,2.4735265533129374,2.6838454286257427,3.037162967522939,3.3569349884986877,3.8550167520840963,4.0783090710639955,4.26735159556071,4.391776009400686,4.6656191150347395,4.924667684237162,5.124321246147156,5.397225220998128,5.665221218268076,5.790118185679118,6.058045832316081,6.19174108505249,6.389273285865784,6.683003274599711,6.877157493432363,7.081042162577311,7.282031754652659,7.413998277982076,7.54169959227244,7.76513333717982,7.900862721602122,8.043166450659434,8.23359058300654,8.460520458221435,8.593472953637441,8.794139341513317,9.016288391749065,9.31336301167806,9.438327209154766,9.575417908032735,9.706553184986115,9.894007209936778,10.0726114153862,10.201569815476736,10.334246134757995,10.474632847309113,10.701788874467214,10.95012655655543,11.157562327384948,11.275102094809215,11.4054940700531,11.663260944684346,11.947942201296488,12.083905311425527,12.351311473051707,12.489934813976287,12.696966842810314,12.957215448220571,13.0732639392217,13.203398585319519,13.407767768700918,13.654926693439483,13.777394688129425,13.913620710372925,14.04430400133133,14.269900767008464,14.393930947780609,14.51253809928894,14.631318390369415,14.763758917649588,14.888861521085103,15.165609514713287,15.36643128792445
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,420.0,657.0,246.0,618.0,433.0,271.0,481.0,431.0,682.0,290.0,249.0,158.0,367.0,333.0,252.0,352.0,352.0,156.0,359.0,166.0,261.0,390.0,249.0,272.0,260.0,161.0,156.0,299.0,171.0,175.0,248.0,288.0,157.0,249.0,279.0,375.0,146.0,162.0,164.0,243.0,238.0,160.0,170.0,156.0,305.0,331.0,277.0,147.0,161.0,347.0,353.0,155.0,341.0,165.0,263.0,350.0,148.0,161.0,259.0,323.0,151.0,170.0,155.0,290.0,151.0,148.0,143.0,161.0,150.0,361.0,259.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
