,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4465.0,4636.0,5000.0,5350.0,5816.0,6195.0,6480.0,6656.0,6815.0,7150.0,7311.0,7564.0,7740.0,7903.0,8055.0,8314.0,8727.0,9001.0,9259.0,9527.0,9888.0,10059.0,10491.0,10751.0,10931.0,11196.0,11564.0,11869.0,12124.0,12278.0,12438.0,12707.0,12955.0,13215.0,13372.0,13649.0,14097.0,14478.0,14729.0,14983.0,15450.0,15797.0,15949.0,16206.0,16468.0,16724.0,16973.0,17326.0,17487.0,17628.0,17899.0,18238.0,18614.0,18989.0,19337.0,19595.0,19876.0
Episode reward,0.0,-75.90351018736152,-64.02557716905531,-61.881874651324765,-62.61119481047123,74.20622098085293,89.9972206021657,82.76330920580828,81.84213179609948,75.23944667042207,79.55412707667527,84.41274087613519,90.30822450646122,91.77589835244646,81.72195449542625,89.46061501225213,86.44298851523946,90.38467380431884,90.89279979851594,91.61890774717139,85.71685886655253,78.3043403705862,82.67279603254273,86.38754954047992,84.70804284645904,83.79225692224068,90.80438485914567,79.21622047684022,86.7629057184666,89.62859693819966,84.21391023552935,85.446812319619,89.81212252773963,85.62355960543537,92.74151769856097,91.05319156564242,84.38781259496976,87.44603331506613,85.38698758086487,91.11907585975544,84.57645671717505,75.94189589087149,82.6861576774844,87.38563795137351,85.84954326736487,77.09708373343807,82.13689778519895,92.08504365755248,87.41048801591262,86.43528037065064,87.13669529645009,87.08552633122017,82.18878688937238,91.29724986782863,92.48593944480719,85.8391651511098,83.3437713225031,79.81685933693088,80.51392879936894,81.47764623835386,86.2157299843084,83.2497436232226
Episode feedback,0.8,0.007014028049084141,0.0030060120210360602,0.13126252491857462,0.10721442875028614,0.05353319046352636,0.02352941162629758,0.04683195579385136,0.03724928356089031,0.036559139706324434,0.015873015831023768,0.03521126748165047,0.01714285704489796,0.01898734165197885,0.011976047868335187,0.0437499997265625,0.011904761857520787,0.022857142726530614,0.006172839468068892,0.0,0.007751937954449853,0.009708737840512772,0.007326007299172135,0.003891050568517313,0.0037453183380325157,0.008333333310185185,0.0,0.0023201856094659267,0.0,0.0,0.0,0.005449591265804929,0.003289473673389889,0.0,0.0,0.006289308136545232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021459227421761315,0.0,0.0,0.0,0.0038314176098413117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,47.26674294471741,94.5753083229065,160.5282609462738,225.9067575931549,253.72265338897705,263.79134821891785,284.75758385658264,305.0679495334625,330.96313762664795,351.4814991950989,368.1375231742859,378.21428966522217,387.47088074684143,405.78403520584106,415.47047114372253,429.75676465034485,440.05076599121094,449.37421560287476,458.1476035118103,472.4364502429962,494.49003982543945,509.2634508609772,523.3922212123871,538.1427576541901,557.8083987236023,567.4358100891113,590.2669138908386,604.4471054077148,614.5625469684601,628.7662010192871,648.824501991272,665.3775374889374,679.006783246994,687.6323227882385,696.8674998283386,711.3016331195831,724.8854987621307,739.0995478630066,747.9400451183319,762.8624849319458,786.9293179512024,807.0999281406403,820.7940580844879,834.9955170154572,859.8959171772003,878.391074180603,887.0882303714752,902.2710464000702,917.5819375514984,931.5623281002045,945.1153137683868,963.9705951213837,973.0598638057709,981.2341537475586,995.8888456821442,1014.0634067058563,1033.912575006485,1053.8364565372467,1072.6266131401062,1086.5640397071838,1101.54154753685
total minutes,0.0,0.7877790490786235,1.5762551387151083,2.67547101577123,3.7651126265525816,4.228710889816284,4.396522470315298,4.745959730943044,5.084465825557709,5.516052293777466,5.858024986584981,6.1356253862380985,6.303571494420369,6.457848012447357,6.763067253430685,6.924507852395376,7.162612744172415,7.334179433186849,7.489570260047913,7.635793391863505,7.87394083738327,8.241500663757325,8.487724181016286,8.723203686873118,8.969045960903168,9.29680664539337,9.457263501485189,9.837781898180644,10.074118423461915,10.242709116141002,10.479436683654786,10.813741699854534,11.089625624815623,11.316779720783234,11.460538713137309,11.61445833047231,11.85502721865972,12.081424979368846,12.318325797716776,12.465667418638866,12.714374748865763,13.115488632520039,13.45166546901067,13.679900968074799,13.916591950257619,14.331598619620005,14.639851236343384,14.784803839524587,15.037850773334503,15.293032292524973,15.526038801670074,15.75192189613978,16.066176585356395,16.21766439676285,16.35390256245931,16.598147428035738,16.901056778430938,17.231876250108083,17.563940942287445,17.87711021900177,18.1094006617864,18.359025792280832
cummulative feedback,0.0,7.0,10.0,141.0,248.0,273.0,277.0,294.0,307.0,324.0,330.0,340.0,343.0,346.0,350.0,357.0,360.0,364.0,365.0,365.0,367.0,371.0,373.0,374.0,375.0,378.0,378.0,379.0,379.0,379.0,379.0,381.0,382.0,382.0,382.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,384.0,384.0,384.0,384.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,467.0,170.0,363.0,349.0,465.0,378.0,284.0,175.0,158.0,334.0,160.0,252.0,175.0,162.0,151.0,258.0,412.0,273.0,257.0,267.0,360.0,170.0,431.0,259.0,179.0,264.0,367.0,304.0,254.0,153.0,159.0,268.0,247.0,259.0,156.0,276.0,447.0,380.0,250.0,253.0,466.0,346.0,151.0,256.0,261.0,255.0,248.0,352.0,160.0,140.0,270.0,338.0,375.0,374.0,347.0,257.0,280.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
