,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
Accumulated time steps,0.0,350.0,967.0,1236.0,1485.0,1734.0,2148.0,2325.0,2475.0,2829.0,2988.0,3151.0,3306.0,3544.0,3789.0,4144.0,4301.0,4463.0,4627.0,4780.0,5021.0,5281.0,5612.0,5763.0,5925.0,6073.0,6233.0,6642.0,6808.0,7181.0,7458.0,7618.0,7894.0,8224.0,8508.0,8673.0,8857.0,9133.0,9286.0,9453.0,9700.0,9859.0,10034.0,10191.0,10437.0,10606.0,10772.0,11035.0,11221.0,11479.0,11637.0,11806.0,12094.0,12505.0,12772.0,13074.0,13352.0,13512.0,13675.0,13880.0,14041.0,14488.0,14663.0,14909.0,15116.0,15295.0,15556.0,15729.0,16069.0,16409.0,16652.0,16803.0,17060.0,17209.0,17468.0,17623.0,17778.0,17933.0,18095.0,18356.0,18546.0
Episode reward,0.0,75.52138182817444,71.89902081430222,84.33984126032621,84.69342829491117,88.23829834045029,70.97389037345414,89.72821564964384,91.64234015446375,78.93106218438533,89.78028112009454,91.53158721606476,91.92796476481821,85.44639236393733,87.80071611849702,77.96698739015156,90.8901889350312,89.85998525411298,91.0097885766273,90.73536067053901,85.84920328336713,83.5773786094604,77.52922856448305,91.08302624457137,91.78390119865242,91.97740760007346,92.45903934403509,77.34218476223445,91.1312366565626,85.00918847834785,86.85108060173428,91.47420124788403,89.94330995505022,76.72198989696435,88.76570863043514,90.70153932305239,92.0635982165463,84.91574479384634,90.8008965438818,88.79102480331473,84.07865812033143,91.53608939632677,89.36207160037618,90.6520582495699,83.61748912925825,91.70955281054913,88.30486034459345,90.06995923875573,91.56697825104882,85.67522262077465,90.93038410570144,91.43739821772385,86.05252377098651,81.0778751363719,86.12374105277364,89.25697885322602,87.05228301323824,91.85326499976397,91.47820569025605,87.83862202833504,90.78413011945129,88.89237006823991,90.80898162158854,83.81407550631127,86.42164233042254,89.47039525937232,82.12596479513411,88.83484209850063,77.14698875330242,76.84717103930844,91.58697340318294,90.14195576532809,86.1501581349991,90.8317789670207,84.15053279702208,90.7939204464643,90.48713771901924,91.44808581449887,90.9889777331805,85.45733400833278,91.04410957526133
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,14.814401626586914,41.553287506103516,53.50652813911438,64.77081274986267,75.96254777908325,94.39603352546692,102.84627676010132,110.1050477027893,125.777583360672,133.42600393295288,141.38303756713867,148.74525618553162,159.42198777198792,170.46488547325134,186.30527901649475,193.69609665870667,201.28765439987183,208.92932105064392,216.13714718818665,226.86001420021057,238.52396869659424,253.24755454063416,260.45512771606445,267.9848942756653,275.12211298942566,282.77063822746277,301.07749462127686,309.20998764038086,325.7380883693695,338.4470863342285,346.2877130508423,358.7647776603699,373.6836152076721,386.4016375541687,394.1294250488281,402.84354758262634,415.174124956131,422.7073118686676,430.59383940696716,441.5189847946167,449.05374908447266,457.10603642463684,464.6999001502991,475.77614855766296,483.6355879306793,491.585325717926,503.2839639186859,512.0077219009399,523.7151520252228,531.1593225002289,539.1181252002716,551.6409034729004,569.5724546909332,581.5901575088501,594.8354895114899,607.0247237682343,614.7337543964386,622.7125351428986,631.9131102561951,639.4819157123566,658.6194734573364,666.9805653095245,678.1581933498383,687.7876121997833,695.9439470767975,708.013993024826,716.383104801178,731.8604321479797,746.5784957408905,757.5739967823029,764.6423132419586,776.0293936729431,783.2538058757782,795.0904943943024,802.4418604373932,810.1610951423645,817.593957901001,825.4423842430115,837.4656503200531,846.4057705402374
total minutes,0.0,0.24690669377644855,0.692554791768392,0.8917754689852396,1.0795135458310445,1.266042462984721,1.5732672254244486,1.7141046126683552,1.8350841283798218,2.0962930560112,2.223766732215881,2.356383959452311,2.479087603092194,2.657033129533132,2.841081424554189,3.1050879836082457,3.2282682776451113,3.354794239997864,3.4821553508440655,3.6022857864697775,3.781000236670176,3.9753994782765707,4.220792575677236,4.340918795267741,4.466414904594421,4.585368549823761,4.712843970457713,5.017958243687947,5.153499794006348,5.428968139489492,5.640784772237142,5.771461884180705,5.979412961006164,6.228060253461202,6.440027292569479,6.568823750813802,6.714059126377106,6.91956874926885,7.045121864477793,7.17656399011612,7.358649746576945,7.484229151407877,7.618433940410614,7.744998335838318,7.929602475961049,8.060593132177988,8.193088761965434,8.388066065311431,8.533462031682332,8.728585867087046,8.852655375003815,8.985302086671194,9.194015057881673,9.492874244848887,9.693169291814169,9.913924825191497,10.11707872947057,10.245562573273977,10.378542252381642,10.531885170936585,10.658031928539277,10.976991224288941,11.116342755158742,11.302636555830638,11.463126869996389,11.599065784613291,11.800233217080434,11.939718413352967,12.197673869132995,12.442974929014841,12.626233279705048,12.744038554032644,12.933823227882385,13.054230097929636,13.25150823990504,13.374031007289886,13.502684919039408,13.626565965016683,13.757373070716858,13.957760838667552,14.106762842337291
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,348.0,616.0,268.0,248.0,248.0,413.0,176.0,149.0,353.0,158.0,162.0,154.0,237.0,244.0,354.0,156.0,161.0,163.0,152.0,240.0,259.0,330.0,150.0,161.0,147.0,159.0,408.0,165.0,372.0,276.0,159.0,275.0,329.0,283.0,164.0,183.0,275.0,152.0,166.0,246.0,158.0,174.0,156.0,245.0,168.0,165.0,262.0,185.0,257.0,157.0,168.0,287.0,410.0,266.0,301.0,277.0,159.0,162.0,204.0,160.0,446.0,174.0,245.0,206.0,178.0,260.0,172.0,339.0,339.0,242.0,150.0,256.0,148.0,258.0,154.0,154.0,154.0,161.0,260.0,189.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
