,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
Accumulated time steps,0.0,1000.0,1999.0,2376.0,2784.0,3235.0,3414.0,3697.0,3851.0,4109.0,4373.0,4528.0,4674.0,4828.0,4976.0,5128.0,5385.0,5645.0,5808.0,6157.0,6314.0,6468.0,6728.0,6879.0,7227.0,7636.0,7791.0,8049.0,8196.0,8345.0,8600.0,8849.0,9093.0,9243.0,9429.0,9770.0,10107.0,10267.0,10411.0,10660.0,10920.0,11070.0,11330.0,11492.0,11741.0,11988.0,12241.0,12398.0,12552.0,12796.0,13156.0,13413.0,13671.0,13911.0,14169.0,14316.0,14573.0,14727.0,15085.0,15259.0,15424.0,15697.0,15976.0,16308.0,16477.0,16728.0,16974.0,17138.0,17482.0,17733.0,17896.0,18057.0,18208.0,18369.0,18529.0,18798.0,18947.0,19212.0,19459.0,19725.0,19976.0
Episode reward,0.0,-68.24813179431554,-60.37284687667201,80.04341677216551,76.9330136673349,73.61941705576035,88.66090352785979,82.42837626370977,91.40326403435597,85.91068217526515,84.77578066983352,91.59633842496012,91.80303562059568,90.32305792385381,91.64866573452557,91.26607590070552,85.1539251847646,85.14462865122454,90.34779894760472,78.96212598871548,89.88957912870035,90.74447317416269,83.76388977826859,92.03801083408668,81.60808518156122,77.57673607560946,90.86927702488863,85.71253400661868,91.72641357729552,91.6457571410011,86.12695980739912,86.68125833329474,86.978274183854,91.46595015524667,91.9442519470121,82.32040200244684,79.64023789667014,91.06055850273111,93.00328969081252,86.15339664849414,84.04926492018394,91.3695900361607,84.43516262939146,90.33555622322837,84.97647515560452,86.53410258833671,84.70814197888123,90.58375188229564,91.75782336139447,87.95799822810912,78.81935753466375,84.21543245250767,85.25626754090246,86.23652873178143,86.40602849080618,90.9491204649784,86.4099955092597,90.95259157233248,77.65767220774701,90.2862981864169,90.66603361056895,82.744935592058,83.89495083179366,82.17203633681088,90.99203248416228,87.79545315088077,86.45069964364876,91.21969073675535,82.85024427080867,85.90828465941271,89.82911637644241,89.1385190084263,90.71734589337244,90.2006010635465,91.27532646762671,83.79624373416071,91.17444297563776,85.93758549505684,88.68333559742915,85.69375047074418,86.43741875027031
Episode feedback,0.8,0.07815631254693756,0.1653306611569833,0.10372340397945903,0.09090909068572706,0.06222222208395062,0.05617977496528216,0.05319148917307982,0.08496731970609595,0.08171206193886357,0.05703422031545924,0.09090909031877215,0.04827586173602854,0.026143790678798753,0.02721088416863344,0.04635761558703566,0.023437499908447266,0.03474903461486859,0.012345678936137784,0.02873563210133439,0.04487179458415516,0.032679738348498445,0.011583011538289532,0.0066666666222222224,0.02593659934888588,0.017156862703046904,0.012987012902681734,0.015564202274069253,0.0068493150215800346,0.006756756711102995,0.011811023575547152,0.008064516096514047,0.008230452641026944,0.006711409350930139,0.005405405376186998,0.005882352923875432,0.005952380934665533,0.006289308136545232,0.0,0.004032258048257024,0.0,0.020134228052790415,0.00386100384609651,0.0,0.004032258048257024,0.0040650406338819485,0.003968253952506929,0.0,0.006535947669699688,0.0,0.0027855153125751664,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947669699688,0.0,0.0,0.006097560938429507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,54.94499635696411,121.39472484588623,145.1898021697998,170.30394840240479,196.50504541397095,207.48080801963806,224.1199173927307,234.0924780368805,249.7788655757904,265.2477126121521,275.16074991226196,284.0612213611603,293.22886967658997,302.0052671432495,311.337717294693,325.72056770324707,340.53772926330566,349.94995188713074,369.38829374313354,378.79357838630676,387.8684775829315,402.22273898124695,410.84849643707275,430.12174892425537,452.07286500930786,460.94106364250183,474.99188899993896,483.4920918941498,492.1438059806824,506.7127206325531,520.2204837799072,533.5511472225189,542.1872098445892,552.425529718399,570.4234681129456,588.5165612697601,597.6055028438568,605.8070480823517,619.20183634758,633.2623400688171,641.9635877609253,655.9713070392609,665.245593547821,678.7402145862579,692.2157247066498,706.0851590633392,714.9267685413361,723.7903110980988,737.0122539997101,756.1525564193726,769.9623341560364,783.936886548996,796.9044575691223,810.7459390163422,819.1560707092285,832.9853022098541,841.6372563838959,860.5369968414307,870.3741776943207,879.859658241272,894.5793418884277,909.6604342460632,927.2479357719421,936.7756037712097,950.2303802967072,963.3943343162537,972.4810917377472,990.6420242786407,1003.9813182353973,1013.0904085636139,1022.1297807693481,1030.729416847229,1039.7550280094147,1048.6799738407135,1063.0370998382568,1071.5234546661377,1085.8662197589874,1099.0893483161926,1113.445927619934,1127.0895791053772
total minutes,0.0,0.9157499392827352,2.023245414098104,2.4198300361633303,2.83839914004008,3.2750840902328493,3.4580134669939677,3.735331956545512,3.901541300614675,4.16298109292984,4.420795210202535,4.586012498537699,4.734353689352671,4.887147827943166,5.033421119054158,5.18896195491155,5.428676128387451,5.675628821055095,5.832499198118845,6.156471562385559,6.313226306438446,6.464474626382192,6.703712316354116,6.84747494061788,7.168695815404257,7.534547750155131,7.682351060708364,7.916531483332316,8.058201531569162,8.202396766344707,8.445212010542551,8.670341396331787,8.892519120375315,9.03645349740982,9.207092161973318,9.507057801882427,9.808609354496003,9.96009171406428,10.096784134705862,10.320030605792999,10.554372334480286,10.699393129348755,10.932855117321015,11.087426559130352,11.312336909770966,11.53692874511083,11.768085984388987,11.9154461423556,12.06317185163498,12.283537566661835,12.602542606989543,12.832705569267272,13.0656147758166,13.281740959485372,13.512432316939035,13.652601178487142,13.883088370164236,14.027287606398264,14.342283280690511,14.506236294905344,14.664327637354534,14.909655698140462,15.161007237434386,15.454132262865702,15.612926729520161,15.83717300494512,16.05657223860423,16.20801819562912,16.510700404644012,16.733021970589956,16.884840142726897,17.035496346155803,17.178823614120482,17.329250466823577,17.477999564011892,17.71728499730428,17.858724244435628,18.097770329316457,18.31815580526988,18.5574321269989,18.784826318422954
cummulative feedback,0.0,78.0,243.0,282.0,319.0,347.0,357.0,372.0,385.0,406.0,421.0,435.0,442.0,446.0,450.0,457.0,463.0,472.0,474.0,484.0,491.0,496.0,499.0,500.0,509.0,516.0,518.0,522.0,523.0,524.0,527.0,529.0,531.0,532.0,533.0,535.0,537.0,538.0,538.0,539.0,539.0,542.0,543.0,543.0,544.0,545.0,546.0,546.0,547.0,547.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,549.0,549.0,549.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,376.0,407.0,450.0,178.0,282.0,153.0,257.0,263.0,154.0,145.0,153.0,147.0,151.0,256.0,259.0,162.0,348.0,156.0,153.0,259.0,150.0,347.0,408.0,154.0,257.0,146.0,148.0,254.0,248.0,243.0,149.0,185.0,340.0,336.0,159.0,143.0,248.0,259.0,149.0,259.0,161.0,248.0,246.0,252.0,156.0,153.0,243.0,359.0,256.0,257.0,239.0,257.0,146.0,256.0,153.0,357.0,173.0,164.0,272.0,278.0,331.0,168.0,250.0,245.0,163.0,343.0,250.0,162.0,160.0,150.0,160.0,159.0,268.0,148.0,264.0,246.0,265.0,250.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
