,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3472.0,3638.0,3926.0,4313.0,4583.0,5146.0,5407.0,5562.0,5710.0,5962.0,6197.0,6438.0,6780.0,7136.0,7301.0,7766.0,7919.0,8192.0,8441.0,8600.0,8762.0,9017.0,9171.0,9456.0,9687.0,9939.0,10183.0,10331.0,10658.0,10808.0,10953.0,11303.0,11555.0,11787.0,12014.0,12167.0,12593.0,12840.0,13081.0,13336.0,13494.0,13727.0,13877.0,14209.0,14364.0,14612.0,14864.0,15009.0,15251.0,15396.0,15647.0,15987.0,16244.0,16404.0,16548.0,16886.0,17123.0,17273.0,17422.0,17678.0,17940.0,18087.0,18352.0,18506.0,18852.0,19100.0,19273.0,19541.0,19781.0
Episode reward,0.0,-67.90111001993833,-67.88896099281885,-59.75812280420717,73.17361277957438,90.77479433562735,83.72580890864504,76.30489625293625,84.0152821051837,67.70133482461455,85.05669597906466,90.66167801702501,90.57716129549318,85.20747818161651,87.28691610226959,86.20115275096245,79.55274445662218,79.05251043663843,90.75768246546576,72.56463762322636,90.30032766436918,83.41040400453606,85.11044062660741,90.60181791663459,90.3331993126476,83.64616392586873,90.38283767717195,84.99779968165154,86.87527828967052,84.50250772382168,85.90465591807325,91.70263840052577,80.78698510615818,91.55237105616963,91.67725824917251,78.80335574987973,84.08503560386482,87.20269171383829,87.23917956941433,90.43552990828402,76.84223697264575,86.00739636991489,85.16980672303963,84.65489858833124,90.82673664783817,84.90360280710156,89.80596574087905,79.57025136428783,90.83525241272287,84.28115301682102,85.58228471117644,90.72247009603798,85.62989062966209,91.16253828456472,85.52399504339974,78.59704852003446,85.55899651311216,88.1158000555878,91.68656289527128,81.73407671559771,86.03834041982017,90.69773265503784,91.62946149129601,85.062647485131,84.89073137632548,91.45916089792726,83.34586169406685,90.83727811400001,77.03437835577365,84.50166870688474,90.21564409491177,82.86341240677085,83.98951620849613
Episode feedback,0.8,0.01803607212621636,0.12424849686949048,0.10721442875028614,0.04862579270903638,0.04848484819100092,0.052264808180261996,0.028497409252597385,0.06319702578737166,0.028469750839021795,0.030769230650887575,0.0194805193540226,0.06122448937942524,0.01195219118744147,0.00854700851048287,0.024999999895833333,0.0029325513110482365,0.025352112604641937,0.006097560938429507,0.008620689636593341,0.0,0.0073529411494377165,0.0,0.0,0.006211180085644845,0.0,0.006535947669699688,0.007042253496330093,0.0,0.0,0.0,0.00680272104215836,0.003067484653167225,0.006711409350930139,0.0,0.005730659009367739,0.0,0.0,0.0,0.006578947325138505,0.0023529411709342562,0.0,0.0,0.0,0.00636942671102276,0.0043103448090071345,0.0,0.0,0.0,0.0,0.0,0.006944444396219137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006756756711102995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,44.792809009552,109.9307210445404,172.56663751602173,199.48833012580872,209.62438416481018,226.61287093162537,248.20400166511536,264.4599895477295,295.5125198364258,310.732057094574,319.96017265319824,329.28098154067993,343.56022787094116,356.6019263267517,370.3632860183716,389.00324416160583,408.79778575897217,418.20529532432556,443.4617371559143,452.2687876224518,467.6321520805359,481.208128452301,490.42347288131714,499.7537293434143,514.259073972702,523.1172757148743,538.497985124588,550.9560644626617,564.6760997772217,577.9667925834656,586.591372013092,604.5294036865234,613.323968410492,621.928416967392,640.7828917503357,654.6580159664154,667.2982881069183,679.8230631351471,688.6898467540741,711.5328981876373,724.8948075771332,738.2601459026337,752.1574492454529,761.2222492694855,774.0186023712158,782.7044689655304,800.630912065506,809.6386542320251,823.5284304618835,837.4794709682465,845.8758821487427,859.2317488193512,867.598296880722,881.307051897049,899.5093293190002,913.3591632843018,922.3589074611664,930.4812867641449,948.4524919986725,961.3324520587921,969.780247926712,978.4338519573212,992.4433615207672,1006.8077538013458,1015.3373093605042,1029.6993401050568,1038.434936285019,1057.248346567154,1070.850641965866,1080.8333523273468,1095.6580879688263,1108.9275319576263
total minutes,0.0,0.7465468168258667,1.8321786840756735,2.876110625267029,3.324805502096812,3.49373973608017,3.776881182193756,4.136733361085256,4.407666492462158,4.925208663940429,5.1788676182429,5.3326695442199705,5.488016359011332,5.726003797849019,5.943365438779195,6.172721433639526,6.48338740269343,6.813296429316202,6.970088255405426,7.391028952598572,7.537813127040863,7.793869201342265,8.020135474205016,8.173724548021953,8.329228822390238,8.5709845662117,8.71862126191457,8.974966418743133,9.182601074377695,9.411268329620361,9.632779876391092,9.776522866884868,10.075490061442057,10.222066140174865,10.3654736161232,10.679714862505595,10.91096693277359,11.121638135115306,11.330384385585784,11.478164112567901,11.858881636460621,12.081580126285553,12.304335765043895,12.535957487424215,12.687037487824758,12.900310039520264,13.04507448275884,13.3438485344251,13.493977570533753,13.725473841031393,13.957991182804108,14.09793136914571,14.320529146989186,14.4599716146787,14.688450864950816,14.99182215531667,15.22265272140503,15.372648457686106,15.508021446069082,15.807541533311207,16.022207534313203,16.16300413211187,16.307230865955354,16.540722692012785,16.780129230022432,16.922288489341735,17.161655668417612,17.30724893808365,17.620805776119234,17.8475106994311,18.01388920545578,18.260968132813773,18.482125532627105
cummulative feedback,0.0,18.0,142.0,249.0,272.0,280.0,295.0,306.0,323.0,339.0,347.0,350.0,359.0,362.0,364.0,370.0,371.0,380.0,381.0,385.0,385.0,387.0,387.0,387.0,388.0,388.0,389.0,391.0,391.0,391.0,391.0,392.0,393.0,394.0,394.0,396.0,396.0,396.0,396.0,397.0,398.0,398.0,398.0,398.0,399.0,400.0,400.0,400.0,400.0,400.0,400.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,473.0,165.0,287.0,386.0,269.0,562.0,260.0,154.0,147.0,251.0,234.0,240.0,341.0,355.0,164.0,464.0,152.0,272.0,248.0,158.0,161.0,254.0,153.0,284.0,230.0,251.0,243.0,147.0,326.0,149.0,144.0,349.0,251.0,231.0,226.0,152.0,425.0,246.0,240.0,254.0,157.0,232.0,149.0,331.0,154.0,247.0,251.0,144.0,241.0,144.0,250.0,339.0,256.0,159.0,143.0,337.0,236.0,149.0,148.0,255.0,261.0,146.0,264.0,153.0,345.0,247.0,172.0,267.0,239.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
