,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
Accumulated time steps,0.0,1000.0,1800.0,2276.0,2632.0,2920.0,3303.0,3587.0,4124.0,4640.0,4985.0,5335.0,5514.0,5674.0,5828.0,6268.0,6524.0,6785.0,7026.0,7571.0,7996.0,8259.0,8408.0,8670.0,9005.0,9273.0,9618.0,9875.0,10023.0,10276.0,10524.0,10947.0,11197.0,11614.0,11861.0,12012.0,12441.0,12690.0,13025.0,13273.0,13953.0,14194.0,14346.0,14503.0,14652.0,14812.0,15059.0,15212.0,15462.0,15620.0,15847.0,16004.0,16375.0,16733.0,17083.0,17422.0,17747.0,18077.0,18242.0,18393.0,18649.0,18810.0,19067.0,19216.0,19458.0,19712.0,19861.0
Episode reward,0.0,-60.186476858922695,52.48700589380083,72.69868578503286,81.40292613447032,83.08964646431522,78.20973388023235,84.82986121410556,72.65390603590465,73.70098460924481,82.23706919285128,81.69349782067393,89.53714141385208,90.95796842047748,91.73923247763635,79.69090438838961,87.9891487172738,86.5967937063929,88.54088687619327,73.54445081858572,80.67438758636314,87.08648676333885,92.00985134539363,85.15119894335287,83.80754440798097,86.37275445272377,83.1095129823338,88.10800495318242,92.78176653633666,88.40357841644865,88.29314653295216,80.79805817622238,87.70248112574963,80.49464173149029,87.30238895687482,91.61546617636532,78.71683004376088,87.3820655491857,82.36770104934942,87.92130184707867,64.9794360843378,88.61343625327265,92.30419020372562,92.73776143212491,91.94840672700326,91.25713527181827,88.63011589258268,92.44877264333597,86.0079910379118,90.62719693252149,87.70894011408122,91.06762445929945,79.25442666941385,82.30967894250324,83.35277460822228,83.7410972043013,85.20195373514842,82.5613088660088,90.30607668387702,91.48306143204817,87.90005689256361,90.65677003641588,85.48129018540699,91.85522624553883,87.25847694595915,85.91370291228613,91.80184392524824
Episode feedback,0.8,0.20340681342344008,0.23153942399056393,0.12421052605429363,0.1154929574211466,0.08362369308841919,0.08900523536909624,0.0706713778421506,0.05410447751099911,0.05048543679517391,0.034883720828826396,0.028653295046838695,0.005617977496528217,0.02515723254618093,0.032679738348498445,0.020501138905464376,0.023529411672433678,0.02307692298816568,0.02083333324652778,0.023897058779600994,0.007075471681425774,0.0038167938785618554,0.006756756711102995,0.0038314176098413117,0.008982035901251389,0.011235955014097547,0.0,0.003906249984741211,0.0,0.015873015810027716,0.0,0.00236966824083017,0.00803212848179868,0.0024038461480676778,0.0,0.0,0.0,0.004032258048257024,0.0,0.004048582979560393,0.0014727540479046331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,71.79987955093384,131.82838129997253,162.76552748680115,185.61090350151062,204.2889952659607,227.90927696228027,245.76229786872864,276.9941039085388,306.9972937107086,326.4058167934418,346.11452627182007,356.38031363487244,365.88101840019226,375.0019874572754,399.05182933807373,413.582989692688,428.2927031517029,442.21390771865845,472.0257201194763,494.6669361591339,509.1550257205963,517.9484992027283,532.3618202209473,550.3497412204742,565.1788549423218,583.6339569091797,597.8975741863251,606.3492338657379,620.3551912307739,633.7723293304443,656.7608315944672,670.4316835403442,692.5308074951172,706.0243055820465,714.6060509681702,737.3473320007324,750.8457341194153,768.9948134422302,782.4261016845703,818.0640385150909,831.5034625530243,840.2640707492828,849.3384854793549,857.7266952991486,866.7839560508728,880.1478209495544,888.9855995178223,902.5569097995758,911.4974653720856,924.1778092384338,932.9837725162506,953.014815568924,972.2385773658752,990.6567287445068,1008.8317942619324,1026.3786141872406,1043.9308784008026,1053.2258279323578,1061.7070097923279,1075.5031657218933,1084.5517756938934,1098.413328409195,1106.768234014511,1119.9563274383545,1133.9130811691284,1142.4556143283844
total minutes,0.0,1.1966646591822305,2.1971396883328755,2.712758791446686,3.0935150583585105,3.4048165877660117,3.7984879493713377,4.096038297812144,4.616568398475647,5.116621561845144,5.440096946557363,5.768575437863668,5.93967189391454,6.098016973336538,6.250033124287923,6.650863822301229,6.893049828211466,7.138211719195048,7.370231795310974,7.867095335324605,8.244448935985565,8.485917095343272,8.632474986712138,8.872697003682454,9.172495687007904,9.41964758237203,9.727232615152994,9.964959569772084,10.105820564428965,10.339253187179565,10.562872155507405,10.946013859907787,11.17386139233907,11.54218012491862,11.767071759700775,11.910100849469503,12.289122200012207,12.514095568656922,12.816580224037171,13.040435028076171,13.634400641918182,13.858391042550405,14.004401179154714,14.155641424655915,14.295444921652477,14.446399267514547,14.669130349159241,14.816426658630371,15.042615163326264,15.191624422868093,15.40296348730723,15.549729541937511,15.883580259482066,16.203976289431253,16.510945479075115,16.81386323769887,17.10631023645401,17.39884797334671,17.55376379887263,17.69511682987213,17.925052762031555,18.075862928231558,18.306888806819916,18.446137233575186,18.66593879063924,18.898551352818806,19.040926905473075
cummulative feedback,0.0,203.0,388.0,447.0,488.0,512.0,546.0,566.0,595.0,621.0,633.0,643.0,644.0,648.0,653.0,662.0,668.0,674.0,679.0,692.0,695.0,696.0,697.0,698.0,701.0,704.0,704.0,705.0,705.0,709.0,709.0,710.0,712.0,713.0,713.0,713.0,713.0,714.0,714.0,715.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,799.0,475.0,355.0,287.0,382.0,283.0,536.0,515.0,344.0,349.0,178.0,159.0,153.0,439.0,255.0,260.0,240.0,544.0,424.0,262.0,148.0,261.0,334.0,267.0,344.0,256.0,147.0,252.0,247.0,422.0,249.0,416.0,246.0,150.0,428.0,248.0,334.0,247.0,679.0,240.0,151.0,156.0,148.0,159.0,246.0,152.0,249.0,157.0,226.0,156.0,370.0,357.0,349.0,338.0,324.0,329.0,164.0,150.0,255.0,160.0,256.0,148.0,241.0,253.0,148.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
