,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
Accumulated time steps,0.0,1000.0,1999.0,2973.0,3239.0,3710.0,3894.0,4162.0,4351.0,4617.0,5176.0,5334.0,5612.0,5872.0,6209.0,6380.0,6638.0,6801.0,7063.0,7306.0,7488.0,7647.0,8104.0,8261.0,8415.0,8571.0,8829.0,9161.0,9321.0,9565.0,9910.0,10174.0,10433.0,10695.0,10957.0,11205.0,11584.0,11859.0,12035.0,12300.0,12659.0,12898.0,13045.0,13300.0,13452.0,13692.0,13949.0,14304.0,14468.0,14720.0,14869.0,15019.0,15172.0,15337.0,15487.0,15749.0,15914.0,16264.0,16704.0,16951.0,17210.0,17361.0,17520.0,17775.0,18029.0,18361.0,18620.0,18775.0,18924.0,19272.0,19425.0,19672.0,19941.0
Episode reward,0.0,-67.5936179302024,-62.04995161473848,44.225853824979524,84.53764474831705,74.3915718565154,88.81741507366725,85.76786147726258,87.29606232681432,86.29811195730815,65.57263660255514,90.91142623837625,82.70879204911279,83.98342938694452,83.91892606288233,90.09405377450157,86.04222275127927,89.4022021038679,82.7985181447168,84.79997967386169,89.03412333681067,90.58155559858535,74.4211739676066,90.9491984952829,90.99239490826392,90.90570428289763,84.59414251948805,80.35474750815966,91.10358384029296,86.36666011787058,78.83335946091007,83.22158037380105,85.48290729991795,85.4447128436405,84.07095419859705,84.80509804708116,76.55690142054667,83.4814907587944,90.04149470367629,84.8708363989956,78.96422460913992,86.88790983276573,90.39005966615554,85.92959105261541,90.63588776519919,87.27399352508665,85.66458371865481,79.46996075902783,90.07460520139595,84.39512830246974,90.7134393056765,90.35521570632015,89.47908322772199,89.92587029933254,91.21158790428058,82.26172852819131,89.20721531623086,78.85112918027363,77.57626033448888,84.17817218602224,84.36837859459062,90.98782727826142,89.99510057709213,85.81872058283287,84.18998527867353,79.27548587005145,85.3080496571367,91.33540928414821,91.08016804283619,78.33225772376706,90.76673969979397,84.21700576842983,84.15830564082155
Episode feedback,0.8,0.00801603205609616,0.15931863711491118,0.09969167512878553,0.08679245250267,0.05744680838841105,0.021857923377825557,0.03370786504229264,0.04255319126301494,0.05283018847988608,0.014336917537030614,0.02547770684409104,0.01805054145108108,0.03088803076877208,0.020833333271329364,0.017647058719723184,0.015564202274069253,0.006172839468068892,0.015325670439365247,0.012396694163650024,0.03314917108757364,0.0126582277679859,0.015350877159318252,0.0,0.0,0.0,0.01167315170555194,0.0,0.012578616273090464,0.004115226320513472,0.0029069767357355327,0.0,0.007751937954449853,0.0,0.011494252829523936,0.0,0.0,0.0036496350231765146,0.0,0.0,0.0,0.0,0.0068493150215800346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,43.443512201309204,105.20913696289062,163.23506140708923,179.17716646194458,207.41209626197815,217.82528448104858,233.55886101722717,244.80619597434998,260.0145082473755,288.9630398750305,298.1274871826172,313.8759708404541,329.33437418937683,348.94955801963806,359.28183126449585,373.7156648635864,383.2899799346924,397.9802420139313,412.31129217147827,423.39690709114075,432.593542098999,458.7467670440674,468.1628403663635,477.2005319595337,487.5135622024536,502.51371455192566,521.1091802120209,530.5876305103302,544.6205701828003,563.0886974334717,577.2262759208679,591.3410573005676,605.5645844936371,620.0728828907013,633.373857498169,653.4061472415924,668.8332238197327,678.9050993919373,693.7030620574951,712.7320048809052,726.1319017410278,735.8088858127594,749.7622876167297,758.6480014324188,772.4275522232056,787.9615054130554,808.4252588748932,818.2840902805328,833.60178399086,842.8488957881927,851.1657180786133,859.6038670539856,868.954398393631,879.0684902667999,893.314934015274,902.5594797134399,920.9209914207458,943.8398723602295,957.1103024482727,970.8343472480774,979.2782158851624,988.0293300151825,1001.7818298339844,1015.3180916309357,1032.7242879867554,1046.3699057102203,1055.1625490188599,1063.5441308021545,1081.7858080863953,1090.3366317749023,1103.5506503582,1117.8856353759766
total minutes,0.0,0.7240585366884867,1.753485616048177,2.7205843567848205,2.9862861076990765,3.456868271032969,3.6304214080174764,3.892647683620453,4.080103266239166,4.3335751374562586,4.816050664583842,4.96879145304362,5.231266180674235,5.488906236489614,5.815825966993968,5.988030521074931,6.228594414393107,6.388166332244873,6.633004033565522,6.871854869524638,7.056615118185679,7.20989236831665,7.645779450734456,7.802714006106059,7.9533421993255615,8.125226036707561,8.375228575865428,8.685153003533681,8.84312717517217,9.077009503046671,9.384811623891194,9.620437932014465,9.855684288342793,10.092743074893951,10.334548048178355,10.556230958302816,10.89010245402654,11.147220396995545,11.315084989865621,11.561717700958251,11.878866748015087,12.102198362350464,12.263481430212657,12.496038126945496,12.64413335720698,12.873792537053426,13.132691756884258,13.473754314581553,13.638068171342214,13.893363066514333,14.04748159646988,14.186095301310221,14.326731117566426,14.482573306560516,14.651141504446665,14.8885822335879,15.042657995224,15.348683190345763,15.730664539337159,15.951838374137878,16.180572454134623,16.32130359808604,16.467155500253043,16.696363830566405,16.92196819384893,17.212071466445924,17.439498428503672,17.586042483647663,17.72573551336924,18.029763468106587,18.172277196248373,18.392510839303334,18.631427256266274
cummulative feedback,0.0,8.0,167.0,264.0,287.0,314.0,318.0,327.0,335.0,349.0,357.0,361.0,366.0,374.0,381.0,384.0,388.0,389.0,393.0,396.0,402.0,404.0,411.0,411.0,411.0,411.0,414.0,414.0,416.0,417.0,418.0,418.0,420.0,420.0,423.0,423.0,423.0,424.0,424.0,424.0,424.0,424.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,973.0,265.0,470.0,183.0,267.0,188.0,265.0,558.0,157.0,277.0,259.0,336.0,170.0,257.0,162.0,261.0,242.0,181.0,158.0,456.0,156.0,153.0,155.0,257.0,331.0,159.0,243.0,344.0,263.0,258.0,261.0,261.0,247.0,378.0,274.0,175.0,264.0,358.0,238.0,146.0,254.0,151.0,239.0,256.0,354.0,163.0,251.0,148.0,149.0,152.0,164.0,149.0,261.0,164.0,349.0,439.0,246.0,258.0,150.0,158.0,254.0,253.0,331.0,258.0,154.0,148.0,347.0,152.0,246.0,268.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
