,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
Accumulated time steps,0.0,791.0,1202.0,1558.0,2164.0,2327.0,2578.0,2927.0,3190.0,3451.0,3603.0,3842.0,4000.0,4241.0,4394.0,4546.0,4909.0,5177.0,5322.0,5489.0,5641.0,5960.0,6213.0,6472.0,6812.0,7086.0,7440.0,7815.0,7962.0,8288.0,8446.0,8706.0,9053.0,9208.0,9368.0,9643.0,9815.0,10058.0,10214.0,10409.0,10697.0,10875.0,11119.0,11276.0,11433.0,11694.0,11944.0,12455.0,12785.0,12959.0,13217.0,13375.0,13716.0,13960.0,14107.0,14270.0,14707.0,15078.0,15496.0,15840.0,16167.0,16413.0,16594.0,16896.0,17091.0,17400.0,17647.0,17806.0,18003.0,18247.0,18608.0,18782.0,18936.0,19180.0,19444.0
Episode reward,0.0,62.2678029247322,81.44490500744513,86.77457852229408,77.79147184108999,90.90964826438665,84.0555039410682,83.41121495482153,85.02018220576046,84.25256539164677,90.94755640309945,85.73026786769609,91.73032513679074,83.1672604930427,92.33446827233408,91.40736578441772,78.07679641235842,85.2327141245999,90.85719248628132,91.82418107695109,91.8511833237706,80.87903348835509,83.54631583625914,85.65441296696216,83.36186432862742,83.40625209096639,85.29122079365968,84.86170139702739,90.67355092345149,78.65077063739574,90.64338141113758,86.23173293508202,79.29130601492177,91.10179788186824,91.99274728819957,86.15136645700096,87.90200141522874,81.54820249927624,91.06635921034965,87.37582823905075,86.05025717240788,90.91118794260369,84.95019854565655,89.52902681540887,91.07798157559117,85.90793995759185,84.04605281063895,65.77875223231626,77.2125792070541,90.47047786511861,86.67712547427008,91.33985036001246,76.39771735326812,84.94459549363646,90.74473045979273,88.38391208086341,84.54706004474671,84.69858353697973,72.2688534961656,78.09609147776938,78.13504077245115,84.0467177474058,90.80648273205317,82.65158844793194,88.83469735222424,84.86524321447587,83.60207161586915,90.99195440035962,86.7913432777837,82.94222108236167,79.28454746646565,91.8431187892258,90.73208207978506,84.94726540282937,87.29739752971167
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,34.8771333694458,53.593024492263794,70.0759973526001,97.36129355430603,105.33454966545105,117.56397533416748,133.68049693107605,145.91400790214539,157.93271803855896,165.42490649223328,176.60141825675964,184.1030569076538,195.4382939338684,202.95727372169495,210.54948592185974,226.7890648841858,238.86976623535156,246.03001499176025,254.13320088386536,261.5520853996277,276.0606527328491,287.6217579841614,299.57806515693665,315.06457328796387,327.28177666664124,342.98421025276184,359.1278278827667,366.5224862098694,381.11782336235046,388.7291429042816,400.52616477012634,415.95893001556396,423.4780042171478,431.2105197906494,444.1086232662201,452.2949924468994,463.52957367897034,471.20137906074524,480.3887686729431,493.60858273506165,502.17667984962463,513.4228482246399,520.9133880138397,528.368644952774,540.3766343593597,551.7797911167145,574.5249106884003,589.0181283950806,597.2636444568634,609.1916334629059,616.7303557395935,631.9887688159943,642.8910601139069,650.1284444332123,658.1433582305908,677.6970136165619,694.2190215587616,712.2849526405334,727.8391156196594,742.3618636131287,753.8683071136475,762.4207091331482,775.9779026508331,785.1981463432312,799.3428328037262,810.560271024704,818.283709526062,827.773754119873,838.7721145153046,855.0283617973328,863.2625124454498,870.6132514476776,881.7844047546387,893.8264272212982
total minutes,0.0,0.58128555615743,0.8932170748710633,1.1679332892100016,1.6226882259051005,1.7555758277575175,1.9593995889027913,2.228008282184601,2.431900131702423,2.632211967309316,2.7570817748705547,2.943356970945994,3.06838428179423,3.257304898897807,3.3826212286949158,3.5091580986976623,3.779817748069763,3.9811627705891928,4.100500249862671,4.235553348064423,4.359201423327128,4.601010878880818,4.79369596640269,4.992967752615611,5.2510762214660645,5.454696277777354,5.716403504212697,5.985463798046112,6.108708103497823,6.351963722705841,6.478819048404693,6.675436079502106,6.932648833592733,7.057966736952464,7.1868419965108234,7.401810387770335,7.538249874114991,7.725492894649506,7.853356317679087,8.006479477882385,8.226809712251027,8.369611330827077,8.557047470410664,8.681889800230662,8.806144082546234,9.006277239322662,9.196329851945242,9.575415178140004,9.816968806584676,9.954394074281057,10.153193891048431,10.278839262326558,10.533146146933237,10.714851001898447,10.835474073886871,10.969055970509848,11.294950226942698,11.57031702597936,11.871415877342224,12.130651926994323,12.372697726885479,12.564471785227457,12.707011818885803,12.932965044180552,13.086635772387186,13.32238054672877,13.509337850411733,13.638061825434367,13.796229235331218,13.979535241921743,14.250472696622213,14.387708540757497,14.510220857461293,14.696406745910645,14.89710712035497
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,789.0,410.0,355.0,605.0,162.0,250.0,348.0,262.0,260.0,151.0,238.0,157.0,240.0,152.0,151.0,362.0,267.0,144.0,166.0,151.0,318.0,252.0,258.0,339.0,273.0,353.0,374.0,146.0,325.0,157.0,259.0,346.0,154.0,159.0,274.0,171.0,242.0,155.0,194.0,287.0,177.0,243.0,156.0,156.0,260.0,249.0,510.0,329.0,173.0,257.0,157.0,340.0,243.0,146.0,162.0,436.0,370.0,417.0,343.0,326.0,245.0,180.0,301.0,194.0,308.0,246.0,158.0,196.0,243.0,360.0,173.0,153.0,243.0,263.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
