,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
Accumulated time steps,0.0,1000.0,1261.0,1533.0,1905.0,2183.0,2550.0,2819.0,3109.0,3287.0,3437.0,3703.0,4056.0,4331.0,4600.0,4761.0,5227.0,5499.0,5789.0,6026.0,6281.0,6640.0,6792.0,7049.0,7204.0,7474.0,7742.0,8010.0,8627.0,8894.0,9068.0,9240.0,9398.0,9651.0,9816.0,10089.0,10448.0,10820.0,11198.0,11458.0,11624.0,11798.0,12001.0,12159.0,12508.0,12857.0,13111.0,13373.0,13628.0,14138.0,14397.0,14667.0,14831.0,15072.0,15254.0,15618.0,15885.0,16170.0,16414.0,16677.0,17034.0,17297.0,17656.0,17812.0,18143.0,18411.0,18693.0,18941.0,19223.0,19588.0,19836.0
Episode reward,0.0,-63.332843581935784,83.8766738718276,84.71241847008001,79.09572846253768,83.87675044214453,81.18468870959639,86.29730090531038,84.50863681987882,90.60850033884479,92.32909961018102,86.65659609829764,81.4538041951933,85.0406569536772,85.84077858171149,91.46189539202916,77.81461298466584,84.00884426272731,85.75662357154818,89.38146612840966,85.71558979361455,81.03836341877388,92.04617522248918,88.36457422139871,92.05043154561322,86.64505979145207,84.85206127014015,85.2592746123378,71.1537449377149,87.37063500258431,90.78462732667245,90.87016549486792,90.9581355078993,89.05477306241667,91.30249342387782,86.16201537960492,83.41780703818412,82.58625427335141,84.24364991650305,85.24807143261434,91.19477015319968,90.64136252493708,88.40655537892917,92.27677475492986,84.53176493349105,83.01929885761345,88.11148300383607,88.93221430411548,89.78269810091427,78.32385190500862,86.74101586478125,87.9264589148349,90.36829416703203,87.85254521252114,90.12281395909908,83.9168247754177,87.53469646498336,85.44085493604896,87.88173142136905,86.79576037220113,85.06922936223019,88.23214229690333,85.36799146934041,92.6897854071361,84.6384612262961,87.92207168903943,87.37202931552348,87.54659516113561,86.81553148625132,84.46799035758868,89.17896248244487
Episode feedback,0.8,0.3396793583770748,0.2230769222189349,0.21402213943165263,0.1671159025145124,0.14079422331843242,0.10928961718773329,0.09328358174147917,0.10726643561499503,0.09039547971527978,0.11409395896581236,0.10188679206835173,0.062499999822443184,0.04744525530129469,0.07089552212352417,0.0687499995703125,0.05591397837437854,0.01845018443376316,0.04152249120580453,0.03813559305874749,0.051181102160704324,0.022346368652663776,0.019867549537300997,0.023437499908447266,0.0194805193540226,0.018587360525697545,0.022471910028195093,0.011235955014097547,0.011363636345188902,0.011278195446322574,0.011560693574793678,0.0,0.0,0.0,0.01829268281528852,0.0036764705747188583,0.008379888244748916,0.0,0.01061007954745337,0.00386100384609651,0.0,0.0,0.0,0.0,0.0,0.0028735632101334393,0.0,0.0,0.007874015717031434,0.0,0.0,0.003717472105139509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037453183380325157,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,87.43350267410278,107.66675758361816,131.18993067741394,159.04506063461304,179.60045766830444,206.50313687324524,225.36130547523499,246.58414149284363,259.89756417274475,270.77178382873535,289.6096158027649,316.73940658569336,342.9010155200958,361.3795223236084,372.5793092250824,404.3217194080353,421.2384662628174,440.18876791000366,455.073575258255,470.8265817165375,490.63988399505615,499.7942273616791,514.5566582679749,524.475302696228,540.7199611663818,556.7062847614288,571.8811469078064,607.0085544586182,622.2480545043945,632.6944696903229,642.8828597068787,652.6467695236206,666.9719455242157,676.3936088085175,692.129889011383,712.0487427711487,731.6933143138885,752.0867404937744,766.326071023941,775.9598188400269,785.7980780601501,797.2085092067719,806.1179745197296,824.7013418674469,843.5241506099701,857.4646728038788,871.6174519062042,885.5811533927917,912.4625747203827,926.4616131782532,940.9851541519165,950.2946491241455,963.5467638969421,973.8099226951599,993.1312181949615,1007.5219833850861,1022.8199648857117,1036.2476546764374,1050.5773544311523,1070.2281830310822,1084.6076979637146,1103.5074825286865,1112.1973176002502,1129.332319021225,1143.7134199142456,1158.6181654930115,1171.952626466751,1187.259575843811,1206.8185307979584,1220.5872764587402
total minutes,0.0,1.4572250445683796,1.7944459597269693,2.1864988446235656,2.650751010576884,2.9933409611384074,3.441718947887421,3.7560217579205832,4.109735691547394,4.331626069545746,4.512863063812256,4.8268269300460815,5.278990109761556,5.715016925334931,6.022992038726807,6.209655153751373,6.738695323467255,7.02064110438029,7.336479465166728,7.5845595876375835,7.847109695275624,8.177331399917602,8.329903789361317,8.575944304466248,8.741255044937134,9.01199935277303,9.278438079357148,9.53135244846344,10.11680924097697,10.370800908406576,10.544907828172049,10.714714328447977,10.87744615872701,11.116199092070262,11.273226813475292,11.535498150189717,11.867479046185812,12.194888571898142,12.534779008229574,12.772101183732351,12.932663647333781,13.096634634335835,13.286808486779531,13.435299575328827,13.745022364457448,14.058735843499502,14.291077880064647,14.526957531770071,14.759685889879863,15.207709578673045,15.44102688630422,15.683085902531941,15.838244152069091,16.059112731615702,16.230165378252664,16.552186969916026,16.792033056418102,17.04699941476186,17.27079424460729,17.50962257385254,17.83713638385137,18.07679496606191,18.39179137547811,18.536621960004172,18.822205317020416,19.06189033190409,19.310302758216856,19.532543774445852,19.78765959739685,20.11364217996597,20.343121274312338
cummulative feedback,0.0,339.0,397.0,455.0,517.0,556.0,596.0,621.0,652.0,668.0,685.0,712.0,734.0,747.0,766.0,777.0,803.0,808.0,820.0,829.0,842.0,850.0,853.0,859.0,862.0,867.0,873.0,876.0,883.0,886.0,888.0,888.0,888.0,888.0,891.0,892.0,895.0,895.0,899.0,900.0,900.0,900.0,900.0,900.0,900.0,901.0,901.0,901.0,903.0,903.0,903.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,905.0,905.0,905.0,905.0,905.0,905.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,260.0,271.0,371.0,277.0,366.0,268.0,289.0,177.0,149.0,265.0,352.0,274.0,268.0,160.0,465.0,271.0,289.0,236.0,254.0,358.0,151.0,256.0,154.0,269.0,267.0,267.0,616.0,266.0,173.0,171.0,157.0,252.0,164.0,272.0,358.0,371.0,377.0,259.0,165.0,173.0,202.0,157.0,348.0,348.0,253.0,261.0,254.0,509.0,258.0,269.0,163.0,240.0,181.0,363.0,266.0,284.0,243.0,262.0,356.0,262.0,358.0,155.0,330.0,267.0,281.0,247.0,281.0,364.0,247.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
