,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
Accumulated time steps,0.0,569.0,1568.0,2567.0,3446.0,3618.0,3881.0,4038.0,4521.0,4680.0,4921.0,5072.0,5213.0,5643.0,5884.0,6025.0,6170.0,6414.0,6656.0,6804.0,6952.0,7096.0,7338.0,7478.0,7625.0,7776.0,7924.0,8082.0,8237.0,8488.0,8646.0,8905.0,9151.0,9398.0,9738.0,10095.0,10383.0,10539.0,10789.0,10943.0,11201.0,11457.0,11807.0,11954.0,12233.0,12395.0,12550.0,12719.0,12975.0,13137.0,13293.0,13633.0,13983.0,14332.0,14617.0,14882.0,15217.0,15486.0,15751.0,16012.0,16257.0,16423.0,16585.0,16837.0,16989.0,17267.0,17529.0,17841.0,18204.0,18472.0,18636.0,18787.0,19065.0,19217.0,19372.0,19526.0,19677.0,19928.0
Episode reward,0.0,69.51609431295847,-61.420360965172776,-71.3113891002421,45.4159689848292,89.81081200431034,84.48670404009775,89.89996466030966,71.2222349278122,91.26829133547722,86.8845059596724,90.73156901300814,90.94671787497505,75.2144846959012,84.94921302731035,92.83834518150852,92.3467331420981,86.16766487857949,87.22489409779652,90.81400287188937,92.08243724158349,92.18907512501524,86.12099402633376,92.30565343814607,91.22071199646132,90.64557968140505,91.91255404840803,90.82278436754855,91.15513684645113,84.78789840724018,91.33947888353356,83.57824271508181,84.81392888448721,85.37534325792822,82.75821652256829,80.35696090781892,81.1969686798876,92.17860971708865,85.82964431999726,91.59060216335082,86.36821302263978,85.07416186707738,82.72963678040905,92.30512043127626,85.56586137371389,90.61417834488124,90.27539472229222,90.95338508089374,87.12632532776114,90.59861202369247,91.34051805158725,82.89591588278759,79.72263017758374,79.098279628294,83.13523634951687,84.27242207642202,83.16127269344034,84.97878787641164,85.77917283048114,87.13303594851148,87.7548251606589,89.57890079338051,90.96453134752558,87.23520479498103,90.88593604584749,83.69702962709121,84.90748489547491,80.64275409591775,81.50185202097704,83.73702757020762,88.89630339640426,92.5803458057567,86.1703301179259,91.94265746680782,91.91984260445818,91.80215502936299,91.34221090021288,84.95721662978677
Episode feedback,0.8,0.34038800645434214,0.17134268519905543,0.0801603205609616,0.09567198166779957,0.017543859546527138,0.038167938785618555,0.05769230732248521,0.033195020678018626,0.0126582277679859,0.03749999984375,0.05333333297777778,0.05714285673469388,0.023310023255687592,0.0,0.02857142836734694,0.020833333188657408,0.02469135792308083,0.016597510304574646,0.0340136052107918,0.0340136052107918,0.04895104860873393,0.0041493775761436615,0.014388489105118784,0.0068493150215800346,0.019999999866666666,0.01360544208431672,0.0,0.0,0.003999999984,0.00636942671102276,0.0038759689772249264,0.004081632636401499,0.012195121901645846,0.0029498524986730015,0.002808988756154526,0.0,0.0,0.00401606424089934,0.0,0.003891050568517313,0.00784313722414456,0.0,0.0,0.0035971222892189846,0.0,0.0,0.005952380916950114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029940119670837967,0.0037313432696591668,0.0,0.0,0.004098360638941145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,46.57867789268494,117.8252625465393,178.32975578308105,231.74674916267395,242.20065212249756,257.9117159843445,267.965140581131,295.127644777298,304.1813294887543,318.66858887672424,328.11359429359436,336.9225137233734,360.75648379325867,374.24279022216797,382.8636746406555,391.47192311286926,405.2075276374817,418.6816384792328,427.76232743263245,436.88569951057434,445.83201813697815,459.0792453289032,467.2053289413452,475.66273045539856,484.57972145080566,493.44063353538513,502.3313286304474,511.12500619888306,524.7463045120239,533.8501524925232,548.108963727951,561.6758441925049,575.3468611240387,593.5567409992218,612.7045292854309,628.538994550705,637.6683719158173,651.9377031326294,660.8790121078491,675.4515306949615,689.6243870258331,708.2400333881378,716.7411386966705,731.9215846061707,742.0842177867889,751.7213094234467,761.3283252716064,775.1876027584076,784.3183121681213,793.2269606590271,811.2669649124146,830.5252258777618,849.2004890441895,864.5627071857452,879.0844120979309,897.3290317058563,912.2908933162689,926.9571168422699,941.2411320209503,954.6445262432098,964.0319023132324,973.2187020778656,987.109860420227,995.9358205795288,1013.2140860557556,1028.2137711048126,1045.5987129211426,1065.5987434387207,1080.4531219005585,1090.2271058559418,1099.6777946949005,1116.1666939258575,1126.0545206069946,1135.9699122905731,1145.3474838733673,1155.242939710617,1170.8659105300903
total minutes,0.0,0.7763112982114156,1.963754375775655,2.9721625963846843,3.862445819377899,4.0366775353749595,4.2985285997390745,4.466085676352183,4.918794079621633,5.069688824812571,5.311143147945404,5.468559904893239,5.615375228722891,6.012608063220978,6.237379837036133,6.381061244010925,6.524532051881154,6.753458793958028,6.9780273079872135,7.129372123877207,7.281428325176239,7.430533635616302,7.65132075548172,7.786755482355754,7.9277121742566425,8.076328690846761,8.224010558923085,8.372188810507456,8.518750103314717,8.745771741867065,8.897502541542053,9.13514939546585,9.361264069875082,9.58911435206731,9.89261234998703,10.211742154757182,10.475649909178417,10.627806198596954,10.865628385543824,11.014650201797485,11.257525511582692,11.493739783763885,11.804000556468964,11.94568564494451,12.19869307676951,12.368070296446483,12.528688490390778,12.688805421193441,12.919793379306793,13.071971869468689,13.22044934431712,13.521116081873576,13.842087097962697,14.153341484069824,14.409378453095753,14.651406868298848,14.955483861764272,15.204848221937816,15.449285280704498,15.687352200349173,15.910742104053497,16.06719837188721,16.22031170129776,16.451831007003783,16.598930342992148,16.886901434262594,17.13689618508021,17.426645215352377,17.759979057312012,18.007552031675974,18.170451764265696,18.327963244915008,18.602778232097627,18.76757534344991,18.932831871509553,19.08912473122279,19.25404899517695,19.51443184216817
cummulative feedback,0.0,193.0,364.0,444.0,528.0,531.0,541.0,550.0,566.0,568.0,577.0,585.0,593.0,603.0,603.0,607.0,610.0,616.0,620.0,625.0,630.0,637.0,638.0,640.0,641.0,644.0,646.0,646.0,646.0,647.0,648.0,649.0,650.0,653.0,654.0,655.0,655.0,655.0,656.0,656.0,657.0,659.0,659.0,659.0,660.0,660.0,660.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,661.0,662.0,663.0,663.0,663.0,664.0,664.0,664.0,664.0,664.0,664.0,664.0,664.0,664.0,664.0,664.0,664.0,664.0,664.0,664.0,664.0,664.0,664.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,567.0,998.0,998.0,878.0,171.0,262.0,156.0,482.0,158.0,240.0,150.0,140.0,429.0,240.0,140.0,144.0,243.0,241.0,147.0,147.0,143.0,241.0,139.0,146.0,150.0,147.0,157.0,154.0,250.0,157.0,258.0,245.0,246.0,339.0,356.0,287.0,155.0,249.0,153.0,257.0,255.0,349.0,146.0,278.0,161.0,154.0,168.0,255.0,161.0,155.0,339.0,349.0,348.0,284.0,264.0,334.0,268.0,264.0,260.0,244.0,165.0,161.0,251.0,151.0,277.0,261.0,311.0,362.0,267.0,163.0,150.0,277.0,151.0,154.0,153.0,150.0,250.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
