,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
Accumulated time steps,0.0,451.0,1008.0,1404.0,1651.0,1823.0,2199.0,2570.0,3013.0,3611.0,3768.0,4246.0,4596.0,4878.0,5140.0,5401.0,5824.0,6073.0,6232.0,6392.0,6736.0,7010.0,7363.0,7525.0,7915.0,8089.0,8456.0,8703.0,8964.0,9126.0,9390.0,9641.0,9895.0,10064.0,10223.0,10523.0,10776.0,10937.0,11088.0,11356.0,11514.0,11778.0,12197.0,12370.0,12640.0,12897.0,13055.0,13318.0,13478.0,13733.0,14015.0,14366.0,14752.0,15109.0,15379.0,15633.0,15799.0,16241.0,16411.0,16674.0,16926.0,17326.0,17594.0,17753.0,18018.0,18292.0,18567.0,18917.0,19229.0,19483.0,19803.0
Episode reward,0.0,86.08792074043923,71.85440843929993,81.80643392475142,84.72598237230565,91.64544266964526,89.8047188148515,82.7761870491791,84.73836285478895,77.75636475401403,91.79314198166098,73.75172658229833,86.7593434768725,87.06165876610895,91.86177216689467,88.93592780474724,80.19368839425239,86.22966964396093,90.88050564211804,92.34016803899314,80.1938613751047,86.8304770292794,85.3054108955912,90.52289883106252,83.56087609948521,91.48738446980252,83.3928417582464,85.70739103227022,85.03448972251574,92.05581799759581,90.86279714013502,86.44904088745734,86.95310912533822,90.21758436029722,91.12735744584708,87.81053322860684,86.75804422285292,91.58853880591143,90.81012465185832,86.31738369098626,91.68416207792959,87.6352676100396,80.81070933799964,92.11192538493012,86.3216934301193,86.60988181412128,91.40877592459077,86.3638613250234,91.65405661017054,86.73140356820767,86.28621637016593,81.89417938647628,83.35541800298432,79.50388577402177,85.47944035039365,85.69650525909577,91.76491506705968,73.69280418905274,90.82516078445143,86.83886380723561,86.0652954464267,80.21042939858239,87.37888064283574,91.89130796169435,87.61710599399444,87.27285470814527,87.39906983484332,80.16971161890265,81.13249345313501,86.49182008358679,89.34564166438207
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,19.886903047561646,44.66759729385376,62.67168927192688,74.271164894104,82.76005840301514,99.99996733665466,117.03452610969543,137.18927359580994,163.77351260185242,171.6454997062683,193.0414547920227,209.20034527778625,222.52777695655823,234.84594130516052,246.80616903305054,265.813982963562,277.2732353210449,285.0083394050598,292.55204701423645,308.2780020236969,320.8712763786316,336.5803954601288,344.2285158634186,361.70688366889954,369.8552784919739,386.39521646499634,397.7865436077118,409.7512946128845,417.62654066085815,429.6119751930237,441.0760180950165,452.5739941596985,460.49827456474304,467.9091594219208,481.6438853740692,493.01786398887634,500.7931637763977,508.177757024765,520.3033812046051,527.8148462772369,539.8688833713531,558.6703565120697,566.9233741760254,579.2610924243927,590.9930329322815,598.6167693138123,610.7189245223999,618.5219686031342,629.914204120636,642.6719827651978,658.2665853500366,675.6904046535492,691.5489013195038,703.6508622169495,715.3646125793457,723.1534204483032,742.49169754982,750.3992686271667,762.4677128791809,774.2317395210266,792.1745457649231,804.3785598278046,811.9277245998383,823.7646315097809,836.4240083694458,848.7871477603912,864.5018534660339,878.4551978111267,889.9387485980988,904.7549035549164
total minutes,0.0,0.33144838412602745,0.7444599548975627,1.0445281545321146,1.2378527482350667,1.379334306716919,1.6666661222775778,1.9505754351615905,2.286487893263499,2.729558543364207,2.860758328437805,3.2173575798670453,3.4866724212964377,3.708796282609304,3.9140990217526754,4.113436150550842,4.4302330493927,4.621220588684082,4.75013899008433,4.8758674502372745,5.137966700394949,5.347854606310526,5.609673257668813,5.737141931056977,6.0284480611483255,6.164254641532898,6.439920274416606,6.629775726795197,6.829188243548075,6.960442344347636,7.1601995865503945,7.3512669682502745,7.542899902661642,7.674971242745717,7.7984859903653465,8.02739808956782,8.216964399814605,8.346552729606628,8.469629283746084,8.671723020076751,8.796914104620615,8.997814722855885,9.311172608534495,9.448722902933756,9.654351540406545,9.849883882204692,9.976946155230204,10.178648742039998,10.308699476718903,10.498570068677266,10.711199712753295,10.971109755833943,11.26150674422582,11.525815021991729,11.72751437028249,11.922743542989094,12.052557007471721,12.374861625830333,12.506654477119445,12.707795214653014,12.903862325350444,13.20290909608205,13.40630933046341,13.532128743330638,13.729410525163015,13.940400139490764,14.146452462673187,14.4083642244339,14.640919963518778,14.832312476634979,15.07924839258194
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,449.0,556.0,395.0,246.0,171.0,375.0,370.0,442.0,597.0,156.0,477.0,349.0,281.0,261.0,260.0,422.0,248.0,158.0,159.0,343.0,273.0,352.0,161.0,389.0,173.0,366.0,246.0,260.0,161.0,263.0,250.0,253.0,168.0,158.0,299.0,252.0,160.0,150.0,267.0,157.0,263.0,418.0,172.0,269.0,256.0,157.0,262.0,159.0,254.0,281.0,350.0,385.0,356.0,269.0,253.0,165.0,441.0,169.0,262.0,251.0,399.0,267.0,158.0,264.0,273.0,274.0,349.0,311.0,253.0,319.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
