,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3467.0,3980.0,4169.0,4549.0,4712.0,4874.0,5366.0,5630.0,6041.0,6335.0,6693.0,6941.0,7088.0,7432.0,7675.0,7917.0,8086.0,8251.0,8594.0,8844.0,9105.0,9296.0,9639.0,9977.0,10311.0,10572.0,10928.0,11097.0,11360.0,11518.0,11790.0,12048.0,12194.0,12594.0,12852.0,13212.0,13378.0,13654.0,13815.0,14071.0,14329.0,14670.0,14911.0,15349.0,15796.0,16301.0,16557.0,16914.0,17198.0,17345.0,17601.0,17944.0,18386.0,18926.0,19445.0,19623.0,19797.0
Episode reward,0.0,-73.30749336243903,-69.26332969824841,-63.69681353036498,70.70320947408632,70.98670558259252,87.34741375247913,79.21114500239744,90.98995454404064,90.42544463494745,75.0477994997195,86.77168661607348,76.20808828685183,85.4533345360259,82.53311346521224,87.04598648979969,92.80687997740509,84.24025761905543,86.44450679815645,88.26332221515932,90.73575971489419,91.43222852431238,82.63415686143495,88.10376202824396,87.91664765583687,89.3772237964933,86.47473625575797,85.63124558589466,86.6430137655424,88.19908411502847,81.29870383648739,90.7340226398926,86.39343046184464,91.79642417745053,87.55833490668948,87.71284096985804,93.08003985526733,86.07439768185054,88.4818416170075,85.01964183001809,91.6552452709289,85.12103048873715,92.12388413669551,88.44198658475345,89.08607431370285,86.13503231222774,90.18480627898302,81.47817127073486,82.05894272055096,77.7162988322019,88.62742960858454,83.83189314493585,84.84668736155021,92.19599211934593,88.48665207614528,84.2427542269491,79.55259608434355,74.18697719292706,76.83274136994629,89.51446302288163,91.67159081515128
Episode feedback,0.8,0.012024048084144241,0.00400801602804808,0.14629258502375492,0.09829059808057565,0.07812499984741211,0.06382978689452241,0.06860158293244965,0.03703703680841335,0.0559006207708036,0.04073319747304848,0.04562737625236739,0.03658536576442594,0.03412969271628091,0.025210083962996965,0.008097165959120786,0.027397260086320138,0.020408163205807104,0.012396694163650024,0.029045643033005632,0.005952380916950114,0.012195121876859014,0.011695906398549982,0.00803212848179868,0.01153846149408284,0.0,0.005847953199274991,0.011869436166559536,0.0,0.007692307662721894,0.002816901400515771,0.0,0.011450381635685566,0.00636942671102276,0.011070110660257895,0.003891050568517313,0.0,0.005012531315758067,0.003891050568517313,0.005571030625150333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,44.259459257125854,89.05738091468811,154.41864371299744,183.42111682891846,215.13225841522217,227.3401436805725,250.32767486572266,260.39379382133484,270.55463671684265,298.33349418640137,314.02331948280334,337.2780005931854,358.09340167045593,377.8410015106201,391.4007077217102,400.2612705230713,419.39099764823914,432.9497559070587,446.6946074962616,456.179749250412,465.61435437202454,484.0652937889099,497.86843705177307,512.1074500083923,522.9159648418427,541.3116443157196,559.8018548488617,577.5505096912384,591.6109817028046,610.5298609733582,620.0408222675323,634.4868869781494,643.4415335655212,658.2303290367126,672.1614019870758,680.6291530132294,701.409345626831,715.3373308181763,734.5406215190887,743.9293427467346,759.0449931621552,768.02641248703,781.9695448875427,795.8037073612213,813.9205822944641,827.1021771430969,849.9009191989899,873.7214450836182,900.57683801651,914.422078371048,933.4978647232056,948.6852011680603,957.0141751766205,971.1360964775085,989.4200110435486,1012.8635592460632,1041.1770508289337,1068.2125451564789,1078.097285747528,1088.0071942806244
total minutes,0.0,0.737657654285431,1.4842896819114686,2.5736440618832908,3.0570186138153077,3.585537640253703,3.7890023946762086,4.172127914428711,4.339896563688914,4.509243945280711,4.97222490310669,5.2337219913800554,5.621300009886424,5.968223361174266,6.297350025177002,6.52334512869517,6.671021175384522,6.989849960803985,7.215829265117645,7.444910124937693,7.6029958208402,7.7602392395337425,8.067754896481832,8.297807284196217,8.535124166806538,8.715266080697377,9.021860738595327,9.330030914147695,9.625841828187307,9.860183028380076,10.175497682889302,10.334013704458872,10.574781449635823,10.724025559425353,10.97050548394521,11.20269003311793,11.343819216887157,11.690155760447185,11.922288846969604,12.242343691984813,12.398822379112243,12.65074988603592,12.800440208117168,13.032825748125711,13.263395122687022,13.56534303824107,13.785036285718283,14.165015319983164,14.56202408472697,15.009613966941833,15.2403679728508,15.55829774538676,15.811420019467672,15.950236252943675,16.185601607958475,16.490333517392475,16.881059320767722,17.352950847148897,17.80354241927465,17.968288095792136,18.133453238010407
cummulative feedback,0.0,12.0,16.0,162.0,208.0,248.0,260.0,286.0,292.0,301.0,321.0,333.0,348.0,358.0,367.0,369.0,373.0,380.0,383.0,390.0,391.0,393.0,397.0,399.0,402.0,402.0,404.0,408.0,408.0,410.0,411.0,411.0,414.0,415.0,418.0,419.0,419.0,421.0,422.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,468.0,512.0,188.0,379.0,162.0,161.0,491.0,263.0,410.0,293.0,357.0,247.0,146.0,343.0,242.0,241.0,168.0,164.0,342.0,249.0,260.0,190.0,342.0,337.0,333.0,260.0,355.0,168.0,262.0,157.0,271.0,257.0,145.0,399.0,257.0,359.0,165.0,275.0,160.0,255.0,257.0,340.0,240.0,437.0,446.0,504.0,255.0,356.0,283.0,146.0,255.0,342.0,441.0,539.0,518.0,177.0,173.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
