,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Accumulated time steps,0.0,794.0,1247.0,1440.0,1702.0,2147.0,2585.0,2847.0,3093.0,3347.0,3518.0,3766.0,3928.0,4180.0,4442.0,4624.0,4878.0,5181.0,5526.0,5775.0,6145.0,6419.0,6772.0,7190.0,7544.0,7940.0,8223.0,8414.0,8777.0,8959.0,9228.0,9426.0,9683.0,9857.0,10127.0,10279.0,10458.0,10627.0,10783.0,10956.0,11121.0,11285.0,11438.0,11596.0,11753.0,11925.0,12199.0,12451.0,12614.0,12773.0,13136.0,13323.0,13478.0,13740.0,13999.0,14153.0,14505.0,14855.0,15103.0,15368.0,15628.0,15905.0,16256.0,16523.0,16776.0,17029.0,17282.0,17538.0,17697.0,17956.0,18321.0,18678.0,18938.0,19093.0,19444.0,19755.0
Episode reward,0.0,55.85631011099593,75.61325762203795,87.38166516007841,87.20122090915534,75.89684156104201,74.70587735857235,85.85371486743374,87.52571041336758,87.66461599517561,90.35254736140772,87.80185239974062,91.22707288869752,86.84452940589496,86.08639586947616,89.90279373137197,87.9635746487751,83.65618143451745,83.81387037699844,86.98446766604039,81.26915362092676,86.72064938960335,82.67859962968751,80.99879201455872,83.07443893658022,79.02050103811798,84.2872662315884,88.42279913430349,80.28708532108067,89.4073563464261,85.28024003593168,88.4336653669315,85.46120082033472,90.35600821888067,86.03800710017596,92.11958868176151,88.10855674246028,89.48174472454158,91.03728825018628,90.03013665754087,91.5937699129808,91.4261311280089,91.69234366085011,90.88337771465936,91.60777843382283,90.14340628656623,85.07432716468729,85.26003894126171,90.42672278577461,91.64446462305777,82.57269882509468,88.84402246066276,90.79940182933905,86.14575463680004,86.04163790640875,91.95327492414243,82.17423368756982,81.66596093064405,85.93179629049934,85.20361525889571,86.9719349972717,85.19491423626603,82.31744416497558,86.64061680523052,86.70157310756673,87.21347168922539,88.15121169100453,88.22047207640999,92.14729363446249,85.52512114366003,79.95243945062809,81.14106615949932,86.68932101664231,91.45499938816246,81.69487272798975,83.92590546381638
Episode feedback,0.8,0.2739898986439521,0.21681415881235805,0.1718749991048177,0.1609195396133351,0.14414414381949517,0.0938215100827883,0.10727969307555674,0.08979591800083299,0.07114624477807809,0.07647058778546713,0.08097165959120786,0.08695652119902782,0.0637450196663545,0.0651340993673023,0.07182320402307622,0.059288537315065074,0.0364238409389939,0.034883720828826396,0.024193548289542146,0.027100270929267558,0.010989010948758201,0.028409090828383266,0.011990407645106936,0.016997167090659585,0.017721518942477168,0.0035460992782053217,0.005263157867036012,0.0,0.0,0.0037313432696591668,0.005076142106212477,0.0,0.0,0.0,0.006622516512433666,0.0,0.005952380916950114,0.0,0.0,0.0,0.006134969287515526,0.006578947325138505,0.0,0.0,0.0,0.0036630036495860674,0.003984063729147156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028490028408860316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038759689772249264,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,59.92466139793396,97.56327867507935,111.71677756309509,130.42008590698242,161.5245339870453,192.79579496383667,210.4720938205719,229.05439567565918,246.15655064582825,258.31937527656555,275.8749887943268,287.7593276500702,304.77785873413086,321.9814088344574,334.5527331829071,354.9953591823578,382.09538531303406,403.57365441322327,419.30275893211365,443.3357093334198,459.6920962333679,481.85008931159973,505.6819906234741,525.3777866363525,547.0617575645447,563.6403839588165,575.4075610637665,595.7836799621582,606.0082302093506,621.7132861614227,633.5189628601074,648.5563156604767,658.984393119812,673.9859547615051,683.1690988540649,694.1301393508911,704.0079038143158,712.8777778148651,722.8621754646301,732.8257455825806,742.4054963588715,751.4245910644531,760.3157136440277,769.1754546165466,778.8381605148315,793.5720624923706,807.4174733161926,816.6491732597351,825.8793425559998,845.4144322872162,855.9667234420776,864.6914069652557,879.0641722679138,893.2601675987244,901.9054901599884,920.5599122047424,939.0535085201263,952.6180970668793,966.9750213623047,981.0324506759644,996.0081098079681,1014.748477935791,1029.1786229610443,1042.885185956955,1056.7124934196472,1070.558613061905,1084.6484763622284,1093.738172531128,1108.492256641388,1127.6354501247406,1146.4577205181122,1160.2874891757965,1168.9460566043854,1187.3051750659943,1203.6777262687683
total minutes,0.0,0.9987443566322327,1.6260546445846558,1.8619462927182515,2.173668098449707,2.6920755664507547,3.213263249397278,3.507868230342865,3.8175732612609865,4.1026091774304705,4.305322921276092,4.597916479905447,4.795988794167837,5.079630978902181,5.366356813907624,5.575878886381785,5.916589319705963,6.368256421883901,6.726227573553721,6.988379315535227,7.38892848889033,7.6615349372227985,8.030834821859996,8.428033177057902,8.75629644393921,9.117695959409078,9.394006399313609,9.59012601772944,9.929727999369304,10.100137170155843,10.36188810269038,10.558649381001791,10.809271927674612,10.983073218663533,11.233099246025086,11.386151647567749,11.568835655848185,11.73346506357193,11.88129629691442,12.047702924410503,12.213762426376343,12.373424939314525,12.523743184407552,12.671928560733795,12.819590910275776,12.980636008580525,13.22620104153951,13.45695788860321,13.610819554328918,13.764655709266663,14.09024053812027,14.26611205736796,14.41152344942093,14.651069537798564,14.88766945997874,15.03175816933314,15.342665203412373,15.650891808668772,15.876968284447988,16.11625035603841,16.350540844599404,16.600135163466135,16.912474632263184,17.15297704935074,17.38141976594925,17.611874890327453,17.84264355103175,18.07747460603714,18.228969542185464,18.47487094402313,18.793924168745676,19.10762867530187,19.338124819596608,19.482434276739756,19.78841958443324,20.061295437812806
cummulative feedback,0.0,217.0,315.0,348.0,390.0,454.0,495.0,523.0,545.0,563.0,576.0,596.0,610.0,626.0,643.0,656.0,671.0,682.0,694.0,700.0,710.0,713.0,723.0,728.0,734.0,741.0,742.0,743.0,743.0,743.0,744.0,745.0,745.0,745.0,745.0,746.0,746.0,747.0,747.0,747.0,747.0,748.0,749.0,749.0,749.0,749.0,750.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,753.0,753.0,753.0,753.0,753.0,753.0,753.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,792.0,452.0,192.0,261.0,444.0,437.0,261.0,245.0,253.0,170.0,247.0,161.0,251.0,261.0,181.0,253.0,302.0,344.0,248.0,369.0,273.0,352.0,417.0,353.0,395.0,282.0,190.0,362.0,181.0,268.0,197.0,256.0,173.0,269.0,151.0,178.0,168.0,155.0,172.0,164.0,163.0,152.0,157.0,156.0,171.0,273.0,251.0,162.0,158.0,362.0,186.0,154.0,261.0,258.0,153.0,351.0,349.0,247.0,264.0,259.0,276.0,350.0,266.0,252.0,252.0,252.0,255.0,158.0,258.0,364.0,356.0,259.0,154.0,350.0,310.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
