,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
Accumulated time steps,0.0,1000.0,1757.0,2756.0,3520.0,4028.0,4606.0,4888.0,5255.0,5805.0,6047.0,6389.0,6588.0,6827.0,6992.0,7138.0,7379.0,7562.0,7899.0,8056.0,8302.0,8575.0,8733.0,8969.0,9316.0,9552.0,9882.0,10160.0,10433.0,10676.0,10836.0,10981.0,11140.0,11290.0,11434.0,11588.0,11828.0,11982.0,12239.0,12402.0,12667.0,12894.0,13240.0,13394.0,13734.0,14004.0,14268.0,14510.0,14767.0,14917.0,15293.0,15568.0,15938.0,16186.0,16351.0,16591.0,16750.0,16900.0,17248.0,17503.0,17855.0,18007.0,18182.0,18458.0,18616.0,18766.0,19039.0,19195.0,19524.0
Episode reward,0.0,-62.316102419599815,45.56206835213516,-58.140191348815655,60.12071939038171,79.44355200713913,66.49375598666025,87.93236186977259,80.03968503431,75.88819147683337,84.76288599423287,86.78396216512215,87.9304519281808,86.86434729754674,93.20539764910168,89.89554709682992,86.03536908007159,91.8036245828859,78.91090962016261,91.00274630844723,83.19160447026434,83.67550713354771,90.97912770973764,85.31355855404856,83.39629429661012,84.24443145250345,75.38231199683831,86.49767295277489,87.25750477394882,91.64520510735247,91.92619846726954,90.05367639495351,91.35307246839113,91.66235375793993,90.98992847887409,91.17857891574299,84.88489030777501,91.84986790765714,83.27488842642542,91.91999572828085,86.0824179650896,88.83462709218665,75.73146743331466,90.0772251149977,78.37055891353532,85.60300611968466,85.40634013038154,86.39156748242581,89.37874804693203,90.55306726488261,79.24795677332831,83.08919984518127,78.80980010480896,84.03426819666784,91.73738151374206,83.9690269595352,91.05748837564067,90.0238573010042,85.15453816121442,85.93418650849432,80.87685639964627,88.92091950488599,89.88235431709766,85.47668641194062,90.9273829666647,90.38091720959291,80.45920454845123,91.1417842928584,76.27783045289294
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,42.2719349861145,75.09595274925232,118.07274341583252,151.20585370063782,173.56336188316345,198.86058163642883,211.71746969223022,228.1123776435852,256.62543869018555,267.9422550201416,283.30775141716003,292.69663977622986,303.6663658618927,311.2745578289032,318.29946279525757,329.4159469604492,338.1208097934723,353.30242466926575,360.9165301322937,372.3076479434967,384.7633934020996,392.4253556728363,403.35127806663513,418.97332191467285,429.93430185317993,444.8369700908661,457.5399353504181,470.05635237693787,481.29874539375305,488.9931514263153,496.0989816188812,503.7487542629242,511.0478370189667,518.1326069831848,525.6178736686707,536.744656085968,544.2328259944916,556.035427570343,563.9355940818787,576.1119949817657,586.7090384960175,602.3238611221313,609.8065235614777,625.1200852394104,637.4940042495728,649.604954957962,660.8195245265961,672.6599085330963,679.9719285964966,696.8244462013245,709.4237537384033,726.0143711566925,737.4442987442017,745.3773839473724,756.4704759120941,764.1542775630951,771.4978652000427,787.1765067577362,798.9213910102844,814.7542865276337,822.1457045078278,830.5462853908539,843.194739818573,850.8303737640381,858.1641674041748,870.6789886951447,878.245687007904,893.0852007865906
total minutes,0.0,0.704532249768575,1.2515992124875386,1.967879056930542,2.520097561677297,2.892722698052724,3.314343027273814,3.528624494870504,3.80187296072642,4.277090644836425,4.465704250335693,4.721795856952667,4.878277329603831,5.061106097698212,5.187909297148386,5.304991046587626,5.490265782674154,5.635346829891205,5.888373744487763,6.015275502204895,6.205127465724945,6.412723223368327,6.540422594547271,6.722521301110586,6.982888698577881,7.165571697552999,7.413949501514435,7.625665589173635,7.834272539615631,8.02164575656255,8.149885857105255,8.268316360314687,8.395812571048737,8.517463950316111,8.635543449719746,8.760297894477844,8.945744268099467,9.070547099908193,9.267257126172384,9.39892656803131,9.601866583029429,9.778483974933625,10.038731018702189,10.16344205935796,10.418668087323507,10.624900070826213,10.826749249299366,11.013658742109934,11.210998475551605,11.332865476608276,11.613740770022074,11.823729228973388,12.100239519278208,12.290738312403361,12.422956399122874,12.607841265201568,12.735904626051585,12.858297753334046,13.11960844596227,13.315356516838074,13.579238108793895,13.702428408463796,13.842438089847565,14.053245663642883,14.180506229400635,14.302736123402914,14.511316478252411,14.6374281167984,14.884753346443176
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,756.0,998.0,763.0,507.0,577.0,281.0,366.0,549.0,241.0,341.0,198.0,238.0,164.0,145.0,240.0,182.0,336.0,156.0,245.0,272.0,157.0,235.0,346.0,235.0,329.0,277.0,272.0,242.0,159.0,144.0,158.0,149.0,143.0,153.0,239.0,153.0,256.0,162.0,264.0,226.0,345.0,153.0,339.0,269.0,263.0,241.0,256.0,149.0,375.0,274.0,369.0,247.0,164.0,239.0,158.0,149.0,347.0,254.0,351.0,151.0,174.0,275.0,157.0,149.0,272.0,155.0,328.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
