,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
Accumulated time steps,0.0,370.0,794.0,967.0,1230.0,1483.0,1733.0,2000.0,2331.0,2595.0,2766.0,3011.0,3424.0,3687.0,4144.0,4561.0,4903.0,5358.0,5526.0,5688.0,5859.0,6118.0,6468.0,6631.0,6785.0,6941.0,7199.0,7565.0,7828.0,8073.0,8424.0,8678.0,9135.0,9299.0,9644.0,9907.0,10172.0,10424.0,10873.0,11319.0,11569.0,11730.0,11985.0,12325.0,12602.0,12900.0,13148.0,13787.0,14047.0,14318.0,14718.0,15096.0,15440.0,15803.0,16133.0,16401.0,16569.0,16837.0,17198.0,17352.0,17513.0,17790.0,18064.0,18324.0,18495.0,18652.0,18982.0,19325.0,19570.0,19842.0
Episode reward,0.0,84.14250719664727,84.32432708839657,90.47386067086642,85.23138424600668,88.6258782187703,85.06889996649686,85.03509812711334,82.07422086192199,89.24871848126037,91.63268296630704,86.90722352165875,87.32598672388684,86.36402009474824,84.32232308348571,78.85026006309919,82.4752583446979,77.49052703151051,92.41869343389614,92.66479485452126,90.3334667725656,87.7157550221091,87.30748565100888,91.0672864161482,91.86659678312776,90.53809245725367,86.13617623102937,84.96097652426938,86.61148502485841,88.41168079056312,86.49173889486748,89.65681879472255,75.9791584562764,92.21100206344225,84.34614086322532,86.83128776472077,89.06430625673117,88.2369219471747,79.65808043168104,75.1196379498576,85.25452593225383,92.03467046557259,88.02594683984205,82.84528626296164,89.00791721288336,83.70543855524662,87.01262125187675,77.08196419401881,88.14634935321345,89.93490588959041,89.29765341837219,84.76145992411807,82.46073081730864,81.82817788571155,85.28119467383821,88.03227008556986,90.5160299320759,86.60174484372902,85.3183819123738,91.12354128776454,92.73753182346329,85.56535265395486,86.87778405742546,90.66911261147602,92.0377419479998,91.33977612218787,82.04264792171988,80.54649091034848,83.57744725363496,86.14896853005817
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,15.751936197280884,34.213038206100464,42.371920585632324,54.26673221588135,65.755291223526,77.23160338401794,89.38152027130127,104.19460701942444,115.88331437110901,124.01840829849243,135.19412279129028,153.42310118675232,165.49576997756958,185.3487057685852,203.40155458450317,218.41645526885986,238.61918902397156,246.57589721679688,254.22497868537903,262.55809116363525,274.3550148010254,289.5618681907654,297.17070508003235,304.4840111732483,312.1207432746887,323.77210521698,339.52809023857117,351.2382106781006,362.19661808013916,377.4824562072754,389.0101146697998,408.73511576652527,416.5285835266113,431.9653146266937,443.980676651001,456.0832531452179,467.77878046035767,487.57176303863525,507.2460117340088,518.6680150032043,526.2316246032715,537.824512720108,552.9830543994904,565.3459362983704,578.6086990833282,589.6674151420593,617.0165739059448,628.8151955604553,640.9803733825684,658.4307746887207,674.8841576576233,689.7579219341278,705.5962693691254,720.16206407547,731.9205021858215,739.6020948886871,751.8111040592194,767.5691854953766,774.8702480792999,782.3607115745544,794.7661559581757,807.1647140979767,819.0240173339844,826.8831975460052,834.2900278568268,849.3949754238129,864.927648305893,875.8144278526306,887.9754559993744
total minutes,0.0,0.2625322699546814,0.5702173034350078,0.7061986764272054,0.9044455369313558,1.0959215203921,1.2871933897336325,1.489692004521688,1.736576783657074,1.9313885728518168,2.0669734716415404,2.253235379854838,2.557051686445872,2.758262832959493,3.0891450961430866,3.3900259097417194,3.640274254480998,3.9769864837328592,4.109598286946615,4.23708297808965,4.375968186060588,4.57258358001709,4.826031136512756,4.952845084667206,5.0747335195541385,5.202012387911479,5.396201753616333,5.6588015039761865,5.8539701779683435,6.036610301335653,6.291374270121256,6.48350191116333,6.812251929442088,6.942143058776855,7.1994219104448955,7.39967794418335,7.601387552420298,7.7963130076726275,8.126196050643921,8.454100195566813,8.644466916720072,8.77052707672119,8.963741878668467,9.216384239991505,9.422432271639506,9.64347831805547,9.827790252367656,10.28360956509908,10.480253259340921,10.683006223042806,10.973846244812012,11.248069294293721,11.495965365568797,11.759937822818756,12.0027010679245,12.198675036430359,12.326701581478119,12.530185067653656,12.792819758256277,12.914504134655,13.039345192909241,13.246102599302928,13.452745234966278,13.650400288899739,13.781386625766753,13.90483379761378,14.156582923730214,14.415460805098215,14.596907130877177,14.799590933322907
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,368.0,423.0,172.0,262.0,252.0,249.0,266.0,330.0,263.0,170.0,244.0,412.0,262.0,456.0,416.0,341.0,454.0,167.0,161.0,170.0,258.0,349.0,162.0,153.0,155.0,257.0,365.0,262.0,244.0,350.0,253.0,456.0,163.0,344.0,262.0,264.0,251.0,448.0,445.0,249.0,160.0,254.0,339.0,276.0,297.0,247.0,638.0,259.0,270.0,399.0,377.0,343.0,362.0,329.0,267.0,167.0,267.0,360.0,153.0,160.0,276.0,273.0,259.0,170.0,156.0,329.0,342.0,244.0,271.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
