,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
Accumulated time steps,0.0,888.0,1162.0,1440.0,1602.0,1775.0,2028.0,2392.0,2548.0,2804.0,3329.0,3590.0,3738.0,4077.0,4335.0,4486.0,4760.0,5118.0,5268.0,5429.0,5587.0,5745.0,5909.0,6392.0,6552.0,6825.0,7089.0,7359.0,7628.0,7897.0,8144.0,8399.0,8749.0,9020.0,9182.0,9335.0,9692.0,10052.0,10207.0,10466.0,10622.0,10780.0,10927.0,11183.0,11453.0,11700.0,12068.0,12424.0,12582.0,12952.0,13115.0,13318.0,13576.0,13836.0,14090.0,14251.0,14556.0,14705.0,14863.0,15132.0,15426.0,15711.0,15882.0,16143.0,16588.0,16747.0,16908.0,17166.0,17439.0,17594.0,17960.0,18125.0,18297.0,18569.0,18733.0,18896.0,19272.0,19439.0,19587.0
Episode reward,0.0,49.63194280342063,84.57079851800418,84.42430577835829,90.59914810533624,89.55211725520991,85.58323673096045,79.5448658551841,90.76404343424198,84.70926265545,69.7560262448672,84.89382070279443,91.18678009701364,80.6422196032279,85.44748082342475,91.17772078228107,84.60326693072253,81.21935687832416,91.72987452278576,90.84167330383895,90.9563776950375,90.40558085525237,91.12265617426006,72.2638273602203,90.89755329421482,85.26992413222048,85.10712221105966,84.07276042805427,84.11534433057611,83.71220793304929,85.59624695954126,84.91353473320059,79.2240617523011,84.80732927465715,91.57732305623335,91.2356312044824,80.7207826903537,80.12604691206529,90.90784228860737,85.03121231574278,91.01046072202138,90.87886559876327,91.45835391261426,85.22276958278664,83.41396079829597,85.28198158028763,78.33866849839376,79.31825584414909,90.33280444486392,79.4509809443563,89.41208828380368,85.65593176271382,84.80722707358171,84.70061299459303,84.50896038162384,90.48866782890437,82.60318190165721,91.34053565314777,90.15809076806451,83.35645560408473,81.2578432478791,81.82036656998841,90.17148446507665,84.95104490053569,70.9648795559911,90.3119140805791,90.10247043592817,84.59846449371285,83.73386000305112,90.6177105486079,77.91604789212337,90.22985268230065,89.43436269231043,83.58237119103222,90.09008135391623,90.2259514157859,75.3244474977548,90.69309633207189,91.3188433167445
Episode feedback,0.8,0.3194130921902787,0.17216117153054517,0.15162454818908105,0.1801242224837005,0.13372092945511088,0.13888888833774252,0.08815426972960257,0.08387096720083247,0.08627450946559016,0.07633587771691626,0.073076922795858,0.02040816312647508,0.03550295847484332,0.04669260682220776,0.02666666648888889,0.05494505474379101,0.030812324843662958,0.006711409350930139,0.037499999765625,0.02547770684409104,0.0,0.012269938575031052,0.020746887923761642,0.018867924409635695,0.018382352873594292,0.019011406771819745,0.011152416315418526,0.014925373078636667,0.0111940298089775,0.0,0.015748031434062868,0.0,0.0,0.01242236017128969,0.006578947325138505,0.005617977512309052,0.005571030625150333,0.012987012902681734,0.0,0.0064516128616024975,0.0,0.0,0.00392156861207228,0.003717472105139509,0.0,0.0,0.002816901400515771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,67.62773084640503,86.17396211624146,104.44408535957336,116.12493133544922,127.97734594345093,146.1431941986084,168.0140345096588,177.79392433166504,193.17078614234924,223.81091165542603,239.46152806282043,248.16271090507507,267.14711594581604,282.0840618610382,290.90355944633484,306.69773149490356,326.4788384437561,334.8954405784607,344.4035453796387,353.5871961116791,362.5087275505066,371.7985026836395,397.8154146671295,407.13660621643066,422.1895833015442,436.6754455566406,451.29700469970703,466.17356133461,480.99866795539856,494.67061591148376,508.8903524875641,527.272376537323,541.5882654190063,550.8955206871033,559.544825553894,578.528421163559,597.5582916736603,606.4733862876892,620.392023563385,629.3841714859009,638.2019617557526,646.5139629840851,660.5240755081177,675.0799531936646,688.5032777786255,708.1939923763275,726.9649693965912,735.8347623348236,755.4225084781647,764.5740957260132,775.7175710201263,789.5428502559662,803.4972705841064,817.1814422607422,826.3759732246399,842.7442724704742,851.4365816116333,860.5123150348663,876.6067819595337,892.2504494190216,907.3091466426849,916.9425976276398,931.9160814285278,955.5658383369446,964.4849338531494,973.5579254627228,987.6073174476624,1002.8081521987915,1011.9818425178528,1032.524141073227,1042.3063292503357,1052.250689983368,1067.3837699890137,1077.0112099647522,1086.5179624557495,1107.190572977066,1117.2954046726227,1126.2899324893951
total minutes,0.0,1.1271288474400838,1.4362327019373575,1.7407347559928894,1.935415522257487,2.132955765724182,2.4357199033101398,2.8002339084943135,2.963232072194417,3.2195131023724874,3.730181860923767,3.991025467713674,4.136045181751252,4.452451932430267,4.701401031017303,4.848392657438914,5.111628858248393,5.441313974062601,5.581590676307679,5.740059089660645,5.893119935194651,6.041812125841776,6.196641711393992,6.630256911118825,6.785610103607178,7.036493055025736,7.277924092610677,7.521616744995117,7.769559355576833,8.01664446592331,8.244510265191396,8.481505874792735,8.787872942288717,9.026471090316772,9.181592011451722,9.325747092564901,9.642140352725983,9.959304861227672,10.107889771461487,10.33986705938975,10.489736191431682,10.636699362595875,10.775232716401417,11.00873459180196,11.251332553227742,11.475054629643758,11.803233206272125,12.11608282327652,12.263912705580394,12.590375141302745,12.742901595433553,12.928626183668772,13.159047504266104,13.391621176401774,13.619690704345704,13.772932887077332,14.045737874507903,14.190609693527222,14.341871917247772,14.610113032658894,14.87084082365036,15.121819110711415,15.282376627127329,15.531934690475463,15.926097305615743,16.07474889755249,16.225965424378714,16.460121957461038,16.713469203313192,16.866364041964214,17.208735684553783,17.371772154172263,17.5375114997228,17.789729499816893,17.95018683274587,18.108632707595824,18.453176216284433,18.621590077877045,18.77149887482325
cummulative feedback,0.0,283.0,330.0,372.0,401.0,424.0,459.0,491.0,504.0,526.0,566.0,585.0,588.0,600.0,612.0,616.0,631.0,642.0,643.0,649.0,653.0,653.0,655.0,665.0,668.0,673.0,678.0,681.0,685.0,688.0,688.0,692.0,692.0,692.0,694.0,695.0,697.0,699.0,701.0,701.0,702.0,702.0,702.0,703.0,704.0,704.0,704.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0,705.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,886.0,273.0,277.0,161.0,172.0,252.0,363.0,155.0,255.0,524.0,260.0,147.0,338.0,257.0,150.0,273.0,357.0,149.0,160.0,157.0,157.0,163.0,482.0,159.0,272.0,263.0,269.0,268.0,268.0,246.0,254.0,349.0,270.0,161.0,152.0,356.0,359.0,154.0,258.0,155.0,157.0,146.0,255.0,269.0,246.0,367.0,355.0,157.0,369.0,162.0,202.0,257.0,259.0,253.0,160.0,304.0,148.0,157.0,268.0,293.0,284.0,170.0,260.0,444.0,158.0,160.0,257.0,272.0,154.0,365.0,164.0,171.0,271.0,163.0,162.0,375.0,166.0,147.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
