,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
Accumulated time steps,0.0,1000.0,1999.0,2366.0,3148.0,3864.0,4127.0,4391.0,4560.0,4818.0,5083.0,5324.0,5477.0,5640.0,5806.0,5979.0,6302.0,6646.0,6899.0,7251.0,7509.0,7661.0,7809.0,8071.0,8328.0,8676.0,8822.0,9082.0,9260.0,9420.0,10006.0,10165.0,10447.0,10717.0,11109.0,11285.0,11552.0,11829.0,11979.0,12261.0,12428.0,12785.0,13140.0,13404.0,13672.0,13841.0,14093.0,14325.0,14480.0,14631.0,14949.0,15102.0,15343.0,15584.0,15737.0,16028.0,16272.0,16551.0,16879.0,17123.0,17283.0,17551.0,17794.0,18226.0,18555.0,18706.0,19010.0,19250.0,19613.0,19879.0
Episode reward,0.0,-95.74721181334108,-77.33256428380082,79.71929659453035,44.158499226455824,72.28072491223092,90.13918301774426,88.3375837872976,89.64129082664603,84.2211553951755,84.42321563188003,86.32202520753196,90.14694511073539,91.84175792094253,91.58994847450589,89.7654775804266,81.11479282968483,83.1331569112178,84.4785366156942,85.24579148437493,85.28512638738533,90.61081270948118,91.35168324572106,87.95728245825794,85.462187728981,79.10791450279564,91.0487305539591,87.43014311291196,91.89249074055694,89.82020055691878,75.1724770029555,91.3609966083638,90.6174421305537,82.80469039661338,86.23050276466046,91.64053724874795,83.25009746281421,81.10034232389374,90.65859761909002,82.12874420379676,91.25562162839728,79.18057747796718,79.12673159033021,85.16864311286182,83.49534371934982,92.05136649243474,84.51328764626179,91.67434062472825,91.74093683516418,90.90930900037532,81.79671568294367,90.29181861531926,85.5807344102686,86.17112317089621,91.05178314798962,82.56159999035444,83.41917030292008,86.4122228890985,77.74173143788266,85.66334306953802,91.21752837702473,85.2652925170485,86.01024927147388,70.20477116003465,80.51409392787717,90.70340471266098,92.26172275745814,85.05537336981821,84.41626849813771,90.36713220153572
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,41.96130967140198,84.8809654712677,101.26742196083069,135.0239007472992,166.02411460876465,178.1048550605774,190.20398545265198,199.13038444519043,210.99752831459045,223.1199095249176,234.23291110992432,241.65609169006348,249.50141620635986,257.44474053382874,265.7354335784912,280.28049492836,295.73799896240234,307.37940645217896,322.8781669139862,334.7110800743103,342.0620484352112,349.25006079673767,361.22036051750183,373.0174980163574,388.653523683548,395.76808619499207,407.68084144592285,416.15775656700134,423.85167837142944,449.3537142276764,457.037691116333,469.82614612579346,482.11598777770996,499.5344853401184,507.89655804634094,520.0841429233551,532.7024054527283,539.974182844162,552.8136384487152,560.8377435207367,576.834246635437,592.7383322715759,604.7552938461304,616.9688990116119,625.0502898693085,636.6389367580414,647.4338519573212,654.9710586071014,662.5417034626007,676.879851102829,684.2828834056854,695.3649432659149,706.4788565635681,713.9030456542969,727.0878758430481,738.3023190498352,750.9621906280518,765.6948401927948,776.9196312427521,784.6373744010925,796.8534941673279,808.01744556427,827.0910520553589,841.896062374115,849.2315263748169,862.9607737064362,874.0116937160492,890.2702307701111,902.6765413284302
total minutes,0.0,0.6993551611900329,1.4146827578544616,1.687790366013845,2.25039834578832,2.7670685768127443,2.9684142510096234,3.1700664242108663,3.318839740753174,3.516625471909841,3.718665158748627,3.903881851832072,4.027601528167724,4.158356936772664,4.290745675563812,4.428923892974853,4.671341582139333,4.928966649373373,5.122990107536316,5.3813027818997705,5.578518001238505,5.701034140586853,5.820834346612295,6.020339341958364,6.216958300272624,6.477558728059133,6.596134769916534,6.7946806907653805,6.935962609450022,7.064194639523824,7.4892285704612735,7.617294851938883,7.830435768763224,8.035266462961832,8.32557475566864,8.464942634105682,8.668069048722584,8.878373424212137,8.999569714069366,9.21356064081192,9.347295725345612,9.613904110590617,9.878972204526265,10.079254897435506,10.282814983526865,10.41750483115514,10.610648945967357,10.790564199288687,10.916184310118357,11.04236172437668,11.281330851713816,11.404714723428091,11.589415721098582,11.774647609392803,11.898384094238281,12.1181312640508,12.305038650830587,12.51603651046753,12.761580669879914,12.948660520712535,13.077289573351543,13.280891569455465,13.466957426071167,13.784850867589315,14.031601039568583,14.153858772913615,14.382679561773935,14.566861561934154,14.837837179501852,15.044609022140502
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,366.0,781.0,715.0,262.0,263.0,168.0,257.0,264.0,240.0,152.0,162.0,165.0,172.0,322.0,343.0,252.0,351.0,257.0,151.0,147.0,261.0,256.0,347.0,145.0,259.0,177.0,159.0,585.0,158.0,281.0,269.0,391.0,175.0,266.0,276.0,149.0,281.0,166.0,356.0,354.0,263.0,267.0,168.0,251.0,231.0,154.0,150.0,317.0,152.0,240.0,240.0,152.0,290.0,243.0,278.0,327.0,243.0,159.0,267.0,242.0,431.0,328.0,150.0,303.0,239.0,362.0,265.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
