,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
Accumulated time steps,0.0,1000.0,1574.0,1859.0,2120.0,2473.0,2851.0,3008.0,3257.0,3607.0,4012.0,4163.0,4538.0,4804.0,4954.0,5104.0,5362.0,5609.0,5950.0,6222.0,6372.0,6697.0,6948.0,7202.0,7467.0,7623.0,7783.0,7964.0,8431.0,8686.0,8951.0,9219.0,9476.0,9826.0,10263.0,10515.0,10770.0,11019.0,11170.0,11517.0,11671.0,12040.0,12609.0,13056.0,13316.0,13582.0,13849.0,14034.0,14294.0,14575.0,14926.0,15200.0,15578.0,15756.0,16011.0,16266.0,16524.0,16783.0,17248.0,17504.0,17670.0,17927.0,18381.0,18641.0,18905.0,19194.0,19517.0,19881.0
Episode reward,0.0,-60.668358010868644,65.53800998213337,84.71177407584821,86.62306877805936,80.34703188631724,78.55317125800518,91.28228308016247,86.83100869686326,79.82790342468243,75.16225697262504,91.09145155322726,80.39170619922595,86.2546729287457,91.0295602741169,91.19780505593666,85.03854806089272,86.21032628402195,80.80276764048067,85.23251736871008,91.08004723176754,83.32452626484665,87.1356331399444,87.30373169674174,84.52062695439636,91.40689611617199,91.6537129068301,89.75751164343431,77.10189650450388,86.62562408052139,84.8504775567959,85.73987407725367,85.22981193403189,80.43194297808863,79.13153200484805,86.60116310905735,86.27736555263259,87.02338782486581,91.56410868816502,82.3875674434796,91.50594292685965,82.34053313875357,73.7843398878524,80.55138970692175,87.89628369776221,86.55419340478164,87.42254423986212,89.2767680303054,86.97799411796382,84.99054946816048,84.02844131468464,85.24355104006335,80.57925560970463,90.61116784294856,89.43626812233033,87.59973983154337,87.62680358398447,88.36256080766017,80.2952167740926,87.44218938081326,90.99169448860728,87.3743101523009,77.30030188878874,86.95455568385017,86.3596765626688,82.91792875463047,82.58501725244324,80.2995279786611
Episode feedback,0.8,0.22244488955666844,0.2827225125955977,0.2112676048899028,0.1884615377366864,0.14772727230759297,0.12732095456944045,0.0833333327991453,0.08870967706165453,0.07163323761709674,0.05198019789113813,0.0866666660888889,0.021390374274357287,0.030188679131363475,0.05369127480744111,0.026845637403720556,0.035019455116655815,0.048780487606583385,0.04117647046712803,0.01845018443376316,0.026845637403720556,0.015432098717802165,0.011999999952,0.011857707463013014,0.003787878773530762,0.019354838584807493,0.02515723254618093,0.005555555524691358,0.010729613710880657,0.019685039292578584,0.011363636320592287,0.0037453183380325157,0.0,0.0,0.006880733929172629,0.007968127458294312,0.0,0.008064516096514047,0.0,0.002890173402051522,0.0,0.0,0.0,0.0,0.00386100384609651,0.0,0.0,0.0,0.0,0.0035714285586734697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,80.46994018554688,130.98345565795898,153.17250871658325,172.36462473869324,197.480224609375,224.07878732681274,234.85540533065796,252.17851209640503,274.8020851612091,299.3677532672882,309.5697889328003,331.05891036987305,346.9217743873596,356.50712990760803,365.65719079971313,381.2531588077545,396.0720946788788,415.969521522522,431.9834897518158,441.1799085140228,459.3149633407593,473.59153962135315,488.04307198524475,503.2320349216461,512.6065292358398,522.1321296691895,532.738284111023,559.126407623291,576.4216520786285,594.6446447372437,609.2018790245056,623.5471029281616,642.8341443538666,666.4296953678131,680.4831357002258,694.2973062992096,707.9919068813324,716.5721478462219,735.4327976703644,744.2449498176575,763.7315881252289,793.2440686225891,816.8469579219818,830.9411556720734,845.2750163078308,859.6742315292358,870.1356811523438,884.215051651001,899.3943150043488,918.0271608829498,932.5571925640106,952.9265549182892,963.0946431159973,976.9807946681976,990.9543559551239,1004.745756149292,1018.7233979701996,1043.347435951233,1057.0284895896912,1066.331639289856,1080.3389508724213,1104.7148389816284,1118.9295465946198,1133.221637248993,1148.8430786132812,1166.46532869339,1186.320882320404
total minutes,0.0,1.3411656697591146,2.1830575942993162,2.5528751452763876,2.8727437456448874,3.291337076822917,3.734646455446879,3.914256755510966,4.20297520160675,4.580034752686818,4.9894625544548035,5.1594964822133385,5.517648506164551,5.78202957312266,5.941785498460134,6.094286513328552,6.3542193134625755,6.601201577981313,6.932825358708699,7.19972482919693,7.352998475233714,7.6552493890126545,7.893192327022552,8.13405119975408,8.387200582027436,8.543442153930664,8.702202161153158,8.878971401850382,9.318773460388183,9.607027534643809,9.91074407895406,10.153364650408427,10.39245171546936,10.713902405897777,11.107161589463551,11.341385595003764,11.571621771653493,11.799865114688874,11.942869130770365,12.257213294506073,12.404082496960958,12.728859802087149,13.220734477043152,13.614115965366363,13.849019261201223,14.087916938463847,14.327903858820598,14.502261352539062,14.736917527516683,14.989905250072479,15.300452681382497,15.542619876066844,15.882109248638153,16.051577385266622,16.28301324446996,16.515905932585397,16.7457626024882,16.978723299503326,17.389123932520548,17.61714149316152,17.772193988164265,18.005649181207023,18.41191398302714,18.648825776576995,18.887027287483214,19.147384643554688,19.441088811556497,19.772014705340066
cummulative feedback,0.0,222.0,384.0,444.0,493.0,545.0,593.0,606.0,628.0,653.0,674.0,687.0,695.0,703.0,711.0,715.0,724.0,736.0,750.0,755.0,759.0,764.0,767.0,770.0,771.0,774.0,778.0,779.0,784.0,789.0,792.0,793.0,793.0,793.0,796.0,798.0,798.0,800.0,800.0,801.0,801.0,801.0,801.0,801.0,802.0,802.0,802.0,802.0,802.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,573.0,284.0,260.0,352.0,377.0,156.0,248.0,349.0,404.0,150.0,374.0,265.0,149.0,149.0,257.0,246.0,340.0,271.0,149.0,324.0,250.0,253.0,264.0,155.0,159.0,180.0,466.0,254.0,264.0,267.0,256.0,349.0,436.0,251.0,254.0,248.0,150.0,346.0,153.0,368.0,568.0,446.0,259.0,265.0,266.0,184.0,259.0,280.0,350.0,273.0,377.0,177.0,254.0,254.0,257.0,258.0,464.0,255.0,165.0,256.0,453.0,259.0,263.0,288.0,322.0,363.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
