,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4549.0,4911.0,5177.0,5550.0,5829.0,6098.0,6363.0,6696.0,6866.0,7028.0,7197.0,7634.0,7963.0,8122.0,8284.0,8520.0,8691.0,8959.0,9116.0,9386.0,9541.0,9800.0,9945.0,10202.0,10532.0,10801.0,11040.0,11199.0,11354.0,11590.0,11738.0,11898.0,12263.0,12499.0,12651.0,12882.0,13041.0,13189.0,13453.0,13679.0,13998.0,14157.0,14392.0,14548.0,14875.0,15117.0,15419.0,15578.0,15820.0,16057.0,16233.0,16381.0,16615.0,16872.0,17134.0,17388.0,17548.0,17787.0,17954.0,18297.0,18483.0,18728.0,19101.0,19358.0,19515.0,19841.0
Episode reward,0.0,-66.85629337028212,-90.78788441768141,-68.23209284071015,-25.296356404618844,64.80643058228009,79.9847226604381,85.1664925898716,80.09981550617283,83.00086099702743,85.80543450190885,85.98922891679733,80.07571610228025,91.35160583510549,91.45779331562485,92.26252914841,70.72775424579675,87.70403175162959,90.60257818301066,90.09410451405034,85.68791321965155,88.53190884634782,85.16054580927133,91.35300440404573,90.3583504694098,92.02891311447966,83.7769532552807,91.12155601941463,88.02196043327334,79.726914220693,92.36492518519438,86.92401404925299,90.3896779217938,90.89025992667086,88.06998823376172,90.78939922834483,91.96334376735243,83.07475520510658,91.50672196410062,91.25444016492445,87.10784615002257,90.6028004240874,89.00823931955307,83.04184275051591,87.30440659850665,88.5880460267127,92.27233295935063,87.04517694008484,92.05428825385013,77.41775855163587,86.03031848158587,87.69749184401164,91.30958763502406,84.87122551165345,85.43323851652765,89.9219191778978,90.7324485273776,91.86844464657412,89.32527854443765,86.66799165276841,83.6440336690088,90.80234242403182,82.13597496018812,89.92813722759988,85.35481177559214,89.01597892126625,86.97728317489104,88.73924172465708,84.06966893237879,92.30479127989841,80.1305983064149
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,41.6915864944458,84.25393486022949,126.90891790390015,169.45012187957764,193.45478796958923,209.5039882659912,221.58960461616516,238.06312227249146,250.660174369812,262.8580894470215,274.8979322910309,289.71195363998413,297.77441358566284,305.5392806529999,313.57047057151794,332.7369785308838,347.3522071838379,354.9952621459961,362.804701089859,373.5427074432373,381.6693925857544,393.8548421859741,401.3811922073364,413.6116487979889,421.0837299823761,432.8677468299866,439.94196343421936,451.6566767692566,466.3244891166687,478.51578068733215,489.4617865085602,497.04790115356445,504.5176012516022,515.3783619403839,522.4895677566528,530.0970776081085,546.2831220626831,557.0892536640167,564.4058139324188,575.056450843811,582.6595506668091,589.7996199131012,601.7977585792542,612.1795608997345,626.431756734848,634.10493683815,644.841456413269,652.3112859725952,666.8617117404938,677.8685259819031,691.3291988372803,698.9523892402649,709.9622778892517,720.8656420707703,729.0988557338715,736.2429046630859,746.9363176822662,758.6350567340851,770.4975438117981,782.0425364971161,789.6879374980927,800.6556420326233,808.6010172367096,823.8977017402649,832.5547089576721,843.7815237045288,860.2449240684509,876.5679516792297,884.0746936798096,898.6252834796906
total minutes,0.0,0.69485977490743,1.4042322476704916,2.1151486317316692,2.8241686979929606,3.2242464661598205,3.4917331377665204,3.693160076936086,3.9677187045415243,4.1776695728302,4.380968157450358,4.581632204850515,4.828532560666402,4.962906893094381,5.092321344216665,5.226174509525299,5.5456163088480634,5.789203453063965,5.916587702433268,6.046745018164317,6.225711790720622,6.361156543095906,6.564247369766235,6.68968653678894,6.893527479966481,7.018062166372935,7.214462447166443,7.33236605723699,7.52761127948761,7.772074818611145,7.975263011455536,8.157696441809337,8.28413168589274,8.408626687526702,8.589639365673065,8.708159462610881,8.834951293468475,9.10471870104472,9.284820894400278,9.406763565540313,9.584274180730183,9.710992511113485,9.829993665218353,10.029962642987568,10.202992681662241,10.440529278914134,10.568415613969167,10.747357606887817,10.87185476620992,11.114361862341562,11.297808766365051,11.522153313954671,11.649206487337748,11.832704631487529,12.01442736784617,12.151647595564524,12.2707150777181,12.448938628037771,12.643917612234752,12.841625730196634,13.034042274951934,13.16146562496821,13.344260700543721,13.476683620611826,13.731628362337748,13.875911815961201,14.06302539507548,14.337415401140849,14.609465861320496,14.734578227996826,14.977088057994843
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,551.0,361.0,265.0,372.0,278.0,268.0,264.0,332.0,169.0,161.0,168.0,436.0,328.0,158.0,161.0,235.0,170.0,267.0,156.0,269.0,154.0,258.0,144.0,256.0,329.0,268.0,238.0,158.0,154.0,235.0,147.0,159.0,364.0,235.0,151.0,230.0,158.0,147.0,263.0,225.0,318.0,158.0,234.0,155.0,326.0,241.0,301.0,158.0,241.0,236.0,175.0,147.0,233.0,256.0,261.0,253.0,159.0,238.0,166.0,342.0,185.0,244.0,372.0,256.0,156.0,325.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
