,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
Accumulated time steps,0.0,742.0,1125.0,1419.0,1869.0,2235.0,2492.0,2738.0,2986.0,3144.0,3604.0,3859.0,4010.0,4269.0,4419.0,4781.0,5218.0,5369.0,5536.0,5708.0,5952.0,6209.0,6367.0,6515.0,6854.0,7008.0,7358.0,7518.0,7771.0,8051.0,8298.0,8709.0,8976.0,9124.0,9368.0,9539.0,9812.0,10347.0,10698.0,10859.0,11214.0,11557.0,11806.0,12251.0,12405.0,12681.0,12931.0,13194.0,13448.0,13625.0,14084.0,14425.0,14584.0,14948.0,15290.0,15463.0,15721.0,15873.0,16177.0,16428.0,16698.0,16961.0,17125.0,17279.0,17548.0,17809.0,18069.0,18229.0,18390.0,18667.0,18931.0,19201.0,19470.0,19828.0
Episode reward,0.0,61.31891616269423,78.59271767166304,82.67819750114992,77.13857946968699,79.57612312496646,86.54106734031613,86.94854995686322,87.4748002755267,91.00851599457542,74.76208936202077,86.81264110023464,91.36440424441324,85.47625407517663,91.74085216202104,79.97073058063268,77.6278196225835,92.04359203327692,89.57182655205452,90.34130190316746,88.1292589291977,86.2776833393948,92.32042632434968,92.71243156846693,83.06037219249535,93.08191468962971,83.74264891772476,91.26283244940493,86.72135024969027,83.87791121214002,88.88438004793719,78.92167292193332,85.60943174613507,92.90701951714408,88.86341481908151,90.27452629581454,85.680100251599,76.14786489097419,83.8732981337262,92.22780060508913,83.22653543020346,82.85491037728661,88.19089960133206,79.33300130023102,92.10654434082356,84.32141348716938,87.174418777765,85.01083677253762,88.57625548542455,89.9100647035054,75.90248830264302,81.73146601008646,91.18908503513941,81.37471476381236,81.97205126099996,90.58912648073526,85.77250547800271,91.59693496068297,81.05506883289695,85.85922201705547,87.28418603014383,85.33321161134815,90.38008660982307,92.09232459559263,84.61744575240098,84.36617328092744,86.23641925001255,90.6803435517811,90.52536696255886,84.3451351999709,86.03607108165467,86.8606791481889,86.45649326155394,81.58256835622603
Episode feedback,0.8,0.363513513022279,0.21204188426167045,0.14334470940837984,0.1603563470816117,0.11232876681553762,0.1054687495880127,0.09387755063723449,0.08502024257076825,0.07643312053227312,0.06971677544724014,0.04724409430218861,0.059999999600000006,0.02325581386334956,0.033557046754650696,0.05540166189639429,0.0389908255986449,0.05333333297777778,0.03614457809551459,0.017543859546527138,0.028806584243594304,0.0351562498626709,0.0318471335551138,0.02721088416863344,0.02366863898322888,0.006535947669699688,0.011461318018735478,0.006289308136545232,0.015873015810027716,0.01075268813350291,0.008130081267763897,0.021951219458655562,0.007518796964215049,0.00680272104215836,0.004115226320513472,0.01176470581314879,0.0036764705747188583,0.007490636690092441,0.002857142848979592,0.0,0.00564971749816464,0.005847953199274991,0.0,0.0,0.0,0.0,0.00401606424089934,0.0,0.0039525691543376715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,63.634376525878906,92.41613626480103,112.88675093650818,146.56029224395752,172.86225628852844,190.05176067352295,207.12898874282837,224.53456783294678,235.41794872283936,264.4890444278717,280.72858333587646,290.9297511577606,306.30640053749084,315.9340674877167,338.205118894577,363.5463283061981,373.2138681411743,383.9405324459076,394.50675439834595,408.9022378921509,424.44435834884644,434.21023321151733,443.200311422348,462.56653666496277,471.79608392715454,492.3248267173767,502.00661873817444,516.6558706760406,532.3284077644348,546.50257563591,569.6391398906708,584.3125236034393,593.1806063652039,606.9492151737213,616.9573171138763,632.7488412857056,662.3533737659454,681.888884305954,691.3358490467072,711.9806575775146,730.5626285076141,744.8065769672394,768.7683002948761,777.968136548996,793.5942323207855,807.3414645195007,821.6660735607147,835.9928810596466,846.0339088439941,870.0433988571167,887.8783626556396,896.7875752449036,915.5796892642975,933.3191528320312,942.820241689682,956.3420646190643,964.8333039283752,980.8585548400879,993.9903447628021,1008.2542011737823,1022.3035950660706,1031.1849927902222,1039.648195028305,1053.8435814380646,1067.8118643760681,1082.0182509422302,1091.3770065307617,1100.2271196842194,1115.4799947738647,1129.9410891532898,1144.4867994785309,1158.8568999767303,1177.8315329551697
total minutes,0.0,1.0605729420979817,1.5402689377466838,1.881445848941803,2.442671537399292,2.8810376048088076,3.167529344558716,3.452149812380473,3.7422427972157797,3.9236324787139893,4.408150740464529,4.6788097222646075,4.848829185962677,5.105106675624848,5.265567791461945,5.636751981576284,6.059105471769969,6.220231135686238,6.39900887409846,6.575112573305765,6.8150372982025145,7.074072639147441,7.236837220191956,7.386671857039134,7.709442277749379,7.8632680654525755,8.205413778622946,8.366776978969574,8.610931177934011,8.872140129407247,9.1083762605985,9.493985664844512,9.738542060057322,9.886343439420065,10.115820252895356,10.282621951897939,10.545814021428425,11.03922289609909,11.364814738432566,11.522264150778453,11.866344292958578,12.176043808460236,12.413442949453989,12.812805004914601,12.966135609149934,13.22657053867976,13.455691075325012,13.694434559345245,13.933214684327444,14.100565147399902,14.500723314285278,14.797972710927327,14.94645958741506,15.259661487738292,15.555319213867188,15.713670694828034,15.939034410317738,16.08055506547292,16.347642580668133,16.5665057460467,16.804236686229707,17.038393251101176,17.186416546503704,17.32746991713842,17.56405969063441,17.7968644062678,18.033637515703838,18.189616775512697,18.337118661403657,18.59133324623108,18.832351485888164,19.074779991308848,19.314281666278838,19.630525549252827
cummulative feedback,0.0,269.0,350.0,392.0,464.0,505.0,532.0,555.0,576.0,588.0,620.0,632.0,641.0,647.0,652.0,672.0,689.0,697.0,703.0,706.0,713.0,722.0,727.0,731.0,739.0,740.0,744.0,745.0,749.0,752.0,754.0,763.0,765.0,766.0,767.0,769.0,770.0,774.0,775.0,775.0,777.0,779.0,779.0,779.0,779.0,779.0,780.0,780.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,740.0,382.0,293.0,449.0,365.0,256.0,245.0,247.0,157.0,459.0,254.0,150.0,258.0,149.0,361.0,436.0,150.0,166.0,171.0,243.0,256.0,157.0,147.0,338.0,153.0,349.0,159.0,252.0,279.0,246.0,410.0,266.0,147.0,243.0,170.0,272.0,534.0,350.0,160.0,354.0,342.0,248.0,444.0,153.0,275.0,249.0,262.0,253.0,176.0,458.0,340.0,158.0,363.0,341.0,172.0,257.0,151.0,303.0,250.0,269.0,262.0,163.0,153.0,268.0,260.0,259.0,159.0,160.0,276.0,263.0,269.0,268.0,357.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
