,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
Accumulated time steps,0.0,1000.0,1999.0,2548.0,3547.0,3807.0,4065.0,4426.0,4947.0,5147.0,5532.0,5774.0,6022.0,6295.0,6452.0,6709.0,6889.0,7152.0,7409.0,7937.0,8298.0,8570.0,8739.0,9013.0,9287.0,9559.0,9733.0,9895.0,10154.0,10427.0,10586.0,10736.0,11101.0,11387.0,11718.0,11972.0,12220.0,12492.0,12739.0,12895.0,13139.0,13294.0,13723.0,13973.0,14334.0,14616.0,14952.0,15197.0,15628.0,15894.0,16075.0,16413.0,16671.0,17005.0,17177.0,17336.0,17505.0,17761.0,17942.0,18097.0,18263.0,18597.0,19046.0,19200.0,19458.0,19609.0,19773.0
Episode reward,0.0,-59.935583005128166,-72.63462777152989,67.61263860073478,-49.02791661842248,83.91777907949404,85.79671298303717,80.7808760710078,72.13097779361499,87.25733107851558,78.75888999317083,86.46340654091165,86.87114847774545,84.48103429582291,90.26544599091037,85.78360685851742,89.4976820460174,87.5348921477879,87.18050841157566,77.0146296861571,83.22563529818815,84.42476028624588,91.4845550692889,84.77956674199005,88.05872233379299,83.20810299429513,88.47342725666174,90.20708872139978,87.11102383185712,85.4275975092133,91.36546938733092,91.46388857490487,79.79507831931224,84.49233971067213,78.53643834242763,87.51063198083962,87.68576470997603,85.5628068895134,87.34630688311098,91.1077783596182,86.92675739217623,91.12890360132684,76.52929053020229,86.1191925989561,79.7015579960985,82.53028531257502,82.67897874035846,86.9192678632132,77.67394600764135,84.9274548998783,88.43038066138314,81.76259284277762,85.4742359755903,82.16527036624585,89.40832484472392,90.80846443982384,89.7208611086746,85.55127576607794,88.6414925922994,91.107143665288,89.97460646502262,81.0123211817467,74.76206136259756,91.0840449846012,84.93238216818001,91.51779437184243,89.89351566711603
Episode feedback,0.8,0.24248496969690886,0.07815631254693756,0.19890510912608556,0.14028056098168282,0.08494208461412323,0.07003891023331163,0.06388888871141975,0.05384615374260355,0.05527638163177698,0.031249999918619792,0.0539419084898676,0.04048582979560393,0.02205882344831315,0.025641025476660095,0.015624999938964844,0.02234636859024375,0.015267175514247422,0.015624999938964844,0.013282732422613411,0.011111111080246913,0.01845018443376316,0.005952380916950114,0.018315018247930335,0.007326007299172135,0.0036900368867526317,0.0,0.0,0.0,0.014705882298875433,0.00632911388399295,0.006711409350930139,0.008241758219116048,0.007017543835026162,0.0030303030211202937,0.0039525691543376715,0.008097165959120786,0.0,0.0040650406338819485,0.0,0.0,0.0,0.002336448592671849,0.0,0.0,0.0035587188485454845,0.0,0.004098360638941145,0.0,0.0,0.0,0.0,0.003891050568517313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,74.58134245872498,136.12217950820923,181.33652448654175,254.1306858062744,272.58565974235535,290.2729871273041,313.529314994812,355.1693468093872,371.98140001296997,396.2038176059723,412.86249113082886,429.4624104499817,446.2829797267914,456.7236604690552,472.39152336120605,483.7976806163788,498.8198010921478,513.1271975040436,541.63356757164,563.0304439067841,579.244030714035,588.8900067806244,605.1294057369232,621.4007976055145,637.2592043876648,647.3922259807587,656.8020825386047,671.4051158428192,687.4417622089386,696.6654980182648,705.3985743522644,725.8560993671417,741.7367868423462,759.3616540431976,773.2140629291534,786.8924911022186,801.7059640884399,815.3749690055847,824.350349187851,837.6403906345367,846.4959697723389,869.5543870925903,883.3278622627258,902.4015061855316,917.7011804580688,935.4632837772369,949.377245426178,971.8327300548553,986.2382700443268,996.6491510868073,1014.5931053161621,1028.6137013435364,1046.4242813587189,1056.0850059986115,1064.9833934307098,1074.7800948619843,1088.6710114479065,1099.0736463069916,1107.9392879009247,1117.1611552238464,1134.7015039920807,1157.7575783729553,1166.3942799568176,1180.0902831554413,1188.5503084659576,1197.8024504184723
total minutes,0.0,1.243022374312083,2.268702991803487,3.0222754081090293,4.235511430104574,4.543094329039255,4.837883118788401,5.225488583246867,5.919489113489787,6.199690000216166,6.603396960099539,6.881041518847147,7.157706840833028,7.4380496621131895,7.612061007817586,7.873192056020101,8.063294676939647,8.313663351535798,8.552119958400727,9.027226126194,9.383840731779735,9.654067178567251,9.814833446343739,10.085490095615388,10.356679960091908,10.620986739794413,10.789870433012645,10.946701375643412,11.190085264046987,11.45736270348231,11.611091633637747,11.756642905871074,12.097601656119028,12.36227978070577,12.656027567386626,12.886901048819224,13.114874851703643,13.361766068140666,13.589582816759746,13.739172486464183,13.96067317724228,14.108266162872315,14.492573118209839,14.722131037712098,15.040025103092194,15.295019674301148,15.591054729620616,15.8229540904363,16.197212167580922,16.43730450073878,16.61081918478012,16.909885088602703,17.143561689058938,17.440404689311983,17.601416766643524,17.749723223845162,17.913001581033072,18.14451685746511,18.317894105116526,18.465654798348744,18.619352587064107,18.911691733201344,19.295959639549256,19.439904665946962,19.668171385924023,19.80917180776596,19.963374173641206
cummulative feedback,0.0,242.0,320.0,429.0,569.0,591.0,609.0,632.0,660.0,671.0,683.0,696.0,706.0,712.0,716.0,720.0,724.0,728.0,732.0,739.0,743.0,748.0,749.0,754.0,756.0,757.0,757.0,757.0,757.0,761.0,762.0,763.0,766.0,768.0,769.0,770.0,772.0,772.0,773.0,773.0,773.0,773.0,774.0,774.0,774.0,775.0,775.0,776.0,776.0,776.0,776.0,776.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,548.0,998.0,259.0,257.0,360.0,520.0,199.0,384.0,241.0,247.0,272.0,156.0,256.0,179.0,262.0,256.0,527.0,360.0,271.0,168.0,273.0,273.0,271.0,173.0,161.0,258.0,272.0,158.0,149.0,364.0,285.0,330.0,253.0,247.0,271.0,246.0,155.0,243.0,154.0,428.0,249.0,360.0,281.0,335.0,244.0,430.0,265.0,180.0,337.0,257.0,333.0,171.0,158.0,168.0,255.0,180.0,154.0,165.0,333.0,448.0,153.0,257.0,150.0,163.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
