,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
Accumulated time steps,0.0,1000.0,1741.0,2740.0,2995.0,3242.0,3500.0,3752.0,4007.0,4260.0,4537.0,4898.0,5056.0,5429.0,5805.0,5970.0,6222.0,6701.0,7070.0,7234.0,7490.0,7637.0,7993.0,8271.0,8542.0,8709.0,8959.0,9293.0,9562.0,9917.0,10281.0,10562.0,10724.0,10978.0,11142.0,11302.0,11458.0,11719.0,11879.0,12044.0,12292.0,12546.0,12798.0,13150.0,13412.0,13572.0,13822.0,14099.0,14255.0,14424.0,14692.0,15049.0,15219.0,15393.0,15746.0,16011.0,16271.0,16592.0,16863.0,17115.0,17382.0,17654.0,17916.0,18082.0,18252.0,18414.0,18684.0,18841.0,19001.0,19353.0,19608.0,19866.0
Episode reward,0.0,-61.36666573686272,56.01647880984885,-56.34235753164937,85.47826153231816,86.94899454283455,86.25621075479317,85.7957177751355,87.42810531061446,86.53155516843209,84.01143066379869,82.30537587060513,90.69175207503147,79.51580900390807,80.95893642514605,90.04442863316449,86.95865973374822,72.36457851835951,77.61918386070016,91.16757095081586,87.18119197528077,92.96585826308916,80.72307787428598,85.7264501469652,83.76945348122378,90.86098786874139,85.31606635529504,79.69058502453348,83.5307442093952,80.70904618213642,81.21649179129413,84.6561001687011,91.59878140190143,87.04318923138509,90.24268417340802,90.61089630763018,91.73112184519702,87.37005845006435,91.83315625134377,90.99838980654809,88.35784928105359,87.38149466681432,87.2958511633853,81.04951814382781,86.48682421215608,91.76923994810274,86.88881327797883,84.79224765181974,91.3112519379092,90.13490146377595,86.79066506912798,82.30276963867004,90.33528704677764,90.2092545678903,82.04619698899286,85.97331610642853,87.34915250256894,80.92658721768164,86.30680917704173,87.6183526949271,88.11779844590106,85.77312830459242,86.6584389090037,90.78854550743664,90.72170543111407,91.19317240898577,84.46259204471981,91.33364899941348,91.14028617869181,81.6368279101817,87.69367058913097,86.95842862410112
Episode feedback,0.8,0.3056112221386661,0.3040540536431702,0.0901803606310818,0.1141732278969558,0.08130081267763897,0.08171206193886357,0.04382470102061872,0.03543307072664145,0.055555555335097005,0.018115941963348037,0.03055555547067901,0.02547770684409104,0.018817204250491385,0.01866666661688889,0.0,0.01195219118744147,0.01255230122897008,0.021739130375708886,0.012269938575031052,0.01568627444828912,0.0068493150215800346,0.005633802801031542,0.010830324870648647,0.0037037036899862825,0.012048192698504864,0.0,0.009009008981954928,0.0,0.00564971749816464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308136545232,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308136545232,0.00401606424089934,0.003623188392669607,0.0,0.0,0.0,0.002808988756154526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,78.94365406036377,138.90518021583557,206.45328903198242,226.01181054115295,243.09399390220642,259.55332589149475,274.81074690818787,290.8556089401245,306.5001199245453,322.65715169906616,344.190363407135,353.88347458839417,374.54177474975586,395.52110505104065,405.14783787727356,419.721018075943,445.9052264690399,466.5785901546478,476.1315393447876,490.2638883590698,498.7642149925232,518.2455034255981,533.5020282268524,548.2420778274536,557.92373919487,571.8949320316315,590.6892666816711,606.3393876552582,625.3085618019104,644.8086559772491,660.1892600059509,669.418773651123,683.1274085044861,692.3369722366333,701.2817358970642,710.2063765525818,724.1309657096863,733.2587389945984,742.5529024600983,755.7540624141693,769.8664772510529,783.7257165908813,802.4716353416443,816.9122698307037,826.1105003356934,840.1354784965515,855.0873546600342,863.8282334804535,873.6398820877075,888.6357924938202,907.9040718078613,917.4079027175903,927.2009692192078,946.0916910171509,960.5254552364349,974.4372181892395,991.3372056484222,1006.2620558738708,1020.5323696136475,1035.4378049373627,1050.391381263733,1065.0150380134583,1074.321964263916,1084.1298642158508,1093.025646686554,1107.7705664634705,1116.8594710826874,1126.1828832626343,1146.0723795890808,1160.509788274765,1175.9198858737946
total minutes,0.0,1.3157275676727296,2.3150863369305927,3.4408881505330404,3.766863509019216,4.051566565036774,4.325888764858246,4.580179115136464,4.847593482335409,5.108335332075755,5.377619194984436,5.736506056785584,5.898057909806569,6.242362912495931,6.592018417517344,6.752463964621226,6.9953503012657166,7.431753774483998,7.776309835910797,7.93552565574646,8.171064805984496,8.312736916542054,8.637425057093303,8.89170047044754,9.137367963790894,9.298728986581166,9.531582200527192,9.844821111361187,10.10565646092097,10.421809363365174,10.746810932954153,11.003154333432516,11.15697956085205,11.385456808408101,11.538949537277222,11.688028931617737,11.83677294254303,12.06884942849477,12.220978983243306,12.375881707668304,12.595901040236155,12.831107954184214,13.06209527651469,13.37452725569407,13.615204497178395,13.768508338928223,14.002257974942525,14.25145591100057,14.397137224674225,14.560664701461793,14.81059654156367,15.131734530131022,15.29013171195984,15.453349486986797,15.768194850285848,16.008757587273916,16.240620303153992,16.522286760807038,16.771034264564513,17.008872826894123,17.257296748956044,17.506523021062215,17.750250633557638,17.905366071065266,18.06883107026418,18.217094111442567,18.462842774391174,18.61432451804479,18.769714721043904,19.10120632648468,19.341829804579415,19.598664764563242
cummulative feedback,0.0,305.0,530.0,620.0,649.0,669.0,690.0,701.0,710.0,724.0,729.0,740.0,744.0,751.0,758.0,758.0,761.0,767.0,775.0,777.0,781.0,782.0,784.0,787.0,788.0,790.0,790.0,793.0,793.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,796.0,796.0,796.0,796.0,796.0,796.0,796.0,797.0,798.0,799.0,799.0,799.0,799.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,740.0,998.0,254.0,246.0,257.0,251.0,254.0,252.0,276.0,360.0,157.0,372.0,375.0,164.0,251.0,478.0,368.0,163.0,255.0,146.0,355.0,277.0,270.0,166.0,249.0,333.0,268.0,354.0,363.0,280.0,161.0,253.0,163.0,159.0,155.0,260.0,159.0,164.0,247.0,253.0,251.0,351.0,261.0,159.0,249.0,276.0,155.0,168.0,267.0,356.0,169.0,173.0,352.0,264.0,259.0,320.0,270.0,251.0,266.0,271.0,261.0,165.0,169.0,161.0,269.0,156.0,159.0,351.0,254.0,257.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
