,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
Accumulated time steps,0.0,995.0,1357.0,1894.0,2368.0,2715.0,3178.0,3340.0,3503.0,3670.0,3825.0,3976.0,4226.0,4591.0,4740.0,4895.0,5149.0,5303.0,5456.0,5609.0,5862.0,6015.0,6347.0,6681.0,6866.0,7018.0,7171.0,7322.0,7571.0,7889.0,8035.0,8383.0,8624.0,9053.0,9209.0,9459.0,9619.0,9770.0,9921.0,10072.0,10224.0,10475.0,10628.0,10773.0,11113.0,11262.0,11519.0,11765.0,11917.0,12263.0,12512.0,12753.0,13007.0,13265.0,13709.0,13873.0,14217.0,14375.0,14734.0,14994.0,15246.0,15404.0,15665.0,15809.0,16161.0,16322.0,16488.0,16822.0,17153.0,17306.0,17564.0,17909.0,18273.0,18427.0,18586.0,18740.0,19119.0,19271.0,19424.0,19675.0
Episode reward,0.0,43.21879559643641,79.93465797339118,69.95716641889325,71.0222904293346,80.4740030263154,72.65192727452332,90.06417755338437,90.2199594035729,89.55308500006596,91.15074886951028,91.27630682265448,86.49800340701262,78.86965884457823,91.84893762811649,90.33465341140621,85.66215989075681,90.7728897811395,90.56320472241049,91.1941638416579,86.3294713604615,90.75914815172237,82.1058793451978,82.69466527360117,88.52949577349105,92.05387122780719,91.60380944892245,91.49419856037335,85.86924451863264,82.04887128464533,91.58225791519777,82.20508781787882,86.6043961411119,76.151211881461,90.30069426564962,85.28896067649679,90.98761030422872,92.01470669256184,91.44631800368433,91.175317922718,91.09685843735735,86.6842467352435,91.56320050434871,92.05612414700887,82.85339290203932,91.2903668328227,85.71669272333214,86.99256035477492,91.44618669609278,81.06515995812256,86.09635063150279,86.76046749143947,85.0252591486102,85.79340027329755,77.45814962949007,91.5214511825877,80.74693748181105,90.90967770131188,79.5611793260973,85.66709863913115,86.55997763201987,90.12581877539596,84.62573037146981,91.92897826152392,80.59155336414682,90.31950146785216,90.93550645308648,81.24952527427162,81.51816752663183,90.66969550265549,85.0937786472725,79.04224596923721,77.55684731530128,90.68433337311887,90.4547739085617,91.22769808808516,77.19473778511596,91.41809467995446,91.4694677482685,86.51206818229066
Episode feedback,0.8,0.27089627364461605,0.20498614901665888,0.12126865649017042,0.09513742051767987,0.08959537546359718,0.07575757559359832,0.06832298094209328,0.06172839468068892,0.042168674444767025,0.03246753225670434,0.059999999600000006,0.056224899372590766,0.052197802054401644,0.04054054026661797,0.03246753225670434,0.019762845771688357,0.013071895339399377,0.01315789465027701,0.05263157860110804,0.023809523715041574,0.019736841975415514,0.02114803618988509,0.01501501496992488,0.016304347737476372,0.0,0.0,0.02666666648888889,0.012096774144771073,0.006309148245081551,0.006896551676575506,0.0057636887441968624,0.008333333298611112,0.002336448592671849,0.0,0.0,0.006289308136545232,0.0066666666222222224,0.0,0.0,0.0,0.003999999984,0.006578947325138505,0.006944444396219137,0.0,0.006756756711102995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022573363380195568,0.0,0.002915451886543872,0.0,0.002793296081582972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,80.22024917602539,107.76915884017944,144.91072130203247,175.8511643409729,197.90842509269714,226.979665517807,237.62064051628113,248.16384434700012,258.61604619026184,268.52891874313354,278.13386583328247,293.43969535827637,315.6376886367798,325.4773380756378,335.43453788757324,350.4983744621277,359.6179995536804,368.6917073726654,378.4686644077301,393.1859872341156,402.4300727844238,420.72762751579285,439.5679919719696,450.5192823410034,459.285795211792,468.39152455329895,477.9481909275055,492.3878564834595,509.9774205684662,519.1214447021484,538.8325545787811,553.4126193523407,576.2673213481903,585.6929702758789,599.4598937034607,608.6876666545868,617.8182363510132,626.6953451633453,635.641051530838,644.333149433136,658.1106219291687,666.9949176311493,676.0082290172577,694.1882538795471,702.7150793075562,716.347971200943,729.4979820251465,737.934966802597,756.030490398407,769.1710736751556,781.9054574966431,795.2287104129791,808.9329118728638,831.7581634521484,840.9691679477692,858.9957001209259,867.7675731182098,886.3269238471985,899.8916575908661,913.811007976532,922.6281621456146,937.037980556488,945.4415948390961,964.2185831069946,973.2484242916107,982.6458332538605,1000.3138365745544,1017.8278033733368,1026.4502081871033,1040.3674275875092,1058.513925075531,1077.554455280304,1086.6613314151764,1096.1634440422058,1105.1517100334167,1125.7326951026917,1134.6878237724304,1143.6547796726227,1157.627653837204
total minutes,0.0,1.3370041529337564,1.796152647336324,2.4151786883672077,2.930852739016215,3.2984737515449525,3.7829944252967835,3.9603440086046855,4.136064072450002,4.310267436504364,4.475481979052225,4.635564430554708,4.890661589304606,5.26062814394633,5.42462230126063,5.590575631459554,5.841639574368795,5.993633325894674,6.144861789544423,6.307811073462168,6.55309978723526,6.707167879740397,7.0121271252632145,7.326133199532827,7.50865470568339,7.654763253529866,7.806525409221649,7.965803182125091,8.206464274724324,8.499623676141104,8.652024078369141,8.980542576313018,9.223543655872344,9.604455355803172,9.761549504597982,9.990998228391012,10.144794444243113,10.29697060585022,10.444922419389089,10.594017525513967,10.7388858238856,10.968510365486145,11.116581960519154,11.266803816954296,11.569804231325785,11.71191798845927,11.939132853349049,12.158299700419109,12.298916113376617,12.600508173306784,12.819517894585926,13.031757624944051,13.253811840216319,13.482215197881063,13.862636057535807,14.016152799129486,14.316595002015431,14.462792885303497,14.772115397453309,14.998194293181102,15.230183466275532,15.377136035760243,15.617299675941467,15.757359913984935,16.07030971844991,16.220807071526846,16.377430554231008,16.671897276242575,16.963796722888947,17.107503469785055,17.339457126458488,17.64189875125885,17.9592409213384,18.11102219025294,18.269390734036765,18.419195167223613,18.76221158504486,18.911463729540507,19.06091299454371,19.293794230620065
cummulative feedback,0.0,269.0,343.0,408.0,453.0,484.0,519.0,530.0,540.0,547.0,552.0,561.0,575.0,594.0,600.0,605.0,610.0,612.0,614.0,622.0,628.0,631.0,638.0,643.0,646.0,646.0,646.0,650.0,653.0,655.0,656.0,658.0,660.0,661.0,661.0,661.0,662.0,663.0,663.0,663.0,663.0,664.0,665.0,666.0,666.0,667.0,667.0,667.0,667.0,667.0,667.0,667.0,667.0,667.0,668.0,668.0,669.0,669.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,993.0,361.0,536.0,473.0,346.0,462.0,161.0,162.0,166.0,154.0,150.0,249.0,364.0,148.0,154.0,253.0,153.0,152.0,152.0,252.0,152.0,331.0,333.0,184.0,151.0,152.0,150.0,248.0,317.0,145.0,347.0,240.0,428.0,155.0,249.0,159.0,150.0,150.0,150.0,151.0,250.0,152.0,144.0,339.0,148.0,256.0,245.0,151.0,345.0,248.0,240.0,253.0,257.0,443.0,163.0,343.0,157.0,358.0,259.0,251.0,157.0,260.0,143.0,351.0,160.0,165.0,333.0,330.0,152.0,257.0,344.0,363.0,153.0,158.0,153.0,378.0,151.0,152.0,250.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
