,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
Accumulated time steps,0.0,1000.0,1669.0,1840.0,2006.0,2266.0,2523.0,2689.0,2886.0,3147.0,3757.0,4003.0,4441.0,4727.0,4899.0,5163.0,5331.0,5817.0,6140.0,6659.0,6993.0,7147.0,7394.0,7738.0,7986.0,8145.0,8390.0,8731.0,9014.0,9172.0,9442.0,9617.0,9885.0,10268.0,10422.0,10773.0,11021.0,11351.0,11502.0,11744.0,11898.0,12139.0,12421.0,12750.0,13279.0,13442.0,13618.0,13768.0,14011.0,14172.0,14420.0,14574.0,14828.0,15001.0,15454.0,15915.0,16066.0,16228.0,16477.0,16719.0,16869.0,17318.0,17655.0,17898.0,18155.0,18397.0,18639.0,18901.0,19246.0,19485.0,19723.0,19969.0
Episode reward,0.0,-52.33263065743658,62.84103397764791,89.92039020244545,90.3906715556483,85.49463684475418,85.84988895828529,89.69807142938971,86.991158335611,85.34835799057849,62.34364241510551,85.14104478601445,73.30887224614307,80.80445578345407,89.50714097104039,84.83059693026524,88.9535320535783,70.05974271343811,82.75068480779284,70.59933981640087,81.57766031862798,90.825838013576,86.2168903090904,80.80603675994654,86.03892324431027,90.30590393556545,86.26185017289555,80.63967830254546,82.40228238634643,89.83459405904716,84.08399712240963,89.0751791731344,87.36903452691988,83.45595875165797,89.55754706188469,80.02052901713168,86.43244526372554,82.33709646597883,91.45045377578984,86.74848853864279,91.05890676994451,86.70107618510566,82.8064822689735,82.76246680416973,73.3439067567768,89.98330104499425,88.69891605681758,91.33465777764805,86.9496499507995,90.52524431544624,87.27655652072525,90.7493459063386,85.59326006623036,89.16366739247445,74.77177758252643,73.36475151725656,91.3538290509465,90.27123015190026,86.71683758505519,86.97743229992001,91.33170294357349,77.96157558552925,82.76279807094815,88.45991325144782,85.97276291395606,87.5489326736099,87.18455125982749,84.77050920542013,81.15841118974487,87.83660395658767,87.69315305007942,86.90670804311253
Episode feedback,0.8,0.3557114224892671,0.19311377216599734,0.13529411685121107,0.1636363626446281,0.13899613845947437,0.12890624949645996,0.12727272650137741,0.07653061185443566,0.10384615344674557,0.05418719202924927,0.0775510200916285,0.034324942713215234,0.04210526301015697,0.052631578639581414,0.06083650166982319,0.017964071748718134,0.016494845326814753,0.027950310472204004,0.017374517340975837,0.01501501496992488,0.019607843009099065,0.020325203169409743,0.01457725943271936,0.020242914897801965,0.0,0.00819672127788229,0.002941176461937716,0.007092198556410643,0.0318471335551138,0.011152416315418526,0.0,0.011235955014097547,0.0026178010402675366,0.006535947669699688,0.002857142848979592,0.004048582979560393,0.003039513668572907,0.0066666666222222224,0.0041493775761436615,0.006535947669699688,0.0,0.0,0.0,0.0018939393903523874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002173913038752363,0.0,0.0,0.008064516096514047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,93.78691458702087,144.74257946014404,157.59108114242554,170.0792751312256,188.63119864463806,206.84490299224854,219.97664046287537,233.08848214149475,250.13060545921326,290.6596200466156,306.1747348308563,330.6783301830292,347.60255193710327,358.0255780220032,373.6994242668152,383.39727663993835,409.8876893520355,427.7878017425537,455.6112496852875,474.2767632007599,483.1893186569214,496.9913122653961,515.8296220302582,529.7280101776123,538.7110850811005,552.0129642486572,570.3682265281677,586.0022864341736,595.4163835048676,610.3530886173248,619.9923861026764,634.7800221443176,655.2041146755219,664.1785962581635,683.043877363205,696.9441027641296,714.5351967811584,723.1691176891327,736.5182077884674,745.3323340415955,758.2340755462646,773.7573134899139,791.2948746681213,819.3894968032837,828.7158381938934,838.567676782608,847.076069355011,860.471018075943,869.7085454463959,883.6217229366302,892.4964320659637,906.329071521759,915.9961762428284,940.409343957901,966.2995054721832,974.86967420578,984.0702633857727,998.0223274230957,1010.9740240573883,1019.683723449707,1043.4047429561615,1061.4997556209564,1074.9994175434113,1088.9635446071625,1102.0794649124146,1115.4073250293732,1129.68962931633,1148.2034466266632,1161.2096045017242,1174.5815680027008,1188.4756488800049
total minutes,0.0,1.5631152431170146,2.412376324335734,2.6265180190404256,2.8346545855204264,3.143853310743968,3.4474150498708087,3.666277341047923,3.884808035691579,4.168843424320221,4.844327000776927,5.102912247180939,5.511305503050486,5.793375865618388,5.967092967033386,6.228323737780253,6.389954610665639,6.831461489200592,7.129796695709229,7.593520828088125,7.904612720012665,8.05315531094869,8.283188537756603,8.59716036717097,8.828800169626872,8.978518084685009,9.200216070810955,9.506137108802795,9.766704773902893,9.923606391747793,10.172551476955414,10.333206435044607,10.579667035738627,10.920068577925365,11.06964327096939,11.384064622720082,11.615735046068828,11.908919946352642,12.052818628152211,12.275303463141123,12.422205567359924,12.637234592437744,12.8959552248319,13.188247911135356,13.656491613388061,13.81193063656489,13.976127946376801,14.117934489250183,14.34118363459905,14.495142424106598,14.727028715610505,14.87494053443273,15.10548452536265,15.266602937380473,15.673489065965017,16.10499175786972,16.247827903429666,16.401171056429543,16.633705457051594,16.849567067623138,16.994728724161785,17.390079049269357,17.691662593682608,17.916656959056855,18.149392410119376,18.367991081873576,18.590122083822887,18.828160488605498,19.136724110444387,19.35349340836207,19.57635946671168,19.807927481333415
cummulative feedback,0.0,355.0,484.0,507.0,534.0,570.0,603.0,624.0,639.0,666.0,699.0,718.0,733.0,745.0,754.0,770.0,773.0,781.0,790.0,799.0,804.0,807.0,812.0,817.0,822.0,822.0,824.0,825.0,827.0,832.0,835.0,835.0,838.0,839.0,840.0,841.0,842.0,843.0,844.0,845.0,846.0,846.0,846.0,846.0,847.0,847.0,847.0,847.0,847.0,847.0,847.0,847.0,847.0,847.0,847.0,848.0,848.0,848.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,668.0,170.0,165.0,259.0,256.0,165.0,196.0,260.0,609.0,245.0,437.0,285.0,171.0,263.0,167.0,485.0,322.0,518.0,333.0,153.0,246.0,343.0,247.0,158.0,244.0,340.0,282.0,157.0,269.0,174.0,267.0,382.0,153.0,350.0,247.0,329.0,150.0,241.0,153.0,240.0,281.0,328.0,528.0,162.0,175.0,149.0,242.0,160.0,247.0,153.0,253.0,172.0,452.0,460.0,150.0,161.0,248.0,241.0,149.0,448.0,336.0,242.0,256.0,241.0,241.0,261.0,344.0,238.0,237.0,245.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
