,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
Accumulated time steps,0.0,1000.0,1256.0,1616.0,2061.0,2328.0,2596.0,2752.0,2904.0,3053.0,3214.0,3475.0,3621.0,3893.0,4040.0,4195.0,4350.0,4510.0,4777.0,4947.0,5201.0,5382.0,5542.0,5803.0,6066.0,6226.0,6483.0,6834.0,6983.0,7136.0,7291.0,7447.0,7602.0,7872.0,8023.0,8191.0,8345.0,8608.0,8771.0,9035.0,9189.0,9346.0,9709.0,9880.0,10032.0,10278.0,10548.0,10698.0,11051.0,11207.0,11561.0,11915.0,12173.0,12337.0,12485.0,12638.0,12893.0,13047.0,13310.0,13558.0,13710.0,14051.0,14310.0,14461.0,14724.0,14871.0,15223.0,15499.0,15651.0,15811.0,15966.0,16156.0,16310.0,16567.0,16832.0,16994.0,17149.0,17308.0,17477.0,17740.0,17906.0,18057.0,18329.0,18485.0,18743.0,18897.0,19167.0,19319.0,19579.0,19836.0
Episode reward,0.0,-59.00411094991993,85.15681489667998,79.62026670185614,75.93111493457636,84.8965968344728,84.1237039871834,91.03701250727812,91.74117653855177,91.41587891454039,90.8874970648507,85.60166954801394,91.45474308778023,84.77149891248406,90.97667146394863,90.85007813643446,91.29746187363992,90.57403915405101,84.09650668230617,90.36010280303286,85.5703531192662,88.42584433439129,90.47938197927226,84.7697444162722,84.25956870040046,89.39734134386865,85.7171582443868,79.095845755933,91.22437879700279,91.04723834103017,91.27654001987048,90.52156310680871,90.63302094682795,85.57071190858872,90.89854131520043,90.34158788611428,89.51688822088259,84.76883660371713,90.67205506664568,84.01251761128418,90.90764395100092,90.58084814308914,78.46856320441121,89.4210721851426,90.96100560394432,84.27930280664256,83.38700249503957,90.80777131060451,80.0721390254656,90.65495319978577,77.8452020197955,78.47024903125002,84.8392866060758,91.08062126601098,91.20387875781708,91.26866727505029,85.91436407250892,91.27183001632389,86.3106401267552,85.77783446615064,90.64028120425603,78.98402588946752,85.40720227857118,90.4701686230398,84.57517508468906,91.36208487219025,79.88995817138215,83.40761128478731,91.07201160796211,90.38360691880405,90.00771511446058,88.55418649325652,91.3073685085995,84.73770536664288,84.8036538596198,90.15932704854863,90.45276444375978,91.69720816470843,90.2597796891961,84.46087376305078,89.71966869167285,90.75465082493687,84.01014804445705,91.57658970286954,85.43597915260995,90.97792109635313,84.05696346226705,91.12833558356046,83.89644664128849,84.2399175064567
Episode feedback,0.8,0.2555110217880651,0.2156862736639754,0.11977715844073215,0.1463963960666748,0.1541353377664085,0.12734082349310552,0.11612903150884496,0.09933774768650498,0.12162162079985392,0.1187499992578125,0.07692307662721894,0.041379310059453035,0.0811808115085579,0.054794520172640276,0.04545454515938607,0.07142857096474954,0.06918238950199755,0.030075187856860197,0.03550295836980498,0.027667984080363698,0.0,0.03144654068272616,0.019230769156804734,0.019083969392809277,0.03144654068272616,0.02734374989318848,0.011428571395918368,0.020270270133308985,0.006578947325138505,0.0194805193540226,0.019354838584807493,0.006493506451340867,0.0,0.0,0.005988023916239378,0.013071895339399377,0.0038167938785618554,0.006172839468068892,0.0038022813543639494,0.013071895339399377,0.012820512738330047,0.0027624309315954945,0.005882352906574395,0.0,0.0,0.003717472105139509,0.006711409350930139,0.0,0.0,0.0,0.002832861181776597,0.003891050568517313,0.0,0.0,0.0,0.0,0.0,0.0038167938785618554,0.0,0.0,0.0,0.0,0.0066666666222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,84.4458863735199,104.33127236366272,129.28848266601562,160.13389325141907,179.85660862922668,197.90187454223633,208.78602814674377,219.07413530349731,229.85458946228027,241.28923559188843,257.80033564567566,266.87310886383057,283.80141377449036,293.29439902305603,302.98268246650696,312.8883900642395,323.1017737388611,338.1967713832855,348.46623063087463,363.0975513458252,373.38055872917175,383.0191762447357,397.98014736175537,413.1010813713074,422.8891215324402,438.3269364833832,457.47834944725037,466.15938425064087,475.21438574790955,484.4718096256256,493.87108635902405,502.97904348373413,517.7768561840057,526.459855556488,535.9409663677216,544.7648212909698,558.9830958843231,568.1747119426727,582.6944563388824,591.4544138908386,600.774952173233,620.1781215667725,629.811113357544,638.4323382377625,651.9357862472534,666.8400843143463,675.390540599823,694.0178418159485,702.8358662128448,722.0582282543182,741.337648153305,755.4078834056854,764.6543257236481,773.3101108074188,782.2231287956238,796.2043526172638,804.832772731781,819.109411239624,832.7083706855774,841.5167055130005,860.2049696445465,874.6891901493073,883.7133147716522,898.2933647632599,906.7010638713837,925.3013620376587,940.1211564540863,948.7765407562256,957.8943402767181,967.203955411911,978.2932081222534,987.1185569763184,1001.7850573062897,1017.1654798984528,1026.8973715305328,1037.1611723899841,1047.3301923274994,1057.6243178844452,1072.3451373577118,1081.9258487224579,1091.1076936721802,1106.4697771072388,1116.1116070747375,1130.8126530647278,1139.9749021530151,1155.2480111122131,1164.424455165863,1178.9755342006683,1193.163062095642
total minutes,0.0,1.407431439558665,1.7388545393943786,2.1548080444335938,2.6688982208569842,2.9976101438204448,3.2983645757039386,3.479767135779063,3.651235588391622,3.830909824371338,4.0214872598648075,4.296672260761261,4.447885147730509,4.730023562908173,4.8882399837176,5.049711374441783,5.214806501070658,5.385029562314352,5.636612856388092,5.807770510514577,6.051625855763754,6.223009312152863,6.383652937412262,6.633002456029256,6.885018022855123,7.04815202554067,7.305448941389719,7.6246391574541725,7.769323070844014,7.920239762465159,8.074530160427093,8.231184772650401,8.382984058062236,8.629614269733429,8.774330925941467,8.932349439462026,9.07941368818283,9.316384931405386,9.469578532377879,9.711574272314708,9.85757356484731,10.012915869553884,10.336302026112874,10.4968518892924,10.640538970629374,10.865596437454224,11.114001405239105,11.25650900999705,11.566964030265808,11.713931103547415,12.034303804238638,12.355627469221751,12.590131390094758,12.744238762060801,12.888501846790314,13.03705214659373,13.270072543621064,13.413879545529683,13.6518235206604,13.878472844759623,14.025278425216674,14.336749494075775,14.57815316915512,14.728555246194203,14.971556079387664,15.111684397856395,15.421689367294311,15.668685940901439,15.812942345937094,15.964905671278636,16.12006592353185,16.304886802037558,16.451975949605306,16.696417621771495,16.952757998307547,17.114956192175548,17.28601953983307,17.455503205458324,17.627071964740754,17.872418955961862,18.03209747870763,18.18512822786967,18.441162951787312,18.60186011791229,18.846877551078798,18.999581702550252,19.254133518536886,19.407074252764385,19.649592236677805,19.88605103492737
cummulative feedback,0.0,255.0,310.0,353.0,418.0,459.0,493.0,511.0,526.0,544.0,563.0,583.0,589.0,611.0,619.0,626.0,637.0,648.0,656.0,662.0,669.0,669.0,674.0,679.0,684.0,689.0,696.0,700.0,703.0,704.0,707.0,710.0,711.0,711.0,711.0,712.0,714.0,715.0,716.0,717.0,719.0,721.0,722.0,723.0,723.0,723.0,724.0,725.0,725.0,725.0,725.0,726.0,727.0,727.0,727.0,727.0,727.0,727.0,728.0,728.0,728.0,728.0,728.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,255.0,359.0,444.0,266.0,267.0,155.0,151.0,148.0,160.0,260.0,145.0,271.0,146.0,154.0,154.0,159.0,266.0,169.0,253.0,180.0,159.0,260.0,262.0,159.0,256.0,350.0,148.0,152.0,154.0,155.0,154.0,269.0,150.0,167.0,153.0,262.0,162.0,263.0,153.0,156.0,362.0,170.0,151.0,245.0,269.0,149.0,352.0,155.0,353.0,353.0,257.0,163.0,147.0,152.0,254.0,153.0,262.0,247.0,151.0,340.0,258.0,150.0,262.0,146.0,351.0,275.0,151.0,159.0,154.0,189.0,153.0,256.0,264.0,161.0,154.0,158.0,168.0,262.0,165.0,150.0,271.0,155.0,257.0,153.0,269.0,151.0,259.0,256.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
