,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3940.0,4424.0,4698.0,4957.0,5125.0,5507.0,5866.0,6124.0,6375.0,6552.0,6804.0,7101.0,7367.0,7701.0,7863.0,8022.0,8282.0,8567.0,8720.0,8977.0,9127.0,9477.0,9849.0,10099.0,10474.0,10738.0,11180.0,11536.0,11785.0,11934.0,12171.0,12327.0,12938.0,13121.0,13500.0,13655.0,13812.0,14068.0,14231.0,14506.0,14762.0,14920.0,15179.0,15455.0,15710.0,15981.0,16141.0,16430.0,16586.0,16760.0,17017.0,17270.0,17635.0,17816.0,18165.0,18503.0,18660.0,18916.0,19250.0,19512.0,19770.0,19935.0
Episode reward,0.0,-68.2683716554556,-64.78352953127788,-65.10056548873347,43.84676968990232,74.24036107194702,84.59948883499379,84.72662249791361,90.53517242496831,77.64141216859083,80.77350161206434,85.14081847649194,86.25218617054642,89.11395471174903,86.22404716649265,84.70119941903928,84.22680217808514,82.22862668161002,89.87381420066525,89.30484208225036,83.89179789647258,82.6179739140861,91.04182507995725,84.79404301017678,91.2390184764135,81.97467947815929,81.08519252646116,85.50471648141101,77.51320635466497,84.33883057216724,77.28577795452587,78.5141490837602,84.91584559900436,91.27096188873543,87.88623994086925,91.7487234063768,67.07316496762985,88.92611597500651,78.32357777854077,89.98300636701424,90.13788198630664,83.6033814083423,90.79269466879309,84.79743247662485,86.83142381415277,90.38058365415344,86.40856339283204,82.95336923223061,86.36073620563508,83.76914386758065,90.69254254966226,83.20538701691427,90.9042099175939,89.4124352383076,86.41563598689018,88.08160083408814,80.83362533736259,89.28861243550458,79.88184426850603,83.70552523369128,90.92620824214235,86.91758759394301,81.82086952491088,84.56465614588414,85.17986073437923,90.60707899918567
Episode feedback,0.8,0.00801603205609616,0.11222444878534625,0.17134268519905543,0.05207226349407836,0.02898550718636541,0.051282051094204945,0.027131782840574485,0.03592814349743627,0.02624671909121596,0.011173184326331888,0.01167315170555194,0.011999999952,0.011363636299070248,0.027888446104030094,0.013513513467859752,0.007547169782840869,0.012012011975939905,0.01242236017128969,0.0126582277679859,0.00386100384609651,0.0,0.01315789465027701,0.003906249984741211,0.006711409350930139,0.0028653295046838696,0.008086253347476407,0.00803212848179868,0.002673796784294661,0.0038022813543639494,0.0,0.002816901400515771,0.0,0.006756756711102995,0.0,0.0064516128616024975,0.0032786885192152646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,44.37069392204285,107.42086458206177,175.82215285301208,229.26442098617554,256.20908188819885,272.3139555454254,287.0510001182556,296.9259924888611,317.81728744506836,337.3552300930023,351.6717987060547,365.68705129623413,375.93043422698975,390.1037812232971,406.6734480857849,421.2919819355011,439.4665353298187,448.66790986061096,457.85515427589417,471.99697828292847,487.35065960884094,496.13527965545654,510.32095980644226,518.9317700862885,537.8448374271393,557.788064956665,571.4873151779175,591.4923121929169,605.7758977413177,629.4957573413849,648.4059956073761,661.9543845653534,674.5692746639252,687.5355348587036,696.4848730564117,728.8172709941864,739.334664106369,759.9084465503693,768.6889092922211,777.7685158252716,791.6962156295776,800.926679611206,815.767217874527,829.818662405014,838.8035950660706,853.2558226585388,868.2763223648071,882.052089214325,896.8915541172028,906.0042979717255,921.4804158210754,930.3801114559174,940.2092933654785,954.4722754955292,968.1256248950958,987.5174741744995,998.2479600906372,1017.6649599075317,1036.125681400299,1045.117882013321,1059.7081844806671,1078.228503227234,1092.6419367790222,1106.7670998573303,1116.360477924347
total minutes,0.0,0.7395115653673808,1.7903477430343628,2.930369214216868,3.8210736831029255,4.270151364803314,4.53856592575709,4.78418333530426,4.948766541481018,5.29695479075114,5.622587168216706,5.861196645100912,6.094784188270569,6.265507237116496,6.501729687054952,6.7778908014297485,7.021533032258351,7.324442255496979,7.477798497676849,7.630919237931569,7.866616304715475,8.122510993480683,8.268921327590942,8.505349330107371,8.648862834771474,8.964080623785655,9.29646774927775,9.524788586298625,9.858205203215281,10.096264962355296,10.491595955689748,10.806766593456269,11.032573076089223,11.242821244398753,11.458925580978393,11.608081217606863,12.146954516569773,12.322244401772817,12.665140775839488,12.811481821537019,12.96280859708786,13.194936927159628,13.3487779935201,13.596120297908783,13.830311040083567,13.980059917767843,14.220930377642313,14.471272039413453,14.700868153572083,14.948192568620046,15.100071632862091,15.358006930351257,15.506335190931956,15.670154889424643,15.907871258258819,16.13542708158493,16.45862456957499,16.63746600151062,16.961082665125527,17.26876135667165,17.418631366888683,17.661803074677785,17.970475053787233,18.210698946317038,18.446118330955507,18.606007965405784
cummulative feedback,0.0,8.0,120.0,291.0,340.0,354.0,368.0,375.0,381.0,391.0,395.0,398.0,401.0,403.0,410.0,414.0,416.0,420.0,422.0,424.0,425.0,425.0,427.0,428.0,429.0,430.0,433.0,435.0,436.0,437.0,437.0,438.0,438.0,439.0,439.0,440.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,941.0,483.0,273.0,258.0,167.0,381.0,358.0,257.0,250.0,176.0,251.0,296.0,265.0,333.0,161.0,158.0,259.0,284.0,152.0,256.0,149.0,349.0,371.0,249.0,374.0,263.0,441.0,355.0,248.0,148.0,236.0,155.0,610.0,182.0,378.0,154.0,156.0,255.0,162.0,274.0,255.0,157.0,258.0,275.0,254.0,270.0,159.0,288.0,155.0,173.0,256.0,252.0,364.0,180.0,348.0,337.0,156.0,255.0,333.0,261.0,257.0,164.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
