,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,861.0,1781.0,2780.0,3719.0,4410.0,5409.0,6408.0,7407.0,8406.0,9405.0,10404.0,11403.0,12402.0,13401.0,14400.0,15399.0,16398.0,17397.0,18396.0,19395.0
Episode reward,0.0,80.84558293599794,72.82250784655795,-29.324413460617308,48.74776538063385,70.72928704733151,-24.638265923651318,-38.71277915303626,-7.850204366927385,-24.89995635092354,-31.191950458145,-37.32613362699899,-26.054991735955426,-34.7970626017804,-30.214671431508357,-18.928859712734265,-22.89618256580394,-34.55754440627603,-22.639287241539066,-36.130329317444414,-24.923654097891493
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,36.13487911224365,75.58112502098083,119.2954695224762,163.53572392463684,193.6188337802887,236.21500372886658,279.419070482254,322.12481451034546,365.10180258750916,408.07411217689514,450.45039558410645,493.5184772014618,536.329498052597,579.2078337669373,622.1414399147034,664.8503654003143,707.7656886577606,751.3710761070251,794.6318800449371,838.2958986759186
total minutes,0.0,0.6022479852040609,1.2596854170163472,1.9882578253746033,2.7255953987439474,3.2269805630048114,3.936916728814443,4.656984508037567,5.3687469085057575,6.085030043125153,6.801235202948252,7.507506593068441,8.225307953357696,8.938824967543285,9.653463896115621,10.36902399857839,11.080839423338572,11.796094810962677,12.522851268450419,13.243864667415618,13.971598311265309
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,859.0,919.0,998.0,938.0,690.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
