,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
Accumulated time steps,0.0,1000.0,1351.0,1621.0,1882.0,2242.0,2505.0,2772.0,3130.0,3390.0,3654.0,3984.0,4236.0,4389.0,4793.0,4948.0,5099.0,5271.0,5430.0,5693.0,5965.0,6406.0,6729.0,7018.0,7480.0,7628.0,7983.0,8135.0,8495.0,8648.0,8798.0,9087.0,9594.0,10160.0,10438.0,10796.0,10953.0,11209.0,11567.0,11843.0,12101.0,12676.0,13025.0,13185.0,13527.0,13674.0,13942.0,14092.0,14260.0,14618.0,14956.0,15294.0,15441.0,15602.0,15763.0,16033.0,16289.0,16444.0,16613.0,16871.0,17206.0,17639.0,17886.0,18033.0,18291.0,18556.0,18996.0,19148.0,19415.0,19571.0,19825.0
Episode reward,0.0,-61.94967802814708,80.87476284970933,86.14267582407543,86.49390895161366,81.1533255830503,86.06963938713184,85.77307130133191,80.37468224575184,85.81775075871901,84.09045369158716,82.17697573735076,86.63203502524891,91.72798642513743,75.09104468013791,91.64580182009297,91.51135863420511,90.50053457838978,91.26757538731366,83.77823531104201,83.21595600301572,74.65086408779653,80.74473276930826,81.70926844624978,73.57279117542475,90.9935103020599,80.7028831650826,91.39727387404675,81.84075467143794,92.99632160651622,91.12277451134099,85.44872207263056,72.97776983152104,70.97272705471339,81.4268799244019,80.00379621744754,91.43494759840274,85.53477065608698,80.97184321497821,86.5030521142838,87.19552303726284,70.84255115983437,83.42198121291335,91.05590404947824,78.55394020427705,92.05982788323296,86.64180240031422,91.34249903009785,89.03937465063953,82.29011794176333,81.06500597060986,82.50901001217075,91.96879845829548,90.49360057787206,90.3836745328809,85.69847108180363,85.94009927460536,91.5411138628964,90.76627325056937,86.02316955690578,82.00200336055158,75.13651617574718,86.11502856726318,91.80697341096959,87.14279376841567,85.25979170027449,79.63671638616569,90.93958460337505,86.85310828646816,91.81129419369313,84.76335021321462
Episode feedback,0.8,0.1943887773603319,0.29428571344489796,0.15613382841585938,0.11153846110946745,0.07242339812695432,0.05725190817842783,0.07894736812425801,0.0672268905679919,0.057915057691447655,0.05703422031545924,0.060790273371458134,0.02390438237488294,0.02631578930055402,0.022332506148058297,0.006493506451340867,0.013333333244444445,0.02923976591087856,0.03164556941996475,0.030534351028494843,0.0036900368867526317,0.015909090872933886,0.012422360209868446,0.003472222210165895,0.006507592176773119,0.02040816312647508,0.00564971749816464,0.006622516512433666,0.013927576562875832,0.0,0.0,0.010416666630497685,0.007905138324298146,0.003539823002584384,0.007220216580432431,0.0,0.0,0.0,0.0,0.003636363623140496,0.003891050568517313,0.003484320551421044,0.0028735632101334393,0.0,0.0029325513110482365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,75.46120285987854,108.10795593261719,127.66776752471924,145.3524932861328,167.735657453537,183.5538513660431,200.3106026649475,222.58626246452332,238.55068039894104,254.57342910766602,274.64430356025696,289.0821580886841,298.2177584171295,320.90882444381714,329.7627110481262,338.6864893436432,349.02974224090576,358.66885232925415,373.758588552475,388.5486512184143,412.6301157474518,430.1523542404175,445.77949929237366,470.3648726940155,479.2684283256531,498.4759850502014,507.1900284290314,526.7502207756042,535.5005021095276,544.1079838275909,560.076263666153,587.0082087516785,616.8320593833923,632.1231968402863,651.0832715034485,660.0414338111877,673.7731337547302,693.193160533905,708.6172759532928,723.0181858539581,754.0248286724091,772.6699948310852,781.7758593559265,800.1791784763336,808.6842947006226,824.3498909473419,832.9554531574249,842.2384219169617,861.3072655200958,879.4130752086639,897.7703213691711,906.1019678115845,915.3001546859741,924.446615934372,939.3371388912201,953.6929030418396,962.718469619751,972.317389011383,986.4266376495361,1004.5783402919769,1028.0856964588165,1041.7827117443085,1050.5116579532623,1064.6880660057068,1079.4974687099457,1102.9797768592834,1111.6448876857758,1126.0361886024475,1135.0256516933441,1152.2306308746338
total minutes,0.0,1.257686714331309,1.8017992655436197,2.1277961254119875,2.42254155476888,2.795594290892283,3.059230856100718,3.338510044415792,3.709771041075389,3.975844673315684,4.242890485127767,4.577405059337616,4.818035968144735,4.970295973618826,5.348480407396952,5.496045184135437,5.644774822394053,5.817162370681762,5.97781420548757,6.229309809207916,6.475810853640239,6.877168595790863,7.169205904006958,7.429658321539561,7.839414544900259,7.987807138760885,8.307933084170024,8.453167140483856,8.77917034626007,8.925008368492126,9.068466397126516,9.334604394435882,9.783470145861308,10.28053432305654,10.535386614004771,10.851387858390808,11.000690563519795,11.229552229245504,11.55321934223175,11.81028793255488,12.050303097565969,12.567080477873484,12.877833247184753,13.02959765593211,13.336319641272228,13.478071578343709,13.739164849122366,13.882590885957082,14.03730703194936,14.355121092001598,14.656884586811065,14.962838689486185,15.101699463526408,15.25500257809957,15.4074435989062,15.655618981520336,15.894881717363994,16.04530782699585,16.205289816856386,16.4404439608256,16.742972338199614,17.134761607646944,17.363045195738476,17.508527632554372,17.744801100095113,17.991624478499094,18.382996280988056,18.52741479476293,18.76726981004079,18.917094194889067,19.203843847910562
cummulative feedback,0.0,194.0,297.0,339.0,368.0,394.0,409.0,430.0,454.0,469.0,484.0,504.0,510.0,514.0,523.0,524.0,526.0,531.0,536.0,544.0,545.0,552.0,556.0,557.0,560.0,563.0,565.0,566.0,571.0,571.0,571.0,574.0,578.0,580.0,582.0,582.0,582.0,582.0,582.0,583.0,584.0,586.0,587.0,587.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,350.0,269.0,260.0,359.0,262.0,266.0,357.0,259.0,263.0,329.0,251.0,152.0,403.0,154.0,150.0,171.0,158.0,262.0,271.0,440.0,322.0,288.0,461.0,147.0,354.0,151.0,359.0,152.0,149.0,288.0,506.0,565.0,277.0,357.0,156.0,255.0,357.0,275.0,257.0,574.0,348.0,159.0,341.0,146.0,267.0,149.0,167.0,357.0,337.0,337.0,146.0,160.0,160.0,269.0,255.0,154.0,168.0,257.0,334.0,432.0,246.0,146.0,257.0,264.0,439.0,151.0,266.0,155.0,253.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
