,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4360.0,4831.0,5286.0,5637.0,5973.0,6133.0,6429.0,6876.0,7151.0,7430.0,7591.0,7914.0,8300.0,8564.0,8821.0,9084.0,9437.0,9803.0,10144.0,10296.0,10441.0,10867.0,11020.0,11362.0,11606.0,11775.0,11941.0,12206.0,12475.0,12640.0,12800.0,12962.0,13122.0,13288.0,13445.0,13619.0,13875.0,14127.0,14381.0,14548.0,14802.0,14968.0,15237.0,15488.0,15945.0,16109.0,16279.0,16447.0,16608.0,16781.0,17051.0,17311.0,17470.0,17626.0,17781.0,18029.0,18292.0,18452.0,18609.0,18795.0,19048.0,19203.0,19501.0,19754.0,19917.0
Episode reward,0.0,-71.719386818822,-68.83840040195534,-62.493567037797,-63.328334959818676,78.34023274679527,73.60462263838568,73.49633204861193,78.66007705175863,83.91135132655245,89.45918126834324,81.9360974167212,76.82766837821333,83.10769983300362,83.90308696882573,91.09133047562653,78.06541550630627,77.18650127150829,85.13630831625919,85.71370318483928,84.77338145699838,79.11415310593848,78.17705108148564,80.44278523161329,91.62507025872964,91.38179020327067,75.67912218604044,91.54041504232433,80.0107440377225,85.18412857171185,89.45203467898456,90.76497525175978,82.97778926365311,83.0702836398099,89.48327904090814,90.08459144183139,88.34142643467689,88.5488756499885,89.32528869069048,91.52906250745626,90.03742867237764,85.73243089432499,84.93955818837517,82.92763236058707,90.10179331649813,86.62536974337029,90.00360447631326,84.43536327624196,86.43497288080584,72.39950606207064,89.50733579426009,89.66373504352859,90.49845635826057,90.65002784549779,88.03151212853524,81.95468446815369,82.15644055225283,91.7138089426308,90.12340145347632,90.66048726683319,84.17090794479869,85.62175946711184,90.59423492997703,90.63272683382868,89.85429978442019,84.28285694965416,90.01816492191278,84.63859936890361,87.80229028812343,89.82709228710287
Episode feedback,0.8,0.00901803606310818,0.0851703405960217,0.16833667317801937,0.1052104207362621,0.04696132583712341,0.04893617010864645,0.04845814967299967,0.03999999988571429,0.04776119388728002,0.012578616273090464,0.023728813478885377,0.02017937215206419,0.025547445162235602,0.007194244578437969,0.006249999960937501,0.0031055900524671115,0.012987012953280487,0.0,0.011718749954223633,0.007633587757123711,0.0,0.005479452039782323,0.0,0.0,0.006944444396219137,0.009411764683737025,0.0,0.0,0.0,0.005952380916950114,0.0,0.0,0.0037313432696591668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023916239378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038167938785618554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,45.0412540435791,108.0767765045166,175.81910371780396,237.5775270462036,258.2908215522766,285.4929132461548,311.6309862136841,331.64555954933167,351.1546587944031,360.2305405139923,376.83554697036743,401.38684344291687,416.9231491088867,432.10836958885193,441.3412232398987,458.7302052974701,479.5693233013153,494.09691548347473,508.1678981781006,522.5086567401886,543.8155012130737,563.575777053833,581.8123807907104,590.5555655956268,599.0304918289185,622.164036989212,630.8571093082428,649.2466518878937,662.5527195930481,672.285238981247,681.6738216876984,696.0324306488037,710.6987729072571,719.9146337509155,728.9952571392059,738.257176399231,747.3779611587524,756.5676507949829,765.5188970565796,775.3483831882477,789.3441982269287,803.3093597888947,817.3823363780975,826.7220387458801,840.5740301609039,849.958580493927,864.7360293865204,878.3816401958466,902.1558310985565,911.3479328155518,920.742974281311,930.3786237239838,939.9270963668823,949.7631084918976,964.4368531703949,979.0162875652313,988.0760998725891,997.3588471412659,1006.8281629085541,1021.1357152462006,1037.0432667732239,1046.299045085907,1055.5103154182434,1066.404678106308,1080.8574378490448,1089.9470736980438,1106.492060661316,1120.6220257282257,1129.992484331131
total minutes,0.0,0.750687567392985,1.80127960840861,2.9303183952967324,3.9596254507700603,4.304847025871277,4.758215220769246,5.193849770228068,5.527425992488861,5.852577646573384,6.003842341899872,6.280592449506124,6.689780724048615,6.948719151814779,7.201806159814199,7.355687053998311,7.645503421624501,7.992822055021922,8.234948591391246,8.469464969635009,8.708477612336477,9.063591686884562,9.392929617563883,9.696873013178507,9.842592759927113,9.983841530481975,10.369400616486868,10.51428515513738,10.820777531464895,11.042545326550801,11.204753983020783,11.36123036146164,11.600540510813396,11.844979548454285,11.998577229181926,12.149920952320098,12.304286273320516,12.456299352645875,12.60946084658305,12.758648284276326,12.92247305313746,13.155736637115478,13.388489329814911,13.62303893963496,13.778700645764669,14.009567169348399,14.16597634156545,14.412267156442006,14.63969400326411,15.035930518309275,15.18913221359253,15.34571623802185,15.50631039539973,15.665451606114706,15.829385141531626,16.073947552839915,16.316938126087187,16.467934997876487,16.622647452354432,16.780469381809233,17.018928587436676,17.2840544462204,17.43831741809845,17.591838590304057,17.773411301771798,18.014290630817413,18.165784561634062,18.441534344355265,18.677033762137096,18.833208072185517
cummulative feedback,0.0,9.0,94.0,262.0,367.0,384.0,407.0,429.0,443.0,459.0,461.0,468.0,477.0,484.0,486.0,487.0,488.0,493.0,493.0,496.0,498.0,498.0,500.0,500.0,500.0,501.0,505.0,505.0,505.0,505.0,506.0,506.0,506.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,362.0,470.0,454.0,350.0,335.0,159.0,295.0,446.0,274.0,278.0,160.0,322.0,385.0,263.0,256.0,262.0,352.0,365.0,340.0,151.0,144.0,425.0,152.0,341.0,243.0,168.0,165.0,264.0,268.0,164.0,159.0,161.0,159.0,165.0,156.0,173.0,255.0,251.0,253.0,166.0,253.0,165.0,268.0,250.0,456.0,163.0,169.0,167.0,160.0,172.0,269.0,259.0,158.0,155.0,154.0,247.0,262.0,159.0,156.0,185.0,252.0,154.0,297.0,252.0,162.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
