,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
Accumulated time steps,0.0,657.0,923.0,1214.0,1468.0,1636.0,1792.0,2044.0,2228.0,2401.0,3039.0,3196.0,3448.0,3603.0,3870.0,4217.0,4365.0,4523.0,4676.0,4839.0,5176.0,5429.0,5581.0,5829.0,6089.0,6335.0,6712.0,7142.0,7495.0,7668.0,7820.0,8163.0,8412.0,8672.0,9204.0,9474.0,9842.0,10115.0,10461.0,10630.0,11017.0,11291.0,11546.0,11691.0,11846.0,12362.0,12516.0,12856.0,13012.0,13278.0,13536.0,13688.0,14039.0,14380.0,14558.0,14833.0,14984.0,15236.0,15391.0,15550.0,15801.0,15959.0,16209.0,16371.0,16526.0,16793.0,17043.0,17379.0,17623.0,18062.0,18541.0,18812.0,18998.0,19154.0,19307.0,19466.0,19627.0,19998.0
Episode reward,0.0,67.13747155592833,85.59125298677674,83.69760306568179,86.75574756746764,90.90852884857652,91.65885739296802,86.73656606456495,89.3381838385923,90.23924809479196,66.24597718227142,91.60912806413262,88.20428656688028,92.42237537900469,86.19435173816399,83.45836937167971,92.63549977728486,92.81056974694235,92.34500429117425,91.99198768107719,84.53472804307305,88.06639527491974,92.75303953040367,88.37486673171969,87.32730765086832,88.3951789751404,81.58822161890842,82.03747968524925,83.73225552648657,91.26674145422014,92.4218786020912,84.9339786034141,88.03340621972504,87.0386386476982,74.29077940746592,87.25165887377202,80.62663310382942,86.76101897569448,81.04197092022567,91.34694527855356,80.23616125835046,86.36937906057835,86.16446763403175,93.01890945204775,92.26827846164996,76.11181766271173,91.99205832690726,82.47419170713681,91.84037501847637,89.03430492593495,88.29154768425435,92.16622836178526,81.59441010213442,82.45951314726122,90.72063218354826,85.3138996983718,92.21844537222955,87.33307956623896,91.7225110312799,92.11567933186114,87.73812414086939,92.06083808105367,87.19718138560123,90.75439961410245,91.6355584765411,85.5410771647195,85.71759242091905,83.83459040521066,87.9150564171435,77.44976837419253,76.37099471967987,87.47066170922554,88.98724610945537,92.08395080634723,91.68571342623464,92.08382245015468,91.25851728010332,80.99939915085326
Episode feedback,0.8,0.35877862540644484,0.15849056543965825,0.16206896495838288,0.15810276617350685,0.16766466965470259,0.16774193440166493,0.11553784814526753,0.07103825097793305,0.1220930225459708,0.09105180519458116,0.07051282006081526,0.07968127458294313,0.0779220774160904,0.06390977419582791,0.05491329463897892,0.06122448937942524,0.05732484039920484,0.05921052592624654,0.03703703680841335,0.05654761887932256,0.03571428557256236,0.039735099074601994,0.028340080856922748,0.038610038460965106,0.016326530545605997,0.03191489353214124,0.023310023255687592,0.014204545414191633,0.011627906909140076,0.013245033024867332,0.0,0.004032258048257024,0.00386100384609651,0.0037664783356563497,0.007434944210279018,0.0027247956329024643,0.0,0.002898550716236085,0.0,0.0,0.0036630036495860674,0.003937007858515717,0.006944444396219137,0.0,0.0019417475690451504,0.0,0.0,0.0,0.0,0.003891050568517313,0.0,0.0,0.0,0.0,0.007299270046353029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006249999960937501,0.0
total seconds,0.0,52.46238398551941,70.54237794876099,90.25349402427673,111.4757866859436,123.2758800983429,134.81086421012878,151.45854806900024,163.30990505218506,175.54089498519897,214.34240651130676,224.3937976360321,240.68361401557922,251.2284631729126,267.67429852485657,288.2155485153198,297.732052564621,307.7427341938019,317.5768654346466,327.4820890426636,347.30248522758484,361.6893208026886,371.1713213920593,385.2262341976166,400.33355498313904,414.11378264427185,435.1616852283478,458.6615571975708,477.86712861061096,487.66298818588257,496.3328552246094,514.5778560638428,528.4577121734619,542.6272320747375,570.5877416133881,585.3384742736816,605.0077731609344,619.6686189174652,638.0933575630188,647.5821561813354,668.195472240448,683.1155476570129,696.9898457527161,705.2924301624298,714.1690855026245,740.9284563064575,749.5886697769165,767.8462686538696,776.7201273441315,791.1292455196381,805.4037899971008,814.1215777397156,832.704131603241,851.1190836429596,861.0391917228699,876.0476489067078,884.615537405014,898.4080731868744,907.4486653804779,916.4101345539093,930.2616834640503,939.2045345306396,952.8245701789856,962.2087001800537,970.9730498790741,985.450724363327,999.0967116355896,1017.0090050697327,1030.4702615737915,1054.0198812484741,1079.3970866203308,1093.964364528656,1104.3340320587158,1113.3404660224915,1121.9748013019562,1131.1072611808777,1140.3716938495636,1159.8671731948853
total minutes,0.0,0.8743730664253235,1.1757062991460165,1.5042249004046122,1.85792977809906,2.0545980016390484,2.2468477368354796,2.5243091344833375,2.721831750869751,2.9256815830866496,3.5723734418551127,3.7398966272672016,4.01139356692632,4.187141052881876,4.4612383087476095,4.80359247525533,4.962200876077016,5.129045569896698,5.29294775724411,5.458034817377726,5.7883747537930805,6.028155346711476,6.186188689867655,6.420437236626943,6.672225916385651,6.9018963774045305,7.252694753805796,7.64435928662618,7.964452143510183,8.12771646976471,8.27221425374349,8.576297601064047,8.807628536224366,9.043787201245626,9.509795693556468,9.755641237894695,10.083462886015575,10.327810315291087,10.63488929271698,10.79303593635559,11.136591204007466,11.385259127616882,11.616497429211934,11.754873836040497,11.902818091710408,12.348807605107625,12.493144496281941,12.797437810897828,12.945335455735524,13.1854874253273,13.42339649995168,13.568692962328592,13.87840219338735,14.185318060715993,14.350653195381165,14.600794148445129,14.743592290083567,14.973467886447906,15.124144423007966,15.273502242565154,15.504361391067505,15.653408908843994,15.880409502983094,16.03681166966756,16.182884164651234,16.424178739388783,16.65161186059316,16.950150084495544,17.17450435956319,17.5669980208079,17.98995144367218,18.232739408810932,18.4055672009786,18.55567443370819,18.69958002169927,18.85178768634796,19.006194897492726,19.331119553248087
cummulative feedback,0.0,235.0,277.0,324.0,364.0,392.0,418.0,447.0,460.0,481.0,539.0,550.0,570.0,582.0,599.0,618.0,627.0,636.0,645.0,651.0,670.0,679.0,685.0,692.0,702.0,706.0,718.0,728.0,733.0,735.0,737.0,737.0,738.0,739.0,741.0,743.0,744.0,744.0,745.0,745.0,745.0,746.0,747.0,748.0,748.0,749.0,749.0,749.0,749.0,749.0,750.0,750.0,750.0,750.0,750.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,753.0,753.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,655.0,265.0,290.0,253.0,167.0,155.0,251.0,183.0,172.0,637.0,156.0,251.0,154.0,266.0,346.0,147.0,157.0,152.0,162.0,336.0,252.0,151.0,247.0,259.0,245.0,376.0,429.0,352.0,172.0,151.0,342.0,248.0,259.0,531.0,269.0,367.0,272.0,345.0,168.0,386.0,273.0,254.0,144.0,154.0,515.0,153.0,339.0,155.0,265.0,257.0,151.0,350.0,340.0,177.0,274.0,150.0,251.0,154.0,158.0,250.0,157.0,249.0,161.0,154.0,266.0,249.0,335.0,243.0,438.0,478.0,270.0,185.0,155.0,152.0,158.0,160.0,370.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
