,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4447.0,4757.0,5015.0,5473.0,5825.0,6175.0,6436.0,6706.0,6869.0,7212.0,7470.0,7802.0,8067.0,8322.0,8580.0,8743.0,9006.0,9171.0,9433.0,9590.0,9755.0,9914.0,10185.0,10444.0,10819.0,11010.0,11269.0,11427.0,11587.0,11743.0,12101.0,12253.0,12411.0,12565.0,12724.0,12882.0,13151.0,13399.0,13660.0,13914.0,14167.0,14321.0,14477.0,14641.0,14895.0,15045.0,15215.0,15479.0,15632.0,15787.0,15937.0,16195.0,16345.0,16616.0,16863.0,17014.0,17167.0,17422.0,17569.0,17731.0,18099.0,18252.0,18508.0,18859.0,19197.0,19358.0,19514.0,19666.0,19823.0,19998.0
Episode reward,0.0,-55.39156728830862,-67.19665166751103,-72.11740276234991,-74.82035505147013,72.39873239297239,79.9883903142943,85.1862225573257,73.26138656992072,79.4369639219575,77.75352411848681,84.81391659106166,84.29546076388247,91.08418278121367,82.48403770818088,85.24392286324165,82.49320329795762,84.5739707223957,85.39333863183626,83.49747184626169,89.94557030798182,84.29153301324409,88.93286219492651,84.7199475780051,91.19192999632024,90.35384534110855,90.67063406703936,83.7123608707472,83.25213214012187,78.16082560401013,88.46170380855487,84.97077256448364,90.57720819193179,89.76041834427446,90.92110562545241,78.54870378652708,90.9719442921839,90.06418049354947,90.8905686888189,89.47446896048076,91.26396249129331,85.15659229749173,84.6563725202958,86.2604913296683,84.19823161184674,87.16950762924546,90.51038427416438,91.9417858072529,88.10748942208247,84.88312665073565,91.46765946452123,89.76002963422225,83.84414069561186,90.75120445326311,89.62219221288451,90.85500009407946,85.15307093263424,92.235182121056,83.69231482113877,86.5634232644577,91.84138946992226,90.25065319526085,85.21147058540684,91.3186286132466,89.40157702144796,77.16209411558953,91.5523145925426,84.76756950798513,79.99529199081492,80.90420156598229,90.88285439471679,91.12747549281067,89.79588778368334,91.17399571580157,88.9144228208727
Episode feedback,0.8,0.22244488955666844,0.08817635261705777,0.08617234460303372,0.10120240470821402,0.05790645866835978,0.045307443219069765,0.03891050568517313,0.028446389434471794,0.022792022727088253,0.005730659009367739,0.015384615325443787,0.022304832630837053,0.03086419734034446,0.005847953199274991,0.0,0.006042296054252882,0.007575757547061524,0.011811023575547152,0.01167315170555194,0.0,0.0,0.0,0.0038314176098413117,0.006410256369165024,0.012195121876859014,0.0,0.0,0.0038759689772249264,0.002673796784294661,0.005263157867036012,0.0038759689772249264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00636942671102276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006711409350930139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,77.94336605072021,143.24053072929382,204.69762110710144,266.8516707420349,293.65991735458374,311.76294016838074,326.8627460002899,352.24499917030334,371.65396094322205,390.4801058769226,404.9853985309601,420.10789608955383,429.8288652896881,448.4628150463104,462.22491693496704,480.2168028354645,494.64445328712463,508.80091428756714,523.1865103244781,532.547774553299,546.8153502941132,556.0477340221405,570.3491539955139,579.1336750984192,588.8178198337555,597.9180119037628,612.6086637973785,626.9321947097778,646.709148645401,657.4491987228394,671.5482890605927,680.4385914802551,689.588538646698,698.3828921318054,717.5694499015808,726.4319307804108,735.5453164577484,744.4292070865631,753.436671257019,762.5436897277832,777.619934797287,790.8235819339752,805.1478824615479,819.0826346874237,832.9036676883698,841.8294761180878,851.4390110969543,860.7282276153564,874.2941455841064,882.8366005420685,892.4324133396149,906.6597182750702,915.4494137763977,924.350597858429,932.9843666553497,946.8706376552582,955.5608794689178,970.8037292957306,984.9226644039154,993.599048614502,1002.4023039340973,1016.3537282943726,1024.8064661026,1034.2824184894562,1054.4262745380402,1063.2191438674927,1077.6272802352905,1096.7352426052094,1115.3751950263977,1124.4425594806671,1133.4323470592499,1142.0954682826996,1151.0221819877625,1160.6935975551605
total minutes,0.0,1.299056100845337,2.3873421788215636,3.4116270184516906,4.447527845700582,4.894331955909729,5.196049002806346,5.4477124333381655,5.870749986171722,6.194232682387034,6.5080017646153765,6.7497566421826685,7.001798268159231,7.163814421494802,7.474380250771841,7.703748615582784,8.003613380591075,8.244074221452077,8.48001523812612,8.719775172074636,8.875796242554982,9.113589171568552,9.267462233702341,9.505819233258565,9.652227918306986,9.813630330562592,9.965300198396047,10.210144396622976,10.44886991182963,10.778485810756683,10.957486645380657,11.19247148434321,11.340643191337586,11.4931423107783,11.639714868863424,11.959490831693014,12.107198846340179,12.25908860762914,12.407153451442719,12.557277854283651,12.709061495463054,12.96033224662145,13.18039303223292,13.41913137435913,13.651377244790394,13.881727794806162,14.030491268634796,14.19065018494924,14.34547046025594,14.57156909306844,14.713943342367807,14.873873555660248,15.110995304584502,15.257490229606628,15.405843297640482,15.54973944425583,15.781177294254302,15.926014657815298,16.180062154928844,16.415377740065257,16.559984143575033,16.70670506556829,16.93922880490621,17.080107768376667,17.238040308157604,17.57377124230067,17.720319064458213,17.960454670588174,18.278920710086823,18.589586583773293,18.740709324677784,18.890539117654164,19.034924471378325,19.183703033129373,19.344893292586008
cummulative feedback,0.0,222.0,310.0,396.0,497.0,523.0,537.0,547.0,560.0,568.0,570.0,574.0,580.0,585.0,587.0,587.0,589.0,591.0,594.0,597.0,597.0,597.0,597.0,598.0,599.0,601.0,601.0,601.0,602.0,603.0,604.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,605.0,606.0,606.0,606.0,606.0,606.0,606.0,606.0,606.0,606.0,606.0,606.0,606.0,606.0,606.0,606.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0,607.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,449.0,309.0,257.0,457.0,351.0,349.0,260.0,269.0,162.0,342.0,257.0,331.0,264.0,254.0,257.0,162.0,262.0,164.0,261.0,156.0,164.0,158.0,270.0,258.0,374.0,190.0,258.0,157.0,159.0,155.0,357.0,151.0,157.0,153.0,158.0,157.0,268.0,247.0,260.0,253.0,252.0,153.0,155.0,163.0,253.0,149.0,169.0,263.0,152.0,154.0,149.0,257.0,149.0,270.0,246.0,150.0,152.0,254.0,146.0,161.0,367.0,152.0,255.0,350.0,337.0,160.0,155.0,151.0,156.0,174.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
