,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,1000.0,1791.0,2790.0,3431.0,4430.0,5429.0,6428.0,7427.0,8426.0,9425.0,10424.0,11423.0,12422.0,13421.0,14420.0,15419.0,16418.0,17417.0,18416.0,19415.0
Episode reward,0.0,-19.186511281645203,69.37606078893083,-10.172462644920435,80.56110234465065,-32.52644141303395,-27.255559687895484,-33.967083062734005,-34.728122581359884,-40.06985409056379,-42.398966631998654,-22.036929488454156,-28.76701064459799,-29.45851118607658,-38.57923598391075,-16.76456311732938,-31.118037392403902,-30.46428264502872,-30.750785018630673,-36.76807864952002,-28.652419189543718
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,41.22342395782471,75.27623867988586,119.1663167476654,147.33655285835266,190.74258089065552,233.87836456298828,278.0529329776764,321.370299577713,364.420791387558,407.390172958374,449.9080891609192,492.7802929878235,537.0425889492035,580.3921673297882,623.2229640483856,666.774897813797,710.333123922348,754.7635250091553,797.9482891559601,841.1151621341705
total minutes,0.0,0.6870570659637452,1.2546039779980978,1.9861052791277567,2.455609214305878,3.1790430148442588,3.897972742716471,4.63421554962794,5.35617165962855,6.073679856459299,6.7898362159729,7.498468152681986,8.213004883130392,8.950709815820058,9.673202788829803,10.387049400806427,11.112914963563282,11.8388853987058,12.57939208348592,13.299138152599335,14.018586035569509
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,790.0,998.0,640.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
