,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
Accumulated time steps,0.0,1000.0,1761.0,2411.0,2810.0,3384.0,3657.0,3808.0,4075.0,4329.0,4588.0,4837.0,5097.0,5541.0,5691.0,5865.0,6114.0,6366.0,6623.0,6883.0,7139.0,7393.0,7651.0,7804.0,7964.0,8205.0,8357.0,8738.0,9187.0,9370.0,9523.0,9772.0,10007.0,10265.0,10511.0,10871.0,11027.0,11200.0,11451.0,11607.0,11860.0,12116.0,12283.0,12542.0,12693.0,12845.0,13095.0,13353.0,13697.0,13846.0,13994.0,14158.0,14302.0,14754.0,14998.0,15338.0,15589.0,15944.0,16216.0,16560.0,16833.0,16998.0,17263.0,17423.0,17682.0,17838.0,18188.0,18452.0,18713.0,18863.0,19111.0,19267.0,19439.0,19699.0,19950.0
Episode reward,0.0,-66.56357811623884,51.62046208476802,62.496926485500275,77.14239450231135,65.32033941758326,83.39324007903147,91.34657547892378,84.80999802075712,84.95413725728827,86.24993761068045,86.1663670975372,84.60247050591688,76.50036919205841,91.53634756597162,89.83624086761174,86.76287172109242,86.35225250924924,84.46878715717595,84.7270327169907,87.39996258028391,86.56170823946803,85.81084218354172,90.69928116709583,89.37321285440723,86.57875461507709,91.08694766337928,76.62128762807107,75.15098154516245,88.11733072980915,90.93933204756951,86.21932454773355,87.49536513603682,85.81792131781494,86.00815452593312,79.76815911838928,91.26752680478126,89.36370204218294,84.20372051440944,90.64672967293599,85.31035533384221,86.09266797089029,90.20651271787925,85.24901175048436,91.1578937258502,90.8507255613205,86.35027415160366,85.38382520272218,79.72791029348089,91.2677889159487,91.50068239893096,91.80872562674703,91.70852682531137,75.54954325351012,86.96957174204954,81.72800471754238,85.69311826922721,80.8527656628507,83.90079919454806,80.39025968400328,83.92273913415531,89.93895870482115,84.28386448835668,91.0325724026186,85.49432775006474,90.80673859362956,79.28883909840039,84.47818561165552,85.94639435426637,91.05420694219372,84.63832498151822,91.5713597793417,90.45897268922027,84.83008468428017,86.00465440032822
Episode feedback,0.8,0.1903807613322838,0.1697368418819252,0.10323574714447496,0.10552763792580995,0.05759162293614027,0.036764705747188584,0.03333333311111111,0.037593984821075246,0.03162055323470137,0.03488372079502434,0.016129032193028095,0.04247104230706161,0.0158013543661369,0.020134228052790415,0.028901733936984197,0.02016129024128512,0.03187250983317725,0.019531249923706057,0.011583011538289532,0.00392156861207228,0.0039525691543376715,0.02334630341110388,0.006578947325138505,0.006289308136545232,0.02083333324652778,0.019867549537300997,0.0,0.0022321428521603955,0.0,0.006578947325138505,0.004032258048257024,0.004273504255241435,0.003891050568517313,0.0,0.005571030625150333,0.0,0.005813953454570038,0.0,0.0,0.0,0.00784313722414456,0.006024096349252432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003999999984
total seconds,0.0,69.80863976478577,122.93255138397217,163.39543890953064,188.45873475074768,222.74927520751953,238.57839941978455,247.75351524353027,263.3573160171509,278.1436519622803,292.9598605632782,306.9511306285858,322.18603587150574,346.2972583770752,355.06739354133606,365.07205986976624,379.26287627220154,393.8830349445343,408.1195635795593,422.3587005138397,436.52574944496155,450.8619472980499,465.41572165489197,474.1430184841156,483.3671896457672,497.0540723800659,506.22864603996277,526.5384979248047,550.3067405223846,560.4801526069641,569.3374054431915,583.2278280258179,596.148353099823,610.3110809326172,623.9087145328522,643.5190334320068,652.3677015304565,661.9568569660187,675.8894829750061,684.7464761734009,700.2685883045197,714.6702735424042,724.1465773582458,738.0773134231567,746.8024868965149,755.5578410625458,769.2915976047516,783.5859456062317,801.9008932113647,810.4984784126282,819.1496036052704,828.4457304477692,836.6533203125,860.5489475727081,873.9521369934082,892.4671218395233,906.0068380832672,924.9909062385559,939.8562405109406,958.79740691185,975.1122968196869,984.9252314567566,999.5711266994476,1008.968588590622,1023.2194328308105,1032.244139432907,1051.8239438533783,1067.5452914237976,1083.6254868507385,1092.9186868667603,1108.1093077659607,1118.1998760700226,1129.0371770858765,1144.2098906040192,1159.1597518920898
total minutes,0.0,1.163477329413096,2.048875856399536,2.723257315158844,3.140978912512461,3.7124879201253256,3.976306656996409,4.129225254058838,4.389288600285848,4.635727532704672,4.882664342721303,5.115852177143097,5.369767264525096,5.771620972951253,5.917789892355601,6.084534331162771,6.321047937870025,6.564717249075572,6.801992726325989,7.039311675230662,7.275429157416026,7.514365788300832,7.7569286942482,7.902383641401927,8.056119827429454,8.284234539667766,8.437144100666046,8.775641632080077,9.17177900870641,9.341335876782734,9.488956757386525,9.720463800430299,9.93580588499705,10.171851348876952,10.398478575547536,10.72531722386678,10.872795025507608,11.032614282766978,11.264824716250102,11.412441269556682,11.671143138408661,11.911171225706736,12.06910962263743,12.301288557052612,12.446708114941915,12.592630684375763,12.82152662674586,13.059765760103861,13.365014886856079,13.508307973543802,13.652493393421173,13.807428840796153,13.944222005208333,14.342482459545135,14.565868949890136,14.874452030658722,15.100113968054453,15.416515103975932,15.664270675182342,15.979956781864166,16.251871613661447,16.415420524279277,16.659518778324127,16.816143143177033,17.053657213846844,17.204068990548453,17.530399064222973,17.79242152372996,18.060424780845644,18.21531144777934,18.46848846276601,18.636664601167045,18.81728628476461,19.07016484340032,19.319329198201498
cummulative feedback,0.0,190.0,319.0,386.0,428.0,461.0,471.0,476.0,486.0,494.0,503.0,507.0,518.0,525.0,528.0,533.0,538.0,546.0,551.0,554.0,555.0,556.0,562.0,563.0,564.0,569.0,572.0,572.0,573.0,573.0,574.0,575.0,576.0,577.0,577.0,579.0,579.0,580.0,580.0,580.0,580.0,582.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,584.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,760.0,649.0,398.0,573.0,272.0,150.0,266.0,253.0,258.0,248.0,259.0,443.0,149.0,173.0,248.0,251.0,256.0,259.0,255.0,253.0,257.0,152.0,159.0,240.0,151.0,380.0,448.0,182.0,152.0,248.0,234.0,257.0,245.0,359.0,155.0,172.0,250.0,155.0,252.0,255.0,166.0,258.0,150.0,151.0,249.0,257.0,343.0,148.0,147.0,163.0,143.0,451.0,243.0,339.0,250.0,354.0,271.0,343.0,272.0,164.0,264.0,159.0,258.0,155.0,349.0,263.0,260.0,149.0,247.0,155.0,171.0,259.0,250.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
