,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Accumulated time steps,0.0,612.0,796.0,1089.0,1687.0,2686.0,3485.0,3901.0,4374.0,4923.0,5320.0,5600.0,5982.0,6231.0,6574.0,6822.0,7175.0,7437.0,7699.0,8140.0,8396.0,8735.0,8984.0,9154.0,9447.0,9797.0,10046.0,10396.0,10658.0,11121.0,11369.0,11618.0,11778.0,12023.0,12179.0,12621.0,12984.0,13240.0,13597.0,13861.0,14024.0,14175.0,14446.0,14715.0,14879.0,15412.0,15774.0,16019.0,16525.0,16689.0,16956.0,17208.0,17550.0,17993.0,18246.0,18509.0,18765.0,18940.0,19203.0,19465.0,19822.0
Episode reward,0.0,65.45294327086955,87.70224441645611,76.3492052855518,43.62723851558834,-90.4389439399599,57.44529711367085,76.36969358630238,81.5910865569173,80.4465478242748,77.81982382866127,85.03954762120824,84.8587170232281,87.83968516646526,84.7988916768893,88.72366235854707,85.14789330520914,86.10343483972186,86.62097492720564,78.82215611974331,86.75244125812078,79.64954710632097,89.03255897537372,92.00204252667328,86.31818402059706,82.5796517789979,87.71767109320677,82.9776091013574,85.85243480544136,75.83996935314244,86.1094584438763,86.1456838412108,90.63040971090889,87.02736282696577,92.26130327605871,82.19295021641179,83.69328225523296,86.95236983045018,82.091299946308,85.24877057259769,90.54526799206259,92.41776234279746,85.25961921968305,87.99667309435696,90.33202001514425,69.78472815867615,79.48262731759971,86.41721607793077,75.9949169579646,90.31153200182445,84.2243227521313,86.22968039477797,81.9311841729731,76.25456887109976,86.28853904677095,86.31533548192795,86.60764448749347,89.66604434065714,85.86831801168107,86.88810269780176,81.75326070755406
Episode feedback,0.8,0.3278688519215265,0.2513661188449939,0.30479451950412834,0.29648241156368105,0.2204408815426444,0.13157894720353516,0.10361445758165191,0.08686440659562626,0.04744525538787362,0.037878787783134374,0.05376344066751455,0.03149606290945915,0.04032258048257024,0.03801169579528744,0.03643724681604354,0.019886363579868286,0.015325670439365247,0.011494252829523936,0.020454545408057852,0.00392156861207228,0.01479289936451805,0.004032258048257024,0.00591715972830083,0.010273972567554888,0.011461318018735478,0.008064516096514047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027624309315954945,0.0,0.002808988756154526,0.0,0.0,0.0,0.0,0.0037313432696591668,0.0,0.0018796992445870315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,48.59078288078308,63.04232120513916,87.25485825538635,136.12946009635925,210.82233142852783,262.90387654304504,289.2086670398712,317.7181673049927,349.3072271347046,371.7832145690918,388.02523589134216,409.9697594642639,424.23107981681824,443.6730718612671,458.33563709259033,477.63837218284607,492.1134309768677,506.6984963417053,530.9132647514343,544.8130764961243,563.1116683483124,577.2402617931366,586.7853183746338,602.7213053703308,621.722353219986,635.732298374176,654.4392096996307,668.5711581707001,693.3697357177734,706.8410649299622,720.7011985778809,729.8684799671173,743.4165227413177,752.1986827850342,775.7074332237244,795.0950589179993,809.1541695594788,829.904895067215,844.3678357601166,853.5911190509796,862.1933217048645,877.128271818161,891.6642315387726,900.8558478355408,929.5791087150574,949.0063343048096,962.4399344921112,989.0431122779846,998.5171022415161,1012.9715595245361,1027.0243406295776,1045.2104575634003,1068.7954370975494,1082.7234644889832,1098.466834306717,1113.1207530498505,1123.1396417617798,1137.820801973343,1152.401576757431,1171.9950342178345
total minutes,0.0,0.8098463813463846,1.050705353418986,1.4542476375897726,2.2688243349393207,3.513705523808797,4.381731275717417,4.82014445066452,5.295302788416545,5.821787118911743,6.196386909484863,6.467087264855703,6.832829324404399,7.070517996946971,7.394551197687785,7.638927284876505,7.960639536380768,8.201890516281129,8.444974939028421,8.848554412523905,9.08021794160207,9.385194472471873,9.62067102988561,9.779755306243896,10.045355089505513,10.362039220333099,10.595538306236268,10.907320161660513,11.142852636178334,11.556162261962891,11.780684415499369,12.011686642964682,12.164474666118622,12.390275379021963,12.536644713083904,12.928457220395407,13.251584315299988,13.485902825991312,13.83174825112025,14.07279726266861,14.22651865084966,14.369888695081075,14.618804530302684,14.861070525646209,15.014264130592347,15.492985145250957,15.816772238413494,16.04066557486852,16.484051871299744,16.641951704025267,16.882859325408937,17.117072343826294,17.42017429272334,17.813257284959157,18.045391074816386,18.307780571778615,18.55201255083084,18.718994029362996,18.963680032889048,19.206692945957183,19.53325057029724
cummulative feedback,0.0,200.0,246.0,335.0,512.0,732.0,837.0,880.0,921.0,947.0,962.0,977.0,989.0,999.0,1012.0,1021.0,1028.0,1032.0,1035.0,1044.0,1045.0,1050.0,1051.0,1052.0,1055.0,1059.0,1061.0,1061.0,1061.0,1061.0,1061.0,1061.0,1061.0,1061.0,1061.0,1061.0,1062.0,1062.0,1063.0,1063.0,1063.0,1063.0,1063.0,1064.0,1064.0,1065.0,1065.0,1065.0,1065.0,1065.0,1065.0,1065.0,1065.0,1065.0,1065.0,1065.0,1065.0,1065.0,1065.0,1065.0,1065.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,610.0,183.0,292.0,597.0,998.0,798.0,415.0,472.0,548.0,396.0,279.0,381.0,248.0,342.0,247.0,352.0,261.0,261.0,440.0,255.0,338.0,248.0,169.0,292.0,349.0,248.0,349.0,261.0,462.0,247.0,248.0,159.0,244.0,155.0,441.0,362.0,255.0,356.0,263.0,162.0,150.0,270.0,268.0,163.0,532.0,361.0,244.0,505.0,163.0,266.0,251.0,341.0,442.0,252.0,262.0,255.0,174.0,262.0,261.0,356.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
