,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3711.0,4069.0,4554.0,4937.0,5226.0,5497.0,5956.0,6514.0,6669.0,7021.0,7188.0,7473.0,7747.0,7916.0,8173.0,8531.0,8691.0,8851.0,9012.0,9260.0,9613.0,9779.0,10147.0,10308.0,10570.0,10824.0,11272.0,11432.0,11608.0,11939.0,12200.0,12454.0,12612.0,13148.0,13314.0,13680.0,13944.0,14196.0,14573.0,14910.0,15259.0,15425.0,15715.0,16354.0,16611.0,16756.0,17006.0,17257.0,17594.0,17758.0,17937.0,18187.0,18700.0,18942.0,19196.0,19539.0,19806.0
Episode reward,0.0,-66.15471189922077,-69.06228323201849,-65.9933402345083,54.915336008906834,77.87985849526754,69.32650678046278,76.57283755540917,83.02536728244829,83.22094630807989,71.97001886102281,65.28824097730475,90.62027020175212,79.05848802930726,89.59246066640317,80.32333003221326,83.61714098372104,89.6452947976673,84.06535891917792,76.79523154754627,89.3498341225517,90.36134376648994,90.50280474992229,85.14439379347087,79.22361645748214,90.1593832536656,76.79084301211344,90.6349363982223,82.82001689220391,85.3886138207506,72.09368278527526,90.55184255595321,88.48175016469308,82.87965725055072,85.45773013592382,84.61754386570735,90.85008581694062,69.03896929254778,90.2713815035227,78.42530279189644,84.06435928842207,84.82163684851069,77.7492359546306,80.1913088208119,80.0262860181049,90.2033522559102,82.09017052149439,62.84649228033433,86.17290785750124,91.34137235770775,85.98058357502167,84.32710278674634,80.15941561665971,89.71613873458672,89.35273226169554,85.79428680894033,67.26030170019118,85.6887004061017,85.032465664247,79.28565071976813,83.85979046337314
Episode feedback,0.8,0.0951903806661419,0.07414829651888949,0.21943887753563238,0.06741573024239364,0.044817927045327936,0.03925619826599959,0.036649214563745515,0.05208333315248843,0.011111111069958848,0.030567685522777978,0.0071813285328881,0.0,0.011396011363544126,0.0,0.007042253496330093,0.010989010948758201,0.023809523667800456,0.0,0.005602240880665992,0.006289308136545232,0.006289308136545232,0.006249999960937501,0.016194331918241572,0.005681818165676653,0.006060606023875115,0.005449591265804929,0.006249999960937501,0.0038314176098413117,0.0,0.0,0.0,0.0,0.0030303030211202937,0.0,0.0039525691543376715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,62.980929374694824,124.43527221679688,203.39521145820618,246.82079243659973,267.9403660297394,296.4244451522827,318.69097805023193,335.9821949005127,351.47356939315796,377.720472574234,407.8558464050293,416.918000459671,436.56916403770447,446.1134366989136,462.078800201416,478.0159056186676,489.92474341392517,506.51711320877075,527.4148697853088,536.9012742042542,546.3322277069092,555.9401743412018,570.7062773704529,589.8685541152954,599.2277073860168,619.5262036323547,628.7172157764435,642.8668270111084,657.1998121738434,680.8889441490173,690.035721540451,699.9541764259338,717.6055157184601,731.861428976059,745.6677260398865,754.6157047748566,782.3655552864075,791.6743438243866,811.1646807193756,825.5120170116425,839.1469588279724,859.141889333725,877.306408405304,896.1668713092804,905.6182208061218,921.1441149711609,954.3529651165009,968.5516500473022,976.8837261199951,994.3194246292114,1007.8430399894714,1026.0950119495392,1035.3176782131195,1045.3112132549286,1059.0405576229095,1086.6225984096527,1100.1744301319122,1114.1287841796875,1132.8091168403625,1147.5307235717773
total minutes,0.0,1.0496821562449137,2.0739212036132812,3.389920190970103,4.113679873943329,4.465672767162323,4.940407419204712,5.311516300837199,5.5997032483418785,5.8578928232192995,6.295341209570567,6.7975974400838215,6.948633340994517,7.276152733961741,7.435223944981893,7.701313336690267,7.966931760311127,8.165412390232087,8.441951886812847,8.790247829755147,8.948354570070903,9.105537128448486,9.265669572353364,9.511771289507548,9.831142568588257,9.987128456433615,10.325436727205913,10.478620262940725,10.714447116851806,10.953330202897389,11.348149069150288,11.500595359007518,11.66590294043223,11.960091928641,12.197690482934316,12.427795433998108,12.576928412914276,13.039425921440124,13.19457239707311,13.519411345322927,13.758533616860708,13.985782647132874,14.319031488895416,14.621773473421733,14.93611452182134,15.093637013435364,15.352401916186015,15.90588275194168,16.142527500788372,16.281395435333252,16.57199041048686,16.797383999824525,17.10158353249232,17.255294636885324,17.42185355424881,17.650675960381825,18.11037664016088,18.33624050219854,18.56881306966146,18.880151947339375,19.125512059529623
cummulative feedback,0.0,95.0,169.0,388.0,436.0,452.0,471.0,485.0,500.0,503.0,517.0,521.0,521.0,525.0,525.0,527.0,530.0,534.0,534.0,536.0,537.0,538.0,539.0,543.0,545.0,546.0,548.0,549.0,550.0,550.0,550.0,550.0,550.0,551.0,551.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,712.0,357.0,484.0,382.0,288.0,270.0,458.0,557.0,154.0,351.0,166.0,284.0,273.0,168.0,256.0,357.0,159.0,159.0,160.0,247.0,352.0,165.0,367.0,160.0,261.0,253.0,447.0,159.0,175.0,330.0,260.0,253.0,157.0,535.0,165.0,365.0,263.0,251.0,376.0,336.0,348.0,165.0,289.0,638.0,256.0,144.0,249.0,250.0,336.0,163.0,178.0,249.0,512.0,241.0,253.0,342.0,266.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
