,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
Accumulated time steps,0.0,1000.0,1545.0,1941.0,2305.0,2739.0,2985.0,3240.0,3674.0,3857.0,4198.0,4468.0,4725.0,5121.0,5287.0,5576.0,5735.0,5895.0,6165.0,6506.0,6768.0,7034.0,7191.0,7352.0,7617.0,7874.0,8069.0,8232.0,8393.0,8667.0,9121.0,9387.0,9547.0,10016.0,10477.0,10927.0,11088.0,11343.0,11503.0,11653.0,11908.0,12102.0,12255.0,12527.0,12786.0,13032.0,13195.0,13477.0,13628.0,14075.0,14426.0,14713.0,14975.0,15145.0,15490.0,15643.0,15883.0,16030.0,16186.0,16581.0,16730.0,16978.0,17410.0,17561.0,17707.0,17865.0,18209.0,18457.0,18723.0,18981.0,19410.0,19669.0,19826.0
Episode reward,0.0,-64.35076523491328,65.2145397885269,75.0612355139998,80.93988427484123,78.20207305971422,85.62903806441788,84.6986305698221,73.1381699182744,87.83580318881975,81.50369450189355,83.38245851462256,85.91451618799368,76.78561792104774,91.22114480937502,82.60199028773326,91.68722138168874,91.35128794211876,84.98038359122057,85.39170095252291,85.59289356416019,88.61003912721556,91.60704561383417,91.43544801525854,85.47528527304414,86.26328466582278,87.97073294137047,91.06801307904354,91.25057493480841,84.5530618597013,78.59147195625445,84.60473473852474,91.08937751034622,77.29618939378223,79.84682557595073,79.85536150056234,91.29303042469395,87.67387679657118,91.01422720205267,91.82429516701556,86.87272702364703,87.96898766048834,91.51342378300609,84.00496124729007,86.47529174437952,87.85941059671389,91.22002150881171,83.3775381785249,91.90376262541419,79.70149112498659,83.65679707784983,84.4019215502887,87.36965654041201,90.5372642768748,83.14631500396419,92.09302707187766,88.56983420204604,92.32252712949949,91.97396585802929,78.15204878269446,92.17883330513408,88.46199327601092,81.00644509122148,92.1062553333531,92.21103360706235,91.7262826796347,83.58587665064007,88.60111852749719,84.9970956602399,86.94397541680095,78.83572271470868,86.1245529762659,91.63189902518386
Episode feedback,0.8,0.01803607212621636,0.29779411709964315,0.1999999994936709,0.17079889760110498,0.2078521935153529,0.08571428536443149,0.09055118074586149,0.08545034622297841,0.06043956010747494,0.11176470555363321,0.04832713736681361,0.074218749710083,0.07341772133311969,0.030303030119375577,0.045138888732156636,0.03164556941996475,0.03144654068272616,0.02973977684111607,0.03235294108131488,0.04214559370825443,0.02641509423994304,0.012820512738330047,0.012499999921875001,0.018939393867653812,0.007812499969482422,0.015463917446062281,0.02469135787227557,0.006249999960937501,0.0036630036495860674,0.013245033083344298,0.011320754674261304,0.02515723254618093,0.0064102563965592815,0.002173913038752363,0.004454342974489214,0.006249999960937501,0.0,0.0,0.0,0.007874015717031434,0.0,0.0,0.0,0.0,0.004081632636401499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,44.420138359069824,87.84637951850891,116.51481008529663,141.69219374656677,173.95401072502136,189.6979422569275,205.83496379852295,232.25448632240295,243.71568512916565,265.62563037872314,281.39121747016907,297.3306438922882,321.26046347618103,330.8992247581482,347.7221007347107,357.23935866355896,366.7153971195221,381.9796075820923,401.0716073513031,416.0078935623169,430.9485275745392,440.07624316215515,449.4622404575348,464.3179006576538,478.4961426258087,489.41425466537476,498.99245262145996,508.2232184410095,523.1255178451538,547.4220685958862,561.9758174419403,571.2757978439331,596.1323850154877,620.4364020824432,644.2912464141846,653.2979741096497,666.9486899375916,675.9354386329651,684.8624050617218,698.7987866401672,709.6605508327484,718.3309595584869,733.0373017787933,746.8355784416199,760.3564960956573,769.5656318664551,784.8852438926697,793.5479364395142,816.9186561107635,835.9837031364441,851.6395742893219,865.724949836731,875.259749174118,894.1452558040619,902.8825464248657,915.92458319664,924.3516156673431,933.3158371448517,954.4641680717468,963.2410700321198,976.8503715991974,999.7189531326294,1008.324458360672,1016.5671298503876,1025.5591597557068,1043.8771088123322,1057.7671263217926,1072.054143667221,1085.9357154369354,1108.9854135513306,1123.9987852573395,1133.2547221183777
total minutes,0.0,0.7403356393178304,1.4641063253084818,1.9419135014216105,2.3615365624427795,2.8992335120836894,3.1616323709487917,3.4305827299753826,3.8709081053733825,4.061928085486094,4.427093839645385,4.689853624502818,4.955510731538137,5.354341057936351,5.51498707930247,5.795368345578511,5.953989311059316,6.111923285325369,6.3663267930348715,6.684526789188385,6.933464892705282,7.182475459575653,7.334604052702586,7.491037340958913,7.738631677627564,7.974935710430145,8.156904244422913,8.316540877024332,8.470386974016826,8.718758630752564,9.123701143264771,9.366263624032339,9.521263297398885,9.935539750258128,10.340606701374053,10.738187440236409,10.88829956849416,11.115811498959859,11.265590643882751,11.414373417695364,11.646646444002787,11.827675847212474,11.972182659308116,12.21728836297989,12.447259640693664,12.672608268260955,12.826093864440917,13.081420731544494,13.225798940658569,13.615310935179393,13.933061718940735,14.193992904822032,14.428749163945517,14.5876624862353,14.902420930067699,15.048042440414429,15.265409719944,15.405860261122386,15.555263952414196,15.907736134529113,16.054017833868663,16.28083952665329,16.66198255221049,16.805407639344534,16.94278549750646,17.092652662595114,17.39795181353887,17.62945210536321,17.867569061120353,18.09892859061559,18.48309022585551,18.733313087622324,18.887578701972963
cummulative feedback,0.0,18.0,180.0,259.0,321.0,411.0,432.0,455.0,492.0,503.0,541.0,554.0,573.0,602.0,607.0,620.0,625.0,630.0,638.0,649.0,660.0,667.0,669.0,671.0,676.0,678.0,681.0,685.0,686.0,687.0,693.0,696.0,700.0,703.0,704.0,706.0,707.0,707.0,707.0,707.0,709.0,709.0,709.0,709.0,709.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0,710.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,544.0,395.0,363.0,433.0,245.0,254.0,433.0,182.0,340.0,269.0,256.0,395.0,165.0,288.0,158.0,159.0,269.0,340.0,261.0,265.0,156.0,160.0,264.0,256.0,194.0,162.0,160.0,273.0,453.0,265.0,159.0,468.0,460.0,449.0,160.0,254.0,159.0,149.0,254.0,193.0,152.0,271.0,258.0,245.0,162.0,281.0,150.0,446.0,350.0,286.0,261.0,169.0,344.0,152.0,239.0,146.0,155.0,394.0,148.0,247.0,431.0,150.0,145.0,157.0,343.0,247.0,265.0,257.0,428.0,258.0,156.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
