,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Accumulated time steps,0.0,619.0,1488.0,2211.0,2803.0,3802.0,4801.0,5800.0,6500.0,7237.0,8236.0,9235.0,10234.0,11233.0,12232.0,13231.0,14230.0,15229.0,16228.0,17227.0,18226.0,19225.0
Episode reward,0.0,59.15545666557357,52.95092744295807,71.82059782958945,83.42259941879465,-47.12860600377083,-33.54064799131574,-25.17024589200593,78.38102181343959,77.73499654539853,-27.932643227649756,-27.510976152431272,-35.445734007336355,-20.142988137425135,-37.06520195278857,-22.21271143175523,-29.336462218535523,-41.25728598541454,-45.630563090857336,-29.20359668272463,-22.334224408217285,-38.206604761230615
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,26.45853304862976,64.65648341178894,96.71040081977844,123.3660249710083,167.12362909317017,211.47794699668884,255.51047277450562,286.90877652168274,319.92099809646606,363.92320942878723,408.7681505680084,452.5116877555847,495.91342782974243,538.8847901821136,582.0759634971619,624.8027083873749,667.351306438446,709.7483668327332,753.0116176605225,796.2720341682434,839.0626997947693
total minutes,0.0,0.440975550810496,1.077608056863149,1.611840013662974,2.0561004161834715,2.785393818219503,3.524632449944814,4.2585078795750935,4.781812942028045,5.332016634941101,6.06538682381312,6.812802509466807,7.541861462593078,8.265223797162374,8.981413169701893,9.70126605828603,10.413378473122915,11.122521773974102,11.829139447212219,12.550193627675375,13.271200569470723,13.984378329912822
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,617.0,868.0,722.0,591.0,998.0,998.0,998.0,699.0,736.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
