,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
Accumulated time steps,0.0,923.0,1390.0,1651.0,1817.0,1966.0,2195.0,2338.0,2594.0,2876.0,3128.0,3381.0,3643.0,3789.0,3937.0,4084.0,4325.0,4479.0,4924.0,5083.0,5336.0,5483.0,5720.0,5869.0,6024.0,6175.0,6430.0,6587.0,6854.0,7146.0,7349.0,7500.0,7644.0,7912.0,8168.0,8453.0,8616.0,8892.0,9140.0,9477.0,9918.0,10166.0,10433.0,10681.0,10926.0,11210.0,11365.0,11724.0,11877.0,12135.0,12305.0,12578.0,12940.0,13219.0,13574.0,13806.0,13997.0,14255.0,14733.0,14897.0,15149.0,15513.0,15776.0,16044.0,16214.0
Episode reward,0.0,51.595011140254584,75.30962033384242,85.54874368876851,91.00215573170662,91.36646514553811,88.55671566441507,92.26463271329435,85.77955503391111,85.481715117491,86.86275195688017,87.06729307095792,87.5209947548795,92.04284205491594,91.721162118087,92.84509310062327,87.39576893327174,90.98765952668339,72.61016409561189,90.43791944686842,86.32813155931069,92.07541360387648,87.70700400487249,91.00225212691588,91.16508586912197,92.78101376813466,85.681908792996,90.9654219812045,84.69193061127376,83.16687475370671,86.33979225088926,91.61408589804739,92.15688277382435,84.28585558832441,85.06144006412995,82.68227676812434,91.39863185431548,84.1785550884475,87.11315127566407,82.72508753386064,78.61089875475055,88.12997171851066,85.42177190935742,88.7142147475279,86.84868320235655,81.41564658819834,90.294966530336,80.79097553673476,91.35963002254832,85.15313102339329,89.88638209544797,83.35828393370345,77.67712183430449,84.58299398891816,80.93244227733919,87.74243640549642,87.73208386659024,86.92491435007565,74.88361487946824,91.05156075701025,86.4109430297978,79.00921313323745,85.35968160625497,85.20583543772536,89.73736765979055
Episode feedback,0.8,0.31161780639346603,0.14806866921015308,0.17307692241124262,0.16969696866850323,0.1283783775109569,0.15350877125654047,0.19718309720293595,0.12941176419838524,0.12099644085054648,0.10358565695782607,0.06349206324011086,0.11877394590508067,0.07586206844233057,0.08163265250590032,0.07534246523738038,0.0749999996875,0.019607843009099065,0.049549549437951465,0.0253164555359718,0.019841269762534645,0.027397260086320138,0.055084745529301926,0.03378378355551498,0.0194805193540226,0.02666666648888889,0.03937007858515717,0.03205128184582512,0.030075187856860197,0.006872852210058927,0.019801980099990197,0.013333333244444445,0.02097902083231454,0.011235955014097547,0.01568627444828912,0.007042253496330093,0.0,0.0,0.01214574893868118,0.0029761904673327663,0.0,0.0,0.0037593984821075246,0.0,0.004098360638941145,0.0035335688921075306,0.0,0.0,0.006578947325138505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,78.49756503105164,114.90461826324463,134.86938619613647,147.80777072906494,160.516676902771,178.37163066864014,195.2313802242279,215.26303887367249,236.33095860481262,254.16294741630554,271.18796968460083,296.889860868454,311.96814489364624,322.92415142059326,333.7845151424408,350.19281363487244,360.99265241622925,389.8005886077881,400.03723645210266,416.0805494785309,425.59349846839905,440.5679259300232,449.7977104187012,459.0285179615021,468.08805227279663,483.2863566875458,493.2862136363983,510.0391962528229,526.9316654205322,538.646509885788,548.2846655845642,557.0584328174591,572.9705319404602,588.009115934372,603.8663241863251,613.5075578689575,629.5232739448547,643.4092528820038,662.3970739841461,686.390561580658,699.915130853653,714.5236575603485,727.9783225059509,741.2221508026123,756.7682065963745,765.6610040664673,784.892678976059,793.9390122890472,808.2058913707733,818.0100631713867,832.9733211994171,852.009964466095,867.122082233429,886.0633735656738,898.7777473926544,909.3260641098022,923.2588307857513,948.6545190811157,957.9440996646881,971.619421005249,991.1276659965515,1005.5370483398438,1020.4760484695435,1030.211181640625
total minutes,0.0,1.3082927505175272,1.9150769710540771,2.2478231032689413,2.4634628454844156,2.6752779483795166,2.972860511144002,3.253856337070465,3.5877173145612082,3.93884931008021,4.236049123605093,4.5197994947433475,4.948164347807566,5.19946908156077,5.382069190343221,5.563075252374014,5.836546893914541,6.016544206937154,6.496676476796468,6.667287274201711,6.934675824642182,7.093224974473317,7.342798765500387,7.496628506978353,7.650475299358368,7.801467537879944,8.054772611459097,8.221436893939972,8.500653270880381,8.782194423675538,8.977441831429799,9.138077759742737,9.284307213624318,9.549508865674337,9.800151932239533,10.06443873643875,10.225125964482626,10.492054565747578,10.723487548033397,11.039951233069102,11.439842693010966,11.665252180894216,11.908727626005808,12.132972041765848,12.353702513376872,12.612803443272908,12.761016734441121,13.081544649600982,13.232316871484121,13.470098189512889,13.633501052856445,13.882888686656951,14.200166074434916,14.452034703890483,14.767722892761231,14.979629123210907,15.155434401830037,15.387647179762522,15.810908651351928,15.965734994411468,16.193657016754152,16.518794433275858,16.758950805664064,17.00793414115906,17.170186360677082
cummulative feedback,0.0,287.0,356.0,401.0,429.0,448.0,483.0,511.0,544.0,578.0,604.0,620.0,651.0,662.0,674.0,685.0,703.0,706.0,728.0,732.0,737.0,741.0,754.0,759.0,762.0,766.0,776.0,781.0,789.0,791.0,795.0,797.0,800.0,803.0,807.0,809.0,809.0,809.0,812.0,813.0,813.0,813.0,814.0,814.0,815.0,816.0,816.0,816.0,817.0,817.0,817.0,817.0,817.0,817.0,817.0,817.0,817.0,817.0,817.0,817.0,817.0,817.0,817.0,817.0,817.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,921.0,466.0,260.0,165.0,148.0,228.0,142.0,255.0,281.0,251.0,252.0,261.0,145.0,147.0,146.0,240.0,153.0,444.0,158.0,252.0,146.0,236.0,148.0,154.0,150.0,254.0,156.0,266.0,291.0,202.0,150.0,143.0,267.0,255.0,284.0,162.0,275.0,247.0,336.0,440.0,247.0,266.0,247.0,244.0,283.0,154.0,358.0,152.0,257.0,169.0,272.0,361.0,278.0,354.0,231.0,190.0,257.0,477.0,163.0,251.0,363.0,262.0,267.0,169.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
