,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
Accumulated time steps,0.0,1000.0,1759.0,2452.0,2801.0,3165.0,3517.0,3732.0,3898.0,4177.0,4434.0,4686.0,5160.0,5338.0,5592.0,5757.0,5969.0,6219.0,6573.0,6735.0,7085.0,7342.0,7600.0,7872.0,8136.0,8296.0,8576.0,8745.0,8929.0,9159.0,9423.0,9576.0,9746.0,9910.0,10062.0,10218.0,10474.0,10634.0,10921.0,11092.0,11353.0,11597.0,11755.0,12001.0,12369.0,12730.0,13100.0,13252.0,13511.0,13750.0,13987.0,14236.0,14388.0,14549.0,14829.0,15075.0,15542.0,15787.0,16061.0,16331.0,16493.0,16762.0,16916.0,17165.0,17316.0,17611.0,17755.0,17916.0,18289.0,18451.0,18732.0,19129.0,19385.0,19545.0,19999.0
Episode reward,0.0,-67.50926361505597,51.406431332432206,56.300045974382115,80.49604717225682,78.43012408794571,78.72839335916595,84.63536609025421,90.4932521482665,85.51077824782811,84.35615935125674,86.29183231001329,72.65284721363435,89.67751355115824,84.94399758698319,90.8912158335626,85.46951051536475,83.14992731880704,79.38387393174673,90.81358172103862,79.0174753296614,85.6293810655962,83.55133231493289,83.31334859649681,83.44642456744184,89.5198183528086,84.66339108625775,90.43624117329223,89.13600016095194,87.49433747299119,82.09218336020704,90.41207298588472,89.0152405789188,90.34328224153887,89.8080076946857,90.76958125843669,84.85840800861274,90.80652183559538,84.39647229507648,89.73798907607244,85.00658464660422,86.31470532764179,91.1132241157093,87.29754387286266,79.76036278874344,78.77109905143477,79.63474177425746,91.07350263850127,84.04516346007861,86.07268157198514,87.37996817600961,84.27068780288656,91.09097899713855,89.90187422401891,82.5650829788869,85.56836385340242,73.57050763916384,85.79749007096262,83.96914203875777,85.32759558952364,90.50875436271194,83.47199345330974,91.38708594560916,85.7666153181418,90.4441077011205,80.86634570992427,92.17823318190818,90.66766351654006,80.92226052908883,90.91033494093578,82.99068490679191,75.69802419379694,85.19952618062635,91.22281369887038,74.73741770764754
Episode feedback,0.8,0.150300601051803,0.33773087026684584,0.118497109655351,0.10344827556480381,0.07713498601340224,0.059829059658606666,0.03271028022098,0.04848484819100092,0.06115107891672274,0.05859374977111816,0.05179282847891303,0.04862579270903638,0.0395480223754349,0.011857707463013014,0.012195121876859014,0.014218009411289055,0.020080321204496702,0.008498583545329792,0.01242236017128969,0.020057306532787086,0.003906249984741211,0.003891050568517313,0.011070110660257895,0.011406844063091847,0.012578616273090464,0.01075268813350291,0.01785714275085034,0.010928961688912778,0.01746724883202075,0.0038022813543639494,0.006578947325138505,0.0,0.006134969287515526,0.0,0.0064516128616024975,0.00392156861207228,0.0,0.00699300696855592,0.0,0.003846153831360947,0.0,0.0,0.0,0.0,0.0,0.005420054185853512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,71.88468861579895,144.7207510471344,195.26776576042175,230.306410074234,255.1489942073822,279.61982131004333,293.374977350235,304.41346645355225,323.1584210395813,339.7016179561615,355.17285227775574,382.4298632144928,393.1115982532501,408.1755347251892,418.54824447631836,431.4287142753601,446.0408661365509,466.1482949256897,476.3144555091858,496.9841604232788,511.46150279045105,526.1206343173981,542.4098765850067,557.0423650741577,566.3969659805298,582.3368246555328,592.6917984485626,603.2898535728455,616.2587833404541,630.4936852455139,639.2084586620331,648.7945032119751,658.1133630275726,666.855997800827,675.895516872406,690.0214641094208,699.0682470798492,714.907918214798,724.4557602405548,739.0196933746338,752.1838657855988,761.0617818832397,774.4556639194489,793.8061022758484,813.0384721755981,832.5129923820496,841.3051817417145,855.5173251628876,868.4046239852905,881.482869386673,895.0381774902344,903.8167281150818,912.9484708309174,928.1264050006866,941.5735981464386,966.7583150863647,980.00448179245,994.6440560817719,1008.9256680011749,1017.8859510421753,1032.1956903934479,1040.7452998161316,1054.324185848236,1062.8130407333374,1078.8367490768433,1087.3579411506653,1096.4888508319855,1116.8506054878235,1126.2698044776917,1142.1409723758698,1164.1082389354706,1179.4628818035126,1189.5834629535675,1215.910091638565
total minutes,0.0,1.1980781435966492,2.41201251745224,3.254462762673696,3.8384401679039,4.252483236789703,4.660330355167389,4.88958295583725,5.073557774225871,5.385973683993021,5.661693632602692,5.919547537962596,6.37383105357488,6.551859970887502,6.802925578753153,6.975804074605306,7.190478571256002,7.434014435609182,7.769138248761495,7.93857425848643,8.28306934038798,8.524358379840852,8.768677238623301,9.040164609750112,9.284039417902628,9.43994943300883,9.70561374425888,9.878196640809376,10.054830892880757,10.270979722340902,10.508228087425232,10.653474311033884,10.813241720199585,10.968556050459544,11.114266630013784,11.264925281206766,11.500357735157014,11.65113745133082,11.915131970246632,12.074262670675914,12.316994889577229,12.536397763093312,12.68436303138733,12.907594398657482,13.230101704597473,13.550641202926636,13.875216539700826,14.021753029028575,14.258622086048126,14.473410399754842,14.69138115644455,14.917302958170573,15.063612135251363,15.215807847181956,15.468773416678111,15.692893302440643,16.112638584772746,16.333408029874168,16.577400934696197,16.81542780001958,16.96476585070292,17.203261506557464,17.345754996935526,17.572069764137268,17.713550678888957,17.980612484614053,18.122632352511086,18.27481418053309,18.61417675813039,18.771163407961527,19.03568287293116,19.401803982257842,19.65771469672521,19.826391049226125,20.265168193976084
cummulative feedback,0.0,150.0,406.0,488.0,524.0,552.0,573.0,580.0,588.0,605.0,620.0,633.0,656.0,663.0,666.0,668.0,671.0,676.0,679.0,681.0,688.0,689.0,690.0,693.0,696.0,698.0,701.0,704.0,706.0,710.0,711.0,712.0,712.0,713.0,713.0,714.0,715.0,715.0,717.0,717.0,718.0,718.0,718.0,718.0,718.0,718.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,758.0,692.0,348.0,363.0,351.0,214.0,165.0,278.0,256.0,251.0,473.0,177.0,253.0,164.0,211.0,249.0,353.0,161.0,349.0,256.0,257.0,271.0,263.0,159.0,279.0,168.0,183.0,229.0,263.0,152.0,169.0,163.0,151.0,155.0,255.0,159.0,286.0,170.0,260.0,243.0,157.0,245.0,367.0,360.0,369.0,151.0,258.0,238.0,236.0,248.0,151.0,160.0,279.0,245.0,466.0,244.0,273.0,269.0,161.0,268.0,153.0,248.0,150.0,294.0,143.0,160.0,372.0,161.0,280.0,396.0,255.0,159.0,453.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
